Orthogroup	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000171	Morbakka_virulenta_scaffold543.g1.t1 scaffold543.g1.t1, Morbakka_virulenta_scaffold543.g1.t2 scaffold543.g1.t2	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true
OG0000173	Morbakka_virulenta_scaffold404.g3.t2 scaffold404.g3.t2, Morbakka_virulenta_scaffold404.g3.t1 scaffold404.g3.t1	Aurelia_aurita_Seg4331.1 Seg4331.1 transcript_id=Seg4331.1_GoldUCD_mRNA.D3Y31 product="Down syndrome cell adhesion molecule-like protein 1-like" protein_id=Seg4331.1_GoldUCD_D3Y31 partial=true
OG0000178	Morbakka_virulenta_scaffold1.g139.t1 scaffold1.g139.t1	Aurelia_aurita_Seg5686.2 Seg5686.2 transcript_id=Seg5686.2_GoldUCD_mRNA.D3Y31 product="Kyphoscoliosis peptidase" protein_id=Seg5686.2_GoldUCD_D3Y31
OG0000182	Morbakka_virulenta_scaffold230.g9.t1 scaffold230.g9.t1	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31
OG0000187	Morbakka_virulenta_scaffold124.g42.t1 scaffold124.g42.t1	Aurelia_aurita_Seg3528.1 Seg3528.1 transcript_id=Seg3528.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 69" protein_id=Seg3528.1_GoldUCD_D3Y31
OG0000192	Morbakka_virulenta_scaffold418.g5.t1 scaffold418.g5.t1	Aurelia_aurita_Seg1524.6 Seg1524.6 transcript_id=Seg1524.6_GoldUCD_mRNA.D3Y31 product="Protein flightless-1-like" protein_id=Seg1524.6_GoldUCD_D3Y31 partial=true
OG0000194	Morbakka_virulenta_scaffold3.g18.t1 scaffold3.g18.t1	Aurelia_aurita_Seg152.4 Seg152.4 transcript_id=Seg152.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg152.4_GoldUCD_D3Y31
OG0000197	Morbakka_virulenta_scaffold30.g93.t1 scaffold30.g93.t1	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31
OG0000199	Morbakka_virulenta_scaffold99.g3.t1 scaffold99.g3.t1	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31
OG0000201	Morbakka_virulenta_scaffold264.g14.t2 scaffold264.g14.t2, Morbakka_virulenta_scaffold264.g14.t1 scaffold264.g14.t1	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31
OG0000203	Morbakka_virulenta_scaffold13.g9.t1 scaffold13.g9.t1	Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31
OG0000204	Morbakka_virulenta_scaffold496.g8.t1 scaffold496.g8.t1, Morbakka_virulenta_scaffold496.g8.t2 scaffold496.g8.t2	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31
OG0000210	Morbakka_virulenta_scaffold13.g23.t1 scaffold13.g23.t1	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31
OG0000211	Morbakka_virulenta_scaffold1.g27.t1 scaffold1.g27.t1	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true
OG0000213	Morbakka_virulenta_scaffold165.g72.t1 scaffold165.g72.t1	Aurelia_aurita_Seg819.1_Seg819.2 Seg819.1_Seg819.2 transcript_id=Seg819.1_Seg819.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg819.1_Seg819.2_GoldUCD_D3Y31
OG0000214	Morbakka_virulenta_scaffold1242.g1.t1 scaffold1242.g1.t1	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31
OG0000229	Morbakka_virulenta_scaffold531.g6.t1 scaffold531.g6.t1, Morbakka_virulenta_scaffold531.g6.t2 scaffold531.g6.t2	Aurelia_aurita_Seg1551.1 Seg1551.1 transcript_id=Seg1551.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1551.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1436.5 Seg1436.5 transcript_id=Seg1436.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1436.5_GoldUCD_D3Y31 partial=true
OG0000230	Morbakka_virulenta_scaffold97.g66.t1 scaffold97.g66.t1	Aurelia_aurita_Seg6222.2 Seg6222.2 transcript_id=Seg6222.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg6222.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1817.14 Seg1817.14 transcript_id=Seg1817.14_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg1817.14_GoldUCD_D3Y31
OG0000231	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true
OG0000235	Morbakka_virulenta_scaffold51.g44.t1 scaffold51.g44.t1	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31
OG0000236	Morbakka_virulenta_scaffold308.g29.t1 scaffold308.g29.t1	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31
OG0000237	Morbakka_virulenta_scaffold1.g338.t2 scaffold1.g338.t2, Morbakka_virulenta_scaffold1.g338.t1 scaffold1.g338.t1	Aurelia_aurita_Seg1932.2 Seg1932.2 transcript_id=Seg1932.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 63" protein_id=Seg1932.2_GoldUCD_D3Y31
OG0000253	Morbakka_virulenta_scaffold154.g21.t1 scaffold154.g21.t1	Aurelia_aurita_Seg1823.9 Seg1823.9 transcript_id=Seg1823.9_GoldUCD_mRNA.D3Y31 product="General transcription factor IIH subunit 2" protein_id=Seg1823.9_GoldUCD_D3Y31
OG0000262	Morbakka_virulenta_scaffold89.g28.t1 scaffold89.g28.t1, Morbakka_virulenta_scaffold204.g8.t3 scaffold204.g8.t3, Morbakka_virulenta_scaffold204.g8.t2 scaffold204.g8.t2, Morbakka_virulenta_scaffold204.g8.t1 scaffold204.g8.t1	Aurelia_aurita_Seg1164.4 Seg1164.4 transcript_id=Seg1164.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1164.4_GoldUCD_D3Y31
OG0000265	Morbakka_virulenta_scaffold9.g9.t1 scaffold9.g9.t1	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31
OG0000267	Morbakka_virulenta_scaffold22.g46.t2 scaffold22.g46.t2, Morbakka_virulenta_scaffold22.g46.t1 scaffold22.g46.t1	Aurelia_aurita_Seg3915.2 Seg3915.2 transcript_id=Seg3915.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg3915.2_GoldUCD_D3Y31
OG0000268	Morbakka_virulenta_scaffold84.g62.t1 scaffold84.g62.t1	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true
OG0000272	Morbakka_virulenta_scaffold340.g18.t2 scaffold340.g18.t2, Morbakka_virulenta_scaffold340.g18.t1 scaffold340.g18.t1	Aurelia_aurita_Seg2513.2 Seg2513.2 transcript_id=Seg2513.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2513.2_GoldUCD_D3Y31
OG0000272	Morbakka_virulenta_scaffold263.g5.t1 scaffold263.g5.t1	Aurelia_aurita_Seg636.5 Seg636.5 transcript_id=Seg636.5_GoldUCD_mRNA.D3Y31 product="Myb-related protein A" protein_id=Seg636.5_GoldUCD_D3Y31
OG0000278	Morbakka_virulenta_scaffold2.g14.t1 scaffold2.g14.t1	Aurelia_aurita_Seg213.2 Seg213.2 transcript_id=Seg213.2_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor 1" protein_id=Seg213.2_GoldUCD_D3Y31
OG0000282	Morbakka_virulenta_scaffold3589.g1.t1 scaffold3589.g1.t1	Aurelia_aurita_Seg557.11 Seg557.11 transcript_id=Seg557.11_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 7" protein_id=Seg557.11_GoldUCD_D3Y31 partial=true
OG0000285	Morbakka_virulenta_scaffold89.g26.t1 scaffold89.g26.t1	Aurelia_aurita_Seg1284.13 Seg1284.13 transcript_id=Seg1284.13_GoldUCD_mRNA.D3Y31 product="Coagulation factor V" protein_id=Seg1284.13_GoldUCD_D3Y31
OG0000286	Morbakka_virulenta_scaffold101.g33.t1 scaffold101.g33.t1	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31
OG0000288	Morbakka_virulenta_scaffold145.g15.t1 scaffold145.g15.t1	Aurelia_aurita_Seg8305.2 Seg8305.2 transcript_id=Seg8305.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg8305.2_GoldUCD_D3Y31 partial=true
OG0000299	Morbakka_virulenta_scaffold32.g10.t1 scaffold32.g10.t1	Aurelia_aurita_Seg1800.6 Seg1800.6 transcript_id=Seg1800.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1800.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2876.2 Seg2876.2 transcript_id=Seg2876.2_GoldUCD_mRNA.D3Y31 product="Integral membrane protein DGCR2_IDD" protein_id=Seg2876.2_GoldUCD_D3Y31
OG0000309	Morbakka_virulenta_scaffold3752.g1.t1 scaffold3752.g1.t1	Aurelia_aurita_Seg1547.12 Seg1547.12 transcript_id=Seg1547.12_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 3" protein_id=Seg1547.12_GoldUCD_D3Y31
OG0000328	Morbakka_virulenta_scaffold91.g47.t1 scaffold91.g47.t1	Aurelia_aurita_Seg5628.1 Seg5628.1 transcript_id=Seg5628.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5628.1_GoldUCD_D3Y31
OG0000330	Morbakka_virulenta_scaffold70.g14.t2 scaffold70.g14.t2, Morbakka_virulenta_scaffold70.g14.t3 scaffold70.g14.t3	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31
OG0000331	Morbakka_virulenta_scaffold47.g171.t5 scaffold47.g171.t5, Morbakka_virulenta_scaffold47.g171.t3 scaffold47.g171.t3, Morbakka_virulenta_scaffold47.g171.t1 scaffold47.g171.t1, Morbakka_virulenta_scaffold47.g171.t4 scaffold47.g171.t4, Morbakka_virulenta_scaffold47.g171.t2 scaffold47.g171.t2	Aurelia_aurita_Seg1764.4 Seg1764.4 transcript_id=Seg1764.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1764.4_GoldUCD_D3Y31
OG0000340	Morbakka_virulenta_scaffold1.g202.t1 scaffold1.g202.t1	Aurelia_aurita_Seg1844.4 Seg1844.4 transcript_id=Seg1844.4_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 8" protein_id=Seg1844.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1844.3 Seg1844.3 transcript_id=Seg1844.3_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 9" protein_id=Seg1844.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1254.11 Seg1254.11 transcript_id=Seg1254.11_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 9" protein_id=Seg1254.11_GoldUCD_D3Y31, Aurelia_aurita_Seg6534.1 Seg6534.1 transcript_id=Seg6534.1_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 9" protein_id=Seg6534.1_GoldUCD_D3Y31 partial=true
OG0000344	Morbakka_virulenta_scaffold230.g30.t1 scaffold230.g30.t1	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31
OG0000349	Morbakka_virulenta_scaffold224.g30.t1 scaffold224.g30.t1	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31
OG0000364	Morbakka_virulenta_scaffold187.g5.t1 scaffold187.g5.t1, Morbakka_virulenta_scaffold187.g5.t2 scaffold187.g5.t2	Aurelia_aurita_Seg271.9 Seg271.9 transcript_id=Seg271.9_GoldUCD_mRNA.D3Y31 product="X-ray repair cross-complementing protein 5" protein_id=Seg271.9_GoldUCD_D3Y31 partial=true
OG0000375	Morbakka_virulenta_scaffold100.g46.t1 scaffold100.g46.t1	Aurelia_aurita_Seg2350.4 Seg2350.4 transcript_id=Seg2350.4_GoldUCD_mRNA.D3Y31 product="Neurogenic locus notch protein 2" protein_id=Seg2350.4_GoldUCD_D3Y31, Aurelia_aurita_Seg2275.11 Seg2275.11 transcript_id=Seg2275.11_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2275.11_GoldUCD_D3Y31 partial=true
OG0000390	Morbakka_virulenta_scaffold325.g16.t1 scaffold325.g16.t1	Aurelia_aurita_Seg1907.6 Seg1907.6 transcript_id=Seg1907.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1907.6_GoldUCD_D3Y31
OG0000398	Morbakka_virulenta_scaffold26.g83.t1 scaffold26.g83.t1	Aurelia_aurita_Seg1685.7 Seg1685.7 transcript_id=Seg1685.7_GoldUCD_mRNA.D3Y31 product="Kielin_chordin-like protein" protein_id=Seg1685.7_GoldUCD_D3Y31
OG0000399	Morbakka_virulenta_scaffold241.g22.t1 scaffold241.g22.t1	Aurelia_aurita_Seg5643.1 Seg5643.1 transcript_id=Seg5643.1_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg5643.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1159.5 Seg1159.5 transcript_id=Seg1159.5_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg1159.5_GoldUCD_D3Y31
OG0000418	Morbakka_virulenta_scaffold599.g4.t1 scaffold599.g4.t1	Aurelia_aurita_Seg4272.3 Seg4272.3 transcript_id=Seg4272.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4272.3_GoldUCD_D3Y31 partial=true
OG0000448	Morbakka_virulenta_scaffold267.g32.t1 scaffold267.g32.t1	Aurelia_aurita_Seg852.3 Seg852.3 transcript_id=Seg852.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg852.3_GoldUCD_D3Y31, Aurelia_aurita_Seg5087.2 Seg5087.2 transcript_id=Seg5087.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5087.2_GoldUCD_D3Y31 partial=true
OG0000487	Morbakka_virulenta_scaffold3848.g1.t1 scaffold3848.g1.t1	Aurelia_aurita_Seg4149.2 Seg4149.2 transcript_id=Seg4149.2_GoldUCD_mRNA.D3Y31 product=Neogenin protein_id=Seg4149.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1220.3 Seg1220.3 transcript_id=Seg1220.3_GoldUCD_mRNA.D3Y31 product="Protein sidekick-1" protein_id=Seg1220.3_GoldUCD_D3Y31, Aurelia_aurita_Seg3148.2 Seg3148.2 transcript_id=Seg3148.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3148.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2958.2 Seg2958.2 transcript_id=Seg2958.2_GoldUCD_mRNA.D3Y31 product="Brother of CDO" protein_id=Seg2958.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3148.3 Seg3148.3 transcript_id=Seg3148.3_GoldUCD_mRNA.D3Y31 product="Protein O-linked-mannose beta-1 2-N-acetylglucosaminyltransferase 1" protein_id=Seg3148.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3148.1 Seg3148.1 transcript_id=Seg3148.1_GoldUCD_mRNA.D3Y31 product="Netrin receptor DCC" protein_id=Seg3148.1_GoldUCD_D3Y31, Aurelia_aurita_Seg275.2 Seg275.2 transcript_id=Seg275.2_GoldUCD_mRNA.D3Y31 product="Receptor-type tyrosine-protein phosphatase delta" protein_id=Seg275.2_GoldUCD_D3Y31
OG0000490	Morbakka_virulenta_scaffold255.g11.t2 scaffold255.g11.t2, Morbakka_virulenta_scaffold255.g11.t3 scaffold255.g11.t3, Morbakka_virulenta_scaffold255.g11.t1 scaffold255.g11.t1	Aurelia_aurita_Seg1121.4 Seg1121.4 transcript_id=Seg1121.4_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg1121.4_GoldUCD_D3Y31 partial=true
OG0000521	Morbakka_virulenta_scaffold350.g11.t1 scaffold350.g11.t1	Aurelia_aurita_Seg2506.3 Seg2506.3 transcript_id=Seg2506.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg2506.3_GoldUCD_D3Y31
OG0000533	Morbakka_virulenta_scaffold23.g86.t2 scaffold23.g86.t2, Morbakka_virulenta_scaffold23.g86.t1 scaffold23.g86.t1	Aurelia_aurita_Seg1603.10 Seg1603.10 transcript_id=Seg1603.10_GoldUCD_mRNA.D3Y31 product="Cysteine-rich with EGF-like domain protein 2-A" protein_id=Seg1603.10_GoldUCD_D3Y31
OG0000541	Morbakka_virulenta_scaffold24.g119.t1 scaffold24.g119.t1	Aurelia_aurita_Seg5011.2 Seg5011.2 transcript_id=Seg5011.2_GoldUCD_mRNA.D3Y31 product="Deleted in malignant brain tumors 1 protein" protein_id=Seg5011.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg710.1 Seg710.1 transcript_id=Seg710.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg710.1_GoldUCD_D3Y31, Aurelia_aurita_Seg5011.1 Seg5011.1 transcript_id=Seg5011.1_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 2" protein_id=Seg5011.1_GoldUCD_D3Y31
OG0000542	Morbakka_virulenta_scaffold309.g12.t1 scaffold309.g12.t1	Aurelia_aurita_Seg2106.4 Seg2106.4 transcript_id=Seg2106.4_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 1" protein_id=Seg2106.4_GoldUCD_D3Y31
OG0000594	Morbakka_virulenta_scaffold476.g8.t1 scaffold476.g8.t1	Aurelia_aurita_Seg5847.1 Seg5847.1 transcript_id=Seg5847.1_GoldUCD_mRNA.D3Y31 product="putative leucine-rich repeat-containing protein" protein_id=Seg5847.1_GoldUCD_D3Y31
OG0000596	Morbakka_virulenta_scaffold70.g52.t1 scaffold70.g52.t1, Morbakka_virulenta_scaffold112.g15.t1 scaffold112.g15.t1	Aurelia_aurita_Seg284.3_Seg284.4 Seg284.3_Seg284.4 transcript_id=Seg284.3_Seg284.4_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 7" protein_id=Seg284.3_Seg284.4_GoldUCD_D3Y31
OG0000600	Morbakka_virulenta_scaffold582.g5.t1 scaffold582.g5.t1	Aurelia_aurita_Seg523.8 Seg523.8 transcript_id=Seg523.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg523.8_GoldUCD_D3Y31
OG0000601	Morbakka_virulenta_scaffold367.g3.t1 scaffold367.g3.t1	Aurelia_aurita_Seg2021.2 Seg2021.2 transcript_id=Seg2021.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2021.2_GoldUCD_D3Y31
OG0000610	Morbakka_virulenta_scaffold1516.g1.t1 scaffold1516.g1.t1, Morbakka_virulenta_scaffold44.g73.t1 scaffold44.g73.t1	Aurelia_aurita_Seg1006.2 Seg1006.2 transcript_id=Seg1006.2_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg1006.2_GoldUCD_D3Y31 partial=true
OG0000722	Morbakka_virulenta_scaffold46.g50.t1 scaffold46.g50.t1	Aurelia_aurita_Seg997.7 Seg997.7 transcript_id=Seg997.7_GoldUCD_mRNA.D3Y31 product="Latrophilin Cirl" protein_id=Seg997.7_GoldUCD_D3Y31
OG0000723	Morbakka_virulenta_scaffold23.g79.t1 scaffold23.g79.t1	Aurelia_aurita_Seg3355.1 Seg3355.1 transcript_id=Seg3355.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3355.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2178.3 Seg2178.3 transcript_id=Seg2178.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2178.3_GoldUCD_D3Y31 partial=true
OG0000905	Morbakka_virulenta_scaffold185.g9.t1 scaffold185.g9.t1, Morbakka_virulenta_scaffold185.g10.t1 scaffold185.g10.t1	Aurelia_aurita_Seg1634.7 Seg1634.7 transcript_id=Seg1634.7_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1634.7_GoldUCD_D3Y31
OG0000906	Morbakka_virulenta_scaffold484.g8.t1 scaffold484.g8.t1	Aurelia_aurita_Seg1801.5 Seg1801.5 transcript_id=Seg1801.5_GoldUCD_mRNA.D3Y31 product="Ubiquitin carboxyl-terminal hydrolase 14" protein_id=Seg1801.5_GoldUCD_D3Y31, Aurelia_aurita_Seg3885.1 Seg3885.1 transcript_id=Seg3885.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-5" protein_id=Seg3885.1_GoldUCD_D3Y31
OG0000908	Morbakka_virulenta_scaffold547.g7.t1 scaffold547.g7.t1	Aurelia_aurita_Seg2998.3 Seg2998.3 transcript_id=Seg2998.3_GoldUCD_mRNA.D3Y31 product="Protein Wnt-7b" protein_id=Seg2998.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2664.4 Seg2664.4 transcript_id=Seg2664.4_GoldUCD_mRNA.D3Y31 product="Protein Wnt-5" protein_id=Seg2664.4_GoldUCD_D3Y31 partial=true
OG0001142	Morbakka_virulenta_scaffold341.g2.t1 scaffold341.g2.t1	Aurelia_aurita_Seg1750.5 Seg1750.5 transcript_id=Seg1750.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 28" protein_id=Seg1750.5_GoldUCD_D3Y31 partial=true
OG0001189	Morbakka_virulenta_scaffold74.g33.t1 scaffold74.g33.t1	Aurelia_aurita_Seg5491.1 Seg5491.1 transcript_id=Seg5491.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5491.1_GoldUCD_D3Y31 partial=true
OG0001190	Morbakka_virulenta_scaffold115.g34.t1 scaffold115.g34.t1	Aurelia_aurita_Seg1547.7 Seg1547.7 transcript_id=Seg1547.7_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1547.7_GoldUCD_D3Y31, Aurelia_aurita_Seg679.10 Seg679.10 transcript_id=Seg679.10_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg679.10_GoldUCD_D3Y31
OG0001192	Morbakka_virulenta_scaffold240.g20.t1 scaffold240.g20.t1	Aurelia_aurita_Seg2789.1 Seg2789.1 transcript_id=Seg2789.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2789.1_GoldUCD_D3Y31
OG0001595	Morbakka_virulenta_scaffold1.g354.t1 scaffold1.g354.t1	Aurelia_aurita_Seg752.6 Seg752.6 transcript_id=Seg752.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg752.6_GoldUCD_D3Y31
OG0001597	Morbakka_virulenta_scaffold40.g73.t1 scaffold40.g73.t1	Aurelia_aurita_Seg1741.9 Seg1741.9 transcript_id=Seg1741.9_GoldUCD_mRNA.D3Y31 product=Thrombospondin-2 protein_id=Seg1741.9_GoldUCD_D3Y31
OG0001598	Morbakka_virulenta_scaffold70.g10.t1 scaffold70.g10.t1	Aurelia_aurita_Seg236.3 Seg236.3 transcript_id=Seg236.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg236.3_GoldUCD_D3Y31
OG0001599	Morbakka_virulenta_scaffold89.g27.t2 scaffold89.g27.t2, Morbakka_virulenta_scaffold89.g27.t1 scaffold89.g27.t1	Aurelia_aurita_Seg1284.14 Seg1284.14 transcript_id=Seg1284.14_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor-like" protein_id=Seg1284.14_GoldUCD_D3Y31 partial=true
OG0001602	Morbakka_virulenta_scaffold185.g15.t1 scaffold185.g15.t1	Aurelia_aurita_Seg3516.1 Seg3516.1 transcript_id=Seg3516.1_GoldUCD_mRNA.D3Y31 product=Otolin-1 protein_id=Seg3516.1_GoldUCD_D3Y31
