protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
55	NV2t005443001.1	NV2t005443001.1	NV2t005443001.1	106420.0	6.27879	0.0	84	220	5	4	1	4	4	126	9.84447e+06	1.64673e+07	1.70097e+07	3.41126e+07	3.02925e+07	3.92768e+07	5.71053e+08	4.66224e+08	5.74756e+08	253894.0	1.0	1.67274	1.72784	3.46515	3.07711	3.98973	58.0075	47.359	58.3837	0.0257905	0.0	9.65271	8.90883	18.0519	13.1189	21.9568	241.778	281.595	233.117	0.0
56	NV2t012600001.1	NV2t012600001.1	NV2t012600001.1	28413.3	7.88005	0.0	118	476	19	8	3	16	8	126	1.59901e+07	2.00334e+07	5.08304e+07	3.7773e+08	4.71498e+08	4.43463e+08	9.2126e+08	6.39126e+08	9.6491e+08	1.51506e+06	1.0	1.26344	3.17707	23.4895	29.2065	27.7843	58.0659	40.3877	60.603	0.0952622	0.0	1.07292	3.76941	31.8012	40.2199	37.4899	51.8527	32.7781	54.1009	0.134768
57	NV2t009764001.1	NV2t009764001.1	NV2t009764001.1	51111.3	7.21754	0.0	114	713	26	10	9	17	9	126	3.50032e+07	3.95976e+07	3.6147e+07	1.12117e+08	1.15416e+08	1.36964e+08	1.89344e+09	1.23892e+09	2.10618e+09	1.07002e+07	1.0	1.13731	1.03175	3.19848	3.30257	3.87139	52.8955	34.4695	58.7658	0.286578	0.0	1.63925	0.371008	0.916093	1.11622	5.79198	69.9788	45.7692	72.6548	0.852713
58	NV2t001222001.1	NV2t001222001.1	NV2t001222001.1	62251.1	6.92776	0.0	104	838	19	15	3	16	14	126	6.71445e+07	8.89651e+07	6.84077e+07	2.12398e+08	1.81905e+08	2.22686e+08	1.77524e+09	1.56881e+09	2.43361e+09	2.42726e+06	1.0	1.31135	1.02128	3.15382	2.71106	3.2697	26.5474	23.4927	36.1071	0.035505	0.0	1.0529	0.310555	0.721027	0.913826	2.61419	18.3682	17.6855	23.8171	0.102787
59	NV2t012701001.1	NV2t012701001.1	NV2t012701001.1	73372.5	6.85533	0.0	98	801	13	12	2	11	11	126	2.28158e+07	4.13324e+07	3.13433e+07	6.07784e+07	6.56373e+07	7.20891e+07	1.49948e+09	9.23217e+08	1.19066e+09	3.82621e+06	1.0	1.74398	1.32908	2.63398	2.79356	3.14183	67.3234	41.8633	53.8216	0.160762	0.0	4.81417	3.31801	5.80553	6.28779	4.98723	129.521	79.3857	108.271	0.64635
60	NV2t023306001.1	NV2t023306001.1	NV2t023306001.1	65988.9	6.16407	0.0	53	158	5	4	0	5	4	126	8.57425e+06	9.02155e+06	1.19449e+07	2.64041e+07	2.67464e+07	3.13445e+07	2.00341e+08	1.73955e+08	2.27132e+08	0.0	1.0	1.05416	1.39312	3.07947	3.11938	3.65565	23.6301	20.7085	26.8714	0.0	0.0	0.373488	0.757153	1.20208	1.68087	1.84434	17.493	16.9757	21.1702	0.0
61	NV2t016599001.1	NV2t016599001.1	NV2t016599001.1	69221.4	8.08709	0.0	98	1236	52	23	8	44	22	126	1.37042e+08	1.75924e+08	1.29024e+08	3.00598e+08	3.0689e+08	2.66182e+08	1.09566e+10	6.93915e+09	1.01367e+10	4.48437e+06	1.0	1.27183	0.946206	2.1999	2.2428	1.94106	79.175	49.8205	73.3242	0.0317561	0.0	1.60769	1.02208	1.94048	2.02397	2.02473	94.6056	62.8076	84.2366	0.0587496
62	NV2t007946001.1	NV2t007946001.1	NV2t007946001.1	45451.9	6.23738	0.0	60	60	1	1	0	1	1	126	782038.0	1.24594e+06	1.05945e+06	2.58026e+06	1.76885e+06	1.58626e+06	5.74536e+07	3.07083e+07	3.15648e+07	0.0	1.0	1.59319	1.35473	3.2994	2.26185	2.02837	73.4665	39.267	40.3623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	NV2t018154001.1	NV2t018154001.1	NV2t018154001.1	73217.6	5.22624	0.00173831	38	38	1	1	0	1	1	126	632762.0	757504.0	345558.0	1.02147e+06	1.17149e+06	1.41811e+06	6.45465e+06	5.61221e+06	8.31552e+06	0.0	1.0	1.19714	0.54611	1.61431	1.8514	2.24114	10.2007	8.86938	13.1416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	NV2t000980001.1	NV2t000980001.1	NV2t000980001.1	13262.7	7.29304	0.0	66	170	7	3	3	4	2	126	1.87371e+07	1.32439e+07	2.20805e+07	2.90823e+07	3.71233e+07	2.75868e+07	3.56592e+08	2.64118e+08	4.18896e+08	0.0	1.0	0.706829	1.17844	1.55212	1.98127	1.47231	19.0313	14.096	22.3565	0.0	0.0	0.194309	0.37249	0.90453	0.313822	0.545229	49.5468	40.9944	65.0767	0.0
65	NV2t007337001.1	NV2t007337001.1	NV2t007337001.1	84024.7	6.0677	0.0	67	499	11	1	10	1	1	126	0.0	538413.0	0.0	2.40606e+06	2.77516e+06	1.29242e+06	1.0155e+08	8.00408e+07	1.0171e+08	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
66	NV2t016587001.1	NV2t016587001.1	NV2t016587001.1	165549.0	6.74339	0.0	59	202	5	5	0	5	5	126	7.66188e+06	9.71777e+06	6.89908e+06	2.02401e+07	2.00908e+07	2.2817e+07	1.9762e+08	1.2073e+08	1.85148e+08	0.0	1.0	1.26833	0.905714	2.70635	2.67181	2.98822	25.5647	15.7572	24.1648	0.0	0.0	0.807052	0.994257	2.46161	2.561	3.64372	15.5106	10.0123	11.3304	0.0
67	NV2t018884001.1	NV2t018884001.1	NV2t018884001.1	10103.6	6.64817	0.0	109	241	5	3	0	5	3	126	4.95324e+06	5.55279e+06	6.76488e+06	1.37228e+07	1.19878e+07	1.29595e+07	3.61258e+08	1.47945e+08	2.26716e+08	808199.0	1.0	1.12119	1.36575	2.77047	2.45119	2.6311	72.9337	29.8683	45.7712	0.163166	0.0	1.38164	0.44112	3.37788	2.0697	3.34413	159.656	61.671	108.428	0.516603
68	NV2t022971001.1|NV2t022971002.1|NV2t022971003.1|NV2t022971004.1	NV2t022971001.1|NV2t022971002.1|NV2t022971003.1|NV2t022971004.1	NV2t022971001.1|NV2t022971002.1|NV2t022971003.1|NV2t022971004.1	129035.0|126791.0|127677.0|129035.0	5.85866	0.000506586	45	45	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	NV2t012659001.1	NV2t012659001.1	NV2t012659001.1	203456.0	5.95637	0.0	75	174	6	3	2	4	3	126	1.45614e+06	1.15689e+06	1.54895e+06	3.84748e+06	3.65059e+06	2.64892e+06	9.22361e+07	6.85695e+07	8.53772e+07	628195.0	1.0	0.794487	1.06373	2.64224	2.50703	1.81914	63.3427	47.0898	58.6324	0.43141	0.0	0.0	0.0	7.23993	6.54976	0.0	138.099	109.575	133.288	0.0
70	NV2t009989003.1	NV2t009989003.1	NV2t009989003.1	68940.8	6.82565	0.0	75	754	20	3	18	2	2	126	6.10952e+06	7.68095e+06	5.5171e+06	1.75882e+07	2.65407e+07	2.0032e+07	2.56937e+08	2.71818e+08	3.32796e+08	0.0	1.0	1.25721	0.903034	2.87882	4.34416	3.27882	42.0552	44.4909	54.4717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	NV2t016855001.1	NV2t016855001.1	NV2t016855001.1	66665.0	6.19883	0.0	86	273	6	6	1	5	5	126	1.07042e+07	2.42005e+07	1.3206e+07	2.76252e+07	2.52369e+07	4.05083e+07	2.62654e+08	1.68484e+08	2.59656e+08	1.09614e+06	1.0	2.26085	1.23373	2.58079	2.35767	3.71238	24.0852	15.74	23.7417	0.0971513	0.0	1.5137	0.577159	1.07943	0.977331	2.5475	28.2508	13.1639	25.0221	0.364897
72	NV2t007167007.1|NV2t007167008.1|NV2t007167009.1|NV2t007167011.1|NV2t007167013.1	NV2t007167007.1|NV2t007167008.1|NV2t007167009.1|NV2t007167011.1|NV2t007167013.1	NV2t007167007.1|NV2t007167008.1|NV2t007167009.1|NV2t007167011.1|NV2t007167013.1	101348.0|101348.0|101348.0|101348.0|101348.0	6.80618	0.0	76	463	10	10	3	7	7	126	4.58065e+07	1.0896e+08	5.26682e+07	5.91123e+08	4.52792e+08	6.21809e+08	3.8167e+08	3.32971e+08	5.80368e+08	912540.0	1.0	2.3787	1.14907	12.8873	9.90362	13.5747	8.39712	7.28309	12.6221	0.0185739	0.0	0.284476	0.222606	2.97086	2.73961	4.59409	6.13496	5.85151	9.13439	0.0600968
73	NV2t002973001.1|NV2t002973002.1	NV2t002973001.1|NV2t002973002.1	NV2t002973001.1|NV2t002973002.1	71006.2|68724.7	6.32848	0.00982981	29	29	1	1	0	1	1	126	1.02714e+06	1.78564e+06	2.00477e+06	7.5327e+06	7.79971e+06	1.24097e+07	5.19277e+07	3.12626e+07	5.15753e+07	368958.0	1.0	1.73846	1.95179	7.33365	7.5936	12.0817	50.5554	30.4365	50.2124	0.359208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
74	NV2t006419001.1	NV2t006419001.1	NV2t006419001.1	39578.5	7.942	0.0	95	745	36	13	8	28	12	126	1.37118e+08	2.98066e+08	1.00243e+08	6.17206e+08	7.26145e+08	6.72682e+08	7.34522e+09	4.51446e+09	6.00193e+09	1.3262e+07	1.0	2.17397	0.730173	4.50608	5.29169	4.89491	52.6847	32.7099	43.7546	0.0893352	0.0	1.092	0.280694	3.16552	3.1119	1.69154	67.6693	41.3124	52.2915	0.322875
75	NV2t016872001.1	NV2t016872001.1	NV2t016872001.1	42295.9	7.31102	0.0	98	642	15	12	4	11	10	126	3.89857e+07	7.72488e+07	4.05466e+07	1.11923e+08	1.02464e+08	1.16963e+08	1.37183e+09	7.20503e+08	1.30404e+09	541387.0	1.0	1.98559	1.02893	2.84119	2.58767	2.92519	35.5936	18.5265	33.5107	0.0124504	0.0	0.702528	2.74481	7.40375	7.23364	8.60072	71.3061	34.0747	70.2298	0.0672473
76	NV2t011627001.1|NV2t011627002.1	NV2t011627001.1|NV2t011627002.1	NV2t011627001.1|NV2t011627002.1	23679.4|23679.4	6.62348	0.0	60	60	1	1	0	1	1	126	2.8427e+06	7.06375e+06	3.40254e+06	8.8258e+06	7.95367e+06	1.58143e+07	7.05961e+07	4.53028e+07	7.0626e+07	0.0	1.0	2.48487	1.19694	3.10472	2.79792	5.56312	24.8342	15.9365	24.8447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	NV2t010844001.1|NV2t010844002.1	NV2t010844001.1|NV2t010844002.1	NV2t010844001.1|NV2t010844002.1	19763.7|12894.2	6.53163	0.0	93	155	2	2	0	2	2	126	9.47834e+06	9.79749e+06	7.92412e+06	2.92026e+07	1.7839e+07	3.92488e+07	1.57971e+08	6.79884e+07	1.32735e+08	788555.0	1.0	1.03367	0.836024	3.08098	1.88208	4.1409	16.6665	7.17303	14.0041	0.0831955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	NV2t013893002.1|NV2t013893003.1	NV2t013893002.1|NV2t013893003.1	NV2t013893002.1|NV2t013893003.1	98920.8|98920.8	6.82842	0.0	49	253	6	6	0	6	6	126	3.33532e+07	7.21502e+07	2.37608e+07	1.5968e+08	2.10292e+08	2.38077e+08	5.29014e+08	4.36359e+08	6.65204e+08	0.0	1.0	2.1688	0.712399	4.99166	6.57675	7.13806	16.0961	13.3693	20.3585	0.0	0.0	1.46071	0.13861	15.1837	19.5952	23.1653	54.0254	46.6099	71.7396	0.0
79	NV2t000382001.1	NV2t000382001.1	NV2t000382001.1	45391.9	7.28986	0.0	115	720	20	11	7	12	9	126	7.99669e+06	1.20739e+07	1.09604e+07	2.53836e+07	2.89954e+07	2.61623e+07	1.40057e+09	7.38795e+08	1.2669e+09	1.02993e+06	1.0	1.50923	1.38371	3.16311	3.58503	3.14907	176.549	92.7228	158.167	0.12123	0.0	1.1669	1.51861	4.4708	4.51168	5.65816	227.193	113.006	198.144	0.301249
80	NV2t019922001.1	NV2t019922001.1	NV2t019922001.1	212731.0	6.65627	0.0	102	1266	30	21	10	20	19	126	3.40392e+07	4.74043e+07	5.31808e+07	9.54816e+07	1.03976e+08	1.11545e+08	1.08467e+09	8.13669e+08	9.56749e+08	1.87841e+06	1.0	1.31211	1.5015	2.86459	3.10455	3.26764	32.6935	24.3222	28.8982	0.0522515	0.0	2.83893	3.83232	2.96943	3.85702	4.85946	33.0818	24.1317	29.6763	0.164617
81	NV2t011951001.1	NV2t011951001.1	NV2t011951001.1	16535.8	6.38363	0.0	73	245	5	4	1	4	4	126	3.88695e+06	1.69996e+06	3.9826e+06	2.66557e+07	1.71703e+07	1.92688e+07	6.10062e+08	4.77012e+08	5.77911e+08	0.0	1.0	0.437352	1.02461	6.85773	4.41741	4.95729	156.951	122.721	148.68	0.0	0.0	0.975555	0.84246	5.59793	3.4614	4.90382	210.322	139.186	174.946	0.0
82	NV2t019650001.1|NV2t019650002.1	NV2t019650001.1|NV2t019650002.1	NV2t019650001.1|NV2t019650002.1	144222.0|146461.0	NA	0.00745601	31	58	3	1	1	2	1	126	2.14082e+06	2.24949e+06	2.8565e+06	7.58236e+06	5.2343e+06	7.46077e+06	8.22312e+07	4.49097e+07	7.34449e+07	0.0	1.0	1.05076	1.3343	3.5418	2.445	3.48501	38.4111	20.9778	34.3069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
83	NV2t012148001.1	NV2t012148001.1	NV2t012148001.1	52707.1	6.19528	0.0	60	187	4	3	1	3	3	126	1.00124e+07	1.71757e+07	1.14371e+07	2.78487e+07	3.48358e+07	3.89077e+07	3.21707e+08	2.43634e+08	3.32473e+08	0.0	1.0	1.71544	1.14229	2.78143	3.47927	3.88596	32.1309	24.3332	33.2061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84	NV2t015570001.1	NV2t015570001.1	NV2t015570001.1	97379.2	6.17591	0.0	66	129	2	2	0	2	2	126	3.37348e+06	4.84553e+06	4.5558e+06	1.66412e+07	1.47934e+07	1.85589e+07	6.90543e+07	3.8569e+07	6.41277e+07	0.0	1.0	1.43636	1.35047	4.93293	4.38521	5.50141	20.4697	11.433	19.0093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85	NV2t013408001.1	NV2t013408001.1	NV2t013408001.1	36466.3	6.68956	0.0	59	148	6	3	1	5	2	126	1.29552e+07	1.39825e+07	9.544e+06	1.97038e+07	2.07977e+07	2.88963e+07	1.82774e+08	1.24112e+08	1.6595e+08	0.0	1.0	1.0793	0.737969	1.52091	1.60536	2.23517	14.1082	9.58009	12.8095	0.0	0.0	0.953386	0.439484	1.1536	0.777046	0.686696	24.3825	18.1074	23.583	0.0
86	NV2t018452002.1	NV2t018452002.1	NV2t018452002.1	73207.1	6.38071	0.000974817	41	41	1	1	0	1	1	126	2.68476e+06	1.46947e+06	2.57136e+06	3.20191e+07	2.85367e+07	3.17677e+07	1.40042e+07	8.33244e+06	1.4059e+07	0.0	1.0	0.547338	0.95776	11.9263	10.6291	11.8326	5.21617	3.10361	5.2366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87	NV2t012618001.1	NV2t012618001.1	NV2t012618001.1	23499.7	6.45492	0.0	134	134	1	1	0	1	1	126	600083.0	1.1247e+06	628045.0	1.4278e+06	706655.0	661847.0	1.54699e+07	1.10224e+07	1.26203e+07	215805.0	1.0	1.87424	1.0466	2.37935	1.1776	1.10293	25.7797	18.3681	21.0309	0.359625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
88	NV2t022384001.1|NV2t022384002.1	NV2t022384001.1|NV2t022384002.1	NV2t022384001.1|NV2t022384002.1	25603.5|23761.6	5.7024	0.00203666	37	37	1	1	0	1	1	126	0.0	509626.0	249675.0	567883.0	238264.0	892862.0	5.72569e+06	4.18009e+06	7.3988e+06	71547.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
89	NV2t021841001.1	NV2t021841001.1	NV2t021841001.1	9252.67	6.20813	0.00248988	36	36	1	1	0	1	1	126	437237.0	383101.0	1.23813e+06	2.36634e+06	1.76602e+06	2.48341e+06	3.47624e+07	3.88753e+07	4.79002e+07	0.0	1.0	0.876188	2.8317	5.41204	4.03905	5.67977	79.5047	88.9113	109.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	NV2t011973001.1|NV2t011973002.1	NV2t011973001.1|NV2t011973002.1	NV2t011973001.1|NV2t011973002.1	47764.3|47851.3	5.93243	0.0	112	189	3	3	0	3	3	126	3.70458e+06	4.2628e+06	5.98545e+06	1.12771e+07	1.03856e+07	9.29749e+06	1.4518e+08	1.1389e+08	1.43072e+08	112439.0	1.0	1.15069	1.61569	3.04411	2.80344	2.50973	39.1893	30.7432	38.6202	0.0303515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
91	NV2t022153001.1|NV2t022153002.1	NV2t022153001.1|NV2t022153002.1	NV2t022153001.1|NV2t022153002.1	42930.1|42930.1	7.56941	0.0	82	537	13	10	3	10	9	126	1.31696e+07	1.49732e+07	1.1868e+07	5.89276e+07	3.57882e+07	3.56661e+07	1.30424e+09	1.40024e+09	1.62474e+09	2.63186e+06	1.0	1.14821	0.90077	4.30715	2.68165	2.58873	100.328	107.069	124.064	0.191333	0.0	1.92072	1.36635	9.02234	3.73536	4.98204	133.89	133.516	168.31	0.545557
92	NV2t022691001.1	NV2t022691001.1	NV2t022691001.1	396176.0	6.75795	0.0	104	954	21	19	3	18	16	126	2.67295e+07	4.35025e+07	3.4041e+07	1.43611e+08	1.42031e+08	1.54383e+08	1.1646e+09	1.00888e+09	1.25889e+09	3.60837e+06	1.0	1.60969	1.27298	5.20672	5.17695	5.5735	43.1323	37.5737	47.1744	0.130361	0.0	1.60071	0.956988	6.46833	6.64021	6.95797	51.9991	44.907	55.6369	0.327966
93	NV2t017177001.1	NV2t017177001.1	NV2t017177001.1	25228.6	7.72663	0.0	78	547	15	10	0	15	10	126	1.44789e+07	1.46877e+07	1.63676e+07	4.94798e+07	5.53617e+07	4.59741e+07	3.14782e+09	2.38023e+09	3.56455e+09	4.59263e+06	1.0	1.00896	1.12418	3.36156	3.75151	3.02743	214.521	162.497	244.177	0.305734	0.0	0.921425	0.821036	3.52035	4.64595	4.30893	272.091	192.537	290.981	0.772693
94	NV2t019641001.1	NV2t019641001.1	NV2t019641001.1	80971.8	6.512	0.0	54	208	5	5	0	5	5	126	4.22915e+06	3.3775e+06	3.88051e+06	6.56516e+06	5.50202e+06	4.63573e+06	2.86329e+08	1.92246e+08	3.08458e+08	494655.0	1.0	0.798625	0.92136	1.55236	1.30098	1.09614	67.5152	45.4573	72.2559	0.116963	0.0	0.274875	0.843223	0.582503	0.214048	1.63904	90.2737	56.9644	94.0604	0.263463
95	NV2t010745001.1	NV2t010745001.1	NV2t010745001.1	72825.0	6.36866	0.0	83	304	6	5	1	5	4	126	1.33632e+07	2.59667e+07	1.53245e+07	2.97132e+07	2.93127e+07	2.84047e+07	4.86798e+08	3.51738e+08	4.60116e+08	0.0	1.0	1.94315	1.13663	2.22351	2.19354	2.12067	36.4282	26.0151	33.6972	0.0	0.0	0.966409	0.416008	1.2907	0.781417	0.820222	47.472	37.3938	48.4653	0.0
96	NV2t001231001.1	NV2t001231001.1	NV2t001231001.1	19080.3	7.0595	0.0	52	161	6	4	1	5	4	126	1.34414e+07	2.62909e+07	1.24541e+07	2.98099e+07	3.34919e+07	4.69967e+07	6.19957e+08	3.58267e+08	4.47759e+08	0.0	1.0	1.9426	0.926551	2.21778	2.4917	3.5089	45.7664	26.3628	33.2968	0.0	0.0	0.973918	0.258336	1.75117	1.86747	2.07748	48.1355	25.3097	34.7763	0.0
97	NV2t005541001.1	NV2t005541001.1	NV2t005541001.1	21078.3	7.69329	0.0	118	560	28	8	13	15	8	126	5.09819e+07	1.5473e+08	4.28699e+07	1.72625e+08	1.30918e+08	1.67126e+08	1.59794e+09	1.47514e+09	1.37663e+09	2.16022e+06	1.0	3.00074	0.84204	3.38547	2.55176	3.26883	31.8793	28.9231	27.4545	0.040494	0.0	7.20143	0.28014	7.1187	5.46038	6.5277	58.7934	64.8089	52.5492	0.144591
98	NV2t017776001.1	NV2t017776001.1	NV2t017776001.1	71757.6	6.01498	0.0	93	241	4	4	1	3	3	126	3.62528e+06	4.12865e+06	5.15243e+06	1.85284e+07	2.24843e+07	2.23461e+07	4.76527e+07	3.23771e+07	5.57777e+07	0.0	1.0	1.13885	1.42125	5.11089	6.2021	6.16398	13.1446	8.93092	15.3858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
99	NV2t011419001.1|NV2t011419002.1|NV2t011419003.1	NV2t011419001.1|NV2t011419002.1|NV2t011419003.1	NV2t011419001.1|NV2t011419002.1|NV2t011419003.1	604135.0|752918.0|594232.0	7.86421	0.0	107	880	30	12	8	22	11	126	1.41607e+07	1.54019e+07	1.71132e+07	1.48466e+08	1.35801e+08	1.016e+08	3.32949e+09	2.49309e+09	3.54561e+09	1.7565e+06	1.0	1.09419	1.20506	10.5721	9.56284	6.88659	237.702	177.688	256.354	0.121335	0.0	0.97909	1.58004	16.5196	15.7415	11.1696	325.219	239.743	331.79	0.310311
100	NV2t022040001.1	NV2t022040001.1	NV2t022040001.1	17102.0	6.56021	0.0	65	129	2	2	0	2	2	126	5.33672e+06	5.99856e+06	3.87766e+06	1.71606e+07	4.29785e+07	2.3904e+07	1.56258e+08	1.21112e+08	1.59984e+08	0.0	1.0	1.12402	0.726599	3.21556	8.05334	4.47915	29.2797	22.694	29.9779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	NV2t013470001.1	NV2t013470001.1	NV2t013470001.1	44000.8	6.07678	0.0	55	135	3	3	0	3	3	126	5.92876e+06	6.0698e+06	7.61151e+06	2.75188e+07	2.38664e+07	3.22183e+07	1.73774e+08	1.00436e+08	1.59853e+08	418080.0	1.0	1.02379	1.28383	4.64158	4.02554	5.43424	29.3103	16.9404	26.9624	0.0705174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	NV2t011319001.1	NV2t011319001.1	NV2t011319001.1	105381.0	7.4663	0.0	140	1501	36	26	6	30	26	126	7.95098e+07	7.71338e+07	8.78714e+07	4.29604e+08	4.97687e+08	5.46733e+08	4.51624e+09	3.37966e+09	5.5579e+09	6.81581e+06	1.0	0.990297	1.10921	5.5399	6.42742	7.01551	56.7271	43.2112	71.0895	0.084515	0.0	1.24944	0.884926	7.17422	8.80193	7.83153	74.2486	58.3738	97.2419	0.217608
103	NV2t015745001.1|NV2t015745002.1	NV2t015745001.1|NV2t015745002.1	NV2t015745001.1|NV2t015745002.1	16771.3|23549.2	6.00037	0.00248988	36	36	1	1	0	1	1	126	8.18381e+06	1.20542e+07	1.09466e+07	5.76843e+06	7.33665e+06	1.04195e+07	3.78044e+07	2.19737e+07	5.26972e+07	0.0	1.0	1.47293	1.3376	0.704859	0.896484	1.27318	4.61942	2.68502	6.4392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	NV2t012302001.1	NV2t012302001.1	NV2t012302001.1	43036.2	5.8202	0.00381854	34	92	5	1	4	1	1	126	455444.0	8.30414e+06	654165.0	583680.0	2.65073e+06	3.49274e+06	2.19191e+07	1.58694e+07	2.12688e+07	332525.0	1.0	18.233	1.43632	1.28156	5.82009	7.66885	48.1268	34.8437	46.6991	0.730112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	NV2t016444001.1	NV2t016444001.1	NV2t016444001.1	15145.8	6.61506	0.0	61	61	2	1	0	2	1	126	2.13235e+06	3.69854e+06	3.04025e+06	4.00165e+07	2.57148e+07	2.13283e+07	1.46186e+08	7.42075e+07	1.22534e+08	183210.0	1.0	1.73449	1.42578	18.7664	12.0594	10.0023	68.5564	34.8008	57.4643	0.0859192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
106	NV2t017992001.1	NV2t017992001.1	NV2t017992001.1	42575.0	7.19877	0.0	78	445	12	10	1	11	10	126	1.69413e+07	2.53872e+07	1.54125e+07	6.98137e+07	4.27268e+07	4.67726e+07	2.68629e+09	1.6014e+09	2.49399e+09	1.17134e+06	1.0	1.49717	0.908114	4.08676	2.52025	2.68694	152.921	91.028	142.01	0.0657163	0.0	0.403394	0.273371	1.83682	1.64458	2.91395	286.441	167.999	256.629	0.221809
107	NV2t003252001.1|NV2t003252002.1|NV2t003252003.1	NV2t003252001.1|NV2t003252002.1|NV2t003252003.1	NV2t003252001.1|NV2t003252002.1|NV2t003252003.1	46665.6|45892.1|87619.8	7.29807	0.0	76	312	10	6	2	8	6	126	2.95779e+07	3.29393e+07	3.24512e+07	3.40832e+08	4.00274e+08	4.92361e+08	8.86579e+08	5.48473e+08	8.92587e+08	1.50417e+06	1.0	1.11435	1.1001	11.5046	13.3122	16.3871	29.9913	18.5031	30.0734	0.0485294	0.0	0.370125	0.449188	8.6866	9.70675	11.9621	21.2907	14.4877	22.4874	0.202261
108	NV2t012468001.1	NV2t012468001.1	NV2t012468001.1	22976.9	5.60268	0.0	57	57	2	1	0	2	1	126	3.09277e+06	1.96842e+06	754972.0	1.82684e+06	1.43626e+06	1.17261e+06	1.01121e+07	8.11076e+06	9.02424e+06	9177.66	1.0	0.636458	0.244108	0.590679	0.46439	0.379146	3.26958	2.62249	2.91785	0.00296745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	NV2t017153001.1	NV2t017153001.1	NV2t017153001.1	165757.0	7.33743	0.0	112	1499	35	28	5	30	26	126	3.91582e+07	5.46461e+07	3.95557e+07	1.39412e+08	1.37708e+08	1.43154e+08	1.76445e+09	1.41032e+09	1.84797e+09	4.60934e+06	1.0	1.37689	1.01254	3.55992	3.5202	3.64705	45.4783	36.2196	47.4477	0.110918	0.0	0.824945	0.737098	1.72411	1.50687	1.53778	29.7642	22.6621	26.9361	0.247961
110	NV2t013255001.1|NV2t013256001.1	NV2t013255001.1|NV2t013256001.1	NV2t013255001.1|NV2t013256001.1	26775.1|52966.0	5.76861	0.0135976	27	27	1	1	0	1	1	126	1.56164e+06	975488.0	1.56627e+06	4.04256e+06	4.90819e+06	4.79688e+06	2.95941e+07	2.2409e+07	3.67435e+07	0.0	1.0	0.624655	1.00297	2.58866	3.14297	3.07169	18.9506	14.3496	23.5287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
