Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000165	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000166	Aurelia_aurita_Seg1841.2 Seg1841.2 transcript_id=Seg1841.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg1841.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4426.2 Seg4426.2 transcript_id=Seg4426.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg4426.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t024249001.1 NV2t024249001.1
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1
OG0000176	Aurelia_aurita_Seg1613.8 Seg1613.8 transcript_id=Seg1613.8_GoldUCD_mRNA.D3Y31 product="Ankyrin repeat and fibronectin type-III domain-containing protein 1" protein_id=Seg1613.8_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t007812002.1 NV2t007812002.1, Nematostella_vectensis_NV2t007812003.1 NV2t007812003.1, Nematostella_vectensis_NV2t007812001.1 NV2t007812001.1
OG0000177	Aurelia_aurita_Seg2025.6 Seg2025.6 transcript_id=Seg2025.6_GoldUCD_mRNA.D3Y31 product="Acidic mammalian chitinase" protein_id=Seg2025.6_GoldUCD_D3Y31	Nematostella_vectensis_NV2t013212001.1 NV2t013212001.1
OG0000178	Aurelia_aurita_Seg5686.2 Seg5686.2 transcript_id=Seg5686.2_GoldUCD_mRNA.D3Y31 product="Kyphoscoliosis peptidase" protein_id=Seg5686.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t006547001.1 NV2t006547001.1, Nematostella_vectensis_NV2t007463001.1 NV2t007463001.1
OG0000182	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t006820001.1 NV2t006820001.1
OG0000187	Aurelia_aurita_Seg3528.1 Seg3528.1 transcript_id=Seg3528.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 69" protein_id=Seg3528.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005309001.1 NV2t005309001.1, Nematostella_vectensis_NV2t005308001.1 NV2t005308001.1
OG0000188	Aurelia_aurita_Seg2869.1 Seg2869.1 transcript_id=Seg2869.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-6 chain" protein_id=Seg2869.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg6483.1 Seg6483.1 transcript_id=Seg6483.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-4 chain" protein_id=Seg6483.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t014070001.1 NV2t014070001.1, Nematostella_vectensis_NV2t000856001.1 NV2t000856001.1, Nematostella_vectensis_NV2t014087001.1 NV2t014087001.1, Nematostella_vectensis_NV2t014076001.1 NV2t014076001.1, Nematostella_vectensis_NV2t014089001.1 NV2t014089001.1
OG0000192	Aurelia_aurita_Seg1524.6 Seg1524.6 transcript_id=Seg1524.6_GoldUCD_mRNA.D3Y31 product="Protein flightless-1-like" protein_id=Seg1524.6_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t007835001.1 NV2t007835001.1, Nematostella_vectensis_NV2t007835002.1 NV2t007835002.1, Nematostella_vectensis_NV2t007835003.1 NV2t007835003.1
OG0000194	Aurelia_aurita_Seg152.4 Seg152.4 transcript_id=Seg152.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg152.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t011108001.1 NV2t011108001.1, Nematostella_vectensis_NV2t011108002.1 NV2t011108002.1
OG0000197	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31	Nematostella_vectensis_NV2t013381001.1 NV2t013381001.1, Nematostella_vectensis_NV2t015283001.1 NV2t015283001.1
OG0000199	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t017578001.1 NV2t017578001.1
OG0000201	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t000988005.1 NV2t000988005.1, Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1
OG0000203	Aurelia_aurita_Seg6049.1 Seg6049.1 transcript_id=Seg6049.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 pseudo=true protein_id=Seg6049.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1
OG0000204	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t003725001.1 NV2t003725001.1
OG0000210	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1, Nematostella_vectensis_NV2t019015002.1 NV2t019015002.1
OG0000211	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t025670003.1 NV2t025670003.1, Nematostella_vectensis_NV2t025670006.1 NV2t025670006.1
OG0000214	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31	Nematostella_vectensis_NV2t024154001.1 NV2t024154001.1
OG0000220	Aurelia_aurita_Seg3068.2 Seg3068.2 transcript_id=Seg3068.2_GoldUCD_mRNA.D3Y31 product="Protocadherin Fat 4" protein_id=Seg3068.2_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t015168001.1 NV2t015168001.1
OG0000226	Aurelia_aurita_Seg11118.1 Seg11118.1 transcript_id=Seg11118.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg11118.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t014073001.1 NV2t014073001.1, Nematostella_vectensis_NV2t014080001.1 NV2t014080001.1, Nematostella_vectensis_NV2t014079001.1 NV2t014079001.1, Nematostella_vectensis_NV2t014072001.1 NV2t014072001.1, Nematostella_vectensis_NV2t014090001.1 NV2t014090001.1, Nematostella_vectensis_NV2t014085001.1 NV2t014085001.1, Nematostella_vectensis_NV2t014083001.1 NV2t014083001.1, Nematostella_vectensis_NV2t014088001.1 NV2t014088001.1
OG0000229	Aurelia_aurita_Seg1551.1 Seg1551.1 transcript_id=Seg1551.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1551.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1436.5 Seg1436.5 transcript_id=Seg1436.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein 1" protein_id=Seg1436.5_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t021107001.1 NV2t021107001.1
OG0000231	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1
OG0000235	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31	Nematostella_vectensis_NV2t010668001.1 NV2t010668001.1
OG0000237	Aurelia_aurita_Seg1932.2 Seg1932.2 transcript_id=Seg1932.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 63" protein_id=Seg1932.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t022294001.1 NV2t022294001.1
OG0000239	Aurelia_aurita_Seg5727.1 Seg5727.1 transcript_id=Seg5727.1_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg5727.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1727.5 Seg1727.5 transcript_id=Seg1727.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg1727.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t009537001.1 NV2t009537001.1
OG0000241	Aurelia_aurita_Seg1519.5 Seg1519.5 transcript_id=Seg1519.5_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg1519.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t025685001.1 NV2t025685001.1
OG0000244	Aurelia_aurita_Seg3730.3 Seg3730.3 transcript_id=Seg3730.3_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg3730.3_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t001696002.1 NV2t001696002.1, Nematostella_vectensis_NV2t001696001.1 NV2t001696001.1
OG0000253	Aurelia_aurita_Seg1823.9 Seg1823.9 transcript_id=Seg1823.9_GoldUCD_mRNA.D3Y31 product="General transcription factor IIH subunit 2" protein_id=Seg1823.9_GoldUCD_D3Y31	Nematostella_vectensis_NV2t014946001.1 NV2t014946001.1
OG0000262	Aurelia_aurita_Seg1164.4 Seg1164.4 transcript_id=Seg1164.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1164.4_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021578001.1 NV2t021578001.1
OG0000265	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1
OG0000267	Aurelia_aurita_Seg3915.2 Seg3915.2 transcript_id=Seg3915.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg3915.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t024051001.1 NV2t024051001.1
OG0000268	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t007378001.1 NV2t007378001.1
OG0000272	Aurelia_aurita_Seg2513.2 Seg2513.2 transcript_id=Seg2513.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2513.2_GoldUCD_D3Y31, Aurelia_aurita_Seg636.5 Seg636.5 transcript_id=Seg636.5_GoldUCD_mRNA.D3Y31 product="Myb-related protein A" protein_id=Seg636.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t013883004.1 NV2t013883004.1, Nematostella_vectensis_NV2t013883001.1 NV2t013883001.1, Nematostella_vectensis_NV2t013883003.1 NV2t013883003.1, Nematostella_vectensis_NV2t013883002.1 NV2t013883002.1
OG0000278	Aurelia_aurita_Seg213.2 Seg213.2 transcript_id=Seg213.2_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor 1" protein_id=Seg213.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t005700001.1 NV2t005700001.1, Nematostella_vectensis_NV2t005700002.1 NV2t005700002.1
OG0000282	Aurelia_aurita_Seg557.11 Seg557.11 transcript_id=Seg557.11_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 7" protein_id=Seg557.11_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t010745001.1 NV2t010745001.1
OG0000285	Aurelia_aurita_Seg1284.13 Seg1284.13 transcript_id=Seg1284.13_GoldUCD_mRNA.D3Y31 product="Coagulation factor V" protein_id=Seg1284.13_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021271001.1 NV2t021271001.1, Nematostella_vectensis_NV2t021271002.1 NV2t021271002.1
OG0000286	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t009055002.1 NV2t009055002.1, Nematostella_vectensis_NV2t009055003.1 NV2t009055003.1, Nematostella_vectensis_NV2t009055001.1 NV2t009055001.1
OG0000309	Aurelia_aurita_Seg1547.12 Seg1547.12 transcript_id=Seg1547.12_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 3" protein_id=Seg1547.12_GoldUCD_D3Y31	Nematostella_vectensis_NV2t023330001.1 NV2t023330001.1
OG0000320	Aurelia_aurita_Seg1080.6 Seg1080.6 transcript_id=Seg1080.6_GoldUCD_mRNA.D3Y31 product="Cuticle collagen dpy-7" protein_id=Seg1080.6_GoldUCD_D3Y31	Nematostella_vectensis_NV2t019798001.1 NV2t019798001.1, Nematostella_vectensis_NV2t020296001.1 NV2t020296001.1
OG0000330	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31	Nematostella_vectensis_NV2t012621001.1 NV2t012621001.1, Nematostella_vectensis_NV2t012623001.1 NV2t012623001.1
OG0000344	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31	Nematostella_vectensis_NV2t021613001.1 NV2t021613001.1
OG0000349	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31	Nematostella_vectensis_NV2t007560001.1 NV2t007560001.1
OG0000364	Aurelia_aurita_Seg271.9 Seg271.9 transcript_id=Seg271.9_GoldUCD_mRNA.D3Y31 product="X-ray repair cross-complementing protein 5" protein_id=Seg271.9_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t006373001.1 NV2t006373001.1
OG0000398	Aurelia_aurita_Seg1685.7 Seg1685.7 transcript_id=Seg1685.7_GoldUCD_mRNA.D3Y31 product="Kielin_chordin-like protein" protein_id=Seg1685.7_GoldUCD_D3Y31	Nematostella_vectensis_NV2t003266001.1 NV2t003266001.1, Nematostella_vectensis_NV2t003632001.1 NV2t003632001.1
OG0000399	Aurelia_aurita_Seg5643.1 Seg5643.1 transcript_id=Seg5643.1_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg5643.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1159.5 Seg1159.5 transcript_id=Seg1159.5_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg1159.5_GoldUCD_D3Y31	Nematostella_vectensis_NV2t006344001.1 NV2t006344001.1
OG0000418	Aurelia_aurita_Seg4272.3 Seg4272.3 transcript_id=Seg4272.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4272.3_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t014749001.1 NV2t014749001.1
OG0000448	Aurelia_aurita_Seg852.3 Seg852.3 transcript_id=Seg852.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg852.3_GoldUCD_D3Y31, Aurelia_aurita_Seg5087.2 Seg5087.2 transcript_id=Seg5087.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5087.2_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t020815001.1 NV2t020815001.1
OG0000487	Aurelia_aurita_Seg4149.2 Seg4149.2 transcript_id=Seg4149.2_GoldUCD_mRNA.D3Y31 product=Neogenin protein_id=Seg4149.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1220.3 Seg1220.3 transcript_id=Seg1220.3_GoldUCD_mRNA.D3Y31 product="Protein sidekick-1" protein_id=Seg1220.3_GoldUCD_D3Y31, Aurelia_aurita_Seg3148.2 Seg3148.2 transcript_id=Seg3148.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3148.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2958.2 Seg2958.2 transcript_id=Seg2958.2_GoldUCD_mRNA.D3Y31 product="Brother of CDO" protein_id=Seg2958.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3148.3 Seg3148.3 transcript_id=Seg3148.3_GoldUCD_mRNA.D3Y31 product="Protein O-linked-mannose beta-1 2-N-acetylglucosaminyltransferase 1" protein_id=Seg3148.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3148.1 Seg3148.1 transcript_id=Seg3148.1_GoldUCD_mRNA.D3Y31 product="Netrin receptor DCC" protein_id=Seg3148.1_GoldUCD_D3Y31, Aurelia_aurita_Seg275.2 Seg275.2 transcript_id=Seg275.2_GoldUCD_mRNA.D3Y31 product="Receptor-type tyrosine-protein phosphatase delta" protein_id=Seg275.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t012207002.1 NV2t012207002.1
OG0000521	Aurelia_aurita_Seg2506.3 Seg2506.3 transcript_id=Seg2506.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg2506.3_GoldUCD_D3Y31	Nematostella_vectensis_NV2t007684001.1 NV2t007684001.1
OG0000598	Aurelia_aurita_Seg290.1 Seg290.1 transcript_id=Seg290.1_GoldUCD_mRNA.D3Y31 product="Cilia- and flagella-associated protein 54" protein_id=Seg290.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t000771001.1 NV2t000771001.1
OG0000601	Aurelia_aurita_Seg2021.2 Seg2021.2 transcript_id=Seg2021.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2021.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t011073001.1 NV2t011073001.1
OG0000698	Aurelia_aurita_Seg940.8 Seg940.8 transcript_id=Seg940.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg940.8_GoldUCD_D3Y31	Nematostella_vectensis_NV2t013059001.1 NV2t013059001.1
OG0000715	Aurelia_aurita_Seg909.17 Seg909.17 transcript_id=Seg909.17_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg909.17_GoldUCD_D3Y31	Nematostella_vectensis_NV2t017626001.1 NV2t017626001.1
OG0000717	Aurelia_aurita_Seg4554.1 Seg4554.1 transcript_id=Seg4554.1_GoldUCD_mRNA.D3Y31 product=Titin protein_id=Seg4554.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg582.8 Seg582.8 transcript_id=Seg582.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg582.8_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1582.3 Seg1582.3 transcript_id=Seg1582.3_GoldUCD_mRNA.D3Y31 product=Titin protein_id=Seg1582.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1582.6 Seg1582.6 transcript_id=Seg1582.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1582.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg582.11 Seg582.11 transcript_id=Seg582.11_GoldUCD_mRNA.D3Y31 product="Phosphatidylinositol phosphatase PTPRQ" protein_id=Seg582.11_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t021855001.1 NV2t021855001.1
OG0000895	Aurelia_aurita_Seg604.4 Seg604.4 transcript_id=Seg604.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg604.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3151.2 Seg3151.2 transcript_id=Seg3151.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg3151.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t003719001.1 NV2t003719001.1
OG0001142	Aurelia_aurita_Seg1750.5 Seg1750.5 transcript_id=Seg1750.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 28" protein_id=Seg1750.5_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t023532001.1 NV2t023532001.1
OG0001159	Aurelia_aurita_Seg4286.1 Seg4286.1 transcript_id=Seg4286.1_GoldUCD_mRNA.D3Y31 product=Netrin-G1 protein_id=Seg4286.1_GoldUCD_D3Y31 partial=true	Nematostella_vectensis_NV2t024496002.1 NV2t024496002.1
OG0001163	Aurelia_aurita_Seg741.2 Seg741.2 transcript_id=Seg741.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg741.2_GoldUCD_D3Y31	Nematostella_vectensis_NV2t022311001.1 NV2t022311001.1
