Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Hydrozoa_Clytia_hemispherica
OG0000230	Aurelia_aurita_Seg6222.2 Seg6222.2 transcript_id=Seg6222.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg6222.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1817.14 Seg1817.14 transcript_id=Seg1817.14_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg1817.14_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00034683-protein TCONS_00034683-protein
OG0000231	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein
OG0000236	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00057922-protein TCONS_00057922-protein
OG0000237	Aurelia_aurita_Seg1932.2 Seg1932.2 transcript_id=Seg1932.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 63" protein_id=Seg1932.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00028314-protein TCONS_00028314-protein
OG0000245	Aurelia_aurita_Seg3659.2 Seg3659.2 transcript_id=Seg3659.2_GoldUCD_mRNA.D3Y31 product="Roundabout 1" protein_id=Seg3659.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1784.2 Seg1784.2 transcript_id=Seg1784.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin pseudo=true protein_id=Seg1784.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1569.3 Seg1569.3 transcript_id=Seg1569.3_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 1" protein_id=Seg1569.3_GoldUCD_D3Y31, Aurelia_aurita_Seg11066.1 Seg11066.1 transcript_id=Seg11066.1_GoldUCD_mRNA.D3Y31 product=Myopalladin protein_id=Seg11066.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1220.5 Seg1220.5 transcript_id=Seg1220.5_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg1220.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00062360-protein TCONS_00062360-protein
OG0000253	Aurelia_aurita_Seg1823.9 Seg1823.9 transcript_id=Seg1823.9_GoldUCD_mRNA.D3Y31 product="General transcription factor IIH subunit 2" protein_id=Seg1823.9_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00003407-protein TCONS_00003407-protein
OG0000267	Aurelia_aurita_Seg3915.2 Seg3915.2 transcript_id=Seg3915.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg3915.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00024032-protein TCONS_00024032-protein
OG0000272	Aurelia_aurita_Seg2513.2 Seg2513.2 transcript_id=Seg2513.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2513.2_GoldUCD_D3Y31, Aurelia_aurita_Seg636.5 Seg636.5 transcript_id=Seg636.5_GoldUCD_mRNA.D3Y31 product="Myb-related protein A" protein_id=Seg636.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00030863-protein TCONS_00030863-protein
OG0000275	Aurelia_aurita_Seg4097.2 Seg4097.2 transcript_id=Seg4097.2_GoldUCD_mRNA.D3Y31 product="Thrombospondin type-1 domain-containing protein 7B" protein_id=Seg4097.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1000.6_Seg1000.7 Seg1000.6_Seg1000.7 transcript_id=Seg1000.6_Seg1000.7_GoldUCD_mRNA.D3Y31 product="Thrombospondin type-1 domain-containing protein 7A" protein_id=Seg1000.6_Seg1000.7_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00064165-protein TCONS_00064165-protein
OG0000282	Aurelia_aurita_Seg557.11 Seg557.11 transcript_id=Seg557.11_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 7" protein_id=Seg557.11_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00000534-protein TCONS_00000534-protein
OG0000285	Aurelia_aurita_Seg1284.13 Seg1284.13 transcript_id=Seg1284.13_GoldUCD_mRNA.D3Y31 product="Coagulation factor V" protein_id=Seg1284.13_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00002465-protein TCONS_00002465-protein
OG0000286	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00061110-protein TCONS_00061110-protein
OG0000299	Aurelia_aurita_Seg1800.6 Seg1800.6 transcript_id=Seg1800.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1800.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2876.2 Seg2876.2 transcript_id=Seg2876.2_GoldUCD_mRNA.D3Y31 product="Integral membrane protein DGCR2_IDD" protein_id=Seg2876.2_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00058298-protein TCONS_00058298-protein
OG0000309	Aurelia_aurita_Seg1547.12 Seg1547.12 transcript_id=Seg1547.12_GoldUCD_mRNA.D3Y31 product="Plant intracellular Ras-group-related LRR protein 3" protein_id=Seg1547.12_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00026216-protein TCONS_00026216-protein
OG0000330	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00068879-protein TCONS_00068879-protein
OG0000331	Aurelia_aurita_Seg1764.4 Seg1764.4 transcript_id=Seg1764.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1764.4_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00057393-protein TCONS_00057393-protein
OG0000349	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00070117-protein TCONS_00070117-protein
OG0000357	Aurelia_aurita_Seg1501.5 Seg1501.5 transcript_id=Seg1501.5_GoldUCD_mRNA.D3Y31 product="Cystatin J" protein_id=Seg1501.5_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00004643-protein TCONS_00004643-protein
OG0000364	Aurelia_aurita_Seg271.9 Seg271.9 transcript_id=Seg271.9_GoldUCD_mRNA.D3Y31 product="X-ray repair cross-complementing protein 5" protein_id=Seg271.9_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00009511-protein TCONS_00009511-protein
OG0000375	Aurelia_aurita_Seg2350.4 Seg2350.4 transcript_id=Seg2350.4_GoldUCD_mRNA.D3Y31 product="Neurogenic locus notch protein 2" protein_id=Seg2350.4_GoldUCD_D3Y31, Aurelia_aurita_Seg2275.11 Seg2275.11 transcript_id=Seg2275.11_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2275.11_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00013702-protein TCONS_00013702-protein
OG0000390	Aurelia_aurita_Seg1907.6 Seg1907.6 transcript_id=Seg1907.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1907.6_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00067080-protein TCONS_00067080-protein
OG0000490	Aurelia_aurita_Seg1121.4 Seg1121.4 transcript_id=Seg1121.4_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg1121.4_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00050256-protein TCONS_00050256-protein
OG0000534	Aurelia_aurita_Seg1402.10 Seg1402.10 transcript_id=Seg1402.10_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1402.10_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00062180-protein TCONS_00062180-protein
OG0000541	Aurelia_aurita_Seg5011.2 Seg5011.2 transcript_id=Seg5011.2_GoldUCD_mRNA.D3Y31 product="Deleted in malignant brain tumors 1 protein" protein_id=Seg5011.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg710.1 Seg710.1 transcript_id=Seg710.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg710.1_GoldUCD_D3Y31, Aurelia_aurita_Seg5011.1 Seg5011.1 transcript_id=Seg5011.1_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 2" protein_id=Seg5011.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00008256-protein TCONS_00008256-protein
OG0000677	Aurelia_aurita_Seg5740.3 Seg5740.3 transcript_id=Seg5740.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5740.3_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00046698-protein TCONS_00046698-protein
OG0000722	Aurelia_aurita_Seg997.7 Seg997.7 transcript_id=Seg997.7_GoldUCD_mRNA.D3Y31 product="Latrophilin Cirl" protein_id=Seg997.7_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00046392-protein TCONS_00046392-protein
OG0000723	Aurelia_aurita_Seg3355.1 Seg3355.1 transcript_id=Seg3355.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3355.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2178.3 Seg2178.3 transcript_id=Seg2178.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2178.3_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00026126-protein TCONS_00026126-protein
OG0000906	Aurelia_aurita_Seg1801.5 Seg1801.5 transcript_id=Seg1801.5_GoldUCD_mRNA.D3Y31 product="Ubiquitin carboxyl-terminal hydrolase 14" protein_id=Seg1801.5_GoldUCD_D3Y31, Aurelia_aurita_Seg3885.1 Seg3885.1 transcript_id=Seg3885.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-5" protein_id=Seg3885.1_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00019754-protein TCONS_00019754-protein
OG0000908	Aurelia_aurita_Seg2998.3 Seg2998.3 transcript_id=Seg2998.3_GoldUCD_mRNA.D3Y31 product="Protein Wnt-7b" protein_id=Seg2998.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2664.4 Seg2664.4 transcript_id=Seg2664.4_GoldUCD_mRNA.D3Y31 product="Protein Wnt-5" protein_id=Seg2664.4_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00066897-protein TCONS_00066897-protein
OG0001197	Aurelia_aurita_Seg4670.1 Seg4670.1 transcript_id=Seg4670.1_GoldUCD_mRNA.D3Y31 product=Angiopoietin-2 protein_id=Seg4670.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00003236-protein TCONS_00003236-protein, Clytia_hemispherica_TCONS_00024694-protein TCONS_00024694-protein
OG0001204	Aurelia_aurita_Seg3381.1 Seg3381.1 transcript_id=Seg3381.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-5" protein_id=Seg3381.1_GoldUCD_D3Y31 partial=true	Clytia_hemispherica_TCONS_00071049-protein TCONS_00071049-protein
OG0001595	Aurelia_aurita_Seg752.6 Seg752.6 transcript_id=Seg752.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg752.6_GoldUCD_D3Y31	Clytia_hemispherica_TCONS_00062032-protein TCONS_00062032-protein
