Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Acropora_digitifera
OG0000045	Exaiptasia_diaphana_XP_028518553.1 XP_028518553.1 laminin subunit alpha [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10227 adi_v1.10227
OG0000045	Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09586 adi_v1.09586
OG0000045	Exaiptasia_diaphana_XP_028519624.1 XP_028519624.1 laminin subunit alpha_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17109 adi_v1.17109
OG0000046	Exaiptasia_diaphana_XP_028513534.1 XP_028513534.1 uncharacterized protein LOC114574618 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23116 adi_v1.23116
OG0000046	Exaiptasia_diaphana_XP_020912883.2 XP_020912883.2 uncharacterized protein LOC110250622 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514241.1 XP_028514241.1 uncharacterized protein LOC114574832 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514881.1 XP_028514881.1 uncharacterized protein LOC110239230 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900927.1 XP_020900927.1 uncharacterized protein LOC110239544 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514883.1 XP_028514883.1 uncharacterized protein LOC110239242 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899795.1 XP_020899795.1 uncharacterized protein LOC110238459 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514655.1 XP_028514655.1 uncharacterized protein LOC110238459 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900564.2 XP_020900564.2 uncharacterized protein LOC110239189 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11433 adi_v1.11433, Acropora_digitifera_adi_v1.13810 adi_v1.13810, Acropora_digitifera_adi_v1.22260 adi_v1.22260, Acropora_digitifera_adi_v1.17607 adi_v1.17607, Acropora_digitifera_adi_v1.10417 adi_v1.10417, Acropora_digitifera_adi_v1.11233 adi_v1.11233, Acropora_digitifera_adi_v1.11714 adi_v1.11714, Acropora_digitifera_adi_v1.18842 adi_v1.18842, Acropora_digitifera_adi_v1.23505 adi_v1.23505, Acropora_digitifera_adi_v1.23018 adi_v1.23018, Acropora_digitifera_adi_v1.02067 adi_v1.02067, Acropora_digitifera_adi_v1.23506 adi_v1.23506, Acropora_digitifera_adi_v1.10319 adi_v1.10319, Acropora_digitifera_adi_v1.24389 adi_v1.24389, Acropora_digitifera_adi_v1.21947 adi_v1.21947, Acropora_digitifera_adi_v1.00626 adi_v1.00626
OG0000047	Exaiptasia_diaphana_XP_020915822.1 XP_020915822.1 ferric-chelate reductase 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915824.1 XP_020915824.1 ferric-chelate reductase 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915825.1 XP_020915825.1 ferric-chelate reductase 1 isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11979 adi_v1.11979
OG0000049	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00526 adi_v1.00526
OG0000052	Exaiptasia_diaphana_XP_028517080.1 XP_028517080.1 receptor-type tyrosine-protein phosphatase U-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23979 adi_v1.23979, Acropora_digitifera_adi_v1.15015 adi_v1.15015, Acropora_digitifera_adi_v1.00476 adi_v1.00476, Acropora_digitifera_adi_v1.17032 adi_v1.17032, Acropora_digitifera_adi_v1.00475 adi_v1.00475, Acropora_digitifera_adi_v1.05237 adi_v1.05237, Acropora_digitifera_adi_v1.08790 adi_v1.08790, Acropora_digitifera_adi_v1.19318 adi_v1.19318, Acropora_digitifera_adi_v1.16890 adi_v1.16890, Acropora_digitifera_adi_v1.06111 adi_v1.06111, Acropora_digitifera_adi_v1.10740 adi_v1.10740, Acropora_digitifera_adi_v1.08788 adi_v1.08788, Acropora_digitifera_adi_v1.17531 adi_v1.17531, Acropora_digitifera_adi_v1.05209 adi_v1.05209
OG0000054	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13439 adi_v1.13439
OG0000054	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00193 adi_v1.00193
OG0000056	Exaiptasia_diaphana_XP_020900170.1 XP_020900170.1 tripartite motif-containing protein 67 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22521 adi_v1.22521
OG0000058	Exaiptasia_diaphana_XP_020916045.1 XP_020916045.1 cubilin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09748 adi_v1.09748, Acropora_digitifera_adi_v1.20259 adi_v1.20259, Acropora_digitifera_adi_v1.06948 adi_v1.06948, Acropora_digitifera_adi_v1.13941 adi_v1.13941
OG0000058	Exaiptasia_diaphana_XP_028514138.1 XP_028514138.1 uncharacterized protein LOC110236629 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517068.1 XP_028517068.1 uncharacterized protein LOC114575757 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516447.1 XP_028516447.1 uncharacterized protein LOC110244407 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10945 adi_v1.10945
OG0000059	Exaiptasia_diaphana_XP_028516633.1 XP_028516633.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906968.1 XP_020906968.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03807 adi_v1.03807, Acropora_digitifera_adi_v1.22370 adi_v1.22370
OG0000062	Exaiptasia_diaphana_XP_028518542.1 XP_028518542.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518545.1 XP_028518545.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518546.1 XP_028518546.1 fibropellin-1 isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19726 adi_v1.19726
OG0000062	Exaiptasia_diaphana_XP_020905637.1 XP_020905637.1 protein jagged-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516261.1 XP_028516261.1 protein jagged-1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20013 adi_v1.20013
OG0000063	Exaiptasia_diaphana_XP_020907250.1 XP_020907250.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907251.1 XP_020907251.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907252.1 XP_020907252.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907253.1 XP_020907253.1 tiggy-winkle hedgehog protein isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13405 adi_v1.13405
OG0000063	Exaiptasia_diaphana_XP_020892909.1 XP_020892909.1 tiggy-winkle hedgehog protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14406 adi_v1.14406
OG0000063	Exaiptasia_diaphana_XP_020914354.1 XP_020914354.1 indian hedgehog protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02079 adi_v1.02079
OG0000064	Exaiptasia_diaphana_XP_028514695.1 XP_028514695.1 fibrillin-2-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06463 adi_v1.06463, Acropora_digitifera_adi_v1.10842 adi_v1.10842
OG0000065	Exaiptasia_diaphana_XP_020907972.1 XP_020907972.1 glypican-6 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06118 adi_v1.06118
OG0000067	Exaiptasia_diaphana_XP_028517411.1 XP_028517411.1 uncharacterized protein LOC110247375 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514929.1 XP_028514929.1 uncharacterized protein LOC110239357 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02251 adi_v1.02251, Acropora_digitifera_adi_v1.11440 adi_v1.11440
OG0000067	Exaiptasia_diaphana_XP_020905908.2 XP_020905908.2 uncharacterized protein LOC110244086 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19115 adi_v1.19115, Acropora_digitifera_adi_v1.02617 adi_v1.02617
OG0000067	Exaiptasia_diaphana_XP_020915651.1 XP_020915651.1 uncharacterized protein LOC110253119_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518088.1 XP_028518088.1 uncharacterized protein LOC110249357 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909475.1 XP_020909475.1 uncharacterized protein LOC110247386 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03804 adi_v1.03804, Acropora_digitifera_adi_v1.14055 adi_v1.14055
OG0000069	Exaiptasia_diaphana_XP_020896941.1 XP_020896941.1 adhesion G protein-coupled receptor E2 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896940.1 XP_020896940.1 adhesion G protein-coupled receptor E2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513501.1 XP_028513501.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895312.1 XP_020895312.1 fibrillin-3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08167 adi_v1.08167, Acropora_digitifera_adi_v1.08092 adi_v1.08092
OG0000069	Exaiptasia_diaphana_XP_020901958.1 XP_020901958.1 collagen alpha-1_XI_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10867 adi_v1.10867, Acropora_digitifera_adi_v1.10097 adi_v1.10097, Acropora_digitifera_adi_v1.10098 adi_v1.10098
OG0000070	Exaiptasia_diaphana_XP_020916348.2 XP_020916348.2 peroxidasin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23658 adi_v1.23658
OG0000070	Exaiptasia_diaphana_XP_020893766.1 XP_020893766.1 peroxidasin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05628 adi_v1.05628
OG0000073	Exaiptasia_diaphana_XP_020915772.1 XP_020915772.1 uncharacterized protein LOC110253235 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895933.1 XP_020895933.1 uncharacterized protein LOC110234861 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513712.1 XP_028513712.1 uncharacterized protein LOC110234892 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916520.2 XP_020916520.2 uncharacterized protein LOC110253908 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911803.2 XP_020911803.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902310.1 XP_020902310.1 uncharacterized protein LOC110240831 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15179 adi_v1.15179, Acropora_digitifera_adi_v1.05328 adi_v1.05328
OG0000075	Exaiptasia_diaphana_XP_020902029.1 XP_020902029.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02324 adi_v1.02324
OG0000075	Exaiptasia_diaphana_XP_028514423.1 XP_028514423.1 uncharacterized protein LOC110237387 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05195 adi_v1.05195, Acropora_digitifera_adi_v1.20443 adi_v1.20443
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23049 adi_v1.23049
OG0000080	Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20179 adi_v1.20179, Acropora_digitifera_adi_v1.03235 adi_v1.03235
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14148 adi_v1.14148
OG0000082	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10757 adi_v1.10757
OG0000082	Exaiptasia_diaphana_XP_020902830.1 XP_020902830.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00928 adi_v1.00928
OG0000083	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06821 adi_v1.06821
OG0000083	Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08924 adi_v1.08924
OG0000086	Exaiptasia_diaphana_XP_028518326.1 XP_028518326.1 uncharacterized protein LOC114576242 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15258 adi_v1.15258
OG0000087	Exaiptasia_diaphana_XP_020915847.1 XP_020915847.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915850.1 XP_020915850.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915848.1 XP_020915848.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01106 adi_v1.01106
OG0000088	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01059 adi_v1.01059
OG0000089	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13331 adi_v1.13331, Acropora_digitifera_adi_v1.09609 adi_v1.09609
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01316 adi_v1.01316
OG0000092	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12295 adi_v1.12295, Acropora_digitifera_adi_v1.12296 adi_v1.12296
OG0000092	Exaiptasia_diaphana_XP_028514402.1 XP_028514402.1 cubilin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12926 adi_v1.12926
OG0000093	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22486 adi_v1.22486, Acropora_digitifera_adi_v1.07717 adi_v1.07717, Acropora_digitifera_adi_v1.18858 adi_v1.18858
OG0000094	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13477 adi_v1.13477
OG0000095	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07740 adi_v1.07740
OG0000099	Exaiptasia_diaphana_XP_028516022.1 XP_028516022.1 tyrosinase-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895825.1 XP_020895825.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895111.1 XP_020895111.1 tyrosinase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512674.1 XP_028512674.1 uncharacterized protein LOC114574392 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10436 adi_v1.10436, Acropora_digitifera_adi_v1.10437 adi_v1.10437
OG0000100	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11601 adi_v1.11601
OG0000100	Exaiptasia_diaphana_XP_028514114.1 XP_028514114.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897767.1 XP_020897767.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11599 adi_v1.11599
OG0000100	Exaiptasia_diaphana_XP_020915626.1 XP_020915626.1 uncharacterized protein LOC110253095 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912071.1 XP_020912071.1 cuticle collagen 2C [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09217 adi_v1.09217
OG0000101	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04659 adi_v1.04659
OG0000102	Exaiptasia_diaphana_XP_020899688.2 XP_020899688.2 protein HEG [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12126 adi_v1.12126
OG0000103	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12265 adi_v1.12265
OG0000105	Exaiptasia_diaphana_XP_020904558.1 XP_020904558.1 uncharacterized protein LOC110242852 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518279.1 XP_028518279.1 uncharacterized protein LOC114576225 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898101.1 XP_020898101.1 latent-transforming growth factor beta-binding protein 3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07561 adi_v1.07561, Acropora_digitifera_adi_v1.24274 adi_v1.24274, Acropora_digitifera_adi_v1.05946 adi_v1.05946
OG0000105	Exaiptasia_diaphana_XP_020892069.1 XP_020892069.1 uncharacterized protein LOC110231391 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914072.1 XP_020914072.1 uncharacterized protein LOC110251683 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911974.1 XP_020911974.1 uncharacterized protein LOC110249734 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916513.2 XP_020916513.2 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512555.1 XP_028512555.1 uncharacterized protein LOC110231383 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512556.1 XP_028512556.1 uncharacterized protein LOC110231383 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518806.1 XP_028518806.1 uncharacterized protein LOC110251681 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910901.2 XP_020910901.2 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518321.1 XP_028518321.1 uncharacterized protein LOC114576240 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514468.1 XP_028514468.1 uncharacterized protein LOC110237581 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896631.1 XP_020896631.1 uncharacterized protein LOC110235508 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913580.2 XP_020913580.2 uncharacterized protein LOC110251232 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913579.2 XP_020913579.2 uncharacterized protein LOC110251231 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514466.1 XP_028514466.1 uncharacterized protein LOC110237590 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517864.1 XP_028517864.1 uncharacterized protein LOC114576054 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00390 adi_v1.00390
OG0000108	Exaiptasia_diaphana_XP_020911275.1 XP_020911275.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13681 adi_v1.13681
OG0000111	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05777 adi_v1.05777
OG0000111	Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.15937 adi_v1.15937
OG0000111	Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05775 adi_v1.05775
OG0000112	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23845 adi_v1.23845, Acropora_digitifera_adi_v1.09025 adi_v1.09025
OG0000113	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13246 adi_v1.13246
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04340 adi_v1.04340
OG0000116	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04201 adi_v1.04201, Acropora_digitifera_adi_v1.00669 adi_v1.00669, Acropora_digitifera_adi_v1.04200 adi_v1.04200, Acropora_digitifera_adi_v1.00670 adi_v1.00670
OG0000116	Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22020 adi_v1.22020
OG0000119	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12204 adi_v1.12204
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22301 adi_v1.22301
OG0000121	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.07477 adi_v1.07477, Acropora_digitifera_adi_v1.03736 adi_v1.03736
OG0000122	Exaiptasia_diaphana_XP_028512752.1 XP_028512752.1 uncharacterized protein LOC114574425 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02556 adi_v1.02556
OG0000124	Exaiptasia_diaphana_XP_020892058.2 XP_020892058.2 CUB and sushi domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518807.1 XP_028518807.1 uncharacterized protein LOC110251682 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518323.1 XP_028518323.1 hemicentin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512557.1 XP_028512557.1 CUB and sushi domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892016.2 XP_020892016.2 CUB and sushi domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916515.2 XP_020916515.2 uncharacterized protein LOC110253903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892017.2 XP_020892017.2 uncharacterized protein LOC110231342 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16395 adi_v1.16395, Acropora_digitifera_adi_v1.08280 adi_v1.08280
OG0000129	Exaiptasia_diaphana_XP_020903051.1 XP_020903051.1 uncharacterized protein LOC110241526 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06151 adi_v1.06151
OG0000130	Exaiptasia_diaphana_XP_028514354.1 XP_028514354.1 secretory phospholipase A2 receptor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514196.1 XP_028514196.1 uncharacterized protein LOC114574811 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898036.1 XP_020898036.1 uncharacterized protein LOC110236822 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898042.1 XP_020898042.1 uncharacterized protein LOC110236822 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894013.1 XP_020894013.1 lithostathine-1-beta isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894016.1 XP_020894016.1 lithostathine-1-alpha isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894009.1 XP_020894009.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233093 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22062 adi_v1.22062, Acropora_digitifera_adi_v1.18361 adi_v1.18361, Acropora_digitifera_adi_v1.06177 adi_v1.06177
OG0000131	Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13891 adi_v1.13891
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13517 adi_v1.13517
OG0000138	Exaiptasia_diaphana_XP_020901311.1 XP_020901311.1 phosphatidylinositol phosphatase PTPRQ_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12878 adi_v1.12878
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12343 adi_v1.12343
