Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Xenia_spec
OG0000184	Exaiptasia_diaphana_XP_020917056.1 XP_020917056.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910174.2 XP_020910174.2 bone morphogenetic protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917138.1 XP_020917138.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515737.1 XP_028515737.1 dorsal-ventral patterning tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515721.1 XP_028515721.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916125.1 XP_020916125.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916115.1 XP_020916115.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518055.1 XP_028518055.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905243.1 XP_020905243.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905244.1 XP_020905244.1 tolloid-like protein 2 [Exaiptasia diaphana]	Xenia_spec_Xe_004255_T1 Xe_004255_T1 Xe_004255, Xenia_spec_Xe_004160_T1 Xe_004160_T1 Xe_004160
OG0000187	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]	Xenia_spec_Xe_005860_T1 Xe_005860_T1 Xe_005860, Xenia_spec_Xe_005930_T1 Xe_005930_T1 Xe_005930
OG0000188	Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]	Xenia_spec_Xe_000226_T1 Xe_000226_T1 Xe_000226
OG0000192	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]	Xenia_spec_Xe_016382_T1 Xe_016382_T1 Xe_016382
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Xenia_spec_Xe_008475_T1 Xe_008475_T1 Xe_008475
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Xenia_spec_Xe_009602_T1 Xe_009602_T1 Xe_009602
OG0000197	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]	Xenia_spec_Xe_007048_T1 Xe_007048_T1 Xe_007048
OG0000199	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]	Xenia_spec_Xe_013084_T1 Xe_013084_T1 Xe_013084
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Xenia_spec_Xe_015525_T1 Xe_015525_T1 Xe_015525
OG0000201	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Xenia_spec_Xe_003238_T1 Xe_003238_T1 Xe_003238
OG0000203	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]	Xenia_spec_Xe_014757_T1 Xe_014757_T1 Xe_014757
OG0000206	Exaiptasia_diaphana_XP_028513799.1 XP_028513799.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515205.1 XP_028515205.1 uncharacterized protein LOC114575143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901626.1 XP_020901626.1 uncharacterized protein LOC110240178 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895690.1 XP_020895690.1 uncharacterized protein LOC110234645 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910157.2 XP_020910157.2 uncharacterized protein LOC110248013_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892615.2 XP_020892615.2 uncharacterized protein LOC110231887 [Exaiptasia diaphana]	Xenia_spec_Xe_004730_T1 Xe_004730_T1 Xe_004730, Xenia_spec_Xe_001131_T1 Xe_001131_T1 Xe_001131, Xenia_spec_Xe_001138_T1 Xe_001138_T1 Xe_001138, Xenia_spec_Xe_001132_T1 Xe_001132_T1 Xe_001132, Xenia_spec_Xe_001139_T1 Xe_001139_T1 Xe_001139, Xenia_spec_Xe_001129_T1 Xe_001129_T1 Xe_001129, Xenia_spec_Xe_001136_T1 Xe_001136_T1 Xe_001136
OG0000210	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]	Xenia_spec_Xe_014129_T1 Xe_014129_T1 Xe_014129
OG0000211	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]	Xenia_spec_Xe_009004_T2 Xe_009004_T2 Xe_009004, Xenia_spec_Xe_009004_T1 Xe_009004_T1 Xe_009004
OG0000212	Exaiptasia_diaphana_XP_020904592.1 XP_020904592.1 LOW QUALITY PROTEIN_ E3 ubiquitin-protein ligase LRSAM1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516015.1 XP_028516015.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_007486_T1 Xe_007486_T1 Xe_007486
OG0000213	Exaiptasia_diaphana_XP_020899052.1 XP_020899052.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899053.1 XP_020899053.1 neurogenic locus notch homolog protein 1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_007490_T1 Xe_007490_T1 Xe_007490
OG0000214	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]	Xenia_spec_Xe_003060_T1 Xe_003060_T1 Xe_003060
OG0000219	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_014122_T1 Xe_014122_T1 Xe_014122
OG0000224	Exaiptasia_diaphana_XP_020900945.1 XP_020900945.1 adhesion G protein-coupled receptor E1 [Exaiptasia diaphana]	Xenia_spec_Xe_017396_T1 Xe_017396_T1 Xe_017396, Xenia_spec_Xe_017392_T1 Xe_017392_T1 Xe_017392, Xenia_spec_Xe_017395_T1 Xe_017395_T1 Xe_017395, Xenia_spec_Xe_017388_T1 Xe_017388_T1 Xe_017388
OG0000229	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]	Xenia_spec_Xe_012336_T1 Xe_012336_T1 Xe_012336
OG0000231	Exaiptasia_diaphana_XP_020905146.1 XP_020905146.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516126.1 XP_028516126.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905143.1 XP_020905143.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_000375_T1 Xe_000375_T1 Xe_000375
OG0000237	Exaiptasia_diaphana_XP_020908032.1 XP_020908032.1 uncharacterized protein LOC110246071 [Exaiptasia diaphana]	Xenia_spec_Xe_014192_T1 Xe_014192_T1 Xe_014192
OG0000240	Exaiptasia_diaphana_XP_028514983.1 XP_028514983.1 nischarin [Exaiptasia diaphana]	Xenia_spec_Xe_003918_T1 Xe_003918_T1 Xe_003918
OG0000244	Exaiptasia_diaphana_XP_028514060.1 XP_028514060.1 stabilin-2 [Exaiptasia diaphana]	Xenia_spec_Xe_004256_T1 Xe_004256_T1 Xe_004256, Xenia_spec_Xe_004204_T1 Xe_004204_T1 Xe_004204, Xenia_spec_Xe_004161_T1 Xe_004161_T1 Xe_004161
OG0000248	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]	Xenia_spec_Xe_002388_T1 Xe_002388_T1 Xe_002388
OG0000265	Exaiptasia_diaphana_XP_020895183.1 XP_020895183.1 uncharacterized protein LOC110234167 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895181.1 XP_020895181.1 uncharacterized protein LOC110234167 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895182.1 XP_020895182.1 uncharacterized protein LOC110234167 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_015827_T1 Xe_015827_T1 Xe_015827
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	Xenia_spec_Xe_018600_T1 Xe_018600_T1 Xe_018600
OG0000279	Exaiptasia_diaphana_XP_020900355.1 XP_020900355.1 uncharacterized protein LOC110238998 [Exaiptasia diaphana]	Xenia_spec_Xe_015936_T1 Xe_015936_T1 Xe_015936
OG0000284	Exaiptasia_diaphana_XP_020904221.1 XP_020904221.1 netrin receptor DCC [Exaiptasia diaphana]	Xenia_spec_Xe_015013_T1 Xe_015013_T1 Xe_015013
OG0000286	Exaiptasia_diaphana_XP_020912182.1 XP_020912182.1 uncharacterized protein LOC110249945 [Exaiptasia diaphana]	Xenia_spec_Xe_006853_T1 Xe_006853_T1 Xe_006853, Xenia_spec_Xe_005192_T1 Xe_005192_T1 Xe_005192, Xenia_spec_Xe_011406_T1 Xe_011406_T1 Xe_011406
OG0000303	Exaiptasia_diaphana_XP_020897089.1 XP_020897089.1 uncharacterized protein LOC110235953 [Exaiptasia diaphana]	Xenia_spec_Xe_013893_T1 Xe_013893_T1 Xe_013893
OG0000309	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]	Xenia_spec_Xe_002052_T1 Xe_002052_T1 Xe_002052
OG0000318	Exaiptasia_diaphana_XP_028514170.1 XP_028514170.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897892.1 XP_020897892.1 von Willebrand factor A domain-containing protein 2 [Exaiptasia diaphana]	Xenia_spec_Xe_002021_T1 Xe_002021_T1 Xe_002021
OG0000330	Exaiptasia_diaphana_XP_020899658.1 XP_020899658.1 cleavage and polyadenylation specificity factor subunit 6 [Exaiptasia diaphana]	Xenia_spec_Xe_001209_T1 Xe_001209_T1 Xe_001209, Xenia_spec_Xe_009933_T1 Xe_009933_T1 Xe_009933
OG0000355	Exaiptasia_diaphana_XP_020910689.1 XP_020910689.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900380.1 XP_020900380.1 tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900381.1 XP_020900381.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910690.1 XP_020910690.1 tolloid-like protein 1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_020575_T1 Xe_020575_T1 Xe_020575
OG0000363	Exaiptasia_diaphana_XP_020892721.2 XP_020892721.2 uncharacterized protein LOC110231982 [Exaiptasia diaphana]	Xenia_spec_Xe_011421_T1 Xe_011421_T1 Xe_011421, Xenia_spec_Xe_011419_T1 Xe_011419_T1 Xe_011419
OG0000375	Exaiptasia_diaphana_XP_020892055.2 XP_020892055.2 uncharacterized protein LOC110231376 [Exaiptasia diaphana]	Xenia_spec_Xe_002414_T1 Xe_002414_T1 Xe_002414
OG0000393	Exaiptasia_diaphana_XP_020904196.1 XP_020904196.1 protein Wnt-16-like [Exaiptasia diaphana]	Xenia_spec_Xe_014743_T1 Xe_014743_T1 Xe_014743
OG0000399	Exaiptasia_diaphana_XP_028512943.1 XP_028512943.1 uncharacterized protein LOC110232553 [Exaiptasia diaphana]	Xenia_spec_Xe_002872_T1 Xe_002872_T1 Xe_002872
OG0000426	Exaiptasia_diaphana_XP_028513961.1 XP_028513961.1 uncharacterized protein LOC110236015 [Exaiptasia diaphana]	Xenia_spec_Xe_007199_T1 Xe_007199_T1 Xe_007199, Xenia_spec_Xe_014264_T1 Xe_014264_T1 Xe_014264
OG0000434	Exaiptasia_diaphana_XP_020914910.1 XP_020914910.1 uncharacterized protein LOC110252425 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518975.1 XP_028518975.1 uncharacterized protein LOC110252425 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_004432_T1 Xe_004432_T1 Xe_004432
OG0000437	Exaiptasia_diaphana_XP_028514357.1 XP_028514357.1 flocculation protein FLO11_ partial [Exaiptasia diaphana]	Xenia_spec_Xe_012747_T1 Xe_012747_T1 Xe_012747
OG0000438	Exaiptasia_diaphana_XP_020911752.1 XP_020911752.1 matrilin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911751.1 XP_020911751.1 matrilin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518126.1 XP_028518126.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518125.1 XP_028518125.1 matrilin-2 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_016071_T1 Xe_016071_T1 Xe_016071
OG0000439	Exaiptasia_diaphana_XP_028515272.1 XP_028515272.1 notch homolog 2 N-terminal-like protein A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901877.2 XP_020901877.2 adhesive plaque matrix protein 2 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_002417_T1 Xe_002417_T1 Xe_002417
OG0000482	Exaiptasia_diaphana_XP_028516436.1 XP_028516436.1 protein stoned-B [Exaiptasia diaphana]	Xenia_spec_Xe_008217_T1 Xe_008217_T1 Xe_008217
OG0000531	Exaiptasia_diaphana_XP_020909555.1 XP_020909555.1 cubilin homolog [Exaiptasia diaphana]	Xenia_spec_Xe_008885_T1 Xe_008885_T1 Xe_008885, Xenia_spec_Xe_008884_T1 Xe_008884_T1 Xe_008884
OG0000594	Exaiptasia_diaphana_XP_020900117.1 XP_020900117.1 putative leucine-rich repeat-containing protein DDB_G0281931 [Exaiptasia diaphana]	Xenia_spec_Xe_020042_T1 Xe_020042_T1 Xe_020042
OG0000595	Exaiptasia_diaphana_XP_028512580.1 XP_028512580.1 uncharacterized protein LOC110231469 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891935.1 XP_020891935.1 uncharacterized protein LOC110231267 [Exaiptasia diaphana]	Xenia_spec_Xe_001086_T1 Xe_001086_T1 Xe_001086
OG0000599	Exaiptasia_diaphana_XP_020914877.1 XP_020914877.1 uncharacterized protein LOC110252396 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914876.1 XP_020914876.1 uncharacterized protein LOC110252396 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_004640_T1 Xe_004640_T1 Xe_004640
OG0000600	Exaiptasia_diaphana_XP_020902827.1 XP_020902827.1 uncharacterized protein LOC110241298 [Exaiptasia diaphana]	Xenia_spec_Xe_008212_T1 Xe_008212_T1 Xe_008212
OG0000695	Exaiptasia_diaphana_XP_020903311.1 XP_020903311.1 tolloid-like protein 1 [Exaiptasia diaphana]	Xenia_spec_Xe_012977_T1 Xe_012977_T1 Xe_012977
OG0000715	Exaiptasia_diaphana_XP_020897067.1 XP_020897067.1 DNA ligase 1 [Exaiptasia diaphana]	Xenia_spec_Xe_019856_T1 Xe_019856_T1 Xe_019856
OG0000892	Exaiptasia_diaphana_XP_028513553.1 XP_028513553.1 uncharacterized protein LOC114574624 [Exaiptasia diaphana]	Xenia_spec_Xe_004436_T1 Xe_004436_T1 Xe_004436, Xenia_spec_Xe_004436_T2 Xe_004436_T2 Xe_004436
