Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Chordata_Amphioxiformes_Branchiostoma_floridae
OG0000014	Exaiptasia_diaphana_XP_020903669.1 XP_020903669.1 A disintegrin and metalloproteinase with thrombospondin motifs 7 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899199.1 XP_020899199.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515757.1 XP_028515757.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908001.1 XP_020908001.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908093.1 XP_020908093.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903567.1 XP_020903567.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515755.1 XP_028515755.1 A disintegrin and metalloproteinase with thrombospondin motifs 18-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514068.1 XP_028514068.1 A disintegrin and metalloproteinase with thrombospondin motifs 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514067.1 XP_028514067.1 A disintegrin and metalloproteinase with thrombospondin motifs 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512951.1 XP_028512951.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916890.2 XP_020916890.2 mucin-2-like_ partial [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KVV2_A0A9J7KVV2_BRAFL tr|A0A9J7KVV2|A0A9J7KVV2_BRAFL Uncharacterized protein LOC118412570 OS=Branchiostoma floridae OX=7739 GN=LOC118412570 PE=4 SV=1
OG0000015	Exaiptasia_diaphana_XP_020904998.1 XP_020904998.1 zona pellucida sperm-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904996.2 XP_020904996.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907577.1 XP_020907577.1 oncoprotein-induced transcript 3 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514521.1 XP_028514521.1 ZP domain-containing protein-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901504.2 XP_020901504.2 ZP domain-containing protein [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MXW8_A0A9J7MXW8_BRAFL tr|A0A9J7MXW8|A0A9J7MXW8_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118422167 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KC86_A0A9J7KC86_BRAFL tr|A0A9J7KC86|A0A9J7KC86_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118408385 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LPY2_A0A9J7LPY2_BRAFL tr|A0A9J7LPY2|A0A9J7LPY2_BRAFL Coadhesin-like OS=Branchiostoma floridae OX=7739 GN=LOC118422984 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LQI5_A0A9J7LQI5_BRAFL tr|A0A9J7LQI5|A0A9J7LQI5_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118422735 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LMC6_A0A9J7LMC6_BRAFL tr|A0A9J7LMC6|A0A9J7LMC6_BRAFL Uncharacterized protein LOC118422164 OS=Branchiostoma floridae OX=7739 GN=LOC118422164 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LQ92_A0A9J7LQ92_BRAFL tr|A0A9J7LQ92|A0A9J7LQ92_BRAFL Uncharacterized protein LOC118423143 OS=Branchiostoma floridae OX=7739 GN=LOC118423143 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZ07_A0A9J7MZ07_BRAFL tr|A0A9J7MZ07|A0A9J7MZ07_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118422940 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LPG7_A0A9J7LPG7_BRAFL tr|A0A9J7LPG7|A0A9J7LPG7_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118422944 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LPI5_A0A9J7LPI5_BRAFL tr|A0A9J7LPI5|A0A9J7LPI5_BRAFL Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118422983 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MGI4_A0A9J7MGI4_BRAFL tr|A0A9J7MGI4|A0A9J7MGI4_BRAFL Integrin beta-like protein C isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409829 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MH90_A0A9J7MH90_BRAFL tr|A0A9J7MH90|A0A9J7MH90_BRAFL Integrin beta-like protein C isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409829 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KNH1_A0A9J7KNH1_BRAFL tr|A0A9J7KNH1|A0A9J7KNH1_BRAFL Latent-transforming growth factor beta-binding protein 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118409833 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KN44_A0A9J7KN44_BRAFL tr|A0A9J7KN44|A0A9J7KN44_BRAFL Uromodulin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118409833 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HHU3_A0A9J7HHU3_BRAFL tr|A0A9J7HHU3|A0A9J7HHU3_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403556 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KGX2_A0A9J7KGX2_BRAFL tr|A0A9J7KGX2|A0A9J7KGX2_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403731 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LNR4_A0A9J7LNR4_BRAFL tr|A0A9J7LNR4|A0A9J7LNR4_BRAFL Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118422168 PE=4 SV=1
OG0000015	Exaiptasia_diaphana_XP_028517878.1 XP_028517878.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915359.2 XP_020915359.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915360.1 XP_020915360.1 uncharacterized protein LOC110252848 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7HKC2_A0A9J7HKC2_BRAFL tr|A0A9J7HKC2|A0A9J7HKC2_BRAFL Uncharacterized protein LOC118404745 OS=Branchiostoma floridae OX=7739 GN=LOC118404745 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KIA3_A0A9J7KIA3_BRAFL tr|A0A9J7KIA3|A0A9J7KIA3_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118404747 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7K7I2_A0A9J7K7I2_BRAFL tr|A0A9J7K7I2|A0A9J7K7I2_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118404746 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HKF7_A0A9J7HKF7_BRAFL tr|A0A9J7HKF7|A0A9J7HKF7_BRAFL Deleted in malignant brain tumors 1 protein OS=Branchiostoma floridae OX=7739 GN=LOC118404786 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LHS5_A0A9J7LHS5_BRAFL tr|A0A9J7LHS5|A0A9J7LHS5_BRAFL Uncharacterized protein LOC118419941 OS=Branchiostoma floridae OX=7739 GN=LOC118419941 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KGU0_A0A9J7KGU0_BRAFL tr|A0A9J7KGU0|A0A9J7KGU0_BRAFL Uncharacterized protein LOC118404440 OS=Branchiostoma floridae OX=7739 GN=LOC118404440 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N391_A0A9J7N391_BRAFL tr|A0A9J7N391|A0A9J7N391_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118424120 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M4Z0_A0A9J7M4Z0_BRAFL tr|A0A9J7M4Z0|A0A9J7M4Z0_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118428218 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3X1_A0A9J7N3X1_BRAFL tr|A0A9J7N3X1|A0A9J7N3X1_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118424318 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N2Z3_A0A9J7N2Z3_BRAFL tr|A0A9J7N2Z3|A0A9J7N2Z3_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118424008 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M112_A0A9J7M112_BRAFL tr|A0A9J7M112|A0A9J7M112_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118427087 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKM1_A0A9J7KKM1_BRAFL tr|A0A9J7KKM1|A0A9J7KKM1_BRAFL Uncharacterized protein LOC118407303 OS=Branchiostoma floridae OX=7739 GN=LOC118407303 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HSL1_A0A9J7HSL1_BRAFL tr|A0A9J7HSL1|A0A9J7HSL1_BRAFL Uncharacterized protein LOC118407317 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118407317 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKM4_A0A9J7KKM4_BRAFL tr|A0A9J7KKM4|A0A9J7KKM4_BRAFL Uncharacterized protein LOC118407317 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407317 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LZ97_A0A9J7LZ97_BRAFL tr|A0A9J7LZ97|A0A9J7LZ97_BRAFL Uncharacterized protein LOC118426467 OS=Branchiostoma floridae OX=7739 GN=LOC118426467 PE=4 SV=1, Branchiostoma_floridae_tr_C3ZH20_C3ZH20_BRAFL tr|C3ZH20|C3ZH20_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403241 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MHG5_A0A9J7MHG5_BRAFL tr|A0A9J7MHG5|A0A9J7MHG5_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118432700 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M299_A0A9J7M299_BRAFL tr|A0A9J7M299|A0A9J7M299_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118427643 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMZ5_A0A9J7KMZ5_BRAFL tr|A0A9J7KMZ5|A0A9J7KMZ5_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118409759 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KN71_A0A9J7KN71_BRAFL tr|A0A9J7KN71|A0A9J7KN71_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118409739 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MCK0_A0A9J7MCK0_BRAFL tr|A0A9J7MCK0|A0A9J7MCK0_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430083 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MAF7_A0A9J7MAF7_BRAFL tr|A0A9J7MAF7|A0A9J7MAF7_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430702 PE=4 SV=1
OG0000016	Exaiptasia_diaphana_XP_020898085.1 XP_020898085.1 matrilysin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897186.1 XP_020897186.1 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894795.2 XP_020894795.2 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901217.1 XP_020901217.1 matrilysin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901216.1 XP_020901216.1 matrilysin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916687.1 XP_020916687.1 macrophage metalloelastase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516851.1 XP_028516851.1 matrix metalloproteinase-19 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912518.1 XP_020912518.1 matrix metalloproteinase-9 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892199.1 XP_020892199.1 metalloendoproteinase 1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M5C7_A0A9J7M5C7_BRAFL tr|A0A9J7M5C7|A0A9J7M5C7_BRAFL 72 kDa type IV collagenase-like OS=Branchiostoma floridae OX=7739 GN=LOC118428578 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LP52_A0A9J7LP52_BRAFL tr|A0A9J7LP52|A0A9J7LP52_BRAFL Stromelysin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118422022 PE=3 SV=1
OG0000017	Exaiptasia_diaphana_XP_020902588.1 XP_020902588.1 serpin B6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913182.1 XP_020913182.1 leukocyte elastase inhibitor-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902591.1 XP_020902591.1 leukocyte elastase inhibitor A-like [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LN63_A0A9J7LN63_BRAFL tr|A0A9J7LN63|A0A9J7LN63_BRAFL Leukocyte elastase inhibitor-like OS=Branchiostoma floridae OX=7739 GN=LOC118421880 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MYD1_A0A9J7MYD1_BRAFL tr|A0A9J7MYD1|A0A9J7MYD1_BRAFL Leukocyte elastase inhibitor A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420623 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LIA4_A0A9J7LIA4_BRAFL tr|A0A9J7LIA4|A0A9J7LIA4_BRAFL Leukocyte elastase inhibitor-like OS=Branchiostoma floridae OX=7739 GN=LOC118420625 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M372_A0A9J7M372_BRAFL tr|A0A9J7M372|A0A9J7M372_BRAFL Leukocyte elastase inhibitor-like OS=Branchiostoma floridae OX=7739 GN=LOC118427475 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MX02_A0A9J7MX02_BRAFL tr|A0A9J7MX02|A0A9J7MX02_BRAFL Leukocyte elastase inhibitor-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LKP5_A0A9J7LKP5_BRAFL tr|A0A9J7LKP5|A0A9J7LKP5_BRAFL Leukocyte elastase inhibitor-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LMV5_A0A9J7LMV5_BRAFL tr|A0A9J7LMV5|A0A9J7LMV5_BRAFL Leukocyte elastase inhibitor-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LLD4_A0A9J7LLD4_BRAFL tr|A0A9J7LLD4|A0A9J7LLD4_BRAFL Leukocyte elastase inhibitor-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MZL0_A0A9J7MZL0_BRAFL tr|A0A9J7MZL0|A0A9J7MZL0_BRAFL Leukocyte elastase inhibitor-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MZM3_A0A9J7MZM3_BRAFL tr|A0A9J7MZM3|A0A9J7MZM3_BRAFL Leukocyte elastase inhibitor-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LM40_A0A9J7LM40_BRAFL tr|A0A9J7LM40|A0A9J7LM40_BRAFL Leukocyte elastase inhibitor-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LMQ8_A0A9J7LMQ8_BRAFL tr|A0A9J7LMQ8|A0A9J7LMQ8_BRAFL Leukocyte elastase inhibitor-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1
OG0000018	Exaiptasia_diaphana_XP_020905082.1 XP_020905082.1 protein-lysine 6-oxidase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910908.1 XP_020910908.1 lysyl oxidase homolog 3A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910907.1 XP_020910907.1 lysyl oxidase homolog 2A isoform X1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MNX4_A0A9J7MNX4_BRAFL tr|A0A9J7MNX4|A0A9J7MNX4_BRAFL Lysyl oxidase homolog 3A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L376_A0A9J7L376_BRAFL tr|A0A9J7L376|A0A9J7L376_BRAFL Lysyl oxidase homolog 3A-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MQB1_A0A9J7MQB1_BRAFL tr|A0A9J7MQB1|A0A9J7MQB1_BRAFL Lysyl oxidase homolog 4-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MPW7_A0A9J7MPW7_BRAFL tr|A0A9J7MPW7|A0A9J7MPW7_BRAFL Lysyl oxidase homolog 4-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1
OG0000018	Exaiptasia_diaphana_XP_020907184.1 XP_020907184.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7HCT9_A0A9J7HCT9_BRAFL tr|A0A9J7HCT9|A0A9J7HCT9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403024 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KG43_A0A9J7KG43_BRAFL tr|A0A9J7KG43|A0A9J7KG43_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403029 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MPS2_A0A9J7MPS2_BRAFL tr|A0A9J7MPS2|A0A9J7MPS2_BRAFL Scavenger receptor cysteine-rich domain superfamily protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415499 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L5V7_A0A9J7L5V7_BRAFL tr|A0A9J7L5V7|A0A9J7L5V7_BRAFL Scavenger receptor cysteine-rich domain-containing group B protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415506 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MQ39_A0A9J7MQ39_BRAFL tr|A0A9J7MQ39|A0A9J7MQ39_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415156 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MR62_A0A9J7MR62_BRAFL tr|A0A9J7MR62|A0A9J7MR62_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118415498 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKQ6_A0A9J7KKQ6_BRAFL tr|A0A9J7KKQ6|A0A9J7KKQ6_BRAFL Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D-like OS=Branchiostoma floridae OX=7739 GN=LOC118407470 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HTJ8_A0A9J7HTJ8_BRAFL tr|A0A9J7HTJ8|A0A9J7HTJ8_BRAFL Deleted in malignant brain tumors 1 protein-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407455 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKQ3_A0A9J7KKQ3_BRAFL tr|A0A9J7KKQ3|A0A9J7KKQ3_BRAFL Deleted in malignant brain tumors 1 protein-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118407455 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KB80_A0A9J7KB80_BRAFL tr|A0A9J7KB80|A0A9J7KB80_BRAFL Uncharacterized protein LOC118407462 OS=Branchiostoma floridae OX=7739 GN=LOC118407462 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HUW4_A0A9J7HUW4_BRAFL tr|A0A9J7HUW4|A0A9J7HUW4_BRAFL Uncharacterized protein LOC118407459 OS=Branchiostoma floridae OX=7739 GN=LOC118407459 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MY60_A0A9J7MY60_BRAFL tr|A0A9J7MY60|A0A9J7MY60_BRAFL Scavenger receptor cysteine-rich type 1 protein M130-like OS=Branchiostoma floridae OX=7739 GN=LOC118420444 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LCH6_A0A9J7LCH6_BRAFL tr|A0A9J7LCH6|A0A9J7LCH6_BRAFL Uncharacterized protein LOC118417855 OS=Branchiostoma floridae OX=7739 GN=LOC118417855 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KHQ9_A0A9J7KHQ9_BRAFL tr|A0A9J7KHQ9|A0A9J7KHQ9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118407461 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HT04_A0A9J7HT04_BRAFL tr|A0A9J7HT04|A0A9J7HT04_BRAFL Neurotrypsin-like OS=Branchiostoma floridae OX=7739 GN=LOC118407472 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKG0_A0A9J7MKG0_BRAFL tr|A0A9J7MKG0|A0A9J7MKG0_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118411869 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KU51_A0A9J7KU51_BRAFL tr|A0A9J7KU51|A0A9J7KU51_BRAFL Uncharacterized protein LOC118411873 OS=Branchiostoma floridae OX=7739 GN=LOC118411873 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTF2_A0A9J7KTF2_BRAFL tr|A0A9J7KTF2|A0A9J7KTF2_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118411871 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LGS9_A0A9J7LGS9_BRAFL tr|A0A9J7LGS9|A0A9J7LGS9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118420047 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KUC8_A0A9J7KUC8_BRAFL tr|A0A9J7KUC8|A0A9J7KUC8_BRAFL Antigen WC1.1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411833 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MK50_A0A9J7MK50_BRAFL tr|A0A9J7MK50|A0A9J7MK50_BRAFL Neurotrypsin OS=Branchiostoma floridae OX=7739 GN=LOC118411834 PE=4 SV=1
OG0000018	Exaiptasia_diaphana_XP_028518884.1 XP_028518884.1 MAM and LDL-receptor class A domain-containing protein 1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7NAI8_A0A9J7NAI8_BRAFL tr|A0A9J7NAI8|A0A9J7NAI8_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430211 PE=4 SV=1
OG0000018	Exaiptasia_diaphana_XP_028513911.1 XP_028513911.1 uncharacterized protein LOC110235804_ partial [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7HM33_A0A9J7HM33_BRAFL tr|A0A9J7HM33|A0A9J7HM33_BRAFL Uncharacterized protein LOC118405390 OS=Branchiostoma floridae OX=7739 GN=LOC118405390 PE=3 SV=1
OG0000018	Exaiptasia_diaphana_XP_028515710.1 XP_028515710.1 uncharacterized protein LOC110241854 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895213.1 XP_020895213.1 sortilin-related receptor [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MRV6_A0A9J7MRV6_BRAFL tr|A0A9J7MRV6|A0A9J7MRV6_BRAFL Sortilin-related receptor OS=Branchiostoma floridae OX=7739 GN=LOC118415904 PE=3 SV=1
OG0000019	Exaiptasia_diaphana_XP_020906144.1 XP_020906144.1 growth_differentiation factor 8 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7NCI1_A0A9J7NCI1_BRAFL tr|A0A9J7NCI1|A0A9J7NCI1_BRAFL Growth/differentiation factor 8-like OS=Branchiostoma floridae OX=7739 GN=LOC118432070 PE=3 SV=1
OG0000019	Exaiptasia_diaphana_XP_020895491.1 XP_020895491.1 bone morphogenetic protein 7 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895490.1 XP_020895490.1 bone morphogenetic protein 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895489.1 XP_020895489.1 bone morphogenetic protein 7 isoform X1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KI87_A0A9J7KI87_BRAFL tr|A0A9J7KI87|A0A9J7KI87_BRAFL Bone morphogenetic protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118404943 PE=3 SV=1
OG0000019	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7N648_A0A9J7N648_BRAFL tr|A0A9J7N648|A0A9J7N648_BRAFL Uncharacterized protein LOC118427296 OS=Branchiostoma floridae OX=7739 GN=LOC118427296 PE=3 SV=1
