Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Cubozoa_Morbakka_virulenta
OG0000282	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold3589.g1.t1 scaffold3589.g1.t1
OG0000285	Exaiptasia_diaphana_XP_020902642.1 XP_020902642.1 coadhesin isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902640.1 XP_020902640.1 coadhesin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902643.1 XP_020902643.1 uncharacterized protein LOC110241138 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902641.1 XP_020902641.1 coadhesin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902644.1 XP_020902644.1 coadhesin isoform X5 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold89.g26.t1 scaffold89.g26.t1
OG0000286	Exaiptasia_diaphana_XP_020912182.1 XP_020912182.1 uncharacterized protein LOC110249945 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519426.1 XP_028519426.1 multiple epidermal growth factor-like domains protein 10 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold101.g33.t1 scaffold101.g33.t1
OG0000301	Exaiptasia_diaphana_XP_028517729.1 XP_028517729.1 uncharacterized protein LOC114576013 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910055.1 XP_020910055.1 balbiani ring protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513047.1 XP_028513047.1 uncharacterized protein LOC110232880 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold197.g27.t1 scaffold197.g27.t1
OG0000302	Exaiptasia_diaphana_XP_020894246.1 XP_020894246.1 basic proline-rich protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899670.1 XP_020899670.1 vegetative cell wall protein gp1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold27.g45.t1 scaffold27.g45.t1
OG0000303	Exaiptasia_diaphana_XP_020897089.1 XP_020897089.1 uncharacterized protein LOC110235953 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold41.g17.t1 scaffold41.g17.t1
OG0000309	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]	Morbakka_virulenta_scaffold3752.g1.t1 scaffold3752.g1.t1
OG0000328	Exaiptasia_diaphana_XP_020895269.1 XP_020895269.1 uncharacterized protein LOC110234243 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512734.1 XP_028512734.1 uncharacterized protein LOC110231869 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold91.g47.t1 scaffold91.g47.t1
OG0000330	Exaiptasia_diaphana_XP_020899658.1 XP_020899658.1 cleavage and polyadenylation specificity factor subunit 6 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold70.g14.t2 scaffold70.g14.t2, Morbakka_virulenta_scaffold70.g14.t3 scaffold70.g14.t3
OG0000375	Exaiptasia_diaphana_XP_020892055.2 XP_020892055.2 uncharacterized protein LOC110231376 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold100.g46.t1 scaffold100.g46.t1
OG0000398	Exaiptasia_diaphana_XP_020910228.1 XP_020910228.1 protein kinase C-binding protein NELL1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold26.g83.t1 scaffold26.g83.t1
OG0000399	Exaiptasia_diaphana_XP_028512943.1 XP_028512943.1 uncharacterized protein LOC110232553 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold241.g22.t1 scaffold241.g22.t1
OG0000434	Exaiptasia_diaphana_XP_020914910.1 XP_020914910.1 uncharacterized protein LOC110252425 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518975.1 XP_028518975.1 uncharacterized protein LOC110252425 isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold325.g17.t1 scaffold325.g17.t1, Morbakka_virulenta_scaffold325.g17.t2 scaffold325.g17.t2
OG0000440	Exaiptasia_diaphana_XP_028512708.1 XP_028512708.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892555.1 XP_020892555.1 collagen alpha-1_XI_ chain isoform X1 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold21.g57.t3 scaffold21.g57.t3, Morbakka_virulenta_scaffold21.g57.t1 scaffold21.g57.t1, Morbakka_virulenta_scaffold21.g57.t2 scaffold21.g57.t2
OG0000448	Exaiptasia_diaphana_XP_020901814.1 XP_020901814.1 uncharacterized protein LOC110240353 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold267.g32.t1 scaffold267.g32.t1
OG0000521	Exaiptasia_diaphana_XP_020900500.1 XP_020900500.1 uncharacterized protein LOC110239132 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold350.g11.t1 scaffold350.g11.t1
OG0000523	Exaiptasia_diaphana_XP_028516121.1 XP_028516121.1 uncharacterized protein LOC110243380 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold198.g33.t1 scaffold198.g33.t1
OG0000594	Exaiptasia_diaphana_XP_020900117.1 XP_020900117.1 putative leucine-rich repeat-containing protein DDB_G0281931 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold476.g8.t1 scaffold476.g8.t1
OG0000595	Exaiptasia_diaphana_XP_028512580.1 XP_028512580.1 uncharacterized protein LOC110231469 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891935.1 XP_020891935.1 uncharacterized protein LOC110231267 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold5.g57.t1 scaffold5.g57.t1
OG0000600	Exaiptasia_diaphana_XP_020902827.1 XP_020902827.1 uncharacterized protein LOC110241298 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold582.g5.t1 scaffold582.g5.t1
OG0000601	Exaiptasia_diaphana_XP_020894251.1 XP_020894251.1 uncharacterized protein LOC110233313 [Exaiptasia diaphana]	Morbakka_virulenta_scaffold367.g3.t1 scaffold367.g3.t1
OG0000889	Exaiptasia_diaphana_XP_028518243.1 XP_028518243.1 uncharacterized protein LOC114576205_ partial [Exaiptasia diaphana]	Morbakka_virulenta_scaffold132.g5.t2 scaffold132.g5.t2
OG0001167	Exaiptasia_diaphana_XP_020905823.1 XP_020905823.1 zonadhesin [Exaiptasia diaphana]	Morbakka_virulenta_scaffold249.g18.t1 scaffold249.g18.t1
