Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000020	Porites_asteroides_isotig06351 isotig06351 extracted_CDS GOMatch=A7S1U4 GOTerms=GO_0005201_GO_0005581 Gene=Type_V_XI_procollagen_alpha_1_chain_ Match_Acc=Q4AE66 gene=isogroup04619 length=925 numContigs=1	Exaiptasia_diaphana_XP_020906601.1 XP_020906601.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Porites_asteroides_isotig03376 isotig03376 extracted_CDS GOMatch=Q4S5M8 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_alpha-2_I__chain__Fragments__ Match_Acc=P02467 gene=isogroup01644 length=1965 numContigs=1	Exaiptasia_diaphana_XP_028514447.1 XP_028514447.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Porites_asteroides_isotig03386 isotig03386 extracted_CDS GOMatch=B5U969 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_type_I_alpha_2_ Match_Acc=B5U969 gene=isogroup01654 length=1935 numContigs=1	Exaiptasia_diaphana_XP_020895789.2 XP_020895789.2 collagen alpha-2_I_ chain [Exaiptasia diaphana]
OG0000020	Porites_asteroides_isotig03450 isotig03450 extracted_CDS GOMatch=A7S046 GOTerms=GO_0005201_GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Type_I_collagen_alpha_2_chain__Fragment__ Match_Acc=Q8UUJ3 gene=isogroup01718 length=1857 numContigs=1	Exaiptasia_diaphana_XP_020917447.2 XP_020917447.2 collagen alpha chain [Exaiptasia diaphana]
OG0000020	Porites_asteroides_isotig09289 isotig09289 extracted_CDS GOMatch=A7RGC7 GOTerms=GO_0005201_GO_0005581 Gene=Fibrillar_collagen_ Match_Acc=A1XVT1 gene=isogroup07557 length=708 numContigs=1	Exaiptasia_diaphana_XP_028519665.1 XP_028519665.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000020	Porites_asteroides_isotig03430 isotig03430 extracted_CDS GOMatch=A7RV65 GOTerms=GO_0005201_GO_0005581 Gene=Collagen__type_XI__alpha_1__isoform_CRA_c_ Match_Acc=D3DT72 gene=isogroup01698 length=1880 numContigs=1	Exaiptasia_diaphana_XP_020915823.1 XP_020915823.1 collagen alpha-1_I_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519061.1 XP_028519061.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana]
OG0000022	Porites_asteroides_isotig09016 isotig09016 extracted_CDS GOMatch=A7RWX1 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_A13_ Match_Acc=Q29471 gene=isogroup07284 length=727 numContigs=1	Exaiptasia_diaphana_XP_028516856.1 XP_028516856.1 uncharacterized protein LOC110245728 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894269.1 XP_020894269.1 annexin A3 [Exaiptasia diaphana]
OG0000022	Porites_asteroides_GE911485 GE911485 extracted_CDS Past_17_20453_L23.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence, Porites_asteroides_isotig03484 isotig03484 extracted_CDS GOMatch=A7T6G0 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_ Match_Acc=Q4W6D6 gene=isogroup01752 length=1813 numContigs=1	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]
OG0000022	Porites_asteroides_isotig07424 isotig07424 extracted_CDS GOMatch=A7SW86 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_max1_ Match_Acc=O93444 gene=isogroup05692 length=816 numContigs=1	Exaiptasia_diaphana_XP_020902679.1 XP_020902679.1 annexin A5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902678.1 XP_020902678.1 annexin A5 [Exaiptasia diaphana]
OG0000023	Porites_asteroides_GCKDGN103HAO7Y GCKDGN103HAO7Y extracted_CDS GOMatch=C3YIZ0 GOTerms=GO_0004222_GO_0006508 Gene=ADAM_12_ Match_Acc=Q8UVF2 length=401 region=3 run=R_2010_02_19_08_49_25_ xy=2875_0668	Exaiptasia_diaphana_XP_028514247.1 XP_028514247.1 zinc metalloproteinase-disintegrin-like BjussuMP-1 [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig06246 isotig06246 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup04514 length=941 numContigs=1	Exaiptasia_diaphana_XP_028512983.1 XP_028512983.1 uncharacterized protein LOC110232652 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512982.1 XP_028512982.1 cell death abnormality protein 1 isoform X1 [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig06808 isotig06808 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup05076 length=874 numContigs=1, Porites_asteroides_isotig05381 isotig05381 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Thyroglobulin_ Match_Acc=P01267 gene=isogroup03649 length=1073 numContigs=1, Porites_asteroides_isotig21908 isotig21908 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Thyroglobulin_ Match_Acc=Q1ERT3 gene=isogroup20176 length=372 numContigs=1, Porites_asteroides_isotig11565 isotig11565 extracted_CDS GOMatch=A1L1D2 GOTerms=GO_0005509_GO_0007160_GO_0008218_GO_0016020_GO_0018298 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup09833 length=593 numContigs=1, Porites_asteroides_isotig15557 isotig15557 extracted_CDS GOMatch=P81439 GOTerms=GO_0004869_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup13825 length=470 numContigs=1	Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig03203 isotig03203 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup01471 length=2565 numContigs=1	Exaiptasia_diaphana_XP_028515410.1 XP_028515410.1 thyroglobulin-like [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig18070 isotig18070 extracted_CDS GOMatch=P81439 GOTerms=GO_0004869_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=Q9U6K8 gene=isogroup16338 length=423 numContigs=1, Porites_asteroides_GCKDGN102EM1H0 GCKDGN102EM1H0 extracted_CDS Gene=Equistatin_ Match_Acc=P81439 run=R_2010_02_19_08_49_25_ region=2 xy=1785_2246 length=346	Exaiptasia_diaphana_XP_020908611.1 XP_020908611.1 WAP_ Kazal_ immunoglobulin_ Kunitz and NTR domain-containing protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517142.1 XP_028517142.1 uncharacterized protein LOC110246567 [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig04080 isotig04080 extracted_CDS GOMatch=C3Y986 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup02348 length=1388 numContigs=1, Porites_asteroides_isotig22648 isotig22648 extracted_CDS GOMatch=A1L1D2 GOTerms=GO_0005509_GO_0007160_GO_0008218_GO_0016020_GO_0018298 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup20916 length=363 numContigs=1	Exaiptasia_diaphana_XP_020902306.1 XP_020902306.1 uncharacterized protein LOC110240830 [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig10759 isotig10759 extracted_CDS GOMatch=B3SAJ2 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=Q9U6K8 gene=isogroup09027 length=634 numContigs=1, Porites_asteroides_isotig21314 isotig21314 extracted_CDS GOMatch=P81439 GOTerms=GO_0004869_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup19582 length=368 numContigs=1	Exaiptasia_diaphana_XP_020909087.1 XP_020909087.1 SPARC-related modular calcium-binding protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901650.1 XP_020901650.1 mucin-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897812.1 XP_020897812.1 nidogen-2-like_ partial [Exaiptasia diaphana]
OG0000024	Porites_asteroides_isotig04675 isotig04675 extracted_CDS GOMatch=A7RFR0 GOTerms=GO_0005509_GO_0005578_GO_0007165 Gene=Testican-3_ Match_Acc=Q8BKV0 gene=isogroup02943 length=1220 numContigs=1	Exaiptasia_diaphana_XP_020905521.1 XP_020905521.1 testican-2 [Exaiptasia diaphana]
OG0000027	Porites_asteroides_isotig12143 isotig12143 extracted_CDS GOMatch=A7RKU3 GOTerms=GO_0005509_GO_0007218_GO_0016020_GO_0016021 Gene=Receptor_for_egg_jelly_4__Fragment__ Match_Acc=Q6IVD6 gene=isogroup10411 length=570 numContigs=1	Exaiptasia_diaphana_XP_020912536.2 XP_020912536.2 uncharacterized protein LOC110250238 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892620.1 XP_020892620.1 uncharacterized protein LOC110231893 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912155.2 XP_020912155.2 polycystic kidney disease protein 1-like 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891913.1 XP_020891913.1 polycystic kidney disease protein 1-like 2 [Exaiptasia diaphana]
OG0000028	Porites_asteroides_isotig10696 isotig10696 extracted_CDS GOMatch=A7SQ52 GOTerms=GO_0005201_GO_0005488_GO_0005581 Gene=Type_IV_collagen_alpha_2_chain__Fragment__ Match_Acc=Q58FS6 gene=isogroup08964 length=638 numContigs=1	Exaiptasia_diaphana_XP_020913453.1 XP_020913453.1 collagen alpha-2_IV_ chain [Exaiptasia diaphana]
OG0000029	Porites_asteroides_isotig08229 isotig08229 extracted_CDS GOMatch=A0JM21 GOTerms=GO_0005102_GO_0007155_GO_0007165_GO_0016020_GO_0016021 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup06497 length=766 numContigs=1	Exaiptasia_diaphana_XP_028513207.1 XP_028513207.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894377.1 XP_020894377.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894378.1 XP_020894378.1 contactin-associated protein-like 4 [Exaiptasia diaphana]
OG0000029	Porites_asteroides_isotig06169 isotig06169 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_3B_ Match_Acc=Q96NU0 gene=isogroup04437 length=952 numContigs=1, Porites_asteroides_isotig03733 isotig03733 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup02001 length=1569 numContigs=1	Exaiptasia_diaphana_XP_020893090.1 XP_020893090.1 EGF and laminin G domain-containing protein [Exaiptasia diaphana]
OG0000029	Porites_asteroides_isotig16367 isotig16367 extracted_CDS GOMatch=A7T1U2 GOTerms=GO_0005102_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 gene=isogroup14635 length=450 numContigs=1	Exaiptasia_diaphana_XP_020908663.1 XP_020908663.1 neuronal cell adhesion molecule_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901326.2 XP_020901326.2 uncharacterized protein LOC110239917 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898281.2 XP_020898281.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904668.2 XP_020904668.2 contactin-associated protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901514.1 XP_020901514.1 contactin-associated protein-like 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892120.1 XP_020892120.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512646.1 XP_028512646.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904109.2 XP_020904109.2 contactin-associated protein-like 2 [Exaiptasia diaphana]
OG0000030	Porites_asteroides_isotig13870 isotig13870 extracted_CDS GOMatch=Q7QC01 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0016787 Gene=Adam_ Match_Acc=Q17E69 gene=isogroup12138 length=509 numContigs=1	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]
OG0000030	Porites_asteroides_isotig04474 isotig04474 extracted_CDS GOMatch=A7SZR7 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Disintegrin_and_metallopeptidase_domain_10_ Match_Acc=B3VKE8 gene=isogroup02742 length=1264 numContigs=1	Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]
OG0000030	Porites_asteroides_isotig18345 isotig18345 extracted_CDS GOMatch=A7S393 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=ADAM_10_ Match_Acc=O46354 gene=isogroup16613 length=415 numContigs=1	Exaiptasia_diaphana_XP_028519758.1 XP_028519758.1 disintegrin and metalloproteinase domain-containing protein 10_ partial [Exaiptasia diaphana]
OG0000034	Porites_asteroides_isotig07718 isotig07718 extracted_CDS GOMatch=A0JM12 GOTerms=GO_0005886_GO_0006909_GO_0007155_GO_0016020_GO_0016021 Gene=Megf11_protein_ Match_Acc=B7ZWF7 gene=isogroup05986 length=792 numContigs=1	Exaiptasia_diaphana_XP_020912006.2 XP_020912006.2 epidermal growth factor-like protein 8 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519409.1 XP_028519409.1 multiple epidermal growth factor-like domains protein 10 [Exaiptasia diaphana]
OG0000034	Porites_asteroides_isotig04923 isotig04923 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q7Z7M0 gene=isogroup03191 length=1158 numContigs=1, Porites_asteroides_isotig03715 isotig03715 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup01983 length=1583 numContigs=1	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]
OG0000037	Porites_asteroides_isotig05060 isotig05060 extracted_CDS GOMatch=Q95215 GOTerms=GO_0005576_GO_0005578_GO_0005615_GO_0007155_GO_0030198_GO_0031012_GO_0050840 Gene=Putative_cell_adhesion_protein__Fragment__ Match_Acc=D1FNY7 gene=isogroup03328 length=1132 numContigs=1	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]
OG0000038	Porites_asteroides_isotig00571 isotig00571 extracted_CDS gene=isogroup00149 length=818 numContigs=2, Porites_asteroides_isotig00570 isotig00570 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=Death_ligand_1b_ Match_Acc=Q0PKX9 gene=isogroup00149 length=854 numContigs=3, Porites_asteroides_isotig12925 isotig12925 extracted_CDS gene=isogroup11193 length=543 numContigs=1, Porites_asteroides_isotig08802 isotig08802 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup07070 length=736 numContigs=1	Exaiptasia_diaphana_XP_020906248.1 XP_020906248.1 uncharacterized protein LOC110244383 [Exaiptasia diaphana]
OG0000038	Porites_asteroides_isotig03753 isotig03753 extracted_CDS GOMatch=A7RR54 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=B-cell_activating_factor_ Match_Acc=Q0QCV8 gene=isogroup02021 length=1549 numContigs=1, Porites_asteroides_isotig06689 isotig06689 extracted_CDS GOMatch=A7RR54 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=Tumor_necrosis_factor_ligand_superfamily_member_6_ Match_Acc=P63306 gene=isogroup04957 length=883 numContigs=1	Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana]
OG0000038	Porites_asteroides_isotig20382 isotig20382 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup18650 length=390 numContigs=1	Exaiptasia_diaphana_XP_020907967.1 XP_020907967.1 complement C1q subcomponent subunit A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907968.1 XP_020907968.1 complement C1q subcomponent subunit C isoform X2 [Exaiptasia diaphana]
OG0000039	Porites_asteroides_GCKDGN101CCCXT GCKDGN101CCCXT extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 Gene=Notch1_ Match_Acc=B5U9W5 length=353 region=1 run=R_2010_02_19_08_49_25_ xy=0843_3055	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]
OG0000040	Porites_asteroides_isotig04961 isotig04961 extracted_CDS GOMatch=Q2VYC5 GOTerms=GO_0001558_GO_0004867_GO_0005520_GO_0005576_GO_0010466_GO_0030414 Gene=Chordin-like_protein_ Match_Acc=Q2VYC5 gene=isogroup03229 length=1149 numContigs=1	Exaiptasia_diaphana_XP_028515661.1 XP_028515661.1 four-domain proteases inhibitor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906087.1 XP_020906087.1 uncharacterized protein LOC110244229 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892696.1 XP_020892696.1 uncharacterized protein LOC110231953 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]
OG0000041	Porites_asteroides_GCKDGN102DHWBB GCKDGN102DHWBB extracted_CDS Gene=Loh11cr2a_protein_ Match_Acc=Q66JE2 length=358 region=2 run=R_2010_02_19_08_49_25_ xy=1316_3653	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]
OG0000042	Porites_asteroides_isotig05554 isotig05554 extracted_CDS GOMatch=A7SAQ4 GOTerms=GO_0005102_GO_0007165 Gene=Laminin_gamma-3_chain__Fragment__ Match_Acc=Q16IN4 gene=isogroup03822 length=1040 numContigs=1, Porites_asteroides_isotig11887 isotig11887 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup10155 length=580 numContigs=1	Exaiptasia_diaphana_XP_020913153.1 XP_020913153.1 neurexin-4 [Exaiptasia diaphana]
OG0000042	Porites_asteroides_isotig04485 isotig04485 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup02753 length=1259 numContigs=1	Exaiptasia_diaphana_XP_028515387.1 XP_028515387.1 uncharacterized protein LOC110240742 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902191.1 XP_020902191.1 neurexin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902193.1 XP_020902193.1 neurexin-1b [Exaiptasia diaphana]
OG0000042	Porites_asteroides_GCKDGN103GQWPT GCKDGN103GQWPT extracted_CDS GOMatch=A8WXI2 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Neurexin_ Match_Acc=B0X240 length=444 region=3 run=R_2010_02_19_08_49_25_ xy=2649_2959	Exaiptasia_diaphana_XP_020902210.1 XP_020902210.1 neurexin-3 [Exaiptasia diaphana]
OG0000044	Porites_asteroides_isotig04697 isotig04697 extracted_CDS GOMatch=A7RXW8 GOTerms=GO_0003810_GO_0018149 Gene=Extracellular_transglutaminase_ Match_Acc=C4P258 gene=isogroup02965 length=1206 numContigs=1	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]
OG0000045	Porites_asteroides_isotig04844 isotig04844 extracted_CDS GOMatch=Q7PPF9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup03112 length=1179 numContigs=1	Exaiptasia_diaphana_XP_028518553.1 XP_028518553.1 laminin subunit alpha [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519624.1 XP_028519624.1 laminin subunit alpha_ partial [Exaiptasia diaphana]
OG0000045	Porites_asteroides_isotig10876 isotig10876 extracted_CDS GOMatch=B4IY60 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=SD07123p_ Match_Acc=B3DN78 gene=isogroup09144 length=624 numContigs=1	Exaiptasia_diaphana_XP_020895612.2 XP_020895612.2 laminin subunit beta-4_ partial [Exaiptasia diaphana]
OG0000054	Porites_asteroides_isotig12480 isotig12480 extracted_CDS Gene=Erbb2_interacting_protein__Fragment__ Match_Acc=Q28E10 gene=isogroup10748 length=557 numContigs=1	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]
OG0000054	Porites_asteroides_isotig08425 isotig08425 extracted_CDS Gene=Protein_scribble_homolog_ Match_Acc=Q4H4B6 gene=isogroup06693 length=748 numContigs=1	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]
OG0000059	Porites_asteroides_GCKDGN102D9HT6 GCKDGN102D9HT6 extracted_CDS GOMatch=B3RQ10 GOTerms=GO_0005509_GO_0007160_GO_0016020 Gene=Mutant_fibrillin-1_ Match_Acc=O88840 length=430 region=2 run=R_2010_02_19_08_49_25_ xy=1631_1020	Exaiptasia_diaphana_XP_028516633.1 XP_028516633.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906968.1 XP_020906968.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898886.1 XP_020898886.1 uncharacterized protein LOC110237624 [Exaiptasia diaphana]
OG0000061	Porites_asteroides_isotig04609 isotig04609 extracted_CDS Gene=Copine-3__Fragment__ Match_Acc=C0PU49 gene=isogroup02877 length=1233 numContigs=1	Exaiptasia_diaphana_XP_020893258.1 XP_020893258.1 copine-3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893259.1 XP_020893259.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906480.1 XP_020906480.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906472.1 XP_020906472.1 copine-3 isoform X1 [Exaiptasia diaphana]
OG0000064	Porites_asteroides_isotig15608 isotig15608 extracted_CDS GOMatch=A7TA59 GOTerms=GO_0005488_GO_0005509 Gene=Fibrillin-2_ Match_Acc=Q9WUH9 gene=isogroup13876 length=468 numContigs=1	Exaiptasia_diaphana_XP_028514695.1 XP_028514695.1 fibrillin-2-like [Exaiptasia diaphana]
OG0000065	Porites_asteroides_isotig04479 isotig04479 extracted_CDS GOMatch=D2HAA5 GOTerms=GO_0005578_GO_0005626_GO_0005886_GO_0009897_GO_0016020_GO_0031225_GO_0043395 Gene=Glypican_4_ Match_Acc=B1AV07 gene=isogroup02747 length=1262 numContigs=1	Exaiptasia_diaphana_XP_020907976.1 XP_020907976.1 glypican-6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907975.1 XP_020907975.1 glypican-6 [Exaiptasia diaphana]
OG0000075	Porites_asteroides_isotig12563 isotig12563 extracted_CDS GOMatch=A7SBC1 GOTerms=GO_0005509_GO_0007155 Gene=Sushi-repeat-containing_protein_ Match_Acc=Q58ED3 gene=isogroup10831 length=555 numContigs=1	Exaiptasia_diaphana_XP_020910214.1 XP_020910214.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000075	Porites_asteroides_isotig01732 isotig01732 extracted_CDS GOMatch=C3YQL9 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0005524_GO_0006468 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup00699 length=1180 numContigs=2	Exaiptasia_diaphana_XP_020902029.1 XP_020902029.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000079	Porites_asteroides_isotig13366 isotig13366 extracted_CDS GOMatch=C4PZ09 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468_GO_0016301_GO_0016310 Gene=Titin_a_ Match_Acc=A5X6X5 gene=isogroup11634 length=528 numContigs=1	Exaiptasia_diaphana_XP_020915592.1 XP_020915592.1 fibronectin [Exaiptasia diaphana]
