Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000108	Porites_asteroides_isotig14505 isotig14505 extracted_CDS gene=isogroup12773 length=493 numContigs=1	Nematostella_vectensis_NV2t019715001.1 NV2t019715001.1
OG0000112	Porites_asteroides_isotig11902 isotig11902 extracted_CDS GOMatch=A7S0R9 GOTerms=GO_0003824_GO_0005975_GO_0016020_GO_0016798_GO_0043169 Gene=Heparanase_ Match_Acc=Q90YK5 gene=isogroup10170 length=582 numContigs=1	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1
OG0000113	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1
OG0000114	Porites_asteroides_isotig03579 isotig03579 extracted_CDS GOMatch=P51611 GOTerms=GO_0003682_GO_0003713_GO_0005634_GO_0005737_GO_0007049_GO_0045931_GO_0048188_GO_0050821_GO_0071339 Gene=Host_cell_factor_1_ Match_Acc=P51611 gene=isogroup01847 length=1700 numContigs=1	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1
OG0000116	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1	Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1
OG0000118	Porites_asteroides_isotig15863 isotig15863 extracted_CDS GOMatch=A7SS32 GOTerms=GO_0003676_GO_0003677_GO_0015074 Gene=Titin__isoform_CRA_a_ Match_Acc=D3DPG0 gene=isogroup14131 length=458 numContigs=1	Nematostella_vectensis_NV2t021214001.1 NV2t021214001.1, Nematostella_vectensis_NV2t021151002.1 NV2t021151002.1, Nematostella_vectensis_NV2t021151003.1 NV2t021151003.1, Nematostella_vectensis_NV2t021160001.1 NV2t021160001.1, Nematostella_vectensis_NV2t021158010.1 NV2t021158010.1, Nematostella_vectensis_NV2t021158009.1 NV2t021158009.1, Nematostella_vectensis_NV2t021158014.1 NV2t021158014.1, Nematostella_vectensis_NV2t021158003.1 NV2t021158003.1, Nematostella_vectensis_NV2t021158001.1 NV2t021158001.1, Nematostella_vectensis_NV2t021158002.1 NV2t021158002.1, Nematostella_vectensis_NV2t021211001.1 NV2t021211001.1, Nematostella_vectensis_NV2t021158011.1 NV2t021158011.1, Nematostella_vectensis_NV2t021158019.1 NV2t021158019.1, Nematostella_vectensis_NV2t021158007.1 NV2t021158007.1, Nematostella_vectensis_NV2t021158008.1 NV2t021158008.1, Nematostella_vectensis_NV2t021158004.1 NV2t021158004.1, Nematostella_vectensis_NV2t021158012.1 NV2t021158012.1, Nematostella_vectensis_NV2t008777005.1 NV2t008777005.1, Nematostella_vectensis_NV2t008777004.1 NV2t008777004.1, Nematostella_vectensis_NV2t008777003.1 NV2t008777003.1, Nematostella_vectensis_NV2t008777002.1 NV2t008777002.1, Nematostella_vectensis_NV2t008777001.1 NV2t008777001.1
OG0000119	Porites_asteroides_isotig23653 isotig23653 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_40_ Match_Acc=Q5ZLN0 gene=isogroup21921 length=352 numContigs=1	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1
OG0000122	Porites_asteroides_isotig13546 isotig13546 extracted_CDS GOMatch=A7RL30 GOTerms=GO_0016020 Gene=Matrix_metalloproteinase_9_ Match_Acc=Q5D713 gene=isogroup11814 length=522 numContigs=1	Nematostella_vectensis_NV2t020322001.1 NV2t020322001.1
OG0000123	Porites_asteroides_GCKDGN101BSCU9 GCKDGN101BSCU9 extracted_CDS GOMatch=D0LN03 GOTerms=GO_0005102_GO_0005509_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 length=473 region=1 run=R_2010_02_19_08_49_25_ xy=0615_3731, Porites_asteroides_isotig01809 isotig01809 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=708 numContigs=2, Porites_asteroides_isotig01808 isotig01808 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=929 numContigs=2	Nematostella_vectensis_NV2t003768001.1 NV2t003768001.1
OG0000126	Porites_asteroides_isotig03148 isotig03148 extracted_CDS GOMatch=Q8IU34 GOTerms=GO_0005319_GO_0006869 Gene=Vitellogenin_ Match_Acc=Q8IU34 gene=isogroup01416 length=4871 numContigs=1	Nematostella_vectensis_NV2t000074001.1 NV2t000074001.1, Nematostella_vectensis_NV2t001922003.1 NV2t001922003.1, Nematostella_vectensis_NV2t001922004.1 NV2t001922004.1, Nematostella_vectensis_NV2t001922001.1 NV2t001922001.1, Nematostella_vectensis_NV2t001922005.1 NV2t001922005.1
OG0000129	Porites_asteroides_isotig01041 isotig01041 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2377 numContigs=2, Porites_asteroides_isotig01040 isotig01040 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2420 numContigs=2	Nematostella_vectensis_NV2t000914001.1 NV2t000914001.1, Nematostella_vectensis_NV2t000914002.1 NV2t000914002.1
OG0000130	Porites_asteroides_isotig01136 isotig01136 extracted_CDS GOMatch=C3UZZ0 GOTerms=GO_0005488_GO_0005529 Gene=C-type_lectin_13_ Match_Acc=C3UZZ0 gene=isogroup00401 length=2786 numContigs=2	Nematostella_vectensis_NV2t003951001.1 NV2t003951001.1, Nematostella_vectensis_NV2t003946001.1 NV2t003946001.1, Nematostella_vectensis_NV2t003946002.1 NV2t003946002.1, Nematostella_vectensis_NV2t003951002.1 NV2t003951002.1, Nematostella_vectensis_NV2t003157001.1 NV2t003157001.1
OG0000131	Porites_asteroides_isotig07287 isotig07287 extracted_CDS GOMatch=A7SAX4 GOTerms=GO_0000166_GO_0004672_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_receptor_ Match_Acc=Q6P4R6 gene=isogroup05555 length=829 numContigs=1	Nematostella_vectensis_NV2t019864001.1 NV2t019864001.1, Nematostella_vectensis_NV2t019863002.1 NV2t019863002.1
OG0000137	Porites_asteroides_isotig08260 isotig08260 extracted_CDS GOMatch=C3Y9U6 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=P0C6B8 gene=isogroup06528 length=757 numContigs=1	Nematostella_vectensis_NV2t023160001.1 NV2t023160001.1, Nematostella_vectensis_NV2t018957001.1 NV2t018957001.1, Nematostella_vectensis_NV2t007774001.1 NV2t007774001.1
OG0000139	Porites_asteroides_isotig22222 isotig22222 extracted_CDS GOMatch=C3Y191 GOTerms=GO_0005509_GO_0005576_GO_0006030_GO_0008061 Gene=Microneme_protein__putative_ Match_Acc=B6KLG2 gene=isogroup20490 length=366 numContigs=1	Nematostella_vectensis_NV2t007679001.1 NV2t007679001.1
OG0000150	Porites_asteroides_isotig26699 isotig26699 extracted_CDS GOMatch=A7SNS8 GOTerms=GO_0016020_GO_0030154 gene=isogroup24967 length=302 numContigs=1	Nematostella_vectensis_NV2t025633001.1 NV2t025633001.1
OG0000152	Porites_asteroides_isotig12193 isotig12193 extracted_CDS GOMatch=Q8AVI4 GOTerms=GO_0000164_GO_0005634_GO_0005737_GO_0019903_GO_0046579 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup10461 length=569 numContigs=1, Porites_asteroides_isotig06496 isotig06496 extracted_CDS GOMatch=B7PKB9 GOTerms=GO_0004721_GO_0016787 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup04764 length=912 numContigs=1	Nematostella_vectensis_NV2t015243001.1 NV2t015243001.1
OG0000158	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1	Nematostella_vectensis_NV2t016600002.1 NV2t016600002.1, Nematostella_vectensis_NV2t016600001.1 NV2t016600001.1
OG0000159	Porites_asteroides_isotig06217 isotig06217 extracted_CDS GOMatch=A7RH71 GOTerms=GO_0005622_GO_0006464_GO_0016881 Gene=Testis_cDNA_clone__QtsA-20030__similar_to_human_fibronectin_type_3_and_ankyrin_repeat_domains_1_FA NK1___ Match_Acc=Q4R329 gene=isogroup04485 length=946 numContigs=1	Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1
OG0000160	Porites_asteroides_isotig27967 isotig27967 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Epididymis-specific_type_IV_collagenase-like_protein_ Match_Acc=D1YSI4 gene=isogroup26235 length=279 numContigs=1, Porites_asteroides_isotig26685 isotig26685 extracted_CDS gene=isogroup24953 length=307 numContigs=1, Porites_asteroides_isotig00683 isotig00683 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=403 numContigs=3, Porites_asteroides_isotig00681 isotig00681 extracted_CDS GOMatch=A7RX86 GOTerms=GO_0005044_GO_0016020 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=620 numContigs=2	Nematostella_vectensis_NV2t011287001.1 NV2t011287001.1
OG0000160	Porites_asteroides_isotig24890 isotig24890 extracted_CDS GOMatch=Q4JF83 GOTerms=GO_0002633_GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0009617_GO_0016787_GO_0031012_GO_0046872 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup23158 length=333 numContigs=1	Nematostella_vectensis_NV2t016585002.1 NV2t016585002.1, Nematostella_vectensis_NV2t016585001.1 NV2t016585001.1
OG0000165	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000170	Porites_asteroides_isotig12557 isotig12557 extracted_CDS GOMatch=A1XVT4 GOTerms=GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup10825 length=550 numContigs=1	Nematostella_vectensis_NV2t001285001.1 NV2t001285001.1
OG0000187	Porites_asteroides_isotig17751 isotig17751 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat-containing_protein_69_ Match_Acc=Q3KQF4 gene=isogroup16019 length=428 numContigs=1	Nematostella_vectensis_NV2t005309001.1 NV2t005309001.1, Nematostella_vectensis_NV2t005308001.1 NV2t005308001.1
OG0000189	Porites_asteroides_GCKDGN103GYE9T GCKDGN103GYE9T extracted_CDS GOMatch=A7T1Y8 GOTerms=GO_0005102_GO_0007165 length=359 region=3 run=R_2010_02_19_08_49_25_ xy=2735_1343	Nematostella_vectensis_NV2t006245001.1 NV2t006245001.1, Nematostella_vectensis_NV2t005003003.1 NV2t005003003.1, Nematostella_vectensis_NV2t005003001.1 NV2t005003001.1, Nematostella_vectensis_NV2t005004001.1 NV2t005004001.1
OG0000193	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939	Nematostella_vectensis_NV2t009771001.1 NV2t009771001.1
OG0000195	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1	Nematostella_vectensis_NV2t011142001.1 NV2t011142001.1
OG0000199	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1	Nematostella_vectensis_NV2t017578001.1 NV2t017578001.1
OG0000201	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2	Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1
OG0000203	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1
OG0000204	Porites_asteroides_GCKDGN103HI8NS GCKDGN103HI8NS extracted_CDS GOMatch=B5G021 GOTerms=GO_0042645 Gene=Putative_leucine_rich_repeat_containing_59_variant_1_ Match_Acc=B5G021 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2972_1798	Nematostella_vectensis_NV2t003725001.1 NV2t003725001.1
OG0000209	Porites_asteroides_GCKDGN103GEHWU GCKDGN103GEHWU extracted_CDS GOMatch=Q5U4W6 GOTerms=GO_0005634 Gene=Integrator_complex_subunit_6-B_ Match_Acc=Q5U4W6 length=279 region=3 run=R_2010_02_19_08_49_25_ xy=2508_1436	Nematostella_vectensis_NV2t022763001.1 NV2t022763001.1
OG0000210	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1, Nematostella_vectensis_NV2t019015002.1 NV2t019015002.1
OG0000212	Porites_asteroides_isotig07626 isotig07626 extracted_CDS GOMatch=A7RYU6 GOTerms=GO_0008270_GO_0046872 Gene=E3_ubiquitin-protein_ligase_LRSAM1_ Match_Acc=Q6UWE0 gene=isogroup05894 length=801 numContigs=1	Nematostella_vectensis_NV2t025332003.1 NV2t025332003.1, Nematostella_vectensis_NV2t025332002.1 NV2t025332002.1
OG0000224	Porites_asteroides_isotig05914 isotig05914 extracted_CDS GOMatch=A7S0Y3 GOTerms=GO_0005102_GO_0007165 gene=isogroup04182 length=985 numContigs=1	Nematostella_vectensis_NV2t022909001.1 NV2t022909001.1
OG0000225	Porites_asteroides_isotig06130 isotig06130 extracted_CDS GOMatch=D0MSL4 GOTerms=GO_0007154_GO_0016021 Gene=Levanase_ Match_Acc=B5I7C5 gene=isogroup04398 length=952 numContigs=1	Nematostella_vectensis_NV2t020524001.1 NV2t020524001.1
OG0000226	Porites_asteroides_GCKDGN103F38X2 GCKDGN103F38X2 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 length=450 region=3 run=R_2010_02_19_08_49_25_ xy=2391_2488	Nematostella_vectensis_NV2t014073001.1 NV2t014073001.1, Nematostella_vectensis_NV2t014080001.1 NV2t014080001.1
OG0000226	Porites_asteroides_isotig17301 isotig17301 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup15569 length=435 numContigs=1	Nematostella_vectensis_NV2t014079001.1 NV2t014079001.1, Nematostella_vectensis_NV2t014072001.1 NV2t014072001.1
OG0000226	Porites_asteroides_isotig09890 isotig09890 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 Gene=Collagen_alpha-5_VI__chain_ Match_Acc=A6H584 gene=isogroup08158 length=680 numContigs=1	Nematostella_vectensis_NV2t014085001.1 NV2t014085001.1
OG0000226	Porites_asteroides_isotig06846 isotig06846 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup05114 length=869 numContigs=1, Porites_asteroides_isotig14156 isotig14156 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup12424 length=504 numContigs=1, Porites_asteroides_isotig14557 isotig14557 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup12825 length=488 numContigs=1	Nematostella_vectensis_NV2t014083001.1 NV2t014083001.1
OG0000226	Porites_asteroides_isotig20075 isotig20075 extracted_CDS gene=isogroup18343 length=394 numContigs=1	Nematostella_vectensis_NV2t014088001.1 NV2t014088001.1
OG0000231	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1
OG0000244	Porites_asteroides_isotig03523 isotig03523 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup01791 length=1760 numContigs=1	Nematostella_vectensis_NV2t001696002.1 NV2t001696002.1, Nematostella_vectensis_NV2t001696001.1 NV2t001696001.1
OG0000253	Porites_asteroides_isotig04411 isotig04411 extracted_CDS GOMatch=A7S1M7 GOTerms=GO_0005622_GO_0005634_GO_0006281_GO_0008270 Gene=General_transcription_factor_II_H__polypeptide_2__isoform_CRA_a_ Match_Acc=Q91YN8 gene=isogroup02679 length=1286 numContigs=1	Nematostella_vectensis_NV2t014946001.1 NV2t014946001.1
OG0000265	Porites_asteroides_isotig03855 isotig03855 extracted_CDS Gene=Protein_turtle_homolog_B_ Match_Acc=Q9UPX0 gene=isogroup02123 length=1485 numContigs=1	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1
OG0000267	Porites_asteroides_isotig10564 isotig10564 extracted_CDS GOMatch=Q2VGG9 GOTerms=GO_0004872 Gene=Variable_lymphocyte_receptor_diversity_region__Fragment__ Match_Acc=Q2VGG9 gene=isogroup08832 length=643 numContigs=1	Nematostella_vectensis_NV2t024051001.1 NV2t024051001.1
OG0000278	Porites_asteroides_isotig04978 isotig04978 extracted_CDS GOMatch=D2GUG5 GOTerms=GO_0004872_GO_0016021 Gene=Anthrax_toxin_receptor_2_ Match_Acc=Q6DFX2 gene=isogroup03246 length=1146 numContigs=1	Nematostella_vectensis_NV2t005700001.1 NV2t005700001.1, Nematostella_vectensis_NV2t005700002.1 NV2t005700002.1
OG0000279	Porites_asteroides_isotig03425 isotig03425 extracted_CDS GOMatch=A5JL82 GOTerms=GO_0005509 Gene=Bone_morphogenetic_protein_1a__Fragment__ Match_Acc=A5JL82 gene=isogroup01693 length=1890 numContigs=1	Nematostella_vectensis_NV2t003253001.1 NV2t003253001.1, Nematostella_vectensis_NV2t003253002.1 NV2t003253002.1
OG0000284	Porites_asteroides_isotig14108 isotig14108 extracted_CDS gene=isogroup12376 length=504 numContigs=1	Nematostella_vectensis_NV2t014189001.1 NV2t014189001.1, Nematostella_vectensis_NV2t014189002.1 NV2t014189002.1
OG0000291	Porites_asteroides_isotig10847 isotig10847 extracted_CDS GOMatch=A8WX33 GOTerms=GO_0003824_GO_0016052_GO_0030246 Gene=Protein_C09F9.2__partially_confirmed_by_transcript_evidence_ Match_Acc=O62055 gene=isogroup09115 length=632 numContigs=1	Nematostella_vectensis_NV2t019027001.1 NV2t019027001.1
OG0000301	Porites_asteroides_isotig08726 isotig08726 extracted_CDS GOMatch=B4N2K6 GOTerms=GO_0008083_GO_0016020_GO_0051781 Gene=LD28763p_ Match_Acc=Q9VWP6 gene=isogroup06994 length=737 numContigs=1	Nematostella_vectensis_NV2t021872001.1 NV2t021872001.1
OG0000303	Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713	Nematostella_vectensis_NV2t018394001.1 NV2t018394001.1, Nematostella_vectensis_NV2t018394004.1 NV2t018394004.1, Nematostella_vectensis_NV2t018394003.1 NV2t018394003.1, Nematostella_vectensis_NV2t018394005.1 NV2t018394005.1, Nematostella_vectensis_NV2t018394002.1 NV2t018394002.1
OG0000304	Porites_asteroides_isotig18677 isotig18677 extracted_CDS GOMatch=B3RTN0 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Cubulin_ Match_Acc=Q16RG3 gene=isogroup16945 length=411 numContigs=1, Porites_asteroides_isotig08168 isotig08168 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Frizzled_receptor_ Match_Acc=Q4H315 gene=isogroup06436 length=769 numContigs=1	Nematostella_vectensis_NV2t007762001.1 NV2t007762001.1, Nematostella_vectensis_NV2t024145002.1 NV2t024145002.1, Nematostella_vectensis_NV2t024145003.1 NV2t024145003.1, Nematostella_vectensis_NV2t024145001.1 NV2t024145001.1, Nematostella_vectensis_NV2t024145004.1 NV2t024145004.1
OG0000314	Porites_asteroides_isotig23443 isotig23443 extracted_CDS GOMatch=C3Z7V4 GOTerms=GO_0005488 Gene=Rab_family_protein_ Match_Acc=Q8KC98 gene=isogroup21711 length=351 numContigs=1	Nematostella_vectensis_NV2t007515002.1 NV2t007515002.1, Nematostella_vectensis_NV2t007515003.1 NV2t007515003.1
OG0000318	Porites_asteroides_isotig20154 isotig20154 extracted_CDS GOMatch=C3XS83 GOTerms=GO_0005509 Gene=COCH_protein_ Match_Acc=Q08DB7 gene=isogroup18422 length=394 numContigs=1	Nematostella_vectensis_NV2t001044001.1 NV2t001044001.1, Nematostella_vectensis_NV2t001045002.1 NV2t001045002.1, Nematostella_vectensis_NV2t001045001.1 NV2t001045001.1, Nematostella_vectensis_NV2t001047003.1 NV2t001047003.1, Nematostella_vectensis_NV2t001047001.1 NV2t001047001.1, Nematostella_vectensis_NV2t001047002.1 NV2t001047002.1
OG0000349	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1	Nematostella_vectensis_NV2t007560001.1 NV2t007560001.1
OG0000355	Porites_asteroides_isotig10552 isotig10552 extracted_CDS GOMatch=B4PFP8 GOTerms=GO_0005509 Gene=Tolloid-like_2_ Match_Acc=A4PCE0 gene=isogroup08820 length=644 numContigs=1	Nematostella_vectensis_NV2t013356002.1 NV2t013356002.1, Nematostella_vectensis_NV2t013356004.1 NV2t013356004.1, Nematostella_vectensis_NV2t013356005.1 NV2t013356005.1, Nematostella_vectensis_NV2t013356003.1 NV2t013356003.1, Nematostella_vectensis_NV2t013356001.1 NV2t013356001.1
OG0000398	Porites_asteroides_isotig01290 isotig01290 extracted_CDS GOMatch=Q9IBG7 GOTerms=GO_0005198_GO_0005576_GO_0007155 Gene=Kielin_chordin-like_protein_ Match_Acc=Q9IBG7 gene=isogroup00478 length=2192 numContigs=2	Nematostella_vectensis_NV2t003266001.1 NV2t003266001.1, Nematostella_vectensis_NV2t003632001.1 NV2t003632001.1
OG0000436	Porites_asteroides_isotig01262 isotig01262 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Egg_envelope_glycoprotein__Fragment__ Match_Acc=Q4VGP0 gene=isogroup00464 length=1351 numContigs=2, Porites_asteroides_isotig01263 isotig01263 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Egg_envelope_glycoprotein__Fragment__ Match_Acc=Q4VGP0 gene=isogroup00464 length=1348 numContigs=2	Nematostella_vectensis_NV2t002072001.1 NV2t002072001.1
OG0000437	Porites_asteroides_GCKDGN101B6E85 GCKDGN101B6E85 extracted_CDS GOMatch=D2A148 GOTerms=GO_0005198_GO_0005509_GO_0007155 Gene=Chordin_ Match_Acc=B0WH39 length=439 region=1 run=R_2010_02_19_08_49_25_ xy=0776_0551	Nematostella_vectensis_NV2t014007002.1 NV2t014007002.1, Nematostella_vectensis_NV2t014007001.1 NV2t014007001.1, Nematostella_vectensis_NV2t014007003.1 NV2t014007003.1, Nematostella_vectensis_NV2t014010001.1 NV2t014010001.1
OG0000439	Porites_asteroides_isotig02130 isotig02130 extracted_CDS GOMatch=Q25253 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup00898 length=689 numContigs=2, Porites_asteroides_isotig02131 isotig02131 extracted_CDS GOMatch=A7SSU4 GOTerms=GO_0005509 Gene=EGF-like_protein__Fragment__ Match_Acc=Q962W9 gene=isogroup00898 length=654 numContigs=2	Nematostella_vectensis_NV2t006438001.1 NV2t006438001.1
OG0000486	Porites_asteroides_isotig14300 isotig14300 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_2__Fragment__ Match_Acc=A4PCE4 gene=isogroup12568 length=498 numContigs=1	Nematostella_vectensis_NV2t020657001.1 NV2t020657001.1
OG0000523	Porites_asteroides_isotig14613 isotig14613 extracted_CDS GOMatch=A7STA9 GOTerms=GO_0005509 Gene=TFP250_ Match_Acc=Q7YZP0 gene=isogroup12881 length=489 numContigs=1	Nematostella_vectensis_NV2t012741001.1 NV2t012741001.1
OG0000601	Porites_asteroides_GCKDGN102DK31D GCKDGN102DK31D extracted_CDS length=331 run=R_2010_02_19_08_49_25_ region=2 xy=1353_2079	Nematostella_vectensis_NV2t011073001.1 NV2t011073001.1
OG0000695	Porites_asteroides_isotig21150 isotig21150 extracted_CDS GOMatch=Q4H2P2 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid_ Match_Acc=Q4H2P2 gene=isogroup19418 length=381 numContigs=1	Nematostella_vectensis_NV2t014795001.1 NV2t014795001.1
