Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Acropora_digitifera
OG0000102	Porites_asteroides_isotig17654 isotig17654 extracted_CDS GOMatch=B0X2G9 GOTerms=GO_0004519_GO_0005509_GO_0051539 Gene=Crumbs_ Match_Acc=B0X2G9 gene=isogroup15922 length=426 numContigs=1, Porites_asteroides_isotig09039 isotig09039 extracted_CDS GOMatch=C3YL41 GOTerms=GO_0005509_GO_0005576_GO_0007339 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=A2AVA0 gene=isogroup07307 length=721 numContigs=1	Acropora_digitifera_adi_v1.12081 adi_v1.12081
OG0000103	Porites_asteroides_isotig04048 isotig04048 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_49_ Match_Acc=Q91YK0 gene=isogroup02316 length=1405 numContigs=1	Acropora_digitifera_adi_v1.12265 adi_v1.12265
OG0000107	Porites_asteroides_GCKDGN102C8DO2 GCKDGN102C8DO2 extracted_CDS length=437 run=R_2010_02_19_08_49_25_ region=2 xy=1208_1988	Acropora_digitifera_adi_v1.20307 adi_v1.20307
OG0000108	Porites_asteroides_isotig04369 isotig04369 extracted_CDS gene=isogroup02637 length=1292 numContigs=1	Acropora_digitifera_adi_v1.06132 adi_v1.06132, Acropora_digitifera_adi_v1.11664 adi_v1.11664, Acropora_digitifera_adi_v1.11665 adi_v1.11665, Acropora_digitifera_adi_v1.17652 adi_v1.17652, Acropora_digitifera_adi_v1.23828 adi_v1.23828
OG0000108	Porites_asteroides_isotig02419 isotig02419 extracted_CDS gene=isogroup01042 length=548 numContigs=2, Porites_asteroides_isotig02418 isotig02418 extracted_CDS gene=isogroup01042 length=560 numContigs=2, Porites_asteroides_isotig10045 isotig10045 extracted_CDS GOMatch=D2HSH8 GOTerms=GO_0005198_GO_0005615_GO_0007155_GO_0031012 Gene=Microneme_protein_Etmic-1_ Match_Acc=O43981 gene=isogroup08313 length=673 numContigs=1	Acropora_digitifera_adi_v1.11614 adi_v1.11614
OG0000108	Porites_asteroides_isotig13549 isotig13549 extracted_CDS gene=isogroup11817 length=521 numContigs=1	Acropora_digitifera_adi_v1.13681 adi_v1.13681
OG0000108	Porites_asteroides_GCKDGN103FX7LI GCKDGN103FX7LI extracted_CDS length=494 region=3 run=R_2010_02_19_08_49_25_ xy=2322_3428	Acropora_digitifera_adi_v1.04811 adi_v1.04811
OG0000112	Porites_asteroides_isotig11902 isotig11902 extracted_CDS GOMatch=A7S0R9 GOTerms=GO_0003824_GO_0005975_GO_0016020_GO_0016798_GO_0043169 Gene=Heparanase_ Match_Acc=Q90YK5 gene=isogroup10170 length=582 numContigs=1	Acropora_digitifera_adi_v1.09025 adi_v1.09025
OG0000113	Porites_asteroides_GCKDGN103F6SL1 GCKDGN103F6SL1 extracted_CDS GOMatch=Q5RBN1 GOTerms=GO_0000139_GO_0005794_GO_0016020_GO_0016021 Gene=Fibronectin_type-III_domain-containing_protein_3A_ Match_Acc=Q5RBN1 length=346 region=3 run=R_2010_02_19_08_49_25_ xy=2420_2503	Acropora_digitifera_adi_v1.13247 adi_v1.13247
OG0000113	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1	Acropora_digitifera_adi_v1.13246 adi_v1.13246
OG0000114	Porites_asteroides_isotig03579 isotig03579 extracted_CDS GOMatch=P51611 GOTerms=GO_0003682_GO_0003713_GO_0005634_GO_0005737_GO_0007049_GO_0045931_GO_0048188_GO_0050821_GO_0071339 Gene=Host_cell_factor_1_ Match_Acc=P51611 gene=isogroup01847 length=1700 numContigs=1	Acropora_digitifera_adi_v1.04340 adi_v1.04340
OG0000116	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1	Acropora_digitifera_adi_v1.22020 adi_v1.22020
OG0000119	Porites_asteroides_isotig23653 isotig23653 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_40_ Match_Acc=Q5ZLN0 gene=isogroup21921 length=352 numContigs=1	Acropora_digitifera_adi_v1.12204 adi_v1.12204
OG0000129	Porites_asteroides_isotig01041 isotig01041 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2377 numContigs=2, Porites_asteroides_isotig01040 isotig01040 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2420 numContigs=2	Acropora_digitifera_adi_v1.06151 adi_v1.06151
OG0000130	Porites_asteroides_isotig09963 isotig09963 extracted_CDS GOMatch=A7T0M0 GOTerms=GO_0005488 Gene=ASGPR_major_subunit__Fragment__ Match_Acc=Q6DUK3 gene=isogroup08231 length=671 numContigs=1, Porites_asteroides_isotig18245 isotig18245 extracted_CDS GOMatch=A7T0M0 GOTerms=GO_0005488 Gene=CD209_antigen-like_protein_D_ Match_Acc=B5XBS8 gene=isogroup16513 length=418 numContigs=1	Acropora_digitifera_adi_v1.22062 adi_v1.22062, Acropora_digitifera_adi_v1.18361 adi_v1.18361, Acropora_digitifera_adi_v1.06177 adi_v1.06177
OG0000137	Porites_asteroides_isotig08260 isotig08260 extracted_CDS GOMatch=C3Y9U6 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=P0C6B8 gene=isogroup06528 length=757 numContigs=1	Acropora_digitifera_adi_v1.18668 adi_v1.18668
OG0000139	Porites_asteroides_isotig22222 isotig22222 extracted_CDS GOMatch=C3Y191 GOTerms=GO_0005509_GO_0005576_GO_0006030_GO_0008061 Gene=Microneme_protein__putative_ Match_Acc=B6KLG2 gene=isogroup20490 length=366 numContigs=1	Acropora_digitifera_adi_v1.17649 adi_v1.17649, Acropora_digitifera_adi_v1.09788 adi_v1.09788
OG0000152	Porites_asteroides_isotig06496 isotig06496 extracted_CDS GOMatch=B7PKB9 GOTerms=GO_0004721_GO_0016787 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup04764 length=912 numContigs=1	Acropora_digitifera_adi_v1.16224 adi_v1.16224
OG0000158	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1	Acropora_digitifera_adi_v1.14301 adi_v1.14301, Acropora_digitifera_adi_v1.14565 adi_v1.14565
OG0000159	Porites_asteroides_isotig06217 isotig06217 extracted_CDS GOMatch=A7RH71 GOTerms=GO_0005622_GO_0006464_GO_0016881 Gene=Testis_cDNA_clone__QtsA-20030__similar_to_human_fibronectin_type_3_and_ankyrin_repeat_domains_1_FA NK1___ Match_Acc=Q4R329 gene=isogroup04485 length=946 numContigs=1	Acropora_digitifera_adi_v1.04349 adi_v1.04349
OG0000160	Porites_asteroides_isotig27967 isotig27967 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Epididymis-specific_type_IV_collagenase-like_protein_ Match_Acc=D1YSI4 gene=isogroup26235 length=279 numContigs=1, Porites_asteroides_isotig26685 isotig26685 extracted_CDS gene=isogroup24953 length=307 numContigs=1, Porites_asteroides_isotig00683 isotig00683 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=403 numContigs=3, Porites_asteroides_isotig00681 isotig00681 extracted_CDS GOMatch=A7RX86 GOTerms=GO_0005044_GO_0016020 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=620 numContigs=2, Porites_asteroides_GCKDGN102C7LRG GCKDGN102C7LRG extracted_CDS xy=1199_2650 length=476 run=R_2010_02_19_08_49_25_ region=2 Match_Acc=Q95MI9 Gene=Mannose-6-phosphate_insulin-like_growth_factor_II_receptor__Fragment__	Acropora_digitifera_adi_v1.14572 adi_v1.14572
OG0000165	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1	Acropora_digitifera_adi_v1.19692 adi_v1.19692
OG0000167	Porites_asteroides_isotig01384 isotig01384 extracted_CDS GOMatch=C3YYI3 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005085_GO_0005089_GO_0005524_GO_0005622_GO_0006468_GO_0035023_GO_0035556 Gene=HCG2039851__isoform_CRA_a_ Match_Acc=C9JQ37 gene=isogroup00525 length=1527 numContigs=2	Acropora_digitifera_adi_v1.12020 adi_v1.12020
OG0000170	Porites_asteroides_isotig12557 isotig12557 extracted_CDS GOMatch=A1XVT4 GOTerms=GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup10825 length=550 numContigs=1	Acropora_digitifera_adi_v1.11398 adi_v1.11398
OG0000184	Porites_asteroides_isotig16751 isotig16751 extracted_CDS GOMatch=B7ZR47 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Xolloid_ Match_Acc=B7ZR47 gene=isogroup15019 length=445 numContigs=1	Acropora_digitifera_adi_v1.06030 adi_v1.06030, Acropora_digitifera_adi_v1.24014 adi_v1.24014, Acropora_digitifera_adi_v1.18430 adi_v1.18430, Acropora_digitifera_adi_v1.22305 adi_v1.22305, Acropora_digitifera_adi_v1.24432 adi_v1.24432
OG0000189	Porites_asteroides_GCKDGN103GYE9T GCKDGN103GYE9T extracted_CDS GOMatch=A7T1Y8 GOTerms=GO_0005102_GO_0007165 length=359 region=3 run=R_2010_02_19_08_49_25_ xy=2735_1343	Acropora_digitifera_adi_v1.06227 adi_v1.06227, Acropora_digitifera_adi_v1.06226 adi_v1.06226, Acropora_digitifera_adi_v1.18072 adi_v1.18072, Acropora_digitifera_adi_v1.20630 adi_v1.20630
OG0000189	Porites_asteroides_isotig31825 isotig31825 extracted_CDS GOMatch=A7RGE4 GOTerms=GO_0005509 Gene=TFP250_ Match_Acc=Q7YZP0 gene=isogroup30093 length=165 numContigs=1	Acropora_digitifera_adi_v1.03680 adi_v1.03680
OG0000193	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939	Acropora_digitifera_adi_v1.08763 adi_v1.08763
OG0000195	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1	Acropora_digitifera_adi_v1.01290 adi_v1.01290
OG0000201	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2	Acropora_digitifera_adi_v1.11496 adi_v1.11496
OG0000203	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1	Acropora_digitifera_adi_v1.04333 adi_v1.04333
OG0000204	Porites_asteroides_GCKDGN103HI8NS GCKDGN103HI8NS extracted_CDS GOMatch=B5G021 GOTerms=GO_0042645 Gene=Putative_leucine_rich_repeat_containing_59_variant_1_ Match_Acc=B5G021 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2972_1798	Acropora_digitifera_adi_v1.12294 adi_v1.12294
OG0000209	Porites_asteroides_GCKDGN103GEHWU GCKDGN103GEHWU extracted_CDS GOMatch=Q5U4W6 GOTerms=GO_0005634 Gene=Integrator_complex_subunit_6-B_ Match_Acc=Q5U4W6 length=279 region=3 run=R_2010_02_19_08_49_25_ xy=2508_1436	Acropora_digitifera_adi_v1.07265 adi_v1.07265
OG0000210	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1	Acropora_digitifera_adi_v1.01691 adi_v1.01691
OG0000212	Porites_asteroides_isotig07626 isotig07626 extracted_CDS GOMatch=A7RYU6 GOTerms=GO_0008270_GO_0046872 Gene=E3_ubiquitin-protein_ligase_LRSAM1_ Match_Acc=Q6UWE0 gene=isogroup05894 length=801 numContigs=1	Acropora_digitifera_adi_v1.12729 adi_v1.12729
OG0000224	Porites_asteroides_isotig05914 isotig05914 extracted_CDS GOMatch=A7S0Y3 GOTerms=GO_0005102_GO_0007165 gene=isogroup04182 length=985 numContigs=1	Acropora_digitifera_adi_v1.11457 adi_v1.11457, Acropora_digitifera_adi_v1.06479 adi_v1.06479, Acropora_digitifera_adi_v1.01880 adi_v1.01880, Acropora_digitifera_adi_v1.09875 adi_v1.09875, Acropora_digitifera_adi_v1.08221 adi_v1.08221, Acropora_digitifera_adi_v1.06480 adi_v1.06480, Acropora_digitifera_adi_v1.08220 adi_v1.08220, Acropora_digitifera_adi_v1.01879 adi_v1.01879
OG0000225	Porites_asteroides_isotig06130 isotig06130 extracted_CDS GOMatch=D0MSL4 GOTerms=GO_0007154_GO_0016021 Gene=Levanase_ Match_Acc=B5I7C5 gene=isogroup04398 length=952 numContigs=1	Acropora_digitifera_adi_v1.20308 adi_v1.20308, Acropora_digitifera_adi_v1.17669 adi_v1.17669, Acropora_digitifera_adi_v1.19275 adi_v1.19275
OG0000226	Porites_asteroides_isotig06846 isotig06846 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup05114 length=869 numContigs=1, Porites_asteroides_isotig14156 isotig14156 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup12424 length=504 numContigs=1, Porites_asteroides_isotig14557 isotig14557 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup12825 length=488 numContigs=1	Acropora_digitifera_adi_v1.24079 adi_v1.24079
OG0000231	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1	Acropora_digitifera_adi_v1.01923 adi_v1.01923
OG0000244	Porites_asteroides_isotig01504 isotig01504 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup00585 length=1386 numContigs=2	Acropora_digitifera_adi_v1.15161 adi_v1.15161, Acropora_digitifera_adi_v1.22132 adi_v1.22132
OG0000244	Porites_asteroides_isotig03523 isotig03523 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup01791 length=1760 numContigs=1	Acropora_digitifera_adi_v1.21011 adi_v1.21011, Acropora_digitifera_adi_v1.16214 adi_v1.16214
OG0000263	Porites_asteroides_GCKDGN102DUBC8 GCKDGN102DUBC8 extracted_CDS GOMatch=A7S9X8 GOTerms=GO_0004871_GO_0007165_GO_0016021 Gene=Laminin__beta_2_ Match_Acc=Q8R0Y0 length=355 region=2 run=R_2010_02_19_08_49_25_ xy=1458_1402	Acropora_digitifera_adi_v1.19637 adi_v1.19637
OG0000263	Porites_asteroides_isotig29095 isotig29095 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Alpha_3_4_5-laminin_ Match_Acc=A9YY72 gene=isogroup27363 length=254 numContigs=1, Porites_asteroides_GCKDGN101AWPV1 GCKDGN101AWPV1 extracted_CDS GOMatch=A7S9X8 GOTerms=GO_0004871_GO_0007165_GO_0016021 Gene=Laminin_related._see_also_lmb-protein_1__putative_ Match_Acc=A8NES8 length=378 region=1 run=R_2010_02_19_08_49_25_ xy=0255_2175, Porites_asteroides_isotig22213 isotig22213 extracted_CDS GOMatch=A7SYW2 GOTerms=GO_0007155_GO_0031012 Gene=Laminin_subunit_gamma-1_ Match_Acc=P02468 gene=isogroup20481 length=369 numContigs=1	Acropora_digitifera_adi_v1.16241 adi_v1.16241
OG0000265	Porites_asteroides_isotig03855 isotig03855 extracted_CDS Gene=Protein_turtle_homolog_B_ Match_Acc=Q9UPX0 gene=isogroup02123 length=1485 numContigs=1	Acropora_digitifera_adi_v1.10611 adi_v1.10611
OG0000267	Porites_asteroides_isotig10564 isotig10564 extracted_CDS GOMatch=Q2VGG9 GOTerms=GO_0004872 Gene=Variable_lymphocyte_receptor_diversity_region__Fragment__ Match_Acc=Q2VGG9 gene=isogroup08832 length=643 numContigs=1	Acropora_digitifera_adi_v1.17264 adi_v1.17264
OG0000278	Porites_asteroides_isotig04978 isotig04978 extracted_CDS GOMatch=D2GUG5 GOTerms=GO_0004872_GO_0016021 Gene=Anthrax_toxin_receptor_2_ Match_Acc=Q6DFX2 gene=isogroup03246 length=1146 numContigs=1	Acropora_digitifera_adi_v1.22204 adi_v1.22204, Acropora_digitifera_adi_v1.13778 adi_v1.13778
OG0000279	Porites_asteroides_isotig03425 isotig03425 extracted_CDS GOMatch=A5JL82 GOTerms=GO_0005509 Gene=Bone_morphogenetic_protein_1a__Fragment__ Match_Acc=A5JL82 gene=isogroup01693 length=1890 numContigs=1	Acropora_digitifera_adi_v1.06393 adi_v1.06393
OG0000284	Porites_asteroides_isotig01718 isotig01718 extracted_CDS GOMatch=B4QA19 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Cell_adhesion_molecule_with_homology_to_L1CAM_ Match_Acc=A2RRK1 gene=isogroup00692 length=947 numContigs=2	Acropora_digitifera_adi_v1.20101 adi_v1.20101, Acropora_digitifera_adi_v1.13356 adi_v1.13356
OG0000284	Porites_asteroides_isotig14108 isotig14108 extracted_CDS gene=isogroup12376 length=504 numContigs=1	Acropora_digitifera_adi_v1.06614 adi_v1.06614
OG0000303	Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713	Acropora_digitifera_adi_v1.12162 adi_v1.12162
OG0000304	Porites_asteroides_isotig18677 isotig18677 extracted_CDS GOMatch=B3RTN0 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Cubulin_ Match_Acc=Q16RG3 gene=isogroup16945 length=411 numContigs=1, Porites_asteroides_isotig08168 isotig08168 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Frizzled_receptor_ Match_Acc=Q4H315 gene=isogroup06436 length=769 numContigs=1	Acropora_digitifera_adi_v1.14461 adi_v1.14461
OG0000307	Porites_asteroides_isotig11730 isotig11730 extracted_CDS GOMatch=C3ZLW3 GOTerms=GO_0005102_GO_0007165 Gene=Collagen_EMF1-alpha__Fragment__ Match_Acc=P18856 gene=isogroup09998 length=581 numContigs=1	Acropora_digitifera_adi_v1.23051 adi_v1.23051
OG0000314	Porites_asteroides_isotig23443 isotig23443 extracted_CDS GOMatch=C3Z7V4 GOTerms=GO_0005488 Gene=Rab_family_protein_ Match_Acc=Q8KC98 gene=isogroup21711 length=351 numContigs=1	Acropora_digitifera_adi_v1.05227 adi_v1.05227
OG0000318	Porites_asteroides_isotig20154 isotig20154 extracted_CDS GOMatch=C3XS83 GOTerms=GO_0005509 Gene=COCH_protein_ Match_Acc=Q08DB7 gene=isogroup18422 length=394 numContigs=1	Acropora_digitifera_adi_v1.15381 adi_v1.15381
OG0000355	Porites_asteroides_isotig10552 isotig10552 extracted_CDS GOMatch=B4PFP8 GOTerms=GO_0005509 Gene=Tolloid-like_2_ Match_Acc=A4PCE0 gene=isogroup08820 length=644 numContigs=1	Acropora_digitifera_adi_v1.09069 adi_v1.09069
OG0000398	Porites_asteroides_isotig01290 isotig01290 extracted_CDS GOMatch=Q9IBG7 GOTerms=GO_0005198_GO_0005576_GO_0007155 Gene=Kielin_chordin-like_protein_ Match_Acc=Q9IBG7 gene=isogroup00478 length=2192 numContigs=2	Acropora_digitifera_adi_v1.12872 adi_v1.12872, Acropora_digitifera_adi_v1.00722 adi_v1.00722
OG0000436	Porites_asteroides_isotig02363 isotig02363 extracted_CDS gene=isogroup01014 length=529 numContigs=2	Acropora_digitifera_adi_v1.07628 adi_v1.07628
OG0000437	Porites_asteroides_GCKDGN101B6E85 GCKDGN101B6E85 extracted_CDS GOMatch=D2A148 GOTerms=GO_0005198_GO_0005509_GO_0007155 Gene=Chordin_ Match_Acc=B0WH39 length=439 region=1 run=R_2010_02_19_08_49_25_ xy=0776_0551	Acropora_digitifera_adi_v1.20605 adi_v1.20605, Acropora_digitifera_adi_v1.20747 adi_v1.20747
OG0000478	Porites_asteroides_isotig19201 isotig19201 extracted_CDS gene=isogroup17469 length=407 numContigs=1, Porites_asteroides_isotig17400 isotig17400 extracted_CDS gene=isogroup15668 length=433 numContigs=1, Porites_asteroides_GCKDGN101AMQAV GCKDGN101AMQAV extracted_CDS GOMatch=A7S7H1 GOTerms=GO_0005576_GO_0010466_GO_0030414 length=404 region=1 run=R_2010_02_19_08_49_25_ xy=0141_3093	Acropora_digitifera_adi_v1.12524 adi_v1.12524
OG0000480	Porites_asteroides_GE905853 GE905853 extracted_CDS 5_200060-20400_B03.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence	Acropora_digitifera_adi_v1.13211 adi_v1.13211
OG0000481	Porites_asteroides_GCKDGN101CAOX1 GCKDGN101CAOX1 extracted_CDS length=376 region=1 run=R_2010_02_19_08_49_25_ xy=0824_3127, Porites_asteroides_isotig20737 isotig20737 extracted_CDS GOMatch=A7SAX6 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_type-B_receptor_5_ Match_Acc=Q07497 gene=isogroup19005 length=387 numContigs=1	Acropora_digitifera_adi_v1.24144 adi_v1.24144, Acropora_digitifera_adi_v1.18485 adi_v1.18485, Acropora_digitifera_adi_v1.18229 adi_v1.18229, Acropora_digitifera_adi_v1.19757 adi_v1.19757, Acropora_digitifera_adi_v1.21919 adi_v1.21919, Acropora_digitifera_adi_v1.21655 adi_v1.21655
OG0000523	Porites_asteroides_isotig14613 isotig14613 extracted_CDS GOMatch=A7STA9 GOTerms=GO_0005509 Gene=TFP250_ Match_Acc=Q7YZP0 gene=isogroup12881 length=489 numContigs=1	Acropora_digitifera_adi_v1.14559 adi_v1.14559, Acropora_digitifera_adi_v1.14557 adi_v1.14557
OG0000632	Porites_asteroides_isotig02366 isotig02366 extracted_CDS GOMatch=A7REX6 GOTerms=GO_0005509 gene=isogroup01016 length=631 numContigs=2	Acropora_digitifera_adi_v1.22335 adi_v1.22335, Acropora_digitifera_adi_v1.09590 adi_v1.09590
OG0000695	Porites_asteroides_isotig21150 isotig21150 extracted_CDS GOMatch=Q4H2P2 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid_ Match_Acc=Q4H2P2 gene=isogroup19418 length=381 numContigs=1	Acropora_digitifera_adi_v1.00024 adi_v1.00024
OG0000794	Porites_asteroides_isotig14680 isotig14680 extracted_CDS GOMatch=Q4SR25 GOTerms=GO_0007165_GO_0016608 Gene=Receptor-type_tyrosine-protein_phosphatase_F_ Match_Acc=A4IFW2 gene=isogroup12948 length=486 numContigs=1	Acropora_digitifera_adi_v1.20341 adi_v1.20341, Acropora_digitifera_adi_v1.16967 adi_v1.16967
OG0000877	Porites_asteroides_isotig20293 isotig20293 extracted_CDS GOMatch=A7T7D5 GOTerms=GO_0004672_GO_0005524_GO_0006468 Gene=Titin__Fragment__ Match_Acc=Q5G5Y1 gene=isogroup18561 length=392 numContigs=1, Porites_asteroides_GCKDGN103HDVWQ GCKDGN103HDVWQ extracted_CDS GOMatch=A7T7D5 GOTerms=GO_0004672_GO_0005524_GO_0006468 length=510 region=3 run=R_2010_02_19_08_49_25_ xy=2911_1848	Acropora_digitifera_adi_v1.02134 adi_v1.02134
OG0000885	Porites_asteroides_isotig19575 isotig19575 extracted_CDS GOMatch=B0X763 GOTerms=GO_0004672_GO_0005524_GO_0006468 Gene=cDNA_FLJ58084__highly_similar_to_Receptor-type_tyrosine-protein_phosphatase_mu__EC_3.1.3.48__ Match_Acc=B4E143 gene=isogroup17843 length=397 numContigs=1	Acropora_digitifera_adi_v1.22703 adi_v1.22703
OG0001145	Porites_asteroides_isotig28303 isotig28303 extracted_CDS GOMatch=A7RTH9 GOTerms=GO_0016020_GO_0016021 gene=isogroup26571 length=270 numContigs=1, Porites_asteroides_isotig24851 isotig24851 extracted_CDS GOMatch=A7RTH9 GOTerms=GO_0016020_GO_0016021 Gene=Receptor_protein_tyrosine_phosphatase_delta_ Match_Acc=Q9IAJ1 gene=isogroup23119 length=332 numContigs=1	Acropora_digitifera_adi_v1.12616 adi_v1.12616, Acropora_digitifera_adi_v1.20148 adi_v1.20148
OG0001519	Porites_asteroides_isotig08830 isotig08830 extracted_CDS GOMatch=C3ZCS7 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0008152_GO_0016627_GO_0030155_GO_0030334_GO_0031012_GO_0045995_GO_0050660_GO_0055114 Gene=Laminin__alpha_4_ Match_Acc=B3DK46 gene=isogroup07098 length=736 numContigs=1	Acropora_digitifera_adi_v1.03760 adi_v1.03760
OG0001520	Porites_asteroides_isotig12424 isotig12424 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup10692 length=562 numContigs=1	Acropora_digitifera_adi_v1.05944 adi_v1.05944
OG0001524	Porites_asteroides_isotig12320 isotig12320 extracted_CDS gene=isogroup10588 length=564 numContigs=1	Acropora_digitifera_adi_v1.08985 adi_v1.08985
OG0001529	Porites_asteroides_isotig17042 isotig17042 extracted_CDS GOMatch=P98069 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0007275_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Bone_morphogenetic_protein_1_homolog_ Match_Acc=P98069 gene=isogroup15310 length=436 numContigs=1	Acropora_digitifera_adi_v1.11976 adi_v1.11976
