Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000089	Porites_asteroides_isotig22032 isotig22032 extracted_CDS GOMatch=B5DEB6 GOTerms=GO_0001947_GO_0003143_GO_0007368_GO_0009948_GO_0009953_GO_0010159_GO_0030514_GO_0035143_GO_0035162_GO_0043049_GO_0048264_GO_0060030_GO_0061371_GO_0070121_GO_2000223 Gene=Chordin_ Match_Acc=Q27W09 gene=isogroup20300 length=372 numContigs=1, Porites_asteroides_isotig22897 isotig22897 extracted_CDS GOMatch=Q91713 GOTerms=GO_0005515_GO_0005576_GO_0007275_GO_0008201_GO_0009798_GO_0035121_GO_0043009_GO_0045545_GO_0048793 Gene=Chordin_ Match_Acc=Q27W09 gene=isogroup21165 length=361 numContigs=1	Aurelia_aurita_Seg1406.1 Seg1406.1 transcript_id=Seg1406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1406.1_GoldUCD_D3Y31
OG0000092	Porites_asteroides_isotig21662 isotig21662 extracted_CDS GOMatch=P98069 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0007275_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Bone_morphogenetic_protein_1_homolog_ Match_Acc=P98069 gene=isogroup19930 length=375 numContigs=1, Porites_asteroides_isotig13956 isotig13956 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Cubulin_ Match_Acc=Q16RG3 gene=isogroup12224 length=510 numContigs=1	Aurelia_aurita_Seg12321.1 Seg12321.1 transcript_id=Seg12321.1_GoldUCD_mRNA.D3Y31 product="Discoidin CUB and LCCL domain-containing protein 2" protein_id=Seg12321.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1656.11 Seg1656.11 transcript_id=Seg1656.11_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1656.11_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg381.9 Seg381.9 transcript_id=Seg381.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg381.9_GoldUCD_D3Y31
OG0000095	Porites_asteroides_GCKDGN102DI66L GCKDGN102DI66L extracted_CDS xy=1331_2955 Gene=Equistatin_ Match_Acc=Q9U6K8 run=R_2010_02_19_08_49_25_ region=2 length=298	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true
OG0000101	Porites_asteroides_isotig12778 isotig12778 extracted_CDS GOMatch=C3YQU6 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Dscam_ Match_Acc=Q9NBA1 gene=isogroup11046 length=547 numContigs=1	Aurelia_aurita_Seg2436.3 Seg2436.3 transcript_id=Seg2436.3_GoldUCD_mRNA.D3Y31 product=Hemicentin-2 protein_id=Seg2436.3_GoldUCD_D3Y31 partial=true
OG0000102	Porites_asteroides_isotig09039 isotig09039 extracted_CDS GOMatch=C3YL41 GOTerms=GO_0005509_GO_0005576_GO_0007339 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=A2AVA0 gene=isogroup07307 length=721 numContigs=1	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true
OG0000103	Porites_asteroides_isotig04048 isotig04048 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_49_ Match_Acc=Q91YK0 gene=isogroup02316 length=1405 numContigs=1	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31
OG0000112	Porites_asteroides_isotig11902 isotig11902 extracted_CDS GOMatch=A7S0R9 GOTerms=GO_0003824_GO_0005975_GO_0016020_GO_0016798_GO_0043169 Gene=Heparanase_ Match_Acc=Q90YK5 gene=isogroup10170 length=582 numContigs=1	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31
OG0000113	Porites_asteroides_GCKDGN103F6SL1 GCKDGN103F6SL1 extracted_CDS GOMatch=Q5RBN1 GOTerms=GO_0000139_GO_0005794_GO_0016020_GO_0016021 Gene=Fibronectin_type-III_domain-containing_protein_3A_ Match_Acc=Q5RBN1 length=346 region=3 run=R_2010_02_19_08_49_25_ xy=2420_2503	Aurelia_aurita_Seg888.6 Seg888.6 transcript_id=Seg888.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg888.6_GoldUCD_D3Y31 partial=true
OG0000114	Porites_asteroides_GCKDGN103GUH3H GCKDGN103GUH3H extracted_CDS Gene=Protein_sidekick-2_ Match_Acc=Q8AV57 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2690_2699	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true
OG0000116	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31
OG0000119	Porites_asteroides_isotig23653 isotig23653 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_40_ Match_Acc=Q5ZLN0 gene=isogroup21921 length=352 numContigs=1	Aurelia_aurita_Seg1452.3 Seg1452.3 transcript_id=Seg1452.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 40" protein_id=Seg1452.3_GoldUCD_D3Y31
OG0000126	Porites_asteroides_isotig03148 isotig03148 extracted_CDS GOMatch=Q8IU34 GOTerms=GO_0005319_GO_0006869 Gene=Vitellogenin_ Match_Acc=Q8IU34 gene=isogroup01416 length=4871 numContigs=1	Aurelia_aurita_Seg1695.2 Seg1695.2 transcript_id=Seg1695.2_GoldUCD_mRNA.D3Y31 product=Vitellogenin protein_id=Seg1695.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4031.1 Seg4031.1 transcript_id=Seg4031.1_GoldUCD_mRNA.D3Y31 product="Ceramide glucosyltransferase" protein_id=Seg4031.1_GoldUCD_D3Y31
OG0000129	Porites_asteroides_isotig03147 isotig03147 extracted_CDS GOMatch=D6W7B8 GOTerms=GO_0005319_GO_0006869 Gene=Apolipophorins_ Match_Acc=Q9U943 gene=isogroup01415 length=8171 numContigs=1	Aurelia_aurita_Seg2632.1 Seg2632.1 transcript_id=Seg2632.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2632.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2418.1 Seg2418.1 transcript_id=Seg2418.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2418.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2945.1 Seg2945.1 transcript_id=Seg2945.1_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg2945.1_GoldUCD_D3Y31, Aurelia_aurita_Seg289.9 Seg289.9 transcript_id=Seg289.9_GoldUCD_mRNA.D3Y31 product=Apolipophorins protein_id=Seg289.9_GoldUCD_D3Y31 partial=true
OG0000137	Porites_asteroides_isotig08260 isotig08260 extracted_CDS GOMatch=C3Y9U6 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=P0C6B8 gene=isogroup06528 length=757 numContigs=1	Aurelia_aurita_Seg3581.1 Seg3581.1 transcript_id=Seg3581.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg3581.1_GoldUCD_D3Y31
OG0000146	Porites_asteroides_isotig16830 isotig16830 extracted_CDS gene=isogroup15098 length=441 numContigs=1, Porites_asteroides_isotig28742 isotig28742 extracted_CDS GOMatch=A7SDQ4 GOTerms=GO_0000166_GO_0003676 Gene=NBS-LRR_class_disease_resistance_protein__Fragment__ Match_Acc=C5NTS1 gene=isogroup27010 length=263 numContigs=1	Aurelia_aurita_Seg2266.3 Seg2266.3 transcript_id=Seg2266.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg2266.3_GoldUCD_D3Y31
OG0000159	Porites_asteroides_isotig06217 isotig06217 extracted_CDS GOMatch=A7RH71 GOTerms=GO_0005622_GO_0006464_GO_0016881 Gene=Testis_cDNA_clone__QtsA-20030__similar_to_human_fibronectin_type_3_and_ankyrin_repeat_domains_1_FA NK1___ Match_Acc=Q4R329 gene=isogroup04485 length=946 numContigs=1	Aurelia_aurita_Seg1354.12 Seg1354.12 transcript_id=Seg1354.12_GoldUCD_mRNA.D3Y31 product="Fibronectin type 3 and ankyrin repeat domains protein 1" protein_id=Seg1354.12_GoldUCD_D3Y31
OG0000160	Porites_asteroides_isotig24890 isotig24890 extracted_CDS GOMatch=Q4JF83 GOTerms=GO_0002633_GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0009617_GO_0016787_GO_0031012_GO_0046872 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup23158 length=333 numContigs=1	Aurelia_aurita_Seg1152.2 Seg1152.2 transcript_id=Seg1152.2_GoldUCD_mRNA.D3Y31 product="72 kDa type IV collagenase" protein_id=Seg1152.2_GoldUCD_D3Y31
OG0000165	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31
OG0000167	Porites_asteroides_isotig01384 isotig01384 extracted_CDS GOMatch=C3YYI3 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005085_GO_0005089_GO_0005524_GO_0005622_GO_0006468_GO_0035023_GO_0035556 Gene=HCG2039851__isoform_CRA_a_ Match_Acc=C9JQ37 gene=isogroup00525 length=1527 numContigs=2	Aurelia_aurita_Seg841.16 Seg841.16 transcript_id=Seg841.16_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg841.16_GoldUCD_D3Y31 partial=true
OG0000187	Porites_asteroides_isotig17751 isotig17751 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat-containing_protein_69_ Match_Acc=Q3KQF4 gene=isogroup16019 length=428 numContigs=1	Aurelia_aurita_Seg3528.1 Seg3528.1 transcript_id=Seg3528.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 69" protein_id=Seg3528.1_GoldUCD_D3Y31
OG0000191	Porites_asteroides_isotig22857 isotig22857 extracted_CDS GOMatch=A7RMV0 GOTerms=GO_0005488_GO_0007155 Gene=ARC1_ Match_Acc=C4B801 gene=isogroup21125 length=361 numContigs=1	Aurelia_aurita_Seg4048.2 Seg4048.2 transcript_id=Seg4048.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4048.2_GoldUCD_D3Y31 partial=true
OG0000199	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31
OG0000201	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31
OG0000203	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1	Aurelia_aurita_Seg6049.1 Seg6049.1 transcript_id=Seg6049.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 pseudo=true protein_id=Seg6049.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31
OG0000204	Porites_asteroides_GCKDGN103HI8NS GCKDGN103HI8NS extracted_CDS GOMatch=B5G021 GOTerms=GO_0042645 Gene=Putative_leucine_rich_repeat_containing_59_variant_1_ Match_Acc=B5G021 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2972_1798	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31
OG0000210	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31
OG0000226	Porites_asteroides_GCKDGN103G73LK GCKDGN103G73LK extracted_CDS length=218 region=3 run=R_2010_02_19_08_49_25_ xy=2845_2214, Porites_asteroides_GCKDGN103F38X2 GCKDGN103F38X2 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 length=450 region=3 run=R_2010_02_19_08_49_25_ xy=2391_2488, Porites_asteroides_isotig17301 isotig17301 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup15569 length=435 numContigs=1, Porites_asteroides_isotig09890 isotig09890 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 Gene=Collagen_alpha-5_VI__chain_ Match_Acc=A6H584 gene=isogroup08158 length=680 numContigs=1, Porites_asteroides_isotig06846 isotig06846 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup05114 length=869 numContigs=1, Porites_asteroides_isotig14156 isotig14156 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup12424 length=504 numContigs=1, Porites_asteroides_isotig14557 isotig14557 extracted_CDS GOMatch=A7RKC9 GOTerms=GO_0007155 gene=isogroup12825 length=488 numContigs=1, Porites_asteroides_isotig20075 isotig20075 extracted_CDS gene=isogroup18343 length=394 numContigs=1	Aurelia_aurita_Seg11118.1 Seg11118.1 transcript_id=Seg11118.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg11118.1_GoldUCD_D3Y31 partial=true
OG0000231	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true
OG0000244	Porites_asteroides_isotig01504 isotig01504 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup00585 length=1386 numContigs=2, Porites_asteroides_isotig16688 isotig16688 extracted_CDS GOMatch=D2HAT3 GOTerms=GO_0005488_GO_0005540_GO_0007155 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup14956 length=446 numContigs=1, Porites_asteroides_isotig03523 isotig03523 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin-2_ Match_Acc=Q8WWQ8 gene=isogroup01791 length=1760 numContigs=1, Porites_asteroides_isotig01505 isotig01505 extracted_CDS GOMatch=D2H1S4 GOTerms=GO_0005041_GO_0005044_GO_0005488_GO_0005540_GO_0005737_GO_0005887_GO_0007155_GO_0030169_GO_0042742_GO_0051635_GO_0051636 Gene=Stabilin_2_ Match_Acc=C6GHV6 gene=isogroup00585 length=675 numContigs=2	Aurelia_aurita_Seg3730.3 Seg3730.3 transcript_id=Seg3730.3_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg3730.3_GoldUCD_D3Y31 partial=true
OG0000253	Porites_asteroides_isotig04411 isotig04411 extracted_CDS GOMatch=A7S1M7 GOTerms=GO_0005622_GO_0005634_GO_0006281_GO_0008270 Gene=General_transcription_factor_II_H__polypeptide_2__isoform_CRA_a_ Match_Acc=Q91YN8 gene=isogroup02679 length=1286 numContigs=1	Aurelia_aurita_Seg1823.9 Seg1823.9 transcript_id=Seg1823.9_GoldUCD_mRNA.D3Y31 product="General transcription factor IIH subunit 2" protein_id=Seg1823.9_GoldUCD_D3Y31
OG0000263	Porites_asteroides_GCKDGN101AWPV1 GCKDGN101AWPV1 extracted_CDS GOMatch=A7S9X8 GOTerms=GO_0004871_GO_0007165_GO_0016021 Gene=Laminin_related._see_also_lmb-protein_1__putative_ Match_Acc=A8NES8 length=378 region=1 run=R_2010_02_19_08_49_25_ xy=0255_2175	Aurelia_aurita_Seg4697.5 Seg4697.5 transcript_id=Seg4697.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4697.5_GoldUCD_D3Y31 partial=true
OG0000265	Porites_asteroides_isotig03855 isotig03855 extracted_CDS Gene=Protein_turtle_homolog_B_ Match_Acc=Q9UPX0 gene=isogroup02123 length=1485 numContigs=1	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31
OG0000278	Porites_asteroides_isotig04978 isotig04978 extracted_CDS GOMatch=D2GUG5 GOTerms=GO_0004872_GO_0016021 Gene=Anthrax_toxin_receptor_2_ Match_Acc=Q6DFX2 gene=isogroup03246 length=1146 numContigs=1	Aurelia_aurita_Seg213.2 Seg213.2 transcript_id=Seg213.2_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor 1" protein_id=Seg213.2_GoldUCD_D3Y31
OG0000288	Porites_asteroides_isotig11161 isotig11161 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup09429 length=614 numContigs=1	Aurelia_aurita_Seg4799.3 Seg4799.3 transcript_id=Seg4799.3_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg4799.3_GoldUCD_D3Y31, Aurelia_aurita_Seg8305.2 Seg8305.2 transcript_id=Seg8305.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg8305.2_GoldUCD_D3Y31 partial=true
OG0000328	Porites_asteroides_isotig06586 isotig06586 extracted_CDS GOMatch=A7RGE1 GOTerms=GO_0005488_GO_0005529_GO_0007155 gene=isogroup04854 length=899 numContigs=1	Aurelia_aurita_Seg5628.1 Seg5628.1 transcript_id=Seg5628.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5628.1_GoldUCD_D3Y31
OG0000349	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31
OG0000382	Porites_asteroides_isotig13343 isotig13343 extracted_CDS GOMatch=C3XPQ2 GOTerms=GO_0005509 Gene=EGF_repeat_molecule__putative__Fragment__ Match_Acc=Q16ZG2 gene=isogroup11611 length=527 numContigs=1, Porites_asteroides_GCKDGN103GR7MM GCKDGN103GR7MM extracted_CDS GOMatch=Q4RX38 GOTerms=GO_0005509 Gene=EGF_repeat_molecule__putative__Fragment__ Match_Acc=Q16ZG2 length=325 region=3 run=R_2010_02_19_08_49_25_ xy=2664_2316	Aurelia_aurita_Seg3021.1 Seg3021.1 transcript_id=Seg3021.1_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg3021.1_GoldUCD_D3Y31 partial=true
OG0000398	Porites_asteroides_isotig01290 isotig01290 extracted_CDS GOMatch=Q9IBG7 GOTerms=GO_0005198_GO_0005576_GO_0007155 Gene=Kielin_chordin-like_protein_ Match_Acc=Q9IBG7 gene=isogroup00478 length=2192 numContigs=2	Aurelia_aurita_Seg1685.7 Seg1685.7 transcript_id=Seg1685.7_GoldUCD_mRNA.D3Y31 product="Kielin_chordin-like protein" protein_id=Seg1685.7_GoldUCD_D3Y31
OG0000488	Porites_asteroides_isotig10701 isotig10701 extracted_CDS GOMatch=C3XPW9 GOTerms=GO_0005488_GO_0005509_GO_0005529 Gene=cDNA_FLJ16013_fis__clone_PLACE5000171__highly_similar_to_Mus_musculus_sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain_containing_1__mRNA_ Match_Acc=B3KV07 gene=isogroup08969 length=637 numContigs=1, Porites_asteroides_GCKDGN103FOFRS GCKDGN103FOFRS extracted_CDS GOMatch=A7RFK1 GOTerms=GO_0005509 Gene=CnPolydom__Fragment__ Match_Acc=A8S0U2 length=464 region=3 run=R_2010_02_19_08_49_25_ xy=2211_2118	Aurelia_aurita_Seg101.3 Seg101.3 transcript_id=Seg101.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg101.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4819.1 Seg4819.1 transcript_id=Seg4819.1_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg4819.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg101.4 Seg101.4 transcript_id=Seg101.4_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg101.4_GoldUCD_D3Y31, Aurelia_aurita_Seg101.5 Seg101.5 transcript_id=Seg101.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg101.5_GoldUCD_D3Y31
OG0000534	Porites_asteroides_GCKDGN103FO6VJ GCKDGN103FO6VJ extracted_CDS GOMatch=A7T6Y9 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=BACR44L22.3-like_protein__Fragment__ Match_Acc=Q9GTN4 length=349 region=3 run=R_2010_02_19_08_49_25_ xy=2220_0381	Aurelia_aurita_Seg1402.10 Seg1402.10 transcript_id=Seg1402.10_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1402.10_GoldUCD_D3Y31
OG0000601	Porites_asteroides_GCKDGN102DK31D GCKDGN102DK31D extracted_CDS length=331 run=R_2010_02_19_08_49_25_ region=2 xy=1353_2079	Aurelia_aurita_Seg2021.2 Seg2021.2 transcript_id=Seg2021.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2021.2_GoldUCD_D3Y31
OG0000602	Porites_asteroides_isotig14583 isotig14583 extracted_CDS GOMatch=A7S4I5 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Zinc_metalloproteinase_nas-14_ Match_Acc=Q19269 gene=isogroup12851 length=493 numContigs=1	Aurelia_aurita_Seg1346.2 Seg1346.2 transcript_id=Seg1346.2_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-15" protein_id=Seg1346.2_GoldUCD_D3Y31
