Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis
OG0000113	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.47143 Ccrux.Trinity.47143, Calvadosia_cruxmelitensis_Ccrux.Trinity.47144 Ccrux.Trinity.47144, Calvadosia_cruxmelitensis_Ccrux.Trinity.47147 Ccrux.Trinity.47147, Calvadosia_cruxmelitensis_Ccrux.Trinity.47146 Ccrux.Trinity.47146, Calvadosia_cruxmelitensis_Ccrux.Trinity.47141 Ccrux.Trinity.47141
OG0000114	Porites_asteroides_GCKDGN103GUH3H GCKDGN103GUH3H extracted_CDS Gene=Protein_sidekick-2_ Match_Acc=Q8AV57 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2690_2699	Calvadosia_cruxmelitensis_Ccrux.Trinity.12049 Ccrux.Trinity.12049, Calvadosia_cruxmelitensis_Ccrux.Trinity.12051 Ccrux.Trinity.12051
OG0000116	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.23713 Ccrux.Trinity.23713
OG0000119	Porites_asteroides_isotig23653 isotig23653 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_40_ Match_Acc=Q5ZLN0 gene=isogroup21921 length=352 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.19669 Ccrux.Trinity.19669
OG0000123	Porites_asteroides_GCKDGN101BSCU9 GCKDGN101BSCU9 extracted_CDS GOMatch=D0LN03 GOTerms=GO_0005102_GO_0005509_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 length=473 region=1 run=R_2010_02_19_08_49_25_ xy=0615_3731, Porites_asteroides_isotig01809 isotig01809 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=708 numContigs=2, Porites_asteroides_isotig01808 isotig01808 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=929 numContigs=2	Calvadosia_cruxmelitensis_Ccrux.Trinity.2748 Ccrux.Trinity.2748
OG0000126	Porites_asteroides_isotig03148 isotig03148 extracted_CDS GOMatch=Q8IU34 GOTerms=GO_0005319_GO_0006869 Gene=Vitellogenin_ Match_Acc=Q8IU34 gene=isogroup01416 length=4871 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.24329 Ccrux.Trinity.24329, Calvadosia_cruxmelitensis_Ccrux.Trinity.62422 Ccrux.Trinity.62422
OG0000129	Porites_asteroides_isotig03147 isotig03147 extracted_CDS GOMatch=D6W7B8 GOTerms=GO_0005319_GO_0006869 Gene=Apolipophorins_ Match_Acc=Q9U943 gene=isogroup01415 length=8171 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.49989 Ccrux.Trinity.49989, Calvadosia_cruxmelitensis_Ccrux.Trinity.4205 Ccrux.Trinity.4205
OG0000131	Porites_asteroides_isotig07287 isotig07287 extracted_CDS GOMatch=A7SAX4 GOTerms=GO_0000166_GO_0004672_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_receptor_ Match_Acc=Q6P4R6 gene=isogroup05555 length=829 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.39346 Ccrux.Trinity.39346, Calvadosia_cruxmelitensis_Ccrux.Trinity.39349 Ccrux.Trinity.39349
OG0000138	Porites_asteroides_GCKDGN102DIM9E GCKDGN102DIM9E extracted_CDS GOMatch=C3Y2L2 GOTerms=GO_0005102_GO_0005615_GO_0007165 length=416 region=2 run=R_2010_02_19_08_49_25_ xy=1325_1712	Calvadosia_cruxmelitensis_Ccrux.Trinity.52766 Ccrux.Trinity.52766
OG0000146	Porites_asteroides_isotig16830 isotig16830 extracted_CDS gene=isogroup15098 length=441 numContigs=1, Porites_asteroides_isotig28742 isotig28742 extracted_CDS GOMatch=A7SDQ4 GOTerms=GO_0000166_GO_0003676 Gene=NBS-LRR_class_disease_resistance_protein__Fragment__ Match_Acc=C5NTS1 gene=isogroup27010 length=263 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.5273 Ccrux.Trinity.5273
OG0000150	Porites_asteroides_isotig26699 isotig26699 extracted_CDS GOMatch=A7SNS8 GOTerms=GO_0016020_GO_0030154 gene=isogroup24967 length=302 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.70441 Ccrux.Trinity.70441
OG0000152	Porites_asteroides_isotig12193 isotig12193 extracted_CDS GOMatch=Q8AVI4 GOTerms=GO_0000164_GO_0005634_GO_0005737_GO_0019903_GO_0046579 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup10461 length=569 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.35324 Ccrux.Trinity.35324, Calvadosia_cruxmelitensis_Ccrux.Trinity.35317 Ccrux.Trinity.35317
OG0000152	Porites_asteroides_isotig06496 isotig06496 extracted_CDS GOMatch=B7PKB9 GOTerms=GO_0004721_GO_0016787 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup04764 length=912 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.35323 Ccrux.Trinity.35323
OG0000158	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.14337 Ccrux.Trinity.14337
OG0000165	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.5581 Ccrux.Trinity.5581, Calvadosia_cruxmelitensis_Ccrux.Trinity.5580 Ccrux.Trinity.5580
OG0000191	Porites_asteroides_isotig22857 isotig22857 extracted_CDS GOMatch=A7RMV0 GOTerms=GO_0005488_GO_0007155 Gene=ARC1_ Match_Acc=C4B801 gene=isogroup21125 length=361 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.7540 Ccrux.Trinity.7540
OG0000193	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939	Calvadosia_cruxmelitensis_Ccrux.Trinity.15283 Ccrux.Trinity.15283
OG0000195	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.44374 Ccrux.Trinity.44374, Calvadosia_cruxmelitensis_Ccrux.Trinity.44376 Ccrux.Trinity.44376, Calvadosia_cruxmelitensis_Ccrux.Trinity.44372 Ccrux.Trinity.44372
OG0000199	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.25100 Ccrux.Trinity.25100
OG0000201	Porites_asteroides_isotig01166 isotig01166 extracted_CDS Gene=Leucine-rich_repeats_and_immunoglobulin-like_domains_protein_1_ Match_Acc=P70193 gene=isogroup00416 length=1962 numContigs=2	Calvadosia_cruxmelitensis_Ccrux.Trinity.26513 Ccrux.Trinity.26513, Calvadosia_cruxmelitensis_Ccrux.Trinity.26511 Ccrux.Trinity.26511
OG0000203	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.69582 Ccrux.Trinity.69582
OG0000209	Porites_asteroides_GCKDGN103GEHWU GCKDGN103GEHWU extracted_CDS GOMatch=Q5U4W6 GOTerms=GO_0005634 Gene=Integrator_complex_subunit_6-B_ Match_Acc=Q5U4W6 length=279 region=3 run=R_2010_02_19_08_49_25_ xy=2508_1436	Calvadosia_cruxmelitensis_Ccrux.Trinity.28583 Ccrux.Trinity.28583, Calvadosia_cruxmelitensis_Ccrux.Trinity.28580 Ccrux.Trinity.28580
OG0000210	Porites_asteroides_isotig05322 isotig05322 extracted_CDS GOMatch=D2H1D9 GOTerms=GO_0005634_GO_0005737_GO_0010165 Gene=X-ray_radiation_resistance-associated_protein_1_ Match_Acc=Q3U3V8 gene=isogroup03590 length=1082 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.21750 Ccrux.Trinity.21750
OG0000212	Porites_asteroides_isotig07626 isotig07626 extracted_CDS GOMatch=A7RYU6 GOTerms=GO_0008270_GO_0046872 Gene=E3_ubiquitin-protein_ligase_LRSAM1_ Match_Acc=Q6UWE0 gene=isogroup05894 length=801 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.29726 Ccrux.Trinity.29726, Calvadosia_cruxmelitensis_Ccrux.Trinity.29725 Ccrux.Trinity.29725, Calvadosia_cruxmelitensis_Ccrux.Trinity.29724 Ccrux.Trinity.29724
OG0000231	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.52579 Ccrux.Trinity.52579
OG0000253	Porites_asteroides_isotig04411 isotig04411 extracted_CDS GOMatch=A7S1M7 GOTerms=GO_0005622_GO_0005634_GO_0006281_GO_0008270 Gene=General_transcription_factor_II_H__polypeptide_2__isoform_CRA_a_ Match_Acc=Q91YN8 gene=isogroup02679 length=1286 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.7701 Ccrux.Trinity.7701, Calvadosia_cruxmelitensis_Ccrux.Trinity.7700 Ccrux.Trinity.7700
OG0000258	Porites_asteroides_isotig16296 isotig16296 extracted_CDS GOMatch=D4QA00 GOTerms=GO_0004866_GO_0005576_GO_0005615_GO_0010951 Gene=Complement_component_C3__Fragment__ Match_Acc=D4QA00 gene=isogroup14564 length=453 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.32936 Ccrux.Trinity.32936, Calvadosia_cruxmelitensis_Ccrux.Trinity.32924 Ccrux.Trinity.32924, Calvadosia_cruxmelitensis_Ccrux.Trinity.32923 Ccrux.Trinity.32923, Calvadosia_cruxmelitensis_Ccrux.Trinity.32934 Ccrux.Trinity.32934, Calvadosia_cruxmelitensis_Ccrux.Trinity.32925 Ccrux.Trinity.32925, Calvadosia_cruxmelitensis_Ccrux.Trinity.32928 Ccrux.Trinity.32928, Calvadosia_cruxmelitensis_Ccrux.Trinity.32922 Ccrux.Trinity.32922
OG0000263	Porites_asteroides_isotig29095 isotig29095 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Alpha_3_4_5-laminin_ Match_Acc=A9YY72 gene=isogroup27363 length=254 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.71540 Ccrux.Trinity.71540
OG0000265	Porites_asteroides_isotig03855 isotig03855 extracted_CDS Gene=Protein_turtle_homolog_B_ Match_Acc=Q9UPX0 gene=isogroup02123 length=1485 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.72800 Ccrux.Trinity.72800, Calvadosia_cruxmelitensis_Ccrux.Trinity.72796 Ccrux.Trinity.72796
OG0000267	Porites_asteroides_isotig10564 isotig10564 extracted_CDS GOMatch=Q2VGG9 GOTerms=GO_0004872 Gene=Variable_lymphocyte_receptor_diversity_region__Fragment__ Match_Acc=Q2VGG9 gene=isogroup08832 length=643 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.7421 Ccrux.Trinity.7421
OG0000278	Porites_asteroides_isotig04978 isotig04978 extracted_CDS GOMatch=D2GUG5 GOTerms=GO_0004872_GO_0016021 Gene=Anthrax_toxin_receptor_2_ Match_Acc=Q6DFX2 gene=isogroup03246 length=1146 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.42455 Ccrux.Trinity.42455, Calvadosia_cruxmelitensis_Ccrux.Trinity.42451 Ccrux.Trinity.42451, Calvadosia_cruxmelitensis_Ccrux.Trinity.42450 Ccrux.Trinity.42450
OG0000279	Porites_asteroides_isotig03425 isotig03425 extracted_CDS GOMatch=A5JL82 GOTerms=GO_0005509 Gene=Bone_morphogenetic_protein_1a__Fragment__ Match_Acc=A5JL82 gene=isogroup01693 length=1890 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.60900 Ccrux.Trinity.60900
OG0000288	Porites_asteroides_isotig11161 isotig11161 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup09429 length=614 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.65307 Ccrux.Trinity.65307, Calvadosia_cruxmelitensis_Ccrux.Trinity.41280 Ccrux.Trinity.41280, Calvadosia_cruxmelitensis_Ccrux.Trinity.41281 Ccrux.Trinity.41281, Calvadosia_cruxmelitensis_Ccrux.Trinity.12955 Ccrux.Trinity.12955, Calvadosia_cruxmelitensis_Ccrux.Trinity.12956 Ccrux.Trinity.12956, Calvadosia_cruxmelitensis_Ccrux.Trinity.57615 Ccrux.Trinity.57615, Calvadosia_cruxmelitensis_Ccrux.Trinity.57614 Ccrux.Trinity.57614
OG0000301	Porites_asteroides_isotig08726 isotig08726 extracted_CDS GOMatch=B4N2K6 GOTerms=GO_0008083_GO_0016020_GO_0051781 Gene=LD28763p_ Match_Acc=Q9VWP6 gene=isogroup06994 length=737 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.17255 Ccrux.Trinity.17255, Calvadosia_cruxmelitensis_Ccrux.Trinity.17261 Ccrux.Trinity.17261, Calvadosia_cruxmelitensis_Ccrux.Trinity.17258 Ccrux.Trinity.17258
OG0000303	Porites_asteroides_isotig22568 isotig22568 extracted_CDS GOMatch=Q6PCK8 GOTerms=GO_0004872_GO_0007275_GO_0016020_GO_0016021 Gene=HyTSR1_protein_ Match_Acc=Q2MCN4 gene=isogroup20836 length=360 numContigs=1, Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713	Calvadosia_cruxmelitensis_Ccrux.Trinity.8886 Ccrux.Trinity.8886
OG0000318	Porites_asteroides_isotig20154 isotig20154 extracted_CDS GOMatch=C3XS83 GOTerms=GO_0005509 Gene=COCH_protein_ Match_Acc=Q08DB7 gene=isogroup18422 length=394 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.798 Ccrux.Trinity.798
OG0000349	Porites_asteroides_isotig10850 isotig10850 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat_containing_protein_ Match_Acc=A1ZC90 gene=isogroup09118 length=628 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.33745 Ccrux.Trinity.33745
OG0000398	Porites_asteroides_isotig01290 isotig01290 extracted_CDS GOMatch=Q9IBG7 GOTerms=GO_0005198_GO_0005576_GO_0007155 Gene=Kielin_chordin-like_protein_ Match_Acc=Q9IBG7 gene=isogroup00478 length=2192 numContigs=2	Calvadosia_cruxmelitensis_Ccrux.Trinity.16174 Ccrux.Trinity.16174, Calvadosia_cruxmelitensis_Ccrux.Trinity.16173 Ccrux.Trinity.16173
OG0000401	Porites_asteroides_GCKDGN101BCEUP GCKDGN101BCEUP extracted_CDS GOMatch=A7RU40 GOTerms=GO_0007155 length=333 region=1 run=R_2010_02_19_08_49_25_ xy=0434_1183	Calvadosia_cruxmelitensis_Ccrux.Trinity.15972 Ccrux.Trinity.15972, Calvadosia_cruxmelitensis_Ccrux.Trinity.18055 Ccrux.Trinity.18055, Calvadosia_cruxmelitensis_Ccrux.Trinity.18054 Ccrux.Trinity.18054, Calvadosia_cruxmelitensis_Ccrux.Trinity.71888 Ccrux.Trinity.71888, Calvadosia_cruxmelitensis_Ccrux.Trinity.12262 Ccrux.Trinity.12262, Calvadosia_cruxmelitensis_Ccrux.Trinity.12258 Ccrux.Trinity.12258, Calvadosia_cruxmelitensis_Ccrux.Trinity.12260 Ccrux.Trinity.12260
OG0000436	Porites_asteroides_isotig01262 isotig01262 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Egg_envelope_glycoprotein__Fragment__ Match_Acc=Q4VGP0 gene=isogroup00464 length=1351 numContigs=2, Porites_asteroides_isotig01263 isotig01263 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Egg_envelope_glycoprotein__Fragment__ Match_Acc=Q4VGP0 gene=isogroup00464 length=1348 numContigs=2, Porites_asteroides_isotig02363 isotig02363 extracted_CDS gene=isogroup01014 length=529 numContigs=2	Calvadosia_cruxmelitensis_Ccrux.Trinity.52043 Ccrux.Trinity.52043
OG0000488	Porites_asteroides_isotig10701 isotig10701 extracted_CDS GOMatch=C3XPW9 GOTerms=GO_0005488_GO_0005509_GO_0005529 Gene=cDNA_FLJ16013_fis__clone_PLACE5000171__highly_similar_to_Mus_musculus_sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain_containing_1__mRNA_ Match_Acc=B3KV07 gene=isogroup08969 length=637 numContigs=1, Porites_asteroides_GCKDGN103FOFRS GCKDGN103FOFRS extracted_CDS GOMatch=A7RFK1 GOTerms=GO_0005509 Gene=CnPolydom__Fragment__ Match_Acc=A8S0U2 length=464 region=3 run=R_2010_02_19_08_49_25_ xy=2211_2118	Calvadosia_cruxmelitensis_Ccrux.Trinity.43304 Ccrux.Trinity.43304, Calvadosia_cruxmelitensis_Ccrux.Trinity.73313 Ccrux.Trinity.73313
OG0000489	Porites_asteroides_GCKDGN102D9T8P GCKDGN102D9T8P extracted_CDS GOMatch=B3S235 GOTerms=GO_0007155_GO_0031012 Gene=Laminin_gamma_1__Fragment__ Match_Acc=Q90ZN3 length=432 region=2 run=R_2010_02_19_08_49_25_ xy=1635_0711	Calvadosia_cruxmelitensis_Ccrux.Trinity.9993 Ccrux.Trinity.9993
OG0000534	Porites_asteroides_GCKDGN103FO6VJ GCKDGN103FO6VJ extracted_CDS GOMatch=A7T6Y9 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=BACR44L22.3-like_protein__Fragment__ Match_Acc=Q9GTN4 length=349 region=3 run=R_2010_02_19_08_49_25_ xy=2220_0381	Calvadosia_cruxmelitensis_Ccrux.Trinity.54624 Ccrux.Trinity.54624, Calvadosia_cruxmelitensis_Ccrux.Trinity.64258 Ccrux.Trinity.64258
OG0000535	Porites_asteroides_isotig01413 isotig01413 extracted_CDS GOMatch=Q4S2G3 GOTerms=GO_0004888_GO_0005509_GO_0007596_GO_0008218_GO_0016020_GO_0018298 Gene=C._briggsae_CBR-UNC-89_protein__Fragment__ Match_Acc=A8XEH5 gene=isogroup00539 length=976 numContigs=2, Porites_asteroides_isotig01412 isotig01412 extracted_CDS GOMatch=D6WQG9 GOTerms=GO_0016021 Gene=Myosin_light_chain_kinase__smooth_muscle_ Match_Acc=P11799 gene=isogroup00539 length=1319 numContigs=2, Porites_asteroides_isotig23364 isotig23364 extracted_CDS gene=isogroup21632 length=356 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.38237 Ccrux.Trinity.38237, Calvadosia_cruxmelitensis_Ccrux.Trinity.38242 Ccrux.Trinity.38242
OG0000537	Porites_asteroides_GCKDGN103FULMB GCKDGN103FULMB extracted_CDS GOMatch=D2HUE4 GOTerms=GO_0005578_GO_0008237_GO_0008270 Gene=ADAMTS-like_protein_3_ Match_Acc=P82987 length=465 region=3 run=R_2010_02_19_08_49_25_ xy=2281_2913	Calvadosia_cruxmelitensis_Ccrux.Trinity.24808 Ccrux.Trinity.24808, Calvadosia_cruxmelitensis_Ccrux.Trinity.24810 Ccrux.Trinity.24810, Calvadosia_cruxmelitensis_Ccrux.Trinity.60489 Ccrux.Trinity.60489, Calvadosia_cruxmelitensis_Ccrux.Trinity.24811 Ccrux.Trinity.24811, Calvadosia_cruxmelitensis_Ccrux.Trinity.55996 Ccrux.Trinity.55996, Calvadosia_cruxmelitensis_Ccrux.Trinity.15349 Ccrux.Trinity.15349, Calvadosia_cruxmelitensis_Ccrux.Trinity.68582 Ccrux.Trinity.68582
OG0000601	Porites_asteroides_GCKDGN102DK31D GCKDGN102DK31D extracted_CDS length=331 run=R_2010_02_19_08_49_25_ region=2 xy=1353_2079	Calvadosia_cruxmelitensis_Ccrux.Trinity.2734 Ccrux.Trinity.2734
OG0000602	Porites_asteroides_isotig14583 isotig14583 extracted_CDS GOMatch=A7S4I5 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Zinc_metalloproteinase_nas-14_ Match_Acc=Q19269 gene=isogroup12851 length=493 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.71748 Ccrux.Trinity.71748, Calvadosia_cruxmelitensis_Ccrux.Trinity.65370 Ccrux.Trinity.65370, Calvadosia_cruxmelitensis_Ccrux.Trinity.9019 Ccrux.Trinity.9019
OG0000677	Porites_asteroides_isotig23507 isotig23507 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Netrin_4_ Match_Acc=Q0VEM1 gene=isogroup21775 length=349 numContigs=1, Porites_asteroides_isotig22286 isotig22286 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=C._briggsae_CBR-LAM-3_protein_ Match_Acc=A8WKH5 gene=isogroup20554 length=368 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.52569 Ccrux.Trinity.52569
OG0000885	Porites_asteroides_isotig19575 isotig19575 extracted_CDS GOMatch=B0X763 GOTerms=GO_0004672_GO_0005524_GO_0006468 Gene=cDNA_FLJ58084__highly_similar_to_Receptor-type_tyrosine-protein_phosphatase_mu__EC_3.1.3.48__ Match_Acc=B4E143 gene=isogroup17843 length=397 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.10220 Ccrux.Trinity.10220, Calvadosia_cruxmelitensis_Ccrux.Trinity.10218 Ccrux.Trinity.10218, Calvadosia_cruxmelitensis_Ccrux.Trinity.10219 Ccrux.Trinity.10219
OG0000889	Porites_asteroides_isotig01725 isotig01725 extracted_CDS GOMatch=A7SF74 GOTerms=GO_0004672_GO_0004713_GO_0005524_GO_0006468 gene=isogroup00695 length=795 numContigs=2	Calvadosia_cruxmelitensis_Ccrux.Trinity.21562 Ccrux.Trinity.21562, Calvadosia_cruxmelitensis_Ccrux.Trinity.15168 Ccrux.Trinity.15168
OG0000899	Porites_asteroides_GCKDGN102DKP5S GCKDGN102DKP5S extracted_CDS GOMatch=A7SIF5 GOTerms=GO_0007155_GO_0031012 Gene=Laminin_alpha_5_ Match_Acc=Q2Q1W5 length=226 region=2 run=R_2010_02_19_08_49_25_ xy=1349_0478	Calvadosia_cruxmelitensis_Ccrux.Trinity.2964 Ccrux.Trinity.2964, Calvadosia_cruxmelitensis_Ccrux.Trinity.2965 Ccrux.Trinity.2965
OG0001177	Porites_asteroides_isotig03888 isotig03888 extracted_CDS GOMatch=Q9R150 GOTerms=GO_0000187_GO_0001786_GO_0001937_GO_0001953_GO_0001968_GO_0002040_GO_0002544_GO_0002581_GO_0002605_GO_0005178_GO_0005577_GO_0005615_GO_0006915_GO_0006917_GO_0006955_GO_0007050_GO_0008201_GO_0009749_GO_0009897_GO_0010595_GO_0010596_GO_0010748_GO_0010751_GO_0010754_GO_0010757_GO_0010763_GO_0016477_GO_0016525_GO_0018149_GO_0030141_GO_0030169_GO_0030194_GO_0030335_GO_0030511_GO_0031012_GO_0031091_GO_0032026_GO_0032695_GO_0040037_GO_0042327_GO_0042493_GO_0042535_GO_0043032_GO_0043066_GO_0043154_GO_0043236_GO_0043499_GO_0043536_GO_0043537_GO_0043652_GO_0045727_GO_0045766_GO_0048603_GO_0050921_GO_0051592_GO_0051897_GO_0051918_GO_0070051_GO_0070052 Gene=Thrombospondin_1__Fragment__ Match_Acc=Q9R150 gene=isogroup02156 length=1468 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.67699 Ccrux.Trinity.67699
OG0001179	Porites_asteroides_GCKDGN102C3MU8 GCKDGN102C3MU8 extracted_CDS GOMatch=A7RW19 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012 Gene=C._briggsae_CBR-GON-1_protein__Fragment__ Match_Acc=A8WV33 length=409 region=2 run=R_2010_02_19_08_49_25_ xy=1154_1778	Calvadosia_cruxmelitensis_Ccrux.Trinity.4746 Ccrux.Trinity.4746, Calvadosia_cruxmelitensis_Ccrux.Trinity.4744 Ccrux.Trinity.4744, Calvadosia_cruxmelitensis_Ccrux.Trinity.4747 Ccrux.Trinity.4747
OG0001180	Porites_asteroides_GCKDGN103GRFWM GCKDGN103GRFWM extracted_CDS GOMatch=D6WE01 GOTerms=GO_0007155_GO_0031012 Gene=LamC1_protein_ Match_Acc=A0JGZ8 length=420 region=3 run=R_2010_02_19_08_49_25_ xy=2655_3252	Calvadosia_cruxmelitensis_Ccrux.Trinity.33420 Ccrux.Trinity.33420, Calvadosia_cruxmelitensis_Ccrux.Trinity.33424 Ccrux.Trinity.33424
OG0001181	Porites_asteroides_isotig17221 isotig17221 extracted_CDS GOMatch=A7SLX6 GOTerms=GO_0005102_GO_0005615_GO_0007165 Gene=Carcinolectin5b-8__Fragment__ Match_Acc=A9X701 gene=isogroup15489 length=437 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.68982 Ccrux.Trinity.68982, Calvadosia_cruxmelitensis_Ccrux.Trinity.8827 Ccrux.Trinity.8827, Calvadosia_cruxmelitensis_Ccrux.Trinity.8826 Ccrux.Trinity.8826
OG0001519	Porites_asteroides_isotig08830 isotig08830 extracted_CDS GOMatch=C3ZCS7 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0008152_GO_0016627_GO_0030155_GO_0030334_GO_0031012_GO_0045995_GO_0050660_GO_0055114 Gene=Laminin__alpha_4_ Match_Acc=B3DK46 gene=isogroup07098 length=736 numContigs=1	Calvadosia_cruxmelitensis_Ccrux.Trinity.65675 Ccrux.Trinity.65675
