N10.HOG0000365	OG0000755	n0																															Amphimedon_queenslandica_tr_A0A1X7VWK7_A0A1X7VWK7_AMPQE tr_A0A1X7VWK7_A0A1X7VWK7_AMPQE Angiopoietin-related protein 4 OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TBC9_A0A1X7TBC9_AMPQE tr_A0A1X7TBC9_A0A1X7TBC9_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U601_A0A1X7U601_AMPQE tr_A0A1X7U601_A0A1X7U601_AMPQE Angiopoietin-related protein 4 OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T367_A0A1X7T367_AMPQE tr_A0A1X7T367_A0A1X7T367_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7STA2_A0A1X7STA2_AMPQE tr_A0A1X7STA2_A0A1X7STA2_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TQE6_A0A1X7TQE6_AMPQE tr_A0A1X7TQE6_A0A1X7TQE6_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000366	OG0000756	n0																															Amphimedon_queenslandica_tr_A0A1X7US42_A0A1X7US42_AMPQE tr_A0A1X7US42_A0A1X7US42_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U3W3_A0A1X7U3W3_AMPQE tr_A0A1X7U3W3_A0A1X7U3W3_AMPQE Angiopoietin-related protein 4 OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TTR1_A0A1X7TTR1_AMPQE tr_A0A1X7TTR1_A0A1X7TTR1_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U757_A0A1X7U757_AMPQE tr_A0A1X7U757_A0A1X7U757_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T2G8_A0A1X7T2G8_AMPQE tr_A0A1X7T2G8_A0A1X7T2G8_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109590187 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U3W9_A0A1X7U3W9_AMPQE tr_A0A1X7U3W9_A0A1X7U3W9_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109584757 PE=4 SV=1	
N10.HOG0000367	OG0000757	n0																															Amphimedon_queenslandica_tr_A0A1X7VGN5_A0A1X7VGN5_AMPQE tr_A0A1X7VGN5_A0A1X7VGN5_AMPQE VWFD domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0007g336a Em0007g336a, Ephydatia_muelleri_Em0007g365a Em0007g365a, Ephydatia_muelleri_Em0007g343a Em0007g343a, Ephydatia_muelleri_Em0007g334a Em0007g334a, Ephydatia_muelleri_Em0007g357a Em0007g357a
N10.HOG0000368	OG0000758	n0																																Ephydatia_muelleri_Em0002g235a Em0002g235a, Ephydatia_muelleri_Em0002g159a Em0002g159a, Ephydatia_muelleri_Em0002g415a Em0002g415a, Ephydatia_muelleri_Em0002g401a Em0002g401a, Ephydatia_muelleri_Em0002g154a Em0002g154a, Ephydatia_muelleri_Em0002g370a Em0002g370a
N10.HOG0000369	OG0000759	n0																																Ephydatia_muelleri_Em0013g983a Em0013g983a, Ephydatia_muelleri_Em0013g966a Em0013g966a, Ephydatia_muelleri_Em0013g968a Em0013g968a, Ephydatia_muelleri_Em0018g606a Em0018g606a, Ephydatia_muelleri_Em0018g601a Em0018g601a, Ephydatia_muelleri_Em0317g3a Em0317g3a
N10.HOG0000370	OG0000763	n0																															Amphimedon_queenslandica_tr_A0A1X7UYA1_A0A1X7UYA1_AMPQE tr_A0A1X7UYA1_A0A1X7UYA1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100633211 PE=4 SV=1	Ephydatia_muelleri_Em0011g1174a Em0011g1174a, Ephydatia_muelleri_Em0011g1171a Em0011g1171a, Ephydatia_muelleri_Em0011g1178a Em0011g1178a
N10.HOG0000371	OG0000794	n0																																Ephydatia_muelleri_Em0005g600a Em0005g600a
N10.HOG0000372	OG0000812	n0																																Ephydatia_muelleri_Em0002g512a Em0002g512a
N10.HOG0000373	OG0000828	n0																															Amphimedon_queenslandica_tr_A0A1X7V0L3_A0A1X7V0L3_AMPQE tr_A0A1X7V0L3_A0A1X7V0L3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000374	OG0000832	n0																															Amphimedon_queenslandica_tr_A0A1X7VWK9_A0A1X7VWK9_AMPQE tr_A0A1X7VWK9_A0A1X7VWK9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0019g669a Em0019g669a
N10.HOG0000375	OG0000863	n0																															Amphimedon_queenslandica_tr_A0A1X7V6W4_A0A1X7V6W4_AMPQE tr_A0A1X7V6W4_A0A1X7V6W4_AMPQE Receptor protein serine_threonine kinase OS=Amphimedon queenslandica OX=400682 PE=3 SV=1	
N10.HOG0000376	OG0000879	n0																																Ephydatia_muelleri_Em0006g959a Em0006g959a
N10.HOG0000377	OG0000899	n0																															Amphimedon_queenslandica_tr_A0A1X7TGZ6_A0A1X7TGZ6_AMPQE tr_A0A1X7TGZ6_A0A1X7TGZ6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100631632 PE=4 SV=1	Ephydatia_muelleri_Em0012g487a Em0012g487a
N10.HOG0000378	OG0000911	n0																															Amphimedon_queenslandica_tr_A0A1X7VS23_A0A1X7VS23_AMPQE tr_A0A1X7VS23_A0A1X7VS23_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000379	OG0000913	n0																															Amphimedon_queenslandica_tr_A0A1X7U073_A0A1X7U073_AMPQE tr_A0A1X7U073_A0A1X7U073_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109585223 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VFU8_A0A1X7VFU8_AMPQE tr_A0A1X7VFU8_A0A1X7VFU8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000380	OG0000922	n0																																Ephydatia_muelleri_Em0001g3819a Em0001g3819a
N10.HOG0000381	OG0000938	n0																															Amphimedon_queenslandica_tr_A0A1X7VJY2_A0A1X7VJY2_AMPQE tr_A0A1X7VJY2_A0A1X7VJY2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100638035 PE=4 SV=1	Ephydatia_muelleri_Em0013g134a Em0013g134a, Ephydatia_muelleri_Em0013g137a Em0013g137a, Ephydatia_muelleri_Em0013g129a Em0013g129a
N10.HOG0000382	OG0000946	n0																															Amphimedon_queenslandica_tr_A0A1X7VCP9_A0A1X7VCP9_AMPQE tr_A0A1X7VCP9_A0A1X7VCP9_AMPQE LAM_G_DOMAIN domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109580668 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V1J0_A0A1X7V1J0_AMPQE tr_A0A1X7V1J0_A0A1X7V1J0_AMPQE LAM_G_DOMAIN domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109581554 PE=4 SV=1	Ephydatia_muelleri_Em0007g243a Em0007g243a, Ephydatia_muelleri_Em0007g245a Em0007g245a
N10.HOG0000383	OG0000947	n0																															Amphimedon_queenslandica_tr_A0A1X7VNM5_A0A1X7VNM5_AMPQE tr_A0A1X7VNM5_A0A1X7VNM5_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SR98_A0A1X7SR98_AMPQE tr_A0A1X7SR98_A0A1X7SR98_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T580_A0A1X7T580_AMPQE tr_A0A1X7T580_A0A1X7T580_AMPQE Angiopoietin-related protein 4 OS=Amphimedon queenslandica OX=400682 GN=109589705 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SZG2_A0A1X7SZG2_AMPQE tr_A0A1X7SZG2_A0A1X7SZG2_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VN37_A0A1X7VN37_AMPQE tr_A0A1X7VN37_A0A1X7VN37_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000384	OG0000948	n0																															Amphimedon_queenslandica_tr_A0A1X7TFB5_A0A1X7TFB5_AMPQE tr_A0A1X7TFB5_A0A1X7TFB5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SY61_A0A1X7SY61_AMPQE tr_A0A1X7SY61_A0A1X7SY61_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SH56_A0A1X7SH56_AMPQE tr_A0A1X7SH56_A0A1X7SH56_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TEZ4_A0A1X7TEZ4_AMPQE tr_A0A1X7TEZ4_A0A1X7TEZ4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TFN0_A0A1X7TFN0_AMPQE tr_A0A1X7TFN0_A0A1X7TFN0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000385	OG0000949	n0																															Amphimedon_queenslandica_tr_A0A1X7SYB5_A0A1X7SYB5_AMPQE tr_A0A1X7SYB5_A0A1X7SYB5_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VF56_A0A1X7VF56_AMPQE tr_A0A1X7VF56_A0A1X7VF56_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U2V5_A0A1X7U2V5_AMPQE tr_A0A1X7U2V5_A0A1X7U2V5_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VGG7_A0A1X7VGG7_AMPQE tr_A0A1X7VGG7_A0A1X7VGG7_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7STD3_A0A1X7STD3_AMPQE tr_A0A1X7STD3_A0A1X7STD3_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000386	OG0000950	n0																															Amphimedon_queenslandica_tr_A0A1X7VFA7_A0A1X7VFA7_AMPQE tr_A0A1X7VFA7_A0A1X7VFA7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SX32_A0A1X7SX32_AMPQE tr_A0A1X7SX32_A0A1X7SX32_AMPQE Kazal-like domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T4B4_A0A1X7T4B4_AMPQE tr_A0A1X7T4B4_A0A1X7T4B4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TLR0_A0A1X7TLR0_AMPQE tr_A0A1X7TLR0_A0A1X7TLR0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0018g239a Em0018g239a
N10.HOG0000387	OG0000951	n0																															Amphimedon_queenslandica_tr_A0A1X7U9N9_A0A1X7U9N9_AMPQE tr_A0A1X7U9N9_A0A1X7U9N9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VKB0_A0A1X7VKB0_AMPQE tr_A0A1X7VKB0_A0A1X7VKB0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SZH7_A0A1X7SZH7_AMPQE tr_A0A1X7SZH7_A0A1X7SZH7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UX37_A0A1X7UX37_AMPQE tr_A0A1X7UX37_A0A1X7UX37_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100634357 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VLN9_A0A1X7VLN9_AMPQE tr_A0A1X7VLN9_A0A1X7VLN9_AMPQE Death domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000388	OG0000952	n0																															Amphimedon_queenslandica_tr_A0A1X7UMA7_A0A1X7UMA7_AMPQE tr_A0A1X7UMA7_A0A1X7UMA7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UMQ0_A0A1X7UMQ0_AMPQE tr_A0A1X7UMQ0_A0A1X7UMQ0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULD9_A0A1X7ULD9_AMPQE tr_A0A1X7ULD9_A0A1X7ULD9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100634568 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UL71_A0A1X7UL71_AMPQE tr_A0A1X7UL71_A0A1X7UL71_AMPQE SMB domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UN02_A0A1X7UN02_AMPQE tr_A0A1X7UN02_A0A1X7UN02_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109582848 PE=4 SV=1	
N10.HOG0000389	OG0000953	n0																															Amphimedon_queenslandica_tr_A0A1X7UU71_A0A1X7UU71_AMPQE tr_A0A1X7UU71_A0A1X7UU71_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105312833 PE=4 SV=1	Ephydatia_muelleri_Em0006g555a Em0006g555a, Ephydatia_muelleri_Em0006g559a Em0006g559a, Ephydatia_muelleri_Em0006g610a Em0006g610a, Ephydatia_muelleri_Em0006g557a Em0006g557a
N10.HOG0000390	OG0000954	n0																																Ephydatia_muelleri_Em0148g3a Em0148g3a, Ephydatia_muelleri_Em0002g472a Em0002g472a, Ephydatia_muelleri_Em0002g483a Em0002g483a, Ephydatia_muelleri_Em0002g481a Em0002g481a, Ephydatia_muelleri_Em0148g8a Em0148g8a
N10.HOG0000391	OG0000955	n0																																Ephydatia_muelleri_Em0251g2a Em0251g2a, Ephydatia_muelleri_Em0013g1a Em0013g1a, Ephydatia_muelleri_Em0242g6a Em0242g6a, Ephydatia_muelleri_Em0370g2a Em0370g2a, Ephydatia_muelleri_Em0351g1a Em0351g1a
N10.HOG0000392	OG0001016	n0																															Amphimedon_queenslandica_tr_A0A1X7UVD8_A0A1X7UVD8_AMPQE tr_A0A1X7UVD8_A0A1X7UVD8_AMPQE LRRNT domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105312803 PE=4 SV=1	
N10.HOG0000393	OG0001063	n0																																Ephydatia_muelleri_Em0016g141a Em0016g141a
N10.HOG0000394	OG0001184	n0																															Amphimedon_queenslandica_tr_A0A1X7VP70_A0A1X7VP70_AMPQE tr_A0A1X7VP70_A0A1X7VP70_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109585882 PE=4 SV=1	
N10.HOG0000395	OG0001246	n0																															Amphimedon_queenslandica_tr_A0A1X7TKW6_A0A1X7TKW6_AMPQE tr_A0A1X7TKW6_A0A1X7TKW6_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100633989 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKF4_A0A1X7TKF4_AMPQE tr_A0A1X7TKF4_A0A1X7TKF4_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKR7_A0A1X7TKR7_AMPQE tr_A0A1X7TKR7_A0A1X7TKR7_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TL91_A0A1X7TL91_AMPQE tr_A0A1X7TL91_A0A1X7TL91_AMPQE Angiopoietin-related protein 4 OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000396	OG0001247	n0																															Amphimedon_queenslandica_tr_A0A1X7UV02_A0A1X7UV02_AMPQE tr_A0A1X7UV02_A0A1X7UV02_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UUZ7_A0A1X7UUZ7_AMPQE tr_A0A1X7UUZ7_A0A1X7UUZ7_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VN22_A0A1X7VN22_AMPQE tr_A0A1X7VN22_A0A1X7VN22_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109591812 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T1Z1_A0A1X7T1Z1_AMPQE tr_A0A1X7T1Z1_A0A1X7T1Z1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000397	OG0001248	n0																															Amphimedon_queenslandica_tr_A0A1X7US04_A0A1X7US04_AMPQE tr_A0A1X7US04_A0A1X7US04_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ST07_A0A1X7ST07_AMPQE tr_A0A1X7ST07_A0A1X7ST07_AMPQE VWFA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TLJ7_A0A1X7TLJ7_AMPQE tr_A0A1X7TLJ7_A0A1X7TLJ7_AMPQE UBC core domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U230_A0A1X7U230_AMPQE tr_A0A1X7U230_A0A1X7U230_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109584966 PE=4 SV=1	
N10.HOG0000398	OG0001249	n0																															Amphimedon_queenslandica_tr_A0A1X7UFS5_A0A1X7UFS5_AMPQE tr_A0A1X7UFS5_A0A1X7UFS5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V1L1_A0A1X7V1L1_AMPQE tr_A0A1X7V1L1_A0A1X7V1L1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UEW2_A0A1X7UEW2_AMPQE tr_A0A1X7UEW2_A0A1X7UEW2_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TW32_A0A1X7TW32_AMPQE tr_A0A1X7TW32_A0A1X7TW32_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000399	OG0001250	n0																															Amphimedon_queenslandica_tr_A0A1X7VDD5_A0A1X7VDD5_AMPQE tr_A0A1X7VDD5_A0A1X7VDD5_AMPQE TGF_BETA_2 domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=105311953 PE=3 SV=1	Ephydatia_muelleri_Em0316g4a Em0316g4a, Ephydatia_muelleri_Em0005g1375a Em0005g1375a, Ephydatia_muelleri_Em0005g1373a Em0005g1373a
N10.HOG0000400	OG0001251	n0																																Ephydatia_muelleri_Em0003g1455a Em0003g1455a, Ephydatia_muelleri_Em0056g5a Em0056g5a, Ephydatia_muelleri_Em0004g431a Em0004g431a, Ephydatia_muelleri_Em0056g4a Em0056g4a
N10.HOG0000401	OG0001252	n0																																Ephydatia_muelleri_Em0005g510a Em0005g510a, Ephydatia_muelleri_Em0005g518a Em0005g518a, Ephydatia_muelleri_Em0005g520a Em0005g520a, Ephydatia_muelleri_Em0005g511a Em0005g511a
N10.HOG0000402	OG0001253	n0																																Ephydatia_muelleri_Em0024g300a Em0024g300a, Ephydatia_muelleri_Em0009g97a Em0009g97a, Ephydatia_muelleri_Em0009g90a Em0009g90a, Ephydatia_muelleri_Em0009g78a Em0009g78a
N10.HOG0000403	OG0001696	-																															Amphimedon_queenslandica_tr_A0A1X7SHQ0_A0A1X7SHQ0_AMPQE tr_A0A1X7SHQ0_A0A1X7SHQ0_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TSN2_A0A1X7TSN2_AMPQE tr_A0A1X7TSN2_A0A1X7TSN2_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VHU6_A0A1X7VHU6_AMPQE tr_A0A1X7VHU6_A0A1X7VHU6_AMPQE Metalloendopeptidase OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000404	OG0001697	-																															Amphimedon_queenslandica_tr_A0A1X7USD3_A0A1X7USD3_AMPQE tr_A0A1X7USD3_A0A1X7USD3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=3 SV=1	Ephydatia_muelleri_Em0021g134a Em0021g134a, Ephydatia_muelleri_Em0021g142a Em0021g142a
N10.HOG0000405	OG0001698	-																															Amphimedon_queenslandica_tr_A0A1X7VJ66_A0A1X7VJ66_AMPQE tr_A0A1X7VJ66_A0A1X7VJ66_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100633842 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VIH1_A0A1X7VIH1_AMPQE tr_A0A1X7VIH1_A0A1X7VIH1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VHQ1_A0A1X7VHQ1_AMPQE tr_A0A1X7VHQ1_A0A1X7VHQ1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000406	OG0001699	-																															Amphimedon_queenslandica_tr_A0A1X7SJN2_A0A1X7SJN2_AMPQE tr_A0A1X7SJN2_A0A1X7SJN2_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UYA8_A0A1X7UYA8_AMPQE tr_A0A1X7UYA8_A0A1X7UYA8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0006g32a Em0006g32a
N10.HOG0000407	OG0001700	-																															Amphimedon_queenslandica_tr_A0A1X7SSQ6_A0A1X7SSQ6_AMPQE tr_A0A1X7SSQ6_A0A1X7SSQ6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109591648 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VDW8_A0A1X7VDW8_AMPQE tr_A0A1X7VDW8_A0A1X7VDW8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TAB5_A0A1X7TAB5_AMPQE tr_A0A1X7TAB5_A0A1X7TAB5_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109588953 PE=4 SV=1	
N10.HOG0000408	OG0001701	-																															Amphimedon_queenslandica_tr_A0A1X7VMR5_A0A1X7VMR5_AMPQE tr_A0A1X7VMR5_A0A1X7VMR5_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100636775 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UGQ8_A0A1X7UGQ8_AMPQE tr_A0A1X7UGQ8_A0A1X7UGQ8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T2A0_A0A1X7T2A0_AMPQE tr_A0A1X7T2A0_A0A1X7T2A0_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109590306 PE=4 SV=1	
N10.HOG0000409	OG0001702	-																															Amphimedon_queenslandica_tr_A0A1X7TKS6_A0A1X7TKS6_AMPQE tr_A0A1X7TKS6_A0A1X7TKS6_AMPQE Reelin domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0009g137a Em0009g137a, Ephydatia_muelleri_Em0009g163a Em0009g163a
N10.HOG0000410	OG0001703	-																															Amphimedon_queenslandica_tr_A0A1X7UJA3_A0A1X7UJA3_AMPQE tr_A0A1X7UJA3_A0A1X7UJA3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TMF4_A0A1X7TMF4_AMPQE tr_A0A1X7TMF4_A0A1X7TMF4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0005g213a Em0005g213a
N10.HOG0000411	OG0001704	-																															Amphimedon_queenslandica_tr_A0A1X7U8H6_A0A1X7U8H6_AMPQE tr_A0A1X7U8H6_A0A1X7U8H6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UBI6_A0A1X7UBI6_AMPQE tr_A0A1X7UBI6_A0A1X7UBI6_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UAN8_A0A1X7UAN8_AMPQE tr_A0A1X7UAN8_A0A1X7UAN8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
