Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Mus_musculus
OG0000081	sp|Q5EA46.1|CREL1_BOVIN RecName_ Full=Protein disulfide isomerase CRELD1; AltName_ Full=Cysteine-rich with EGF-like domain protein 1; Flags_ Precursor	Mus_musculus_sp_Q91XD7_CREL1_MOUSE sp_Q91XD7_CREL1_MOUSE Protein disulfide isomerase Creld1 OS=Mus musculus OX=10090 GN=Creld1 PE=1 SV=1
OG0000083	XP_059741399.1 sperm adhesion molecule 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q812F3_HYAL5_MOUSE sp_Q812F3_HYAL5_MOUSE Hyaluronidase-5 OS=Mus musculus OX=10090 GN=Hyal5 PE=1 SV=1
OG0000083	XP_003586042.1 hyaluronidase-4 [Bos taurus]	Mus_musculus_sp_Q05A56_HYAL4_MOUSE sp_Q05A56_HYAL4_MOUSE Hyaluronidase-4 OS=Mus musculus OX=10090 GN=Hyal4 PE=2 SV=1
OG0000083	sp|Q8SQG8.1|HYAL2_BOVIN RecName_ Full=Hyaluronidase-2; Short=Hyal-2; AltName_ Full=Hyaluronoglucosaminidase-2; Flags_ Precursor	Mus_musculus_sp_O35632_HYAL2_MOUSE sp_O35632_HYAL2_MOUSE Hyaluronidase-2 OS=Mus musculus OX=10090 GN=Hyal2 PE=1 SV=2
OG0000084	NP_001178214.2 collagen alpha-1_XV_ chain precursor [Bos taurus]	Mus_musculus_sp_O35206_COFA1_MOUSE sp_O35206_COFA1_MOUSE Collagen alpha-1_XV_ chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=2
OG0000084	XP_024830782.1 collagen alpha-1_XVIII_ chain isoform X1 [Bos taurus]	Mus_musculus_sp_P39061_COIA1_MOUSE sp_P39061_COIA1_MOUSE Collagen alpha-1_XVIII_ chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4, Mus_musculus_sp_P39061_COIA1_MOUSE sp_P39061_COIA1_MOUSE Collagen alpha-1_XVIII_ chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4
OG0000088	NP_001039622.1 spondin-2 precursor [Bos taurus]	Mus_musculus_sp_Q8BMS2_SPON2_MOUSE sp_Q8BMS2_SPON2_MOUSE Spondin-2 OS=Mus musculus OX=10090 GN=Spon2 PE=2 SV=2
OG0000088	sp|Q9GLX9.1|SPON1_BOVIN RecName_ Full=Spondin-1; AltName_ Full=F-spondin; AltName_ Full=Vascular smooth muscle cell growth-promoting factor; Flags_ Precursor	Mus_musculus_sp_Q8VCC9_SPON1_MOUSE sp_Q8VCC9_SPON1_MOUSE Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1
OG0000089	DAA33329.1 TPA_ chordin-like [Bos taurus]	Mus_musculus_sp_Q9Z0E2_CHRD_MOUSE sp_Q9Z0E2_CHRD_MOUSE Chordin OS=Mus musculus OX=10090 GN=Chrd PE=1 SV=1
OG0000089	XP_059739242.1 chordin-like protein 1 isoform X8 [Bos taurus]	Mus_musculus_sp_Q920C1_CRDL1_MOUSE sp_Q920C1_CRDL1_MOUSE Chordin-like protein 1 OS=Mus musculus OX=10090 GN=Chrdl1 PE=1 SV=1
OG0000089	XP_005216309.1 chordin-like protein 2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8VEA6_CRDL2_MOUSE sp_Q8VEA6_CRDL2_MOUSE Chordin-like protein 2 OS=Mus musculus OX=10090 GN=Chrdl2 PE=1 SV=1
OG0000090	sp|P55252.1|HPLN1_BOVIN RecName_ Full=Hyaluronan and proteoglycan link protein 1; AltName_ Full=Cartilage-linking protein 1; Short=Cartilage-link protein; AltName_ Full=Proteoglycan link protein; Flags_ Precursor	Mus_musculus_sp_Q9QUP5_HPLN1_MOUSE sp_Q9QUP5_HPLN1_MOUSE Hyaluronan and proteoglycan link protein 1 OS=Mus musculus OX=10090 GN=Hapln1 PE=1 SV=1
OG0000090	NP_001092451.1 hyaluronan and proteoglycan link protein 3 precursor [Bos taurus]	Mus_musculus_sp_Q80WM5_HPLN3_MOUSE sp_Q80WM5_HPLN3_MOUSE Hyaluronan and proteoglycan link protein 3 OS=Mus musculus OX=10090 GN=Hapln3 PE=2 SV=3
OG0000093	sp|P80416.1|CYTA_BOVIN RecName_ Full=Cystatin-A; AltName_ Full=Cystatin-AS; AltName_ Full=Stefin-A	Mus_musculus_sp_P35174_CYT2_MOUSE sp_P35174_CYT2_MOUSE Stefin-2 OS=Mus musculus OX=10090 GN=Stfa2 PE=3 SV=2, Mus_musculus_sp_P35173_CYT3_MOUSE sp_P35173_CYT3_MOUSE Stefin-3 OS=Mus musculus OX=10090 GN=Stfa3 PE=3 SV=1, Mus_musculus_sp_P35175_CYT1_MOUSE sp_P35175_CYT1_MOUSE Stefin-1 OS=Mus musculus OX=10090 GN=Stfa1 PE=3 SV=1
OG0000102	XP_005222280.1 fibulin-5 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9WVH9_FBLN5_MOUSE sp_Q9WVH9_FBLN5_MOUSE Fibulin-5 OS=Mus musculus OX=10090 GN=Fbln5 PE=1 SV=1
OG0000102	NP_001075186.1 EGF-containing fibulin-like extracellular matrix protein 1 precursor [Bos taurus]	Mus_musculus_sp_Q8BPB5_FBLN3_MOUSE sp_Q8BPB5_FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1
OG0000112	DAA14878.1 TPA_ heparanase 2 isoform 2 [Bos taurus]	Mus_musculus_sp_B2RY83_HPSE2_MOUSE sp_B2RY83_HPSE2_MOUSE Inactive heparanase-2 OS=Mus musculus OX=10090 GN=Hpse2 PE=2 SV=1
OG0000112	sp|Q9MYY0.2|HPSE_BOVIN RecName_ Full=Heparanase; Contains_ RecName_ Full=Heparanase 8 kDa subunit; Contains_ RecName_ Full=Heparanase 50 kDa subunit; Flags_ Precursor	Mus_musculus_sp_Q6YGZ1_HPSE_MOUSE sp_Q6YGZ1_HPSE_MOUSE Heparanase OS=Mus musculus OX=10090 GN=Hpse PE=1 SV=3
OG0000114	NP_001179877.1 host cell factor 2 [Bos taurus]	Mus_musculus_sp_Q9D968_HCFC2_MOUSE sp_Q9D968_HCFC2_MOUSE Host cell factor 2 OS=Mus musculus OX=10090 GN=Hcfc2 PE=1 SV=2
OG0000114	XP_059739651.1 host cell factor 1 isoform X4 [Bos taurus]	Mus_musculus_sp_Q61191_HCFC1_MOUSE sp_Q61191_HCFC1_MOUSE Host cell factor 1 OS=Mus musculus OX=10090 GN=Hcfc1 PE=1 SV=2
OG0000120	XP_002692376.1 syndecan-4 [Bos taurus]	Mus_musculus_sp_O35988_SDC4_MOUSE sp_O35988_SDC4_MOUSE Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1
OG0000120	sp|Q58DD4.1|SDC2_BOVIN RecName_ Full=Syndecan-2; Short=SYND2; AltName_ CD_antigen=CD362; Flags_ Precursor	Mus_musculus_sp_P43407_SDC2_MOUSE sp_P43407_SDC2_MOUSE Syndecan-2 OS=Mus musculus OX=10090 GN=Sdc2 PE=1 SV=1
OG0000120	sp|Q08DZ5.1|SDC1_BOVIN RecName_ Full=Syndecan-1; Short=SYND1; AltName_ CD_antigen=CD138; Flags_ Precursor	Mus_musculus_sp_P18828_SDC1_MOUSE sp_P18828_SDC1_MOUSE Syndecan-1 OS=Mus musculus OX=10090 GN=Sdc1 PE=1 SV=1
OG0000120	DAA32372.1 TPA_ syndecan 3-like [Bos taurus]	Mus_musculus_sp_Q64519_SDC3_MOUSE sp_Q64519_SDC3_MOUSE Syndecan-3 OS=Mus musculus OX=10090 GN=Sdc3 PE=1 SV=2
OG0000122	NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor, sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor	Mus_musculus_sp_P33434_MMP2_MOUSE sp_P33434_MMP2_MOUSE 72 kDa type IV collagenase OS=Mus musculus OX=10090 GN=Mmp2 PE=1 SV=1
OG0000123	XP_002697177.1 fibulin-2 isoform X1 [Bos taurus]	Mus_musculus_sp_P37889_FBLN2_MOUSE sp_P37889_FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2
OG0000125	sp|A2VE29.1|ITIH5_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H5; Short=ITI heavy chain H5; Short=ITI-HC5; Short=Inter-alpha-inhibitor heavy chain 5; Flags_ Precursor	Mus_musculus_sp_Q8BJD1_ITIH5_MOUSE sp_Q8BJD1_ITIH5_MOUSE Inter-alpha-trypsin inhibitor heavy chain H5 OS=Mus musculus OX=10090 GN=Itih5 PE=1 SV=1
OG0000125	sp|Q0VCM5.1|ITIH1_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H1; Short=ITI heavy chain H1; Short=ITI-HC1; Short=Inter-alpha-inhibitor heavy chain 1; Flags_ Precursor	Mus_musculus_sp_Q61702_ITIH1_MOUSE sp_Q61702_ITIH1_MOUSE Inter-alpha-trypsin inhibitor heavy chain H1 OS=Mus musculus OX=10090 GN=Itih1 PE=1 SV=2
OG0000125	sp|P56652.2|ITIH3_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H3; Short=ITI heavy chain H3; Short=ITI-HC3; Short=Inter-alpha-inhibitor heavy chain 3; Flags_ Precursor	Mus_musculus_sp_Q61704_ITIH3_MOUSE sp_Q61704_ITIH3_MOUSE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Mus musculus OX=10090 GN=Itih3 PE=1 SV=3
OG0000125	NP_001091485.1 inter-alpha-trypsin inhibitor heavy chain H2 precursor [Bos taurus]	Mus_musculus_sp_Q61703_ITIH2_MOUSE sp_Q61703_ITIH2_MOUSE Inter-alpha-trypsin inhibitor heavy chain H2 OS=Mus musculus OX=10090 GN=Itih2 PE=1 SV=1
OG0000125	sp|Q3T052.1|ITIH4_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H4; Short=ITI heavy chain H4; Short=ITI-HC4; Short=Inter-alpha-inhibitor heavy chain 4; Flags_ Precursor	Mus_musculus_sp_A6X935_ITIH4_MOUSE sp_A6X935_ITIH4_MOUSE Inter alpha-trypsin inhibitor_ heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=2
OG0000136	NP_001092608.1 complement C1q tumor necrosis factor-related protein 5 precursor [Bos taurus]	Mus_musculus_sp_Q8K479_C1QT5_MOUSE sp_Q8K479_C1QT5_MOUSE Complement C1q tumor necrosis factor-related protein 5 OS=Mus musculus OX=10090 GN=C1qtnf5 PE=1 SV=1
OG0000141	NP_001095646.1 CCN family member 5 precursor [Bos taurus]	Mus_musculus_sp_Q9Z0G4_CCN5_MOUSE sp_Q9Z0G4_CCN5_MOUSE CCN family member 5 OS=Mus musculus OX=10090 GN=Ccn5 PE=2 SV=1
OG0000141	DAA22835.1 TPA_ WNT1 inducible signaling pathway protein 1-like [Bos taurus]	Mus_musculus_sp_O54775_CCN4_MOUSE sp_O54775_CCN4_MOUSE CCN family member 4 OS=Mus musculus OX=10090 GN=Ccn4 PE=2 SV=1
OG0000141	NP_001029512.1 CCN family member 1 precursor [Bos taurus]	Mus_musculus_sp_P18406_CCN1_MOUSE sp_P18406_CCN1_MOUSE CCN family member 1 OS=Mus musculus OX=10090 GN=Ccn1 PE=1 SV=1
OG0000144	sp|Q27972.1|CHAD_BOVIN RecName_ Full=Chondroadherin; AltName_ Full=38 kDa bone protein; AltName_ Full=Cartilage leucine-rich protein; Contains_ RecName_ Full=Chondroadherin minor form; Flags_ Precursor	Mus_musculus_sp_O55226_CHAD_MOUSE sp_O55226_CHAD_MOUSE Chondroadherin OS=Mus musculus OX=10090 GN=Chad PE=2 SV=1
OG0000148	NP_001094653.1 transforming growth factor beta-3 proprotein [Bos taurus]	Mus_musculus_sp_P17125_TGFB3_MOUSE sp_P17125_TGFB3_MOUSE Transforming growth factor beta-3 proprotein OS=Mus musculus OX=10090 GN=Tgfb3 PE=1 SV=1
OG0000148	sp|P21214.3|TGFB2_BOVIN RecName_ Full=Transforming growth factor beta-2 proprotein; AltName_ Full=Milk growth factor; Short=MGF; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-2; Short=TGF-beta-2; Flags_ Precursor, XP_005216841.1 transforming growth factor beta-2 proprotein isoform X1 [Bos taurus]	Mus_musculus_sp_P27090_TGFB2_MOUSE sp_P27090_TGFB2_MOUSE Transforming growth factor beta-2 proprotein OS=Mus musculus OX=10090 GN=Tgfb2 PE=1 SV=2
OG0000148	sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor, sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor	Mus_musculus_sp_P04202_TGFB1_MOUSE sp_P04202_TGFB1_MOUSE Transforming growth factor beta-1 proprotein OS=Mus musculus OX=10090 GN=Tgfb1 PE=1 SV=1
OG0000150	XP_024852122.1 pappalysin-1 [Bos taurus]	Mus_musculus_sp_Q8R4K8_PAPP1_MOUSE sp_Q8R4K8_PAPP1_MOUSE Pappalysin-1 OS=Mus musculus OX=10090 GN=Pappa PE=2 SV=2
OG0000151	sp|P13384.2|IBP2_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 2; Short=IBP-2; Short=IGF-binding protein 2; Short=IGFBP-2; Flags_ Precursor	Mus_musculus_sp_P47877_IBP2_MOUSE sp_P47877_IBP2_MOUSE Insulin-like growth factor-binding protein 2 OS=Mus musculus OX=10090 GN=Igfbp2 PE=2 SV=2
OG0000151	sp|Q05716.1|IBP4_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 4; Short=IBP-4; Short=IGF-binding protein 4; Short=IGFBP-4; Flags_ Precursor	Mus_musculus_sp_P47879_IBP4_MOUSE sp_P47879_IBP4_MOUSE Insulin-like growth factor-binding protein 4 OS=Mus musculus OX=10090 GN=Igfbp4 PE=1 SV=2
OG0000151	sp|P24591.2|IBP1_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 1; Short=IBP-1; Short=IGF-binding protein 1; Short=IGFBP-1; AltName_ Full=bIGFBP-1; Flags_ Precursor	Mus_musculus_sp_P47876_IBP1_MOUSE sp_P47876_IBP1_MOUSE Insulin-like growth factor-binding protein 1 OS=Mus musculus OX=10090 GN=Igfbp1 PE=2 SV=2
OG0000151	XP_010800619.1 insulin-like growth factor-binding protein 5 isoform X1 [Bos taurus]	Mus_musculus_sp_Q07079_IBP5_MOUSE sp_Q07079_IBP5_MOUSE Insulin-like growth factor-binding protein 5 OS=Mus musculus OX=10090 GN=Igfbp5 PE=1 SV=1
OG0000154	XP_059746743.1 cartilage intermediate layer protein 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q66K08_CILP1_MOUSE sp_Q66K08_CILP1_MOUSE Cartilage intermediate layer protein 1 OS=Mus musculus OX=10090 GN=Cilp PE=1 SV=1
OG0000154	NP_001179457.1 cartilage intermediate layer protein 2 precursor [Bos taurus]	Mus_musculus_sp_D3Z7H8_CILP2_MOUSE sp_D3Z7H8_CILP2_MOUSE Cartilage intermediate layer protein 2 OS=Mus musculus OX=10090 GN=Cilp2 PE=1 SV=1
OG0000156	sp|Q5EA98.1|MFAP1_BOVIN RecName_ Full=Microfibrillar-associated protein 1; AltName_ Full=Spliceosome B complex protein MFAP1	Mus_musculus_sp_C0HKD9_MFA1B_MOUSE sp_C0HKD9_MFA1B_MOUSE Microfibrillar-associated protein 1B OS=Mus musculus OX=10090 GN=Mfap1b PE=1 SV=1
OG0000157	XP_059743779.1 LOW QUALITY PROTEIN_ extracellular matrix organizing protein FRAS1 [Bos taurus]	Mus_musculus_sp_Q80T14_FRAS1_MOUSE sp_Q80T14_FRAS1_MOUSE Extracellular matrix organizing protein FRAS1 OS=Mus musculus OX=10090 GN=Fras1 PE=1 SV=2
OG0000157	NP_001179924.1 FRAS1-related extracellular matrix protein 1 precursor [Bos taurus]	Mus_musculus_sp_Q684R7_FREM1_MOUSE sp_Q684R7_FREM1_MOUSE FRAS1-related extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Frem1 PE=1 SV=1, Mus_musculus_sp_Q684R7_FREM1_MOUSE sp_Q684R7_FREM1_MOUSE FRAS1-related extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Frem1 PE=1 SV=1
OG0000158	sp|Q32L50.2|SBSPO_BOVIN RecName_ Full=Somatomedin-B and thrombospondin type-1 domain-containing protein; AltName_ Full=RPE-spondin; Flags_ Precursor	Mus_musculus_sp_Q3UPR9_SBSPO_MOUSE sp_Q3UPR9_SBSPO_MOUSE Somatomedin-B and thrombospondin type-1 domain-containing protein OS=Mus musculus OX=10090 GN=Sbspon PE=2 SV=1
OG0000171	XP_059738228.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Bos taurus]	Mus_musculus_sp_Q9JI78_NGLY1_MOUSE sp_Q9JI78_NGLY1_MOUSE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2
OG0000181	sp|Q1RMU1.1|RSPO3_BOVIN RecName_ Full=R-spondin-3; AltName_ Full=Roof plate-specific spondin-3; Flags_ Precursor	Mus_musculus_sp_Q2TJ95_RSPO3_MOUSE sp_Q2TJ95_RSPO3_MOUSE R-spondin-3 OS=Mus musculus OX=10090 GN=Rspo3 PE=1 SV=2
OG0000182	NP_001068891.1 2_4-dienoyl-CoA reductase [_3E_-enoyl-CoA-producing]_ mitochondrial [Bos taurus]	Mus_musculus_sp_Q3UVV9_VWA3A_MOUSE sp_Q3UVV9_VWA3A_MOUSE von Willebrand factor A domain-containing protein 3A OS=Mus musculus OX=10090 GN=Vwa3a PE=2 SV=1
OG0000215	sp|Q9XS49.2|VEGFB_BOVIN RecName_ Full=Vascular endothelial growth factor B; Short=VEGF-B; AltName_ Full=VEGF-related factor; Short=VRF; Flags_ Precursor	Mus_musculus_sp_Q00731_VEGFA_MOUSE sp_Q00731_VEGFA_MOUSE Vascular endothelial growth factor A OS=Mus musculus OX=10090 GN=Vegfa PE=1 SV=2, Mus_musculus_sp_P49764_PLGF_MOUSE sp_P49764_PLGF_MOUSE Placenta growth factor OS=Mus musculus OX=10090 GN=Pgf PE=2 SV=1
OG0000215	NP_776913.1 vascular endothelial growth factor C precursor [Bos taurus]	Mus_musculus_sp_P97953_VEGFC_MOUSE sp_P97953_VEGFC_MOUSE Vascular endothelial growth factor C OS=Mus musculus OX=10090 GN=Vegfc PE=1 SV=1
OG0000216	sp|A6QLZ7.1|CRLD2_BOVIN RecName_ Full=Cysteine-rich secretory protein LCCL domain-containing 2; Flags_ Precursor	Mus_musculus_sp_Q8BZQ2_CRLD2_MOUSE sp_Q8BZQ2_CRLD2_MOUSE Cysteine-rich secretory protein LCCL domain-containing 2 OS=Mus musculus OX=10090 GN=Crispld2 PE=1 SV=1
OG0000216	NP_001094635.1 cysteine-rich secretory protein LCCL domain-containing 1 [Bos taurus]	Mus_musculus_sp_Q8CGD2_CRLD1_MOUSE sp_Q8CGD2_CRLD1_MOUSE Cysteine-rich secretory protein LCCL domain-containing 1 OS=Mus musculus OX=10090 GN=Crispld1 PE=2 SV=1
OG0000222	XP_059737934.1 leucine-rich glioma-inactivated protein 1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q9JIA1_LGI1_MOUSE sp_Q9JIA1_LGI1_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1
OG0000222	NP_001096771.1 leucine-rich repeat LGI family member 4 precursor [Bos taurus]	Mus_musculus_sp_Q8K1S1_LGI4_MOUSE sp_Q8K1S1_LGI4_MOUSE Leucine-rich repeat LGI family member 4 OS=Mus musculus OX=10090 GN=Lgi4 PE=1 SV=1
OG0000222	XP_024852014.1 leucine-rich repeat LGI family member 3 isoform X1 [Bos taurus]	Mus_musculus_sp_Q8K406_LGI3_MOUSE sp_Q8K406_LGI3_MOUSE Leucine-rich repeat LGI family member 3 OS=Mus musculus OX=10090 GN=Lgi3 PE=1 SV=1
OG0000235	XP_005225272.1 collagen alpha-1_XXVI_ chain isoform X1 [Bos taurus]	Mus_musculus_sp_Q91VF6_COQA1_MOUSE sp_Q91VF6_COQA1_MOUSE Collagen alpha-1_XXVI_ chain OS=Mus musculus OX=10090 GN=Col26a1 PE=1 SV=1
OG0000235	NP_001095337.1 EMI domain-containing protein 1 isoform 1 precursor [Bos taurus]	Mus_musculus_sp_Q91VF5_EMID1_MOUSE sp_Q91VF5_EMID1_MOUSE EMI domain-containing protein 1 OS=Mus musculus OX=10090 GN=Emid1 PE=2 SV=1, Mus_musculus_sp_Q91VF5_EMID1_MOUSE sp_Q91VF5_EMID1_MOUSE EMI domain-containing protein 1 OS=Mus musculus OX=10090 GN=Emid1 PE=2 SV=1
OG0000247	sp|P79119.1|EPYC_BOVIN RecName_ Full=Epiphycan; AltName_ Full=Dermatan sulfate proteoglycan 3; AltName_ Full=Proteoglycan-Lb; Short=PG-Lb; AltName_ Full=Small chondroitin/dermatan sulfate proteoglycan; Flags_ Precursor	Mus_musculus_sp_P70186_EPYC_MOUSE sp_P70186_EPYC_MOUSE Epiphycan OS=Mus musculus OX=10090 GN=Epyc PE=2 SV=1
OG0000247	sp|P19879.3|MIME_BOVIN RecName_ Full=Mimecan; AltName_ Full=Osteoglycin; Contains_ RecName_ Full=Corneal keratan sulfate proteoglycan 25 core protein; Short=KSPG25 protein; Contains_ RecName_ Full=Osteoinductive factor; Short=OIF; Flags_ Precursor	Mus_musculus_sp_Q62000_MIME_MOUSE sp_Q62000_MIME_MOUSE Mimecan OS=Mus musculus OX=10090 GN=Ogn PE=1 SV=1
OG0000249	XP_010801377.1 repetin [Bos taurus]	Mus_musculus_sp_P97347_RPTN_MOUSE sp_P97347_RPTN_MOUSE Repetin OS=Mus musculus OX=10090 GN=Rptn PE=2 SV=2
OG0000252	XP_024843246.1 protein kinase C-binding protein NELL1 isoform X1 [Bos taurus]	Mus_musculus_sp_Q2VWQ2_NELL1_MOUSE sp_Q2VWQ2_NELL1_MOUSE Protein kinase C-binding protein NELL1 OS=Mus musculus OX=10090 GN=Nell1 PE=2 SV=1
OG0000252	XP_059742460.1 protein kinase C-binding protein NELL2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q61220_NELL2_MOUSE sp_Q61220_NELL2_MOUSE Protein kinase C-binding protein NELL2 OS=Mus musculus OX=10090 GN=Nell2 PE=1 SV=3
OG0000261	DAA14692.1 TPA_ HtrA serine peptidase 1 [Bos taurus]	Mus_musculus_sp_Q9R118_HTRA1_MOUSE sp_Q9R118_HTRA1_MOUSE Serine protease HTRA1 OS=Mus musculus OX=10090 GN=Htra1 PE=1 SV=2
OG0000261	sp|E1BJW1.1|HTRA4_BOVIN RecName_ Full=Serine protease HTR4; AltName_ Full=High-temperature requirement factor A4; Flags_ Precursor	Mus_musculus_sp_A2RT60_HTRA4_MOUSE sp_A2RT60_HTRA4_MOUSE Serine protease HTRA4 OS=Mus musculus OX=10090 GN=Htra4 PE=2 SV=1
OG0000261	XP_024849478.1 serine protease HTRA3 [Bos taurus]	Mus_musculus_sp_Q9D236_HTRA3_MOUSE sp_Q9D236_HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3, Mus_musculus_sp_Q9D236_HTRA3_MOUSE sp_Q9D236_HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3, Mus_musculus_sp_Q9D236_HTRA3_MOUSE sp_Q9D236_HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3
OG0000268	NP_001179579.1 cytokine receptor-like factor 3 [Bos taurus]	Mus_musculus_sp_Q9Z2L7_CRLF3_MOUSE sp_Q9Z2L7_CRLF3_MOUSE Cytokine receptor-like factor 3 OS=Mus musculus OX=10090 GN=Crlf3 PE=1 SV=1
OG0000269	XP_002690971.1 gliomedin isoform X1 [Bos taurus]	Mus_musculus_sp_Q8BMF8_GLDN_MOUSE sp_Q8BMF8_GLDN_MOUSE Gliomedin OS=Mus musculus OX=10090 GN=Gldn PE=1 SV=1
OG0000281	DAA26411.1 TPA_ collagen_ type XIX_ alpha 1 [Bos taurus]	Mus_musculus_sp_Q0VF58_COJA1_MOUSE sp_Q0VF58_COJA1_MOUSE Collagen alpha-1_XIX_ chain OS=Mus musculus OX=10090 GN=Col19a1 PE=2 SV=2
OG0000281	XP_059746008.1 collagen alpha-1_IX_ chain [Bos taurus]	Mus_musculus_sp_Q05722_CO9A1_MOUSE sp_Q05722_CO9A1_MOUSE Collagen alpha-1_IX_ chain OS=Mus musculus OX=10090 GN=Col9a1 PE=2 SV=2
OG0000291	sp|Q9GMS5.1|IMPG1_BOVIN RecName_ Full=Interphotoreceptor matrix proteoglycan 1; AltName_ Full=Mucin-like glycoprotein associated with photoreceptor cells; AltName_ Full=Sialoprotein associated with cones and rods; Flags_ Precursor	Mus_musculus_sp_Q8R1W8_IMPG1_MOUSE sp_Q8R1W8_IMPG1_MOUSE Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus OX=10090 GN=Impg1 PE=1 SV=1
OG0000291	XP_059746029.1 interphotoreceptor matrix proteoglycan 2 isoform X1 [Bos taurus]	Mus_musculus_sp_Q80XH2_IMPG2_MOUSE sp_Q80XH2_IMPG2_MOUSE Interphotoreceptor matrix proteoglycan 2 OS=Mus musculus OX=10090 GN=Impg2 PE=1 SV=1
OG0000298	NP_001069431.1 insulin-like growth factor-binding protein complex acid labile subunit precursor [Bos taurus]	Mus_musculus_sp_P70389_ALS_MOUSE sp_P70389_ALS_MOUSE Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1
OG0000315	NP_001094745.1 intelectin-2 precursor [Bos taurus]	Mus_musculus_sp_O88310_ITL1A_MOUSE sp_O88310_ITL1A_MOUSE Intelectin-1a OS=Mus musculus OX=10090 GN=Itln1 PE=1 SV=1
OG0000316	NP_001192791.1 C1q-related factor precursor [Bos taurus]	Mus_musculus_sp_O88992_C1QRF_MOUSE sp_O88992_C1QRF_MOUSE C1q-related factor OS=Mus musculus OX=10090 GN=C1ql1 PE=1 SV=2
OG0000316	NP_001193093.1 complement C1q-like protein 3 precursor [Bos taurus]	Mus_musculus_sp_Q9ESN4_C1QL3_MOUSE sp_Q9ESN4_C1QL3_MOUSE Complement C1q-like protein 3 OS=Mus musculus OX=10090 GN=C1ql3 PE=1 SV=1
