Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Homo_sapiens
OG0000171	XP_059738228.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Bos taurus]	Homo_sapiens_sp_Q96IV0_NGLY1_HUMAN sp|Q96IV0|NGLY1_HUMAN Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Homo sapiens OX=9606 GN=NGLY1 PE=1 SV=1
OG0000181	NP_001099091.1 R-spondin-1 precursor [Bos taurus]	Homo_sapiens_sp_Q2MKA7_RSPO1_HUMAN sp|Q2MKA7|RSPO1_HUMAN R-spondin-1 OS=Homo sapiens OX=9606 GN=RSPO1 PE=1 SV=1
OG0000181	sp|Q1RMU1.1|RSPO3_BOVIN RecName_ Full=R-spondin-3; AltName_ Full=Roof plate-specific spondin-3; Flags_ Precursor	Homo_sapiens_sp_Q9BXY4_RSPO3_HUMAN sp|Q9BXY4|RSPO3_HUMAN R-spondin-3 OS=Homo sapiens OX=9606 GN=RSPO3 PE=1 SV=1
OG0000182	NP_001068891.1 2_4-dienoyl-CoA reductase [_3E_-enoyl-CoA-producing]_ mitochondrial [Bos taurus]	Homo_sapiens_sp_A6NCI4_VWA3A_HUMAN sp|A6NCI4|VWA3A_HUMAN von Willebrand factor A domain-containing protein 3A OS=Homo sapiens OX=9606 GN=VWA3A PE=2 SV=3
OG0000202	NP_001192227.2 cysteine-rich motor neuron 1 protein precursor [Bos taurus]	Homo_sapiens_sp_Q9NZV1_CRIM1_HUMAN sp|Q9NZV1|CRIM1_HUMAN Cysteine-rich motor neuron 1 protein OS=Homo sapiens OX=9606 GN=CRIM1 PE=1 SV=1
OG0000214	sp|Q5EA76.1|INT14_BOVIN RecName_ Full=Integrator complex subunit 14; AltName_ Full=von Willebrand factor A domain-containing protein 9	Homo_sapiens_sp_Q96SY0_INT14_HUMAN sp|Q96SY0|INT14_HUMAN Integrator complex subunit 14 OS=Homo sapiens OX=9606 GN=INTS14 PE=1 SV=2
OG0000215	sp|Q9XS49.2|VEGFB_BOVIN RecName_ Full=Vascular endothelial growth factor B; Short=VEGF-B; AltName_ Full=VEGF-related factor; Short=VRF; Flags_ Precursor	Homo_sapiens_sp_P15692_VEGFA_HUMAN sp|P15692|VEGFA_HUMAN Vascular endothelial growth factor A_ long form OS=Homo sapiens OX=9606 GN=VEGFA PE=1 SV=3
OG0000215	NP_776913.1 vascular endothelial growth factor C precursor [Bos taurus]	Homo_sapiens_sp_P49767_VEGFC_HUMAN sp|P49767|VEGFC_HUMAN Vascular endothelial growth factor C OS=Homo sapiens OX=9606 GN=VEGFC PE=1 SV=1
OG0000216	sp|A6QLZ7.1|CRLD2_BOVIN RecName_ Full=Cysteine-rich secretory protein LCCL domain-containing 2; Flags_ Precursor	Homo_sapiens_sp_Q9H0B8_CRLD2_HUMAN sp|Q9H0B8|CRLD2_HUMAN Cysteine-rich secretory protein LCCL domain-containing 2 OS=Homo sapiens OX=9606 GN=CRISPLD2 PE=2 SV=1
OG0000216	NP_001094635.1 cysteine-rich secretory protein LCCL domain-containing 1 [Bos taurus]	Homo_sapiens_sp_Q9H336_CRLD1_HUMAN sp|Q9H336|CRLD1_HUMAN Cysteine-rich secretory protein LCCL domain-containing 1 OS=Homo sapiens OX=9606 GN=CRISPLD1 PE=2 SV=1
OG0000222	XP_059737934.1 leucine-rich glioma-inactivated protein 1 isoform X1 [Bos taurus]	Homo_sapiens_sp_O95970_LGI1_HUMAN sp|O95970|LGI1_HUMAN Leucine-rich glioma-inactivated protein 1 OS=Homo sapiens OX=9606 GN=LGI1 PE=1 SV=1
OG0000222	NP_001096771.1 leucine-rich repeat LGI family member 4 precursor [Bos taurus]	Homo_sapiens_sp_Q8N135_LGI4_HUMAN sp|Q8N135|LGI4_HUMAN Leucine-rich repeat LGI family member 4 OS=Homo sapiens OX=9606 GN=LGI4 PE=1 SV=1
OG0000222	NP_001179745.1 leucine-rich repeat LGI family member 2 precursor [Bos taurus]	Homo_sapiens_sp_Q8N0V4_LGI2_HUMAN sp|Q8N0V4|LGI2_HUMAN Leucine-rich repeat LGI family member 2 OS=Homo sapiens OX=9606 GN=LGI2 PE=2 SV=1
OG0000235	XP_005225272.1 collagen alpha-1_XXVI_ chain isoform X1 [Bos taurus]	Homo_sapiens_sp_Q96A83_COQA1_HUMAN sp|Q96A83|COQA1_HUMAN Collagen alpha-1_XXVI_ chain OS=Homo sapiens OX=9606 GN=COL26A1 PE=1 SV=1
OG0000235	NP_001095337.1 EMI domain-containing protein 1 isoform 1 precursor [Bos taurus]	Homo_sapiens_sp_Q96A84_EMID1_HUMAN sp|Q96A84|EMID1_HUMAN EMI domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EMID1 PE=2 SV=1
OG0000236	XP_059737173.1 platelet-derived growth factor subunit A isoform X1 [Bos taurus]	Homo_sapiens_sp_P04085_PDGFA_HUMAN sp|P04085|PDGFA_HUMAN Platelet-derived growth factor subunit A OS=Homo sapiens OX=9606 GN=PDGFA PE=1 SV=1
OG0000243	DAA23895.1 TPA_ interleukin 17D-like [Bos taurus]	Homo_sapiens_sp_Q8TAD2_IL17D_HUMAN sp|Q8TAD2|IL17D_HUMAN Interleukin-17D OS=Homo sapiens OX=9606 GN=IL17D PE=2 SV=1
OG0000247	sp|P79119.1|EPYC_BOVIN RecName_ Full=Epiphycan; AltName_ Full=Dermatan sulfate proteoglycan 3; AltName_ Full=Proteoglycan-Lb; Short=PG-Lb; AltName_ Full=Small chondroitin/dermatan sulfate proteoglycan; Flags_ Precursor	Homo_sapiens_sp_Q99645_EPYC_HUMAN sp|Q99645|EPYC_HUMAN Epiphycan OS=Homo sapiens OX=9606 GN=EPYC PE=2 SV=3
OG0000247	sp|P58874.2|OPT_BOVIN RecName_ Full=Opticin; AltName_ Full=Oculoglycan; Flags_ Precursor, XP_059731231.1 opticin isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9UBM4_OPT_HUMAN sp|Q9UBM4|OPT_HUMAN Opticin OS=Homo sapiens OX=9606 GN=OPTC PE=1 SV=1
OG0000247	sp|P19879.3|MIME_BOVIN RecName_ Full=Mimecan; AltName_ Full=Osteoglycin; Contains_ RecName_ Full=Corneal keratan sulfate proteoglycan 25 core protein; Short=KSPG25 protein; Contains_ RecName_ Full=Osteoinductive factor; Short=OIF; Flags_ Precursor	Homo_sapiens_sp_P20774_MIME_HUMAN sp|P20774|MIME_HUMAN Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1
OG0000249	XP_010801377.1 repetin [Bos taurus]	Homo_sapiens_sp_P80511_S10AC_HUMAN sp|P80511|S10AC_HUMAN Protein S100-A12 OS=Homo sapiens OX=9606 GN=S100A12 PE=1 SV=2
OG0000252	XP_024843246.1 protein kinase C-binding protein NELL1 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q92832_NELL1_HUMAN sp|Q92832|NELL1_HUMAN Protein kinase C-binding protein NELL1 OS=Homo sapiens OX=9606 GN=NELL1 PE=1 SV=4
OG0000252	XP_059742460.1 protein kinase C-binding protein NELL2 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q99435_NELL2_HUMAN sp|Q99435|NELL2_HUMAN Protein kinase C-binding protein NELL2 OS=Homo sapiens OX=9606 GN=NELL2 PE=1 SV=1
OG0000261	DAA14692.1 TPA_ HtrA serine peptidase 1 [Bos taurus]	Homo_sapiens_sp_Q92743_HTRA1_HUMAN sp|Q92743|HTRA1_HUMAN Serine protease HTRA1 OS=Homo sapiens OX=9606 GN=HTRA1 PE=1 SV=1
OG0000261	sp|E1BJW1.1|HTRA4_BOVIN RecName_ Full=Serine protease HTR4; AltName_ Full=High-temperature requirement factor A4; Flags_ Precursor	Homo_sapiens_sp_P83105_HTRA4_HUMAN sp|P83105|HTRA4_HUMAN Serine protease HTRA4 OS=Homo sapiens OX=9606 GN=HTRA4 PE=1 SV=1
OG0000261	XP_024849478.1 serine protease HTRA3 [Bos taurus]	Homo_sapiens_sp_P83110_HTRA3_HUMAN sp|P83110|HTRA3_HUMAN Serine protease HTRA3 OS=Homo sapiens OX=9606 GN=HTRA3 PE=1 SV=2
OG0000268	NP_001179579.1 cytokine receptor-like factor 3 [Bos taurus]	Homo_sapiens_sp_Q8IUI8_CRLF3_HUMAN sp|Q8IUI8|CRLF3_HUMAN Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2
OG0000271	XP_003586358.2 pro-neuregulin-2_ membrane-bound isoform isoform X1 [Bos taurus]	Homo_sapiens_sp_O14511_NRG2_HUMAN sp|O14511|NRG2_HUMAN Pro-neuregulin-2_ membrane-bound isoform OS=Homo sapiens OX=9606 GN=NRG2 PE=1 SV=1
OG0000271	XP_024841944.1 pro-neuregulin-1_ membrane-bound isoform isoform X1 [Bos taurus]	Homo_sapiens_sp_Q02297_NRG1_HUMAN sp|Q02297|NRG1_HUMAN Pro-neuregulin-1_ membrane-bound isoform OS=Homo sapiens OX=9606 GN=NRG1 PE=1 SV=3
OG0000277	NP_001094702.1 carboxypeptidase N subunit 2 precursor [Bos taurus]	Homo_sapiens_sp_P22792_CPN2_HUMAN sp|P22792|CPN2_HUMAN Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3
OG0000281	DAA26411.1 TPA_ collagen_ type XIX_ alpha 1 [Bos taurus]	Homo_sapiens_sp_Q14993_COJA1_HUMAN sp|Q14993|COJA1_HUMAN Collagen alpha-1_XIX_ chain OS=Homo sapiens OX=9606 GN=COL19A1 PE=1 SV=3
OG0000281	XP_059746008.1 collagen alpha-1_IX_ chain [Bos taurus]	Homo_sapiens_sp_P20849_CO9A1_HUMAN sp|P20849|CO9A1_HUMAN Collagen alpha-1_IX_ chain OS=Homo sapiens OX=9606 GN=COL9A1 PE=1 SV=3
OG0000283	NP_001040050.1 C-C motif chemokine 14 precursor [Bos taurus]	Homo_sapiens_sp_Q16627_CCL14_HUMAN sp|Q16627|CCL14_HUMAN C-C motif chemokine 14 OS=Homo sapiens OX=9606 GN=CCL14 PE=1 SV=1
OG0000291	XP_059746029.1 interphotoreceptor matrix proteoglycan 2 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9BZV3_IMPG2_HUMAN sp|Q9BZV3|IMPG2_HUMAN Interphotoreceptor matrix proteoglycan 2 OS=Homo sapiens OX=9606 GN=IMPG2 PE=1 SV=3
OG0000298	NP_001069431.1 insulin-like growth factor-binding protein complex acid labile subunit precursor [Bos taurus]	Homo_sapiens_sp_P35858_ALS_HUMAN sp|P35858|ALS_HUMAN Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1
OG0000315	NP_001094745.1 intelectin-2 precursor [Bos taurus]	Homo_sapiens_sp_Q8WWA0_ITLN1_HUMAN sp|Q8WWA0|ITLN1_HUMAN Intelectin-1 OS=Homo sapiens OX=9606 GN=ITLN1 PE=1 SV=1, Homo_sapiens_sp_Q8WWU7_ITLN2_HUMAN sp|Q8WWU7|ITLN2_HUMAN Intelectin-2 OS=Homo sapiens OX=9606 GN=ITLN2 PE=2 SV=1
OG0000316	NP_001192765.1 complement C1q-like protein 2 precursor [Bos taurus]	Homo_sapiens_sp_Q7Z5L3_C1QL2_HUMAN sp|Q7Z5L3|C1QL2_HUMAN Complement C1q-like protein 2 OS=Homo sapiens OX=9606 GN=C1QL2 PE=2 SV=2
OG0000343	XP_059744482.1 cytokine receptor-like factor 1 isoform X1 [Bos taurus]	Homo_sapiens_sp_O75462_CRLF1_HUMAN sp|O75462|CRLF1_HUMAN Cytokine receptor-like factor 1 OS=Homo sapiens OX=9606 GN=CRLF1 PE=1 SV=1
OG0000344	sp|Q58D84.1|FSTL1_BOVIN RecName_ Full=Follistatin-related protein 1; AltName_ Full=Follistatin-like protein 1; Flags_ Precursor	Homo_sapiens_sp_Q12841_FSTL1_HUMAN sp|Q12841|FSTL1_HUMAN Follistatin-related protein 1 OS=Homo sapiens OX=9606 GN=FSTL1 PE=1 SV=1
OG0000348	XP_024844360.1 nyctalopin [Bos taurus]	Homo_sapiens_sp_Q9GZU5_NYX_HUMAN sp|Q9GZU5|NYX_HUMAN Nyctalopin OS=Homo sapiens OX=9606 GN=NYX PE=1 SV=1
OG0000350	NP_001193739.1 thrombospondin-type laminin G domain and EAR repeat-containing protein precursor [Bos taurus]	Homo_sapiens_sp_Q8WU66_TSEAR_HUMAN sp|Q8WU66|TSEAR_HUMAN Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Homo sapiens OX=9606 GN=TSPEAR PE=1 SV=2
OG0000351	NP_786968.2 kininogen-1 isoform I precursor [Bos taurus], sp|P01044.1|KNG1_BOVIN RecName_ Full=Kininogen-1; AltName_ Full=Kininogen I; AltName_ Full=Thiol proteinase inhibitor; Contains_ RecName_ Full=Kininogen-1 heavy chain; Contains_ RecName_ Full=Bradykinin; AltName_ Full=Kallidin I; Contains_ RecName_ Full=Lysyl-bradykinin; AltName_ Full=Kallidin II; Contains_ RecName_ Full=Kininogen-1 light chain; Flags_ Precursor	Homo_sapiens_sp_P01042_KNG1_HUMAN sp|P01042|KNG1_HUMAN Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2
OG0000353	XP_002689082.4 collagen alpha-1_XXIII_ chain [Bos taurus]	Homo_sapiens_sp_Q86Y22_CONA1_HUMAN sp|Q86Y22|CONA1_HUMAN Collagen alpha-1_XXIII_ chain OS=Homo sapiens OX=9606 GN=COL23A1 PE=1 SV=1
OG0000370	NP_001076878.1 complement C1q tumor necrosis factor-related protein 1 precursor [Bos taurus]	Homo_sapiens_sp_Q9BXJ1_C1QT1_HUMAN sp|Q9BXJ1|C1QT1_HUMAN Complement C1q tumor necrosis factor-related protein 1 OS=Homo sapiens OX=9606 GN=C1QTNF1 PE=1 SV=1
OG0000392	XP_024848565.1 chondroadherin-like protein [Bos taurus]	Homo_sapiens_sp_Q6NUI6_CHADL_HUMAN sp|Q6NUI6|CHADL_HUMAN Chondroadherin-like protein OS=Homo sapiens OX=9606 GN=CHADL PE=1 SV=2
OG0000394	NP_001029474.1 SPARC-like protein 1 precursor [Bos taurus], NP_001029474.1 SPARC-like protein 1 precursor [Bos taurus]	Homo_sapiens_sp_Q14515_SPRL1_HUMAN sp|Q14515|SPRL1_HUMAN SPARC-like protein 1 OS=Homo sapiens OX=9606 GN=SPARCL1 PE=1 SV=2
OG0000395	XP_015327548.1 persephin [Bos taurus]	Homo_sapiens_sp_Q99748_NRTN_HUMAN sp|Q99748|NRTN_HUMAN Neurturin OS=Homo sapiens OX=9606 GN=NRTN PE=1 SV=1
OG0000396	sp|O77482.1|IL1RA_BOVIN RecName_ Full=Interleukin-1 receptor antagonist protein; Short=IL-1RN; Short=IL-1ra; Short=IRAP; AltName_ Full=IL1 inhibitor; Flags_ Precursor	Homo_sapiens_sp_P18510_IL1RA_HUMAN sp|P18510|IL1RA_HUMAN Interleukin-1 receptor antagonist protein OS=Homo sapiens OX=9606 GN=IL1RN PE=1 SV=1
OG0000397	XP_024848972.1 C-X-C motif chemokine 11 isoform X1 [Bos taurus]	Homo_sapiens_sp_P02778_CXL10_HUMAN sp|P02778|CXL10_HUMAN C-X-C motif chemokine 10 OS=Homo sapiens OX=9606 GN=CXCL10 PE=1 SV=2
OG0000411	XP_059743957.1 interleukin-17B isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9UHF5_IL17B_HUMAN sp|Q9UHF5|IL17B_HUMAN Interleukin-17B OS=Homo sapiens OX=9606 GN=IL17B PE=2 SV=1
OG0000413	DAA17578.1 TPA_ chondroitin sulfate proteoglycan 4-like [Bos taurus]	Homo_sapiens_sp_Q6UVK1_CSPG4_HUMAN sp|Q6UVK1|CSPG4_HUMAN Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2
OG0000422	XP_024852897.1 fibronectin type III domain-containing protein 1 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q4ZHG4_FNDC1_HUMAN sp|Q4ZHG4|FNDC1_HUMAN Fibronectin type III domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FNDC1 PE=2 SV=4
OG0000422	XP_059746026.1 target of Nesh-SH3 isoform X8 [Bos taurus]	Homo_sapiens_sp_Q7Z7G0_TARSH_HUMAN sp|Q7Z7G0|TARSH_HUMAN Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=2
OG0000431	XP_059730408.1 extracellular sulfatase Sulf-1 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q8IWU6_SULF1_HUMAN sp|Q8IWU6|SULF1_HUMAN Extracellular sulfatase Sulf-1 OS=Homo sapiens OX=9606 GN=SULF1 PE=1 SV=1
OG0000431	XP_015329654.1 extracellular sulfatase Sulf-2 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q8IWU5_SULF2_HUMAN sp|Q8IWU5|SULF2_HUMAN Extracellular sulfatase Sulf-2 OS=Homo sapiens OX=9606 GN=SULF2 PE=1 SV=1
OG0000433	XP_024833386.1 platelet-derived growth factor C isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9NRA1_PDGFC_HUMAN sp|Q9NRA1|PDGFC_HUMAN Platelet-derived growth factor C OS=Homo sapiens OX=9606 GN=PDGFC PE=1 SV=2
OG0000433	XP_005215787.1 platelet-derived growth factor D isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9GZP0_PDGFD_HUMAN sp|Q9GZP0|PDGFD_HUMAN Platelet-derived growth factor D OS=Homo sapiens OX=9606 GN=PDGFD PE=1 SV=1
OG0000447	XP_024831766.1 proteoglycan 4 isoform X3 [Bos taurus]	Homo_sapiens_sp_Q92954_PRG4_HUMAN sp|Q92954|PRG4_HUMAN Proteoglycan 4 OS=Homo sapiens OX=9606 GN=PRG4 PE=1 SV=3
OG0000450	XP_059741379.1 reelin isoform X1 [Bos taurus]	Homo_sapiens_sp_P78509_RELN_HUMAN sp|P78509|RELN_HUMAN Reelin OS=Homo sapiens OX=9606 GN=RELN PE=1 SV=3
OG0000464	XP_005221661.1 complement C1q tumor necrosis factor-related protein 3 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9BXJ4_C1QT3_HUMAN sp|Q9BXJ4|C1QT3_HUMAN Complement C1q tumor necrosis factor-related protein 3 OS=Homo sapiens OX=9606 GN=C1QTNF3 PE=1 SV=1
OG0000471	sp|Q0II24.1|C1QT9_BOVIN RecName_ Full=Complement C1q and tumor necrosis factor-related protein 9; Flags_ Precursor	Homo_sapiens_sp_P0C862_C1T9A_HUMAN sp|P0C862|C1T9A_HUMAN Complement C1q and tumor necrosis factor-related protein 9A OS=Homo sapiens OX=9606 GN=C1QTNF9 PE=1 SV=1
OG0000472	XP_024847308.1 C-type lectin domain family 12 member A isoform X1 [Bos taurus]	Homo_sapiens_sp_Q5QGZ9_CL12A_HUMAN sp|Q5QGZ9|CL12A_HUMAN C-type lectin domain family 12 member A OS=Homo sapiens OX=9606 GN=CLEC12A PE=1 SV=3
OG0000472	XP_059742720.1 C-type lectin domain family 12 member B isoform X1 [Bos taurus]	Homo_sapiens_sp_Q2HXU8_CL12B_HUMAN sp|Q2HXU8|CL12B_HUMAN C-type lectin domain family 12 member B OS=Homo sapiens OX=9606 GN=CLEC12B PE=1 SV=1
OG0000473	XP_059742987.1 protein phosphatase 1 regulatory subunit 29 [Bos taurus]	Homo_sapiens_sp_Q5R3F8_PPR29_HUMAN sp|Q5R3F8|PPR29_HUMAN Protein phosphatase 1 regulatory subunit 29 OS=Homo sapiens OX=9606 GN=ELFN2 PE=1 SV=1
OG0000474	XP_002688397.1 platelet basic protein [Bos taurus]	Homo_sapiens_sp_P02775_CXCL7_HUMAN sp|P02775|CXCL7_HUMAN Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3
OG0000474	DAA28557.1 TPA_ chemokine _C-X-C motif_ ligand 2 [Bos taurus], NP_001039978.1 chemokine _C-X-C motif_ ligand 3 precursor [Bos taurus], NP_783631.2 growth-regulated protein homolog alpha precursor [Bos taurus]	Homo_sapiens_sp_P09341_GROA_HUMAN sp|P09341|GROA_HUMAN Growth-regulated alpha protein OS=Homo sapiens OX=9606 GN=CXCL1 PE=1 SV=1, Homo_sapiens_sp_P19875_CXCL2_HUMAN sp|P19875|CXCL2_HUMAN C-X-C motif chemokine 2 OS=Homo sapiens OX=9606 GN=CXCL2 PE=1 SV=1
OG0000516	DAA15921.1 TPA_ KIAA1983 protein-like [Bos taurus]	Homo_sapiens_sp_Q6UXH8_CCBE1_HUMAN sp|Q6UXH8|CCBE1_HUMAN Collagen and calcium-binding EGF domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CCBE1 PE=1 SV=1
OG0000519	XP_010814280.1 tumor necrosis factor ligand superfamily member 12 isoform X1 [Bos taurus]	Homo_sapiens_sp_O43508_TNF12_HUMAN sp|O43508|TNF12_HUMAN Tumor necrosis factor ligand superfamily member 12 OS=Homo sapiens OX=9606 GN=TNFSF12 PE=1 SV=1
OG0000522	NP_001192972.2 left-right determination factor 2 precursor [Bos taurus]	Homo_sapiens_sp_O00292_LFTY2_HUMAN sp|O00292|LFTY2_HUMAN Left-right determination factor 2 OS=Homo sapiens OX=9606 GN=LEFTY2 PE=1 SV=2, Homo_sapiens_sp_O75610_LFTY1_HUMAN sp|O75610|LFTY1_HUMAN Left-right determination factor 1 OS=Homo sapiens OX=9606 GN=LEFTY1 PE=2 SV=1
OG0000529	AZN28853.1 S100 calcium binding protein A9 [Bos taurus], sp|P28783.3|S10A9_BOVIN RecName_ Full=Protein S100-A9; AltName_ Full=BEE22; AltName_ Full=Calgranulin-B; AltName_ Full=Neutrophil cytosolic 23 kDa protein; Short=p23; AltName_ Full=S100 calcium-binding protein A9, NP_001039793.1 protein S100-A9 [Bos taurus], NP_001039793.1 protein S100-A9 [Bos taurus]	Homo_sapiens_sp_P06702_S10A9_HUMAN sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1
OG0000590	NP_001179363.1 EMILIN-1 precursor [Bos taurus]	Homo_sapiens_sp_Q9Y6C2_EMIL1_HUMAN sp|Q9Y6C2|EMIL1_HUMAN EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3
OG0000623	NP_001137337.1 collagen alpha-1_VI_ chain precursor [Bos taurus]	Homo_sapiens_sp_P12109_CO6A1_HUMAN sp|P12109|CO6A1_HUMAN Collagen alpha-1_VI_ chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3
OG0000628	NP_001039642.1 leucine-rich alpha-2-glycoprotein precursor [Bos taurus]	Homo_sapiens_sp_P02750_A2GL_HUMAN sp|P02750|A2GL_HUMAN Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2
OG0000682	sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor, sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor, sp|P04985.1|ELN_BOVIN RecName_ Full=Elastin; AltName_ Full=Tropoelastin; Flags_ Precursor	Homo_sapiens_sp_P15502_ELN_HUMAN sp|P15502|ELN_HUMAN Elastin OS=Homo sapiens OX=9606 GN=ELN PE=1 SV=4
OG0000683	XP_005224216.2 EMILIN-2 isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9BXX0_EMIL2_HUMAN sp|Q9BXX0|EMIL2_HUMAN EMILIN-2 OS=Homo sapiens OX=9606 GN=EMILIN2 PE=1 SV=3
OG0000684	XP_005206262.1 insulin-like growth factor-binding protein 6 isoform X1 [Bos taurus]	Homo_sapiens_sp_P24592_IBP6_HUMAN sp|P24592|IBP6_HUMAN Insulin-like growth factor-binding protein 6 OS=Homo sapiens OX=9606 GN=IGFBP6 PE=1 SV=1
OG0000685	NP_001029784.1 hemopexin precursor [Bos taurus], sp|Q3SZV7.1|HEMO_BOVIN RecName_ Full=Hemopexin; Flags_ Precursor	Homo_sapiens_sp_P02790_HEMO_HUMAN sp|P02790|HEMO_HUMAN Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2
OG0000686	NP_001091941.1 proteoglycan 3 precursor [Bos taurus]	Homo_sapiens_sp_P13727_PRG2_HUMAN sp|P13727|PRG2_HUMAN Bone marrow proteoglycan OS=Homo sapiens OX=9606 GN=PRG2 PE=1 SV=2, Homo_sapiens_sp_Q9Y2Y8_PRG3_HUMAN sp|Q9Y2Y8|PRG3_HUMAN Proteoglycan 3 OS=Homo sapiens OX=9606 GN=PRG3 PE=1 SV=2
OG0000687	NP_776565.1 pigment epithelium-derived factor precursor [Bos taurus], sp|Q95121.1|PEDF_BOVIN RecName_ Full=Pigment epithelium-derived factor; Short=PEDF; AltName_ Full=Serpin F1; Flags_ Precursor	Homo_sapiens_sp_P36955_PEDF_HUMAN sp|P36955|PEDF_HUMAN Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4
OG0000688	sp|Q2KJH6.1|SERPH_BOVIN RecName_ Full=Serpin H1; AltName_ Full=Collagen-binding protein; Short=Colligin; Flags_ Precursor	Homo_sapiens_sp_P50454_SERPH_HUMAN sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2
OG0000689	XP_005226672.1 stromal cell-derived factor 1 isoform X1 [Bos taurus]	Homo_sapiens_sp_P48061_SDF1_HUMAN sp|P48061|SDF1_HUMAN Stromal cell-derived factor 1 OS=Homo sapiens OX=9606 GN=CXCL12 PE=1 SV=1
OG0000691	sp|A6QL48.1|IL34_BOVIN RecName_ Full=Interleukin-34; Short=IL-34; Flags_ Precursor	Homo_sapiens_sp_Q6ZMJ4_IL34_HUMAN sp|Q6ZMJ4|IL34_HUMAN Interleukin-34 OS=Homo sapiens OX=9606 GN=IL34 PE=1 SV=1
OG0000851	XP_005225581.2 collagen alpha-1_XVII_ chain isoform X1 [Bos taurus]	Homo_sapiens_sp_Q9UMD9_COHA1_HUMAN sp|Q9UMD9|COHA1_HUMAN Collagen alpha-1_XVII_ chain OS=Homo sapiens OX=9606 GN=COL17A1 PE=1 SV=3
OG0000852	XP_059743733.1 collagen alpha-2_VI_ chain isoform X1 [Bos taurus]	Homo_sapiens_sp_P12110_CO6A2_HUMAN sp|P12110|CO6A2_HUMAN Collagen alpha-2_VI_ chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4
OG0000853	NP_001094646.1 collagen alpha-1_VIII_ chain precursor [Bos taurus]	Homo_sapiens_sp_P27658_CO8A1_HUMAN sp|P27658|CO8A1_HUMAN Collagen alpha-1_VIII_ chain OS=Homo sapiens OX=9606 GN=COL8A1 PE=1 SV=2
OG0000854	XP_010801982.2 collagen alpha-2_VIII_ chain isoform X1 [Bos taurus]	Homo_sapiens_sp_P25067_CO8A2_HUMAN sp|P25067|CO8A2_HUMAN Collagen alpha-2_VIII_ chain OS=Homo sapiens OX=9606 GN=COL8A2 PE=1 SV=2
OG0000855	DAA31161.1 TPA_ collagen_ type IX_ alpha 2 [Bos taurus]	Homo_sapiens_sp_Q14055_CO9A2_HUMAN sp|Q14055|CO9A2_HUMAN Collagen alpha-2_IX_ chain OS=Homo sapiens OX=9606 GN=COL9A2 PE=1 SV=2
