Orthogroup	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Danio_rerio
OG0000078	sp|P01035.2|CYTC_BOVIN RecName_ Full=Cystatin-C; AltName_ Full=Colostrum thiol proteinase inhibitor; AltName_ Full=Cystatin-3; Flags_ Precursor	Danio_rerio_tr_B8A4C9_B8A4C9_DANRE tr|B8A4C9|B8A4C9_DANRE Cystatin C _amyloid angiopathy and cerebral hemorrhage_ OS=Danio rerio OX=7955 GN=fb51d07 PE=4 SV=1
OG0000080	sp|O97563.2|TIMP4_BOVIN RecName_ Full=Metalloproteinase inhibitor 4; AltName_ Full=Tissue inhibitor of metalloproteinases 4; Short=TIMP-4; Flags_ Precursor	Danio_rerio_tr_Q6NUX9_Q6NUX9_DANRE tr|Q6NUX9|Q6NUX9_DANRE TIMP metallopeptidase inhibitor 2b OS=Danio rerio OX=7955 GN=timp2l PE=2 SV=1
OG0000080	sp|P20414.1|TIMP1_BOVIN RecName_ Full=Metalloproteinase inhibitor 1; AltName_ Full=Embryogenin-1; Short=EG-1; AltName_ Full=Tissue inhibitor of metalloproteinases 1; Short=TIMP-1; Flags_ Precursor	Danio_rerio_tr_A0A0R4IT47_A0A0R4IT47_DANRE tr|A0A0R4IT47|A0A0R4IT47_DANRE TIMP metallopeptidase inhibitor 4_ tandem duplicate 3 OS=Danio rerio OX=7955 GN=timp4 PE=3 SV=1
OG0000081	sp|Q2KIT5.1|CREL2_BOVIN RecName_ Full=Protein disulfide isomerase CRELD2; AltName_ Full=Cysteine-rich with EGF-like domain protein 2; Flags_ Precursor, sp|Q5EA46.1|CREL1_BOVIN RecName_ Full=Protein disulfide isomerase CRELD1; AltName_ Full=Cysteine-rich with EGF-like domain protein 1; Flags_ Precursor	Danio_rerio_sp_Q7SXF6_CREL2_DANRE sp|Q7SXF6|CREL2_DANRE Cysteine-rich with EGF-like domain protein 2 OS=Danio rerio OX=7955 GN=creld2 PE=2 SV=2
OG0000083	NP_001193181.1 hyaluronidase-3 precursor [Bos taurus]	Danio_rerio_tr_A0A8M1NJV4_A0A8M1NJV4_DANRE tr|A0A8M1NJV4|A0A8M1NJV4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=si_dkey-20d21.13 PE=3 SV=1
OG0000083	XP_059741399.1 sperm adhesion molecule 1 isoform X1 [Bos taurus]	Danio_rerio_tr_A1L264_A1L264_DANRE tr|A1L264|A1L264_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158668 PE=2 SV=1
OG0000083	XP_003586042.1 hyaluronidase-4 [Bos taurus]	Danio_rerio_tr_X1WD16_X1WD16_DANRE tr|X1WD16|X1WD16_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=LOC108181664 PE=3 SV=1
OG0000083	sp|Q8SQG8.1|HYAL2_BOVIN RecName_ Full=Hyaluronidase-2; Short=Hyal-2; AltName_ Full=Hyaluronoglucosaminidase-2; Flags_ Precursor	Danio_rerio_tr_A1L235_A1L235_DANRE tr|A1L235|A1L235_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158626 PE=2 SV=1, Danio_rerio_tr_A0A8M3ATS4_A0A8M3ATS4_DANRE tr|A0A8M3ATS4|A0A8M3ATS4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal2a PE=3 SV=1
OG0000084	NP_001178214.2 collagen alpha-1_XV_ chain precursor [Bos taurus], XP_024830782.1 collagen alpha-1_XVIII_ chain isoform X1 [Bos taurus]	Danio_rerio_tr_B0S8G5_B0S8G5_DANRE tr|B0S8G5|B0S8G5_DANRE Col18a1 protein OS=Danio rerio OX=7955 GN=col18a1 PE=1 SV=1
OG0000088	NP_001039622.1 spondin-2 precursor [Bos taurus]	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1
OG0000088	sp|Q9GLX9.1|SPON1_BOVIN RecName_ Full=Spondin-1; AltName_ Full=F-spondin; AltName_ Full=Vascular smooth muscle cell growth-promoting factor; Flags_ Precursor	Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1
OG0000089	DAA33329.1 TPA_ chordin-like [Bos taurus]	Danio_rerio_tr_F1QKY4_F1QKY4_DANRE tr|F1QKY4|F1QKY4_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=3 SV=1, Danio_rerio_sp_O57472_CHRD_DANRE sp|O57472|CHRD_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=2 SV=1
OG0000089	XP_059739242.1 chordin-like protein 1 isoform X8 [Bos taurus], XP_005216309.1 chordin-like protein 2 isoform X1 [Bos taurus]	Danio_rerio_tr_B4XEZ3_B4XEZ3_DANRE tr|B4XEZ3|B4XEZ3_DANRE Chordin-like 2 OS=Danio rerio OX=7955 GN=CHL PE=2 SV=1
OG0000090	DAA28318.1 TPA_ KIAA1926 protein-like [Bos taurus]	Danio_rerio_tr_Q1LV25_Q1LV25_DANRE tr|Q1LV25|Q1LV25_DANRE Hyaluronan and proteoglycan link protein 4 OS=Danio rerio OX=7955 GN=si_dkey-19f23.2 PE=4 SV=1
OG0000090	sp|P55252.1|HPLN1_BOVIN RecName_ Full=Hyaluronan and proteoglycan link protein 1; AltName_ Full=Cartilage-linking protein 1; Short=Cartilage-link protein; AltName_ Full=Proteoglycan link protein; Flags_ Precursor	Danio_rerio_tr_Q1LXE1_Q1LXE1_DANRE tr|Q1LXE1|Q1LXE1_DANRE Hyaluronan and proteoglycan link protein 1 isoform 1 precursor OS=Danio rerio OX=7955 GN=crtl1 PE=1 SV=1, Danio_rerio_tr_B3DIH3_B3DIH3_DANRE tr|B3DIH3|B3DIH3_DANRE Hapln1a protein OS=Danio rerio OX=7955 GN=crtl1 PE=1 SV=1, Danio_rerio_tr_E7FBW8_E7FBW8_DANRE tr|E7FBW8|E7FBW8_DANRE Hyaluronan and proteoglycan link protein 1 OS=Danio rerio OX=7955 GN=hapln1b PE=4 SV=1
OG0000090	NP_001092451.1 hyaluronan and proteoglycan link protein 3 precursor [Bos taurus]	Danio_rerio_tr_Q6NV41_Q6NV41_DANRE tr|Q6NV41|Q6NV41_DANRE Hyaluronan and proteoglycan link protein 3 OS=Danio rerio OX=7955 GN=zgc_85609 PE=2 SV=1
OG0000090	XP_005203761.1 hyaluronan and proteoglycan link protein 2 isoform X1 [Bos taurus]	Danio_rerio_tr_A4JYQ1_A4JYQ1_DANRE tr|A4JYQ1|A4JYQ1_DANRE Hyaluronan and proteoglycan link protein 2 precursor OS=Danio rerio OX=7955 GN=wu_fj51g03 PE=2 SV=1
OG0000095	XP_024852606.1 SPARC-related modular calcium-binding protein 2 isoform X1 [Bos taurus], XP_005212006.1 SPARC-related modular calcium-binding protein 1 isoform X1 [Bos taurus]	Danio_rerio_tr_E7EDQ9_E7EDQ9_DANRE tr|E7EDQ9|E7EDQ9_DANRE SPARC-related modular calcium-binding 1 OS=Danio rerio OX=7955 GN=smoc1 PE=2 SV=1
OG0000102	XP_005222280.1 fibulin-5 isoform X1 [Bos taurus]	Danio_rerio_tr_B8A4X3_B8A4X3_DANRE tr|B8A4X3|B8A4X3_DANRE Fibulin 5 OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5XJ74_Q5XJ74_DANRE tr|Q5XJ74|Q5XJ74_DANRE Fbln5 protein OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1
OG0000102	NP_001075186.1 EGF-containing fibulin-like extracellular matrix protein 1 precursor [Bos taurus]	Danio_rerio_tr_A0A0R4IL08_A0A0R4IL08_DANRE tr|A0A0R4IL08|A0A0R4IL08_DANRE Si_ch73-173h19.3 OS=Danio rerio OX=7955 GN=si_ch73-173h19.3 PE=4 SV=1
OG0000112	DAA14878.1 TPA_ heparanase 2 isoform 2 [Bos taurus], sp|Q9MYY0.2|HPSE_BOVIN RecName_ Full=Heparanase; Contains_ RecName_ Full=Heparanase 8 kDa subunit; Contains_ RecName_ Full=Heparanase 50 kDa subunit; Flags_ Precursor	Danio_rerio_tr_Q1LVP9_Q1LVP9_DANRE tr|Q1LVP9|Q1LVP9_DANRE Heparanase OS=Danio rerio OX=7955 GN=im_7144134 PE=3 SV=1
OG0000114	NP_001179877.1 host cell factor 2 [Bos taurus]	Danio_rerio_tr_X1WCP5_X1WCP5_DANRE tr|X1WCP5|X1WCP5_DANRE Host cell factor 2 OS=Danio rerio OX=7955 GN=si_ch73-376i21.2 PE=4 SV=1
OG0000114	XP_059739651.1 host cell factor 1 isoform X4 [Bos taurus]	Danio_rerio_tr_A0A8M3AXL2_A0A8M3AXL2_DANRE tr|A0A8M3AXL2|A0A8M3AXL2_DANRE Host cell factor C1a OS=Danio rerio OX=7955 GN=fc61g09 PE=1 SV=1, Danio_rerio_tr_Q7SZY1_Q7SZY1_DANRE tr|Q7SZY1|Q7SZY1_DANRE Host cell factor C1a OS=Danio rerio OX=7955 GN=zK13A21.2 PE=1 SV=1, Danio_rerio_tr_A0A8M9PQY4_A0A8M9PQY4_DANRE tr|A0A8M9PQY4|A0A8M9PQY4_DANRE Host cell factor 1 OS=Danio rerio OX=7955 GN=fc07b09 PE=1 SV=1
OG0000120	XP_002692376.1 syndecan-4 [Bos taurus]	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1
OG0000120	sp|Q58DD4.1|SDC2_BOVIN RecName_ Full=Syndecan-2; Short=SYND2; AltName_ CD_antigen=CD362; Flags_ Precursor	Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1
OG0000120	sp|Q08DZ5.1|SDC1_BOVIN RecName_ Full=Syndecan-1; Short=SYND1; AltName_ CD_antigen=CD138; Flags_ Precursor, DAA32372.1 TPA_ syndecan 3-like [Bos taurus]	Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1
OG0000122	NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor, sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor	Danio_rerio_tr_Q7SZM5_Q7SZM5_DANRE tr|Q7SZM5|Q7SZM5_DANRE 72 kDa type IV collagenase precursor OS=Danio rerio OX=7955 GN=wu_fk89d01 PE=2 SV=1
OG0000123	XP_002697177.1 fibulin-2 isoform X1 [Bos taurus]	Danio_rerio_tr_B3DH18_B3DH18_DANRE tr|B3DH18|B3DH18_DANRE Fibulin-1 OS=Danio rerio OX=7955 GN=fbln1c PE=2 SV=1
OG0000125	sp|Q0VCM5.1|ITIH1_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H1; Short=ITI heavy chain H1; Short=ITI-HC1; Short=Inter-alpha-inhibitor heavy chain 1; Flags_ Precursor, sp|P56652.2|ITIH3_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H3; Short=ITI heavy chain H3; Short=ITI-HC3; Short=Inter-alpha-inhibitor heavy chain 3; Flags_ Precursor	Danio_rerio_tr_Q503P4_Q503P4_DANRE tr|Q503P4|Q503P4_DANRE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Danio rerio OX=7955 GN=itih3a PE=2 SV=1, Danio_rerio_tr_E7FCH6_E7FCH6_DANRE tr|E7FCH6|E7FCH6_DANRE Inter-alpha-trypsin inhibitor heavy chain 1 OS=Danio rerio OX=7955 GN=itih1 PE=3 SV=1
OG0000125	NP_001091485.1 inter-alpha-trypsin inhibitor heavy chain H2 precursor [Bos taurus]	Danio_rerio_tr_Q5RH29_Q5RH29_DANRE tr|Q5RH29|Q5RH29_DANRE Inter-alpha-trypsin inhibitor heavy chain 2 OS=Danio rerio OX=7955 GN=DKEY-235I4.1 PE=3 SV=1
OG0000125	sp|Q3T052.1|ITIH4_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H4; Short=ITI heavy chain H4; Short=ITI-HC4; Short=Inter-alpha-inhibitor heavy chain 4; Flags_ Precursor	Danio_rerio_tr_Q498Q0_Q498Q0_DANRE tr|Q498Q0|Q498Q0_DANRE Inter-alpha _Globulin_ inhibitor H3 OS=Danio rerio OX=7955 GN=itih3 PE=2 SV=1
OG0000136	NP_001092608.1 complement C1q tumor necrosis factor-related protein 5 precursor [Bos taurus]	Danio_rerio_tr_Q4KMC6_Q4KMC6_DANRE tr|Q4KMC6|Q4KMC6_DANRE C1q and TNF-related 5 OS=Danio rerio OX=7955 GN=wu_fb02c10 PE=2 SV=1
OG0000141	DAA22835.1 TPA_ WNT1 inducible signaling pathway protein 1-like [Bos taurus]	Danio_rerio_tr_A8WG98_A8WG98_DANRE tr|A8WG98|A8WG98_DANRE WNT1-inducible-signaling pathway protein 1 precursor OS=Danio rerio OX=7955 GN=wisp1b PE=2 SV=1, Danio_rerio_tr_D0E2W1_D0E2W1_DANRE tr|D0E2W1|D0E2W1_DANRE Cellular communication network factor 4a precursor OS=Danio rerio OX=7955 GN=si_ch211-38f10.2 PE=2 SV=1
OG0000141	NP_001029512.1 CCN family member 1 precursor [Bos taurus]	Danio_rerio_tr_A0A0R4IXA2_A0A0R4IXA2_DANRE tr|A0A0R4IXA2|A0A0R4IXA2_DANRE Cellular communication network factor 1_-like 2 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1, Danio_rerio_tr_Q567G9_Q567G9_DANRE tr|Q567G9|Q567G9_DANRE Cellular communication network factor 1_ like 1 precursor OS=Danio rerio OX=7955 GN=zgc_112060 PE=2 SV=1, Danio_rerio_tr_F1QL10_F1QL10_DANRE tr|F1QL10|F1QL10_DANRE Cellular communication network factor 1 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1
OG0000144	sp|Q27972.1|CHAD_BOVIN RecName_ Full=Chondroadherin; AltName_ Full=38 kDa bone protein; AltName_ Full=Cartilage leucine-rich protein; Contains_ RecName_ Full=Chondroadherin minor form; Flags_ Precursor	Danio_rerio_tr_Q7SYE5_Q7SYE5_DANRE tr|Q7SYE5|Q7SYE5_DANRE Chad OS=Danio rerio OX=7955 GN=zgc_63475 PE=1 SV=1
OG0000148	NP_001094653.1 transforming growth factor beta-3 proprotein [Bos taurus]	Danio_rerio_tr_Q66I23_Q66I23_DANRE tr|Q66I23|Q66I23_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=zgc_92058 PE=2 SV=1
OG0000148	sp|P21214.3|TGFB2_BOVIN RecName_ Full=Transforming growth factor beta-2 proprotein; AltName_ Full=Milk growth factor; Short=MGF; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-2; Short=TGF-beta-2; Flags_ Precursor, XP_005216841.1 transforming growth factor beta-2 proprotein isoform X1 [Bos taurus]	Danio_rerio_tr_A0A8M9QGK2_A0A8M9QGK2_DANRE tr|A0A8M9QGK2|A0A8M9QGK2_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=tgfb2l PE=3 SV=1, Danio_rerio_tr_Q7SZV4_Q7SZV4_DANRE tr|Q7SZV4|Q7SZV4_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=tgfb2 PE=2 SV=1
OG0000148	sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor, sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor	Danio_rerio_tr_Q7ZZU7_Q7ZZU7_DANRE tr|Q7ZZU7|Q7ZZU7_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=xx_ai39657 PE=2 SV=1, Danio_rerio_tr_E9QHW0_E9QHW0_DANRE tr|E9QHW0|E9QHW0_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=tgfb1b PE=3 SV=1
OG0000150	XP_010811788.2 pappalysin-2 [Bos taurus]	Danio_rerio_tr_E9QCK7_E9QCK7_DANRE tr|E9QCK7|E9QCK7_DANRE Papp-a2 _Fragment_ OS=Danio rerio OX=7955 GN=papp-a2 PE=3 SV=1
OG0000150	XP_024852122.1 pappalysin-1 [Bos taurus]	Danio_rerio_tr_M1WXG8_M1WXG8_DANRE tr|M1WXG8|M1WXG8_DANRE Pregnancy-associated plasma protein A_ pappalysin 1b precursor OS=Danio rerio OX=7955 GN=papp-ab PE=2 SV=1, Danio_rerio_tr_M1XYM1_M1XYM1_DANRE tr|M1XYM1|M1XYM1_DANRE Pappalysin-1 precursor OS=Danio rerio OX=7955 GN=papp-aa PE=2 SV=1
OG0000151	sp|P13384.2|IBP2_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 2; Short=IBP-2; Short=IGF-binding protein 2; Short=IGFBP-2; Flags_ Precursor	Danio_rerio_sp_Q9PTH3_IBP2A_DANRE sp|Q9PTH3|IBP2A_DANRE Insulin-like growth factor-binding protein 2-A OS=Danio rerio OX=7955 GN=igfbp2a PE=1 SV=1, Danio_rerio_sp_B3F211_IBP2B_DANRE sp|B3F211|IBP2B_DANRE Insulin-like growth factor-binding protein 2-B OS=Danio rerio OX=7955 GN=igfbp2b PE=1 SV=1, Danio_rerio_tr_M9MM96_M9MM96_DANRE tr|M9MM96|M9MM96_DANRE Insulin-like growth factor-binding protein 2-B OS=Danio rerio OX=7955 GN=igfbp2a PE=4 SV=1
OG0000151	sp|Q05716.1|IBP4_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 4; Short=IBP-4; Short=IGF-binding protein 4; Short=IGFBP-4; Flags_ Precursor, sp|P24591.2|IBP1_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 1; Short=IBP-1; Short=IGF-binding protein 1; Short=IGFBP-1; AltName_ Full=bIGFBP-1; Flags_ Precursor	Danio_rerio_tr_A4K8J2_A4K8J2_DANRE tr|A4K8J2|A4K8J2_DANRE Insulin-like growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=igfbp1b PE=2 SV=1, Danio_rerio_tr_A4IGH0_A4IGH0_DANRE tr|A4IGH0|A4IGH0_DANRE Insulin-like growth factor-binding protein 1 _Fragment_ OS=Danio rerio OX=7955 GN=igfbp1b PE=2 SV=1, Danio_rerio_tr_Q90YJ7_Q90YJ7_DANRE tr|Q90YJ7|Q90YJ7_DANRE Insulin-like growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=IGFBP-1 PE=2 SV=1, Danio_rerio_tr_Q8JHX6_Q8JHX6_DANRE tr|Q8JHX6|Q8JHX6_DANRE Insulin-like growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=igfbp1a PE=2 SV=1
OG0000151	XP_010800619.1 insulin-like growth factor-binding protein 5 isoform X1 [Bos taurus]	Danio_rerio_tr_A5PLA3_A5PLA3_DANRE tr|A5PLA3|A5PLA3_DANRE Insulin-like growth factor-binding protein 5 OS=Danio rerio OX=7955 GN=igfbp5b PE=2 SV=1, Danio_rerio_tr_B0S525_B0S525_DANRE tr|B0S525|B0S525_DANRE Insulin-like growth factor-binding protein 5 OS=Danio rerio OX=7955 GN=igfbp5 PE=4 SV=1
OG0000154	XP_059746743.1 cartilage intermediate layer protein 1 isoform X1 [Bos taurus]	Danio_rerio_tr_A0A8M1NUZ8_A0A8M1NUZ8_DANRE tr|A0A8M1NUZ8|A0A8M1NUZ8_DANRE Cartilage intermediate layer protein 1 isoform X1 OS=Danio rerio OX=7955 GN=im_7137994 PE=1 SV=1
OG0000154	NP_001179457.1 cartilage intermediate layer protein 2 precursor [Bos taurus]	Danio_rerio_tr_F1Q5N7_F1Q5N7_DANRE tr|F1Q5N7|F1Q5N7_DANRE Cartilage intermediate layer protein 2 OS=Danio rerio OX=7955 GN=cilp2 PE=4 SV=3
OG0000156	sp|Q5EA98.1|MFAP1_BOVIN RecName_ Full=Microfibrillar-associated protein 1; AltName_ Full=Spliceosome B complex protein MFAP1	Danio_rerio_tr_Q7ZTX7_Q7ZTX7_DANRE tr|Q7ZTX7|Q7ZTX7_DANRE Microfibrillar-associated protein 1 OS=Danio rerio OX=7955 GN=zgc_56551 PE=1 SV=1
OG0000157	XP_059743779.1 LOW QUALITY PROTEIN_ extracellular matrix organizing protein FRAS1 [Bos taurus]	Danio_rerio_tr_A0A0R4IQJ3_A0A0R4IQJ3_DANRE tr|A0A0R4IQJ3|A0A0R4IQJ3_DANRE Extracellular matrix protein FRAS1 isoform X1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=2, Danio_rerio_tr_F1Q633_F1Q633_DANRE tr|F1Q633|F1Q633_DANRE Extracellular matrix protein FRAS1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=1
OG0000157	NP_001179924.1 FRAS1-related extracellular matrix protein 1 precursor [Bos taurus]	Danio_rerio_tr_F1R2T2_F1R2T2_DANRE tr|F1R2T2|F1R2T2_DANRE Fras-related extracellular matrix protein 1b isoform X1 OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=3 SV=3, Danio_rerio_tr_B6IDE5_B6IDE5_DANRE tr|B6IDE5|B6IDE5_DANRE Fras-related extracellular matrix protein 1b precursor OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=2 SV=1, Danio_rerio_tr_D7PS89_D7PS89_DANRE tr|D7PS89|D7PS89_DANRE FRAS1-related extracellular matrix protein 1 precursor OS=Danio rerio OX=7955 GN=rfl PE=2 SV=1
OG0000171	XP_059738228.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Bos taurus]	Danio_rerio_sp_Q503I8_NGLY1_DANRE sp|Q503I8|NGLY1_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=ngly1 PE=2 SV=1, Danio_rerio_tr_B2GSS9_B2GSS9_DANRE tr|B2GSS9|B2GSS9_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=zgc_110561 PE=2 SV=1
OG0000181	NP_001099091.1 R-spondin-1 precursor [Bos taurus]	Danio_rerio_sp_Q6DHR0_RSPO1_DANRE sp|Q6DHR0|RSPO1_DANRE R-spondin-1 OS=Danio rerio OX=7955 GN=rspo1 PE=2 SV=1, Danio_rerio_tr_M5AP50_M5AP50_DANRE tr|M5AP50|M5AP50_DANRE R-spondin 1 OS=Danio rerio OX=7955 GN=rspo1 PE=2 SV=1
OG0000181	sp|Q1RMU1.1|RSPO3_BOVIN RecName_ Full=R-spondin-3; AltName_ Full=Roof plate-specific spondin-3; Flags_ Precursor	Danio_rerio_sp_Q5R328_RSPO3_DANRE sp|Q5R328|RSPO3_DANRE R-spondin-3 OS=Danio rerio OX=7955 GN=rspo3 PE=2 SV=2
OG0000181	NP_001193021.1 R-spondin-2 precursor [Bos taurus], XP_002692324.1 R-spondin-4 [Bos taurus]	Danio_rerio_tr_M5AN99_M5AN99_DANRE tr|M5AN99|M5AN99_DANRE R-spondin 4 OS=Danio rerio OX=7955 GN=si_dkey-107i16.4 PE=2 SV=1
OG0000202	NP_001192227.2 cysteine-rich motor neuron 1 protein precursor [Bos taurus]	Danio_rerio_sp_Q7T3Q2_CRIM1_DANRE sp|Q7T3Q2|CRIM1_DANRE Cysteine-rich motor neuron 1 protein OS=Danio rerio OX=7955 GN=crim1 PE=2 SV=1
OG0000209	DAA23975.1 TPA_ integrator complex subunit 6 [Bos taurus]	Danio_rerio_sp_Q7SYD9_INT6_DANRE sp|Q7SYD9|INT6_DANRE Integrator complex subunit 6 OS=Danio rerio OX=7955 GN=ints6 PE=2 SV=1
OG0000214	sp|Q5EA76.1|INT14_BOVIN RecName_ Full=Integrator complex subunit 14; AltName_ Full=von Willebrand factor A domain-containing protein 9	Danio_rerio_tr_Q7ZUK5_Q7ZUK5_DANRE tr|Q7ZUK5|Q7ZUK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=zgc_55794 PE=1 SV=1, Danio_rerio_tr_Q1LWK5_Q1LWK5_DANRE tr|Q1LWK5|Q1LWK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=fi19c12 PE=1 SV=1
OG0000215	sp|Q9XS49.2|VEGFB_BOVIN RecName_ Full=Vascular endothelial growth factor B; Short=VEGF-B; AltName_ Full=VEGF-related factor; Short=VRF; Flags_ Precursor	Danio_rerio_tr_E9QDL3_E9QDL3_DANRE tr|E9QDL3|E9QDL3_DANRE Snake venom vascular endothelial growth factor toxin barietin-like isoform X2 OS=Danio rerio OX=7955 GN=vegfbb PE=3 SV=1, Danio_rerio_tr_Q0QYI0_Q0QYI0_DANRE tr|Q0QYI0|Q0QYI0_DANRE Vascular endothelial growth factor A isoform 2 precursor _Fragment_ OS=Danio rerio OX=7955 GN=fd42e02 PE=2 SV=1, Danio_rerio_sp_O73682_VGFAA_DANRE sp|O73682|VGFAA_DANRE Vascular endothelial growth factor A-A OS=Danio rerio OX=7955 GN=vegfaa PE=1 SV=1, Danio_rerio_tr_X1WBL7_X1WBL7_DANRE tr|X1WBL7|X1WBL7_DANRE Placenta growth factor isoform X1 OS=Danio rerio OX=7955 GN=pgfb PE=3 SV=1
OG0000215	NP_001094513.1 vascular endothelial growth factor D precursor [Bos taurus]	Danio_rerio_tr_Q208T6_Q208T6_DANRE tr|Q208T6|Q208T6_DANRE C-fos induced growth factor OS=Danio rerio OX=7955 GN=figf PE=2 SV=1
OG0000215	NP_776913.1 vascular endothelial growth factor C precursor [Bos taurus]	Danio_rerio_tr_Q7T3I6_Q7T3I6_DANRE tr|Q7T3I6|Q7T3I6_DANRE Vascular endothelial growth factor C OS=Danio rerio OX=7955 GN=vegfc PE=2 SV=1
OG0000216	sp|A6QLZ7.1|CRLD2_BOVIN RecName_ Full=Cysteine-rich secretory protein LCCL domain-containing 2; Flags_ Precursor, NP_001094635.1 cysteine-rich secretory protein LCCL domain-containing 1 [Bos taurus]	Danio_rerio_tr_F1QHW4_F1QHW4_DANRE tr|F1QHW4|F1QHW4_DANRE Cysteine-rich secretory protein LCCL domain-containing 1 OS=Danio rerio OX=7955 GN=crispld1a PE=4 SV=2
