Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000003	Nematostella_vectensis_NV2t023776001.1 NV2t023776001.1, Nematostella_vectensis_NV2t023765001.1 NV2t023765001.1	Exaiptasia_diaphana_XP_028517885.1 XP_028517885.1 nidogen-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514911.1 XP_028514911.1 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915720.2 XP_020915720.2 uncharacterized protein LOC110253183 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515645.1 XP_028515645.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518390.1 XP_028518390.1 uncharacterized protein LOC114576273 [Exaiptasia diaphana]
OG0000003	Nematostella_vectensis_NV2t019491001.1 NV2t019491001.1, Nematostella_vectensis_NV2t005939001.1 NV2t005939001.1, Nematostella_vectensis_NV2t007828001.1 NV2t007828001.1	Exaiptasia_diaphana_XP_028517873.1 XP_028517873.1 uncharacterized protein LOC110248715 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907890.2 XP_020907890.2 uncharacterized protein LOC110245933 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517870.1 XP_028517870.1 uncharacterized protein LOC110248708 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907891.1 XP_020907891.1 uncharacterized protein LOC110245934 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912859.2 XP_020912859.2 uncharacterized protein LOC110250599 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518448.1 XP_028518448.1 P-selectin-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514228.1 XP_028514228.1 uncharacterized protein LOC114574827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907884.2 XP_020907884.2 uncharacterized protein LOC110245927 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518810.1 XP_028518810.1 uncharacterized protein LOC110251696 [Exaiptasia diaphana]
OG0000003	Nematostella_vectensis_NV2t004783003.1 NV2t004783003.1, Nematostella_vectensis_NV2t004783001.1 NV2t004783001.1	Exaiptasia_diaphana_XP_028512812.1 XP_028512812.1 glycine-rich cell wall structural protein 1.0_ partial [Exaiptasia diaphana]
OG0000003	Nematostella_vectensis_NV2t007683001.1 NV2t007683001.1	Exaiptasia_diaphana_XP_028516914.1 XP_028516914.1 adhesion G protein-coupled receptor E2 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t001610001.1 NV2t001610001.1, Nematostella_vectensis_NV2t001610003.1 NV2t001610003.1	Exaiptasia_diaphana_XP_028513629.1 XP_028513629.1 uncharacterized protein LOC110235415 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513641.1 XP_028513641.1 uncharacterized protein LOC110235415 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513632.1 XP_028513632.1 uncharacterized protein LOC110235415 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513634.1 XP_028513634.1 uncharacterized protein LOC110235415 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513644.1 XP_028513644.1 uncharacterized protein LOC110235415 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513650.1 XP_028513650.1 uncharacterized protein LOC110235415 isoform X6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896538.2 XP_020896538.2 A disintegrin and metalloproteinase with thrombospondin motifs gon-1 isoform X7 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t020957001.1 NV2t020957001.1, Nematostella_vectensis_NV2t020956001.1 NV2t020956001.1	Exaiptasia_diaphana_XP_020894921.1 XP_020894921.1 secretory phospholipase A2 receptor [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t020522006.1 NV2t020522006.1, Nematostella_vectensis_NV2t020522008.1 NV2t020522008.1, Nematostella_vectensis_NV2t020522007.1 NV2t020522007.1, Nematostella_vectensis_NV2t020522003.1 NV2t020522003.1, Nematostella_vectensis_NV2t020522004.1 NV2t020522004.1, Nematostella_vectensis_NV2t020522005.1 NV2t020522005.1, Nematostella_vectensis_NV2t020522002.1 NV2t020522002.1, Nematostella_vectensis_NV2t020522001.1 NV2t020522001.1	Exaiptasia_diaphana_XP_028516254.1 XP_028516254.1 C-type mannose receptor 2 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t024201001.1 NV2t024201001.1	Exaiptasia_diaphana_XP_020904882.1 XP_020904882.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t011346003.1 NV2t011346003.1, Nematostella_vectensis_NV2t011346001.1 NV2t011346001.1, Nematostella_vectensis_NV2t011346002.1 NV2t011346002.1	Exaiptasia_diaphana_XP_020915329.1 XP_020915329.1 collagen alpha-6_VI_ chain isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915325.1 XP_020915325.1 uncharacterized protein LOC110252824 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519122.1 XP_028519122.1 uncharacterized protein LOC110252824 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915327.1 XP_020915327.1 uncharacterized protein LOC110252824 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915326.1 XP_020915326.1 uncharacterized protein LOC110252824 isoform X2 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t023710001.1 NV2t023710001.1	Exaiptasia_diaphana_XP_028514341.1 XP_028514341.1 uncharacterized protein LOC114574885 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t023164002.1 NV2t023164002.1, Nematostella_vectensis_NV2t023164001.1 NV2t023164001.1, Nematostella_vectensis_NV2t024229003.1 NV2t024229003.1, Nematostella_vectensis_NV2t024229001.1 NV2t024229001.1, Nematostella_vectensis_NV2t024229002.1 NV2t024229002.1	Exaiptasia_diaphana_XP_028514329.1 XP_028514329.1 uncharacterized protein LOC110237135_ partial [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t014046003.1 NV2t014046003.1, Nematostella_vectensis_NV2t014046004.1 NV2t014046004.1, Nematostella_vectensis_NV2t014049001.1 NV2t014049001.1, Nematostella_vectensis_NV2t014050001.1 NV2t014050001.1	Exaiptasia_diaphana_XP_020909037.2 XP_020909037.2 collagen alpha-6_VI_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909019.1 XP_020909019.1 cartilage matrix protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895818.1 XP_020895818.1 vitrin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519744.1 XP_028519744.1 anthrax toxin receptor-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519745.1 XP_028519745.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t011796001.1 NV2t011796001.1	Exaiptasia_diaphana_XP_020917233.1 XP_020917233.1 integrin alpha-M [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t018428001.1 NV2t018428001.1	Exaiptasia_diaphana_XP_028515809.1 XP_028515809.1 delta-like protein B [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903823.1 XP_020903823.1 delta-like protein B [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t013622002.1 NV2t013622002.1	Exaiptasia_diaphana_XP_028515505.1 XP_028515505.1 vegetative cell wall protein gp1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515477.1 XP_028515477.1 uncharacterized protein LOC114575225 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t017029001.1 NV2t017029001.1	Exaiptasia_diaphana_XP_020894525.1 XP_020894525.1 vitrin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517320.1 XP_028517320.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110247098_ partial [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t016336001.1 NV2t016336001.1	Exaiptasia_diaphana_XP_020909150.1 XP_020909150.1 uncharacterized protein LOC110247101_ partial [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t016338001.1 NV2t016338001.1, Nematostella_vectensis_NV2t016338002.1 NV2t016338002.1, Nematostella_vectensis_NV2t016340001.1 NV2t016340001.1	Exaiptasia_diaphana_XP_028516116.1 XP_028516116.1 uncharacterized protein LOC110243347 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905083.2 XP_020905083.2 uncharacterized protein LOC110243335 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516114.1 XP_028516114.1 von Willebrand factor A domain-containing protein 2-like [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t016343002.1 NV2t016343002.1	Exaiptasia_diaphana_XP_020905097.1 XP_020905097.1 uncharacterized protein LOC110243349 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008633001.1 NV2t008633001.1	Exaiptasia_diaphana_XP_020910573.1 XP_020910573.1 uncharacterized protein LOC110248392 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008635001.1 NV2t008635001.1	Exaiptasia_diaphana_XP_028516243.1 XP_028516243.1 uncharacterized protein LOC110243783_ partial [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t021576001.1 NV2t021576001.1, Nematostella_vectensis_NV2t021577001.1 NV2t021577001.1, Nematostella_vectensis_NV2t021577002.1 NV2t021577002.1	Exaiptasia_diaphana_XP_028515504.1 XP_028515504.1 uncharacterized protein LOC114575234 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t016479001.1 NV2t016479001.1	Exaiptasia_diaphana_XP_020897276.2 XP_020897276.2 collagen alpha-1_XIV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515888.1 XP_028515888.1 uncharacterized protein LOC110242451 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515889.1 XP_028515889.1 collagen alpha-1_XII_ chain-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513285.1 XP_028513285.1 uncharacterized protein LOC110233572 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t000975001.1 NV2t000975001.1	Exaiptasia_diaphana_XP_020911954.1 XP_020911954.1 cochlin [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t009856001.1 NV2t009856001.1, Nematostella_vectensis_NV2t009856002.1 NV2t009856002.1	Exaiptasia_diaphana_XP_020903235.1 XP_020903235.1 uncharacterized protein LOC110241686 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903234.1 XP_020903234.1 uncharacterized protein LOC110241686 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906552.1 XP_020906552.1 uncharacterized protein LOC110244684_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903232.1 XP_020903232.1 uncharacterized protein LOC110241685 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903231.1 XP_020903231.1 uncharacterized protein LOC110241685 isoform X1 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t002229001.1 NV2t002229001.1, Nematostella_vectensis_NV2t002228001.1 NV2t002228001.1	Exaiptasia_diaphana_XP_020912336.1 XP_020912336.1 protocadherin Fat 4 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008558001.1 NV2t008558001.1, Nematostella_vectensis_NV2t008740001.1 NV2t008740001.1	Exaiptasia_diaphana_XP_028517765.1 XP_028517765.1 collagen alpha-1_XIV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517789.1 XP_028517789.1 uncharacterized protein LOC110248427 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896949.1 XP_020896949.1 collagen alpha-5_VI_ chain [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t021936001.1 NV2t021936001.1	Exaiptasia_diaphana_XP_020908856.1 XP_020908856.1 coadhesin [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008980001.1 NV2t008980001.1, Nematostella_vectensis_NV2t008406003.1 NV2t008406003.1, Nematostella_vectensis_NV2t008406002.1 NV2t008406002.1, Nematostella_vectensis_NV2t008406001.1 NV2t008406001.1	Exaiptasia_diaphana_XP_020912230.1 XP_020912230.1 coadhesin [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008769001.1 NV2t008769001.1	Exaiptasia_diaphana_XP_028518251.1 XP_028518251.1 uncharacterized protein LOC110249981 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008413001.1 NV2t008413001.1	Exaiptasia_diaphana_XP_028516238.1 XP_028516238.1 putative uncharacterized protein DDB_G0286901 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t003227001.1 NV2t003227001.1	Exaiptasia_diaphana_XP_020910017.1 XP_020910017.1 protocadherin Fat 4 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t011625002.1 NV2t011625002.1, Nematostella_vectensis_NV2t011625001.1 NV2t011625001.1	Exaiptasia_diaphana_XP_020913069.1 XP_020913069.1 protocadherin-like protein [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t004921001.1 NV2t004921001.1	Exaiptasia_diaphana_XP_020900065.1 XP_020900065.1 protocadherin-like protein [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t004715001.1 NV2t004715001.1	Exaiptasia_diaphana_XP_020900069.1 XP_020900069.1 protocadherin-like protein [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t004933001.1 NV2t004933001.1, Nematostella_vectensis_NV2t004933002.1 NV2t004933002.1, Nematostella_vectensis_NV2t004933003.1 NV2t004933003.1, Nematostella_vectensis_NV2t004933004.1 NV2t004933004.1, Nematostella_vectensis_NV2t004933006.1 NV2t004933006.1	Exaiptasia_diaphana_XP_028513163.1 XP_028513163.1 protocadherin-like protein isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513162.1 XP_028513162.1 protocadherin-like protein isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894174.1 XP_020894174.1 protocadherin-like protein isoform X1 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t003144001.1 NV2t003144001.1	Exaiptasia_diaphana_XP_020902039.1 XP_020902039.1 LOW QUALITY PROTEIN_ fat-like cadherin-related tumor suppressor homolog_ partial [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t011516002.1 NV2t011516002.1, Nematostella_vectensis_NV2t011516003.1 NV2t011516003.1, Nematostella_vectensis_NV2t011516001.1 NV2t011516001.1	Exaiptasia_diaphana_XP_028513611.1 XP_028513611.1 collagen alpha-3_VI_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513612.1 XP_028513612.1 uncharacterized protein LOC110234895_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514416.1 XP_028514416.1 collagen alpha-3_VI_ chain_ partial [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t008636001.1 NV2t008636001.1, Nematostella_vectensis_NV2t008347001.1 NV2t008347001.1, Nematostella_vectensis_NV2t008347002.1 NV2t008347002.1	Exaiptasia_diaphana_XP_020914238.1 XP_020914238.1 fat-like cadherin-related tumor suppressor homolog isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914237.1 XP_020914237.1 fat-like cadherin-related tumor suppressor homolog isoform X1 [Exaiptasia diaphana]
OG0000004	Nematostella_vectensis_NV2t023594001.1 NV2t023594001.1	Exaiptasia_diaphana_XP_028518874.1 XP_028518874.1 thrombospondin type-1 domain-containing protein 7A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914373.1 XP_020914373.1 coadhesin_ partial [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t021687001.1 NV2t021687001.1, Nematostella_vectensis_NV2t021684001.1 NV2t021684001.1	Exaiptasia_diaphana_XP_020906559.1 XP_020906559.1 blastula protease 10 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t008552001.1 NV2t008552001.1, Nematostella_vectensis_NV2t008552002.1 NV2t008552002.1, Nematostella_vectensis_NV2t008552003.1 NV2t008552003.1	Exaiptasia_diaphana_XP_020914254.1 XP_020914254.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t018077001.1 NV2t018077001.1	Exaiptasia_diaphana_XP_020908974.1 XP_020908974.1 uncharacterized protein LOC110246932 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908967.2 XP_020908967.2 uncharacterized protein LOC110246925 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t015011001.1 NV2t015011001.1	Exaiptasia_diaphana_XP_020915721.1 XP_020915721.1 low choriolytic enzyme [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901461.1 XP_020901461.1 zinc metalloproteinase nas-4_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907018.2 XP_020907018.2 blastula protease 10_ partial [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t023859001.1 NV2t023859001.1	Exaiptasia_diaphana_XP_020916020.1 XP_020916020.1 blastula protease 10 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t013745004.1 NV2t013745004.1, Nematostella_vectensis_NV2t013745003.1 NV2t013745003.1, Nematostella_vectensis_NV2t013745002.1 NV2t013745002.1, Nematostella_vectensis_NV2t013745001.1 NV2t013745001.1, Nematostella_vectensis_NV2t013745005.1 NV2t013745005.1, Nematostella_vectensis_NV2t013749001.1 NV2t013749001.1	Exaiptasia_diaphana_XP_020901178.2 XP_020901178.2 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t023064002.1 NV2t023064002.1, Nematostella_vectensis_NV2t023064001.1 NV2t023064001.1	Exaiptasia_diaphana_XP_020908170.1 XP_020908170.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910129.1 XP_020910129.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901630.1 XP_020901630.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901634.1 XP_020901634.1 blastula protease 10-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901633.1 XP_020901633.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901632.1 XP_020901632.1 blastula protease 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515202.1 XP_028515202.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t011168001.1 NV2t011168001.1, Nematostella_vectensis_NV2t011169001.1 NV2t011169001.1	Exaiptasia_diaphana_XP_028515434.1 XP_028515434.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t017332001.1 NV2t017332001.1, Nematostella_vectensis_NV2t017332003.1 NV2t017332003.1, Nematostella_vectensis_NV2t017332002.1 NV2t017332002.1	Exaiptasia_diaphana_XP_020914948.1 XP_020914948.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t005141004.1 NV2t005141004.1, Nematostella_vectensis_NV2t005141003.1 NV2t005141003.1, Nematostella_vectensis_NV2t005141001.1 NV2t005141001.1, Nematostella_vectensis_NV2t005141005.1 NV2t005141005.1, Nematostella_vectensis_NV2t005141002.1 NV2t005141002.1	Exaiptasia_diaphana_XP_028514125.1 XP_028514125.1 zinc metalloproteinase nas-13 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514126.1 XP_028514126.1 zinc metalloproteinase nas-13 isoform X2 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t005152001.1 NV2t005152001.1	Exaiptasia_diaphana_XP_020893266.1 XP_020893266.1 uncharacterized protein LOC110232415 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893267.1 XP_020893267.1 uncharacterized protein LOC110232415 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t013994001.1 NV2t013994001.1	Exaiptasia_diaphana_XP_028514338.1 XP_028514338.1 zinc metalloproteinase nas-4_ partial [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t003279001.1 NV2t003279001.1, Nematostella_vectensis_NV2t021385001.1 NV2t021385001.1, Nematostella_vectensis_NV2t010155001.1 NV2t010155001.1	Exaiptasia_diaphana_XP_020911183.1 XP_020911183.1 bone morphogenetic protein 1 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t007357001.1 NV2t007357001.1	Exaiptasia_diaphana_XP_020915709.2 XP_020915709.2 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915683.1 XP_020915683.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519197.1 XP_028519197.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915705.2 XP_020915705.2 zinc metalloproteinase nas-13 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t016035001.1 NV2t016035001.1, Nematostella_vectensis_NV2t016035002.1 NV2t016035002.1	Exaiptasia_diaphana_XP_020914705.1 XP_020914705.1 protein SpAN [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t016036001.1 NV2t016036001.1	Exaiptasia_diaphana_XP_020914686.1 XP_020914686.1 uncharacterized protein LOC110252250 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t008948001.1 NV2t008948001.1, Nematostella_vectensis_NV2t015924001.1 NV2t015924001.1	Exaiptasia_diaphana_XP_020894622.1 XP_020894622.1 uncharacterized protein LOC110233649_ partial [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t016077001.1 NV2t016077001.1	Exaiptasia_diaphana_XP_020915888.2 XP_020915888.2 MAM and LDL-receptor class A domain-containing protein 1-like [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t015925002.1 NV2t015925002.1, Nematostella_vectensis_NV2t015925001.1 NV2t015925001.1	Exaiptasia_diaphana_XP_020916661.2 XP_020916661.2 uncharacterized protein LOC110254049 [Exaiptasia diaphana]
OG0000005	Nematostella_vectensis_NV2t017021001.1 NV2t017021001.1, Nematostella_vectensis_NV2t016572001.1 NV2t016572001.1, Nematostella_vectensis_NV2t016572003.1 NV2t016572003.1, Nematostella_vectensis_NV2t016572002.1 NV2t016572002.1, Nematostella_vectensis_NV2t016574001.1 NV2t016574001.1	Exaiptasia_diaphana_XP_020897629.1 XP_020897629.1 zinc metalloproteinase nas-12 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514101.1 XP_028514101.1 zinc metalloproteinase nas-12 [Exaiptasia diaphana]
