Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio
OG0000088	Coturnix_japonica_XP_015718401.1 spondin-2 [Coturnix japonica]	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1
OG0000088	Coturnix_japonica_XP_015719003.1 PREDICTED_ spondin-1 [Coturnix japonica]	Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1
OG0000089	Coturnix_japonica_XP_015727358.1 chordin [Coturnix japonica]	Danio_rerio_tr_F1QKY4_F1QKY4_DANRE tr|F1QKY4|F1QKY4_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=3 SV=1, Danio_rerio_sp_O57472_CHRD_DANRE sp|O57472|CHRD_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=2 SV=1
OG0000089	Coturnix_japonica_XP_015716178.1 chordin-like protein 1 [Coturnix japonica], Coturnix_japonica_XP_015708156.1 PREDICTED_ chordin-like protein 2 isoform X1 [Coturnix japonica]	Danio_rerio_tr_B4XEZ3_B4XEZ3_DANRE tr|B4XEZ3|B4XEZ3_DANRE Chordin-like 2 OS=Danio rerio OX=7955 GN=CHL PE=2 SV=1
OG0000090	Coturnix_japonica_XP_015742253.1 hyaluronan and proteoglycan link protein 4 [Coturnix japonica]	Danio_rerio_tr_Q1LV25_Q1LV25_DANRE tr|Q1LV25|Q1LV25_DANRE Hyaluronan and proteoglycan link protein 4 OS=Danio rerio OX=7955 GN=si_dkey-19f23.2 PE=4 SV=1
OG0000090	Coturnix_japonica_XP_015705243.1 PREDICTED_ hyaluronan and proteoglycan link protein 1 [Coturnix japonica]	Danio_rerio_tr_Q1LXE1_Q1LXE1_DANRE tr|Q1LXE1|Q1LXE1_DANRE Hyaluronan and proteoglycan link protein 1 isoform 1 precursor OS=Danio rerio OX=7955 GN=crtl1 PE=1 SV=1, Danio_rerio_tr_B3DIH3_B3DIH3_DANRE tr|B3DIH3|B3DIH3_DANRE Hapln1a protein OS=Danio rerio OX=7955 GN=crtl1 PE=1 SV=1, Danio_rerio_tr_E7FBW8_E7FBW8_DANRE tr|E7FBW8|E7FBW8_DANRE Hyaluronan and proteoglycan link protein 1 OS=Danio rerio OX=7955 GN=hapln1b PE=4 SV=1
OG0000090	Coturnix_japonica_XP_015728574.1 hyaluronan and proteoglycan link protein 3 [Coturnix japonica]	Danio_rerio_tr_Q6NV41_Q6NV41_DANRE tr|Q6NV41|Q6NV41_DANRE Hyaluronan and proteoglycan link protein 3 OS=Danio rerio OX=7955 GN=zgc_85609 PE=2 SV=1
OG0000090	Coturnix_japonica_XP_015739947.1 hyaluronan and proteoglycan link protein 2 [Coturnix japonica]	Danio_rerio_tr_A4JYQ1_A4JYQ1_DANRE tr|A4JYQ1|A4JYQ1_DANRE Hyaluronan and proteoglycan link protein 2 precursor OS=Danio rerio OX=7955 GN=wu_fj51g03 PE=2 SV=1
OG0000095	Coturnix_japonica_XP_015713495.1 PREDICTED_ SPARC-related modular calcium-binding protein 2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015720199.1 SPARC-related modular calcium-binding protein 1 isoform X5 [Coturnix japonica]	Danio_rerio_tr_E7EDQ9_E7EDQ9_DANRE tr|E7EDQ9|E7EDQ9_DANRE SPARC-related modular calcium-binding 1 OS=Danio rerio OX=7955 GN=smoc1 PE=2 SV=1
OG0000102	Coturnix_japonica_XP_015720830.1 fibulin-5 [Coturnix japonica]	Danio_rerio_tr_B8A4X3_B8A4X3_DANRE tr|B8A4X3|B8A4X3_DANRE Fibulin 5 OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5XJ74_Q5XJ74_DANRE tr|Q5XJ74|Q5XJ74_DANRE Fbln5 protein OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1
OG0000102	Coturnix_japonica_XP_015712283.1 EGF-containing fibulin-like extracellular matrix protein 1 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q5PR37_Q5PR37_DANRE tr|Q5PR37|Q5PR37_DANRE EGF-containing fibulin-like extracellular matrix protein 2 OS=Danio rerio OX=7955 GN=efemp2 PE=1 SV=1, Danio_rerio_tr_Q5WQV6_Q5WQV6_DANRE tr|Q5WQV6|Q5WQV6_DANRE Acidic fibroblast growth factor intracellular-binding protein B isoform X1 OS=Danio rerio OX=7955 GN=LOC572703 PE=1 SV=2, Danio_rerio_tr_A0A0R4IL08_A0A0R4IL08_DANRE tr|A0A0R4IL08|A0A0R4IL08_DANRE Si_ch73-173h19.3 OS=Danio rerio OX=7955 GN=si_ch73-173h19.3 PE=4 SV=1
OG0000112	Coturnix_japonica_XP_015722579.1 PREDICTED_ inactive heparanase-2 isoform X4 [Coturnix japonica], Coturnix_japonica_XP_015717103.1 PREDICTED_ heparanase isoform X3 [Coturnix japonica]	Danio_rerio_tr_Q1LVP9_Q1LVP9_DANRE tr|Q1LVP9|Q1LVP9_DANRE Heparanase OS=Danio rerio OX=7955 GN=im_7144134 PE=3 SV=1
OG0000114	Coturnix_japonica_XP_015719754.1 host cell factor 2 isoform X2 [Coturnix japonica]	Danio_rerio_tr_X1WCP5_X1WCP5_DANRE tr|X1WCP5|X1WCP5_DANRE Host cell factor 2 OS=Danio rerio OX=7955 GN=si_ch73-376i21.2 PE=4 SV=1
OG0000120	Coturnix_japonica_XP_015736984.1 syndecan-4 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1
OG0000120	Coturnix_japonica_XP_015711411.1 syndecan-2 [Coturnix japonica]	Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1
OG0000120	Coturnix_japonica_XP_015714984.1 syndecan-1 [Coturnix japonica], Coturnix_japonica_XP_015739164.1 syndecan-3 [Coturnix japonica]	Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1
OG0000122	Coturnix_japonica_XP_015729348.1 72 kDa type IV collagenase [Coturnix japonica]	Danio_rerio_tr_Q7SZM5_Q7SZM5_DANRE tr|Q7SZM5|Q7SZM5_DANRE 72 kDa type IV collagenase precursor OS=Danio rerio OX=7955 GN=wu_fk89d01 PE=2 SV=1
OG0000122	Coturnix_japonica_XP_015737409.1 matrix metalloproteinase-9 [Coturnix japonica]	Danio_rerio_tr_Q7T317_Q7T317_DANRE tr|Q7T317|Q7T317_DANRE Matrix metalloproteinase 9 OS=Danio rerio OX=7955 GN=wu_fi98c09 PE=2 SV=1
OG0000123	Coturnix_japonica_XP_015725990.1 fibulin-1 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015730290.1 fibulin-2 [Coturnix japonica]	Danio_rerio_tr_B3DH18_B3DH18_DANRE tr|B3DH18|B3DH18_DANRE Fibulin-1 OS=Danio rerio OX=7955 GN=fbln1c PE=2 SV=1
OG0000125	Coturnix_japonica_XP_015729920.1 PREDICTED_ inter-alpha-trypsin inhibitor heavy chain H3 isoform X2 [Coturnix japonica]	Danio_rerio_tr_Q503P4_Q503P4_DANRE tr|Q503P4|Q503P4_DANRE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Danio rerio OX=7955 GN=itih3a PE=2 SV=1, Danio_rerio_tr_E7FCH6_E7FCH6_DANRE tr|E7FCH6|E7FCH6_DANRE Inter-alpha-trypsin inhibitor heavy chain 1 OS=Danio rerio OX=7955 GN=itih1 PE=3 SV=1
OG0000125	Coturnix_japonica_XP_015721732.1 inter-alpha-trypsin inhibitor heavy chain H2 [Coturnix japonica]	Danio_rerio_tr_Q5RH29_Q5RH29_DANRE tr|Q5RH29|Q5RH29_DANRE Inter-alpha-trypsin inhibitor heavy chain 2 OS=Danio rerio OX=7955 GN=DKEY-235I4.1 PE=3 SV=1
OG0000136	Coturnix_japonica_XP_015739705.1 complement C1q tumor necrosis factor-related protein 5 [Coturnix japonica]	Danio_rerio_tr_Q4KMC6_Q4KMC6_DANRE tr|Q4KMC6|Q4KMC6_DANRE C1q and TNF-related 5 OS=Danio rerio OX=7955 GN=wu_fb02c10 PE=2 SV=1
OG0000141	Coturnix_japonica_XP_015711858.1 WNT1-inducible-signaling pathway protein 1 isoform X2 [Coturnix japonica]	Danio_rerio_tr_A8WG98_A8WG98_DANRE tr|A8WG98|A8WG98_DANRE WNT1-inducible-signaling pathway protein 1 precursor OS=Danio rerio OX=7955 GN=wisp1b PE=2 SV=1, Danio_rerio_tr_D0E2W1_D0E2W1_DANRE tr|D0E2W1|D0E2W1_DANRE Cellular communication network factor 4a precursor OS=Danio rerio OX=7955 GN=si_ch211-38f10.2 PE=2 SV=1
OG0000141	Coturnix_japonica_XP_015714079.1 PREDICTED_ LOW QUALITY PROTEIN_ WNT1-inducible-signaling pathway protein 3 [Coturnix japonica]	Danio_rerio_tr_D0E2W2_D0E2W2_DANRE tr|D0E2W2|D0E2W2_DANRE Cellular communication network factor 6 OS=Danio rerio OX=7955 GN=si_dkey-119m7.6 PE=2 SV=1
OG0000141	Coturnix_japonica_XP_015714065.1 CCN family member 2 [Coturnix japonica]	Danio_rerio_tr_Q5RI33_Q5RI33_DANRE tr|Q5RI33|Q5RI33_DANRE Cellular communication network factor 2a _Fragment_ OS=Danio rerio OX=7955 GN=ctgf PE=2 SV=1
OG0000141	Coturnix_japonica_NP_001310148.1 CCN family member 3 precursor [Coturnix japonica]	Danio_rerio_tr_A6XA79_A6XA79_DANRE tr|A6XA79|A6XA79_DANRE Cellular communication network factor 2b precursor OS=Danio rerio OX=7955 GN=ctgf PE=2 SV=1, Danio_rerio_tr_A5PN60_A5PN60_DANRE tr|A5PN60|A5PN60_DANRE Cellular communication network factor 2b OS=Danio rerio OX=7955 GN=ctgfb PE=2 SV=1
OG0000141	Coturnix_japonica_XP_015725662.1 CCN family member 1 [Coturnix japonica]	Danio_rerio_tr_A0A0R4IXA2_A0A0R4IXA2_DANRE tr|A0A0R4IXA2|A0A0R4IXA2_DANRE Cellular communication network factor 1_-like 2 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1, Danio_rerio_tr_Q567G9_Q567G9_DANRE tr|Q567G9|Q567G9_DANRE Cellular communication network factor 1_ like 1 precursor OS=Danio rerio OX=7955 GN=zgc_112060 PE=2 SV=1, Danio_rerio_tr_F1QL10_F1QL10_DANRE tr|F1QL10|F1QL10_DANRE Cellular communication network factor 1 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1
OG0000144	Coturnix_japonica_XP_015735704.1 chondroadherin [Coturnix japonica]	Danio_rerio_tr_Q7SYE5_Q7SYE5_DANRE tr|Q7SYE5|Q7SYE5_DANRE Chad OS=Danio rerio OX=7955 GN=zgc_63475 PE=1 SV=1
OG0000148	Coturnix_japonica_XP_015720635.1 transforming growth factor beta-3 proprotein [Coturnix japonica]	Danio_rerio_tr_Q66I23_Q66I23_DANRE tr|Q66I23|Q66I23_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=zgc_92058 PE=2 SV=1
OG0000148	Coturnix_japonica_XP_015712764.1 transforming growth factor beta-2 proprotein [Coturnix japonica]	Danio_rerio_tr_A0A8M9QGK2_A0A8M9QGK2_DANRE tr|A0A8M9QGK2|A0A8M9QGK2_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=tgfb2l PE=3 SV=1, Danio_rerio_tr_Q7SZV4_Q7SZV4_DANRE tr|Q7SZV4|Q7SZV4_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=tgfb2 PE=2 SV=1
OG0000148	Coturnix_japonica_XP_015706031.1 PREDICTED_ transforming growth factor beta-1 [Coturnix japonica]	Danio_rerio_tr_Q7ZZU7_Q7ZZU7_DANRE tr|Q7ZZU7|Q7ZZU7_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=xx_ai39657 PE=2 SV=1, Danio_rerio_tr_E9QHW0_E9QHW0_DANRE tr|E9QHW0|E9QHW0_DANRE Transforming growth factor beta OS=Danio rerio OX=7955 GN=tgfb1b PE=3 SV=1
OG0000150	Coturnix_japonica_XP_015725032.1 pappalysin-2 isoform X1 [Coturnix japonica]	Danio_rerio_tr_E9QCK7_E9QCK7_DANRE tr|E9QCK7|E9QCK7_DANRE Papp-a2 _Fragment_ OS=Danio rerio OX=7955 GN=papp-a2 PE=3 SV=1
OG0000150	Coturnix_japonica_XP_015734233.1 PREDICTED_ pappalysin-1 isoform X2 [Coturnix japonica]	Danio_rerio_tr_M1WXG8_M1WXG8_DANRE tr|M1WXG8|M1WXG8_DANRE Pregnancy-associated plasma protein A_ pappalysin 1b precursor OS=Danio rerio OX=7955 GN=papp-ab PE=2 SV=1, Danio_rerio_tr_M1XYM1_M1XYM1_DANRE tr|M1XYM1|M1XYM1_DANRE Pappalysin-1 precursor OS=Danio rerio OX=7955 GN=papp-aa PE=2 SV=1
OG0000151	Coturnix_japonica_XP_015724278.1 insulin-like growth factor-binding protein 2 isoform X1 [Coturnix japonica]	Danio_rerio_sp_Q9PTH3_IBP2A_DANRE sp|Q9PTH3|IBP2A_DANRE Insulin-like growth factor-binding protein 2-A OS=Danio rerio OX=7955 GN=igfbp2a PE=1 SV=1, Danio_rerio_sp_B3F211_IBP2B_DANRE sp|B3F211|IBP2B_DANRE Insulin-like growth factor-binding protein 2-B OS=Danio rerio OX=7955 GN=igfbp2b PE=1 SV=1, Danio_rerio_tr_M9MM96_M9MM96_DANRE tr|M9MM96|M9MM96_DANRE Insulin-like growth factor-binding protein 2-B OS=Danio rerio OX=7955 GN=igfbp2a PE=4 SV=1
OG0000151	Coturnix_japonica_XP_015741426.1 insulin-like growth factor-binding protein 4 [Coturnix japonica], Coturnix_japonica_XP_015710370.1 PREDICTED_ insulin-like growth factor-binding protein 1 [Coturnix japonica]	Danio_rerio_tr_A4K8J2_A4K8J2_DANRE tr|A4K8J2|A4K8J2_DANRE Insulin-like growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=igfbp1b PE=2 SV=1, Danio_rerio_tr_A4IGH0_A4IGH0_DANRE tr|A4IGH0|A4IGH0_DANRE Insulin-like growth factor-binding protein 1 _Fragment_ OS=Danio rerio OX=7955 GN=igfbp1b PE=2 SV=1, Danio_rerio_tr_Q90YJ7_Q90YJ7_DANRE tr|Q90YJ7|Q90YJ7_DANRE Insulin-like growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=IGFBP-1 PE=2 SV=1, Danio_rerio_tr_Q8JHX6_Q8JHX6_DANRE tr|Q8JHX6|Q8JHX6_DANRE Insulin-like growth factor-binding protein 1 OS=Danio rerio OX=7955 GN=igfbp1a PE=2 SV=1
OG0000151	Coturnix_japonica_XP_015724280.1 insulin-like growth factor-binding protein 5 [Coturnix japonica]	Danio_rerio_tr_A5PLA3_A5PLA3_DANRE tr|A5PLA3|A5PLA3_DANRE Insulin-like growth factor-binding protein 5 OS=Danio rerio OX=7955 GN=igfbp5b PE=2 SV=1, Danio_rerio_tr_B0S525_B0S525_DANRE tr|B0S525|B0S525_DANRE Insulin-like growth factor-binding protein 5 OS=Danio rerio OX=7955 GN=igfbp5 PE=4 SV=1
OG0000151	Coturnix_japonica_XP_015710356.1 insulin-like growth factor-binding protein 3 [Coturnix japonica]	Danio_rerio_tr_Q66I28_Q66I28_DANRE tr|Q66I28|Q66I28_DANRE Insulin-like growth factor-binding protein 3 OS=Danio rerio OX=7955 GN=IGFBP-3 PE=2 SV=1
OG0000154	Coturnix_japonica_XP_015728755.1 cartilage intermediate layer protein 1 [Coturnix japonica]	Danio_rerio_tr_A0A8M1NUZ8_A0A8M1NUZ8_DANRE tr|A0A8M1NUZ8|A0A8M1NUZ8_DANRE Cartilage intermediate layer protein 1 isoform X1 OS=Danio rerio OX=7955 GN=im_7137994 PE=1 SV=1
OG0000154	Coturnix_japonica_XP_015741555.1 cartilage intermediate layer protein 2 [Coturnix japonica]	Danio_rerio_tr_F1Q5N7_F1Q5N7_DANRE tr|F1Q5N7|F1Q5N7_DANRE Cartilage intermediate layer protein 2 OS=Danio rerio OX=7955 GN=cilp2 PE=4 SV=3
OG0000156	Coturnix_japonica_XP_015728918.1 microfibrillar-associated protein 1 [Coturnix japonica]	Danio_rerio_tr_Q7ZTX7_Q7ZTX7_DANRE tr|Q7ZTX7|Q7ZTX7_DANRE Microfibrillar-associated protein 1 OS=Danio rerio OX=7955 GN=zgc_56551 PE=1 SV=1
OG0000157	Coturnix_japonica_XP_015716670.1 extracellular matrix protein FRAS1 isoform X1 [Coturnix japonica]	Danio_rerio_tr_A0A0R4IQJ3_A0A0R4IQJ3_DANRE tr|A0A0R4IQJ3|A0A0R4IQJ3_DANRE Extracellular matrix protein FRAS1 isoform X1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=2, Danio_rerio_tr_F1Q633_F1Q633_DANRE tr|F1Q633|F1Q633_DANRE Extracellular matrix protein FRAS1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=1
OG0000171	Coturnix_japonica_XP_015709459.1 PREDICTED_ peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Coturnix japonica]	Danio_rerio_sp_Q503I8_NGLY1_DANRE sp|Q503I8|NGLY1_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=ngly1 PE=2 SV=1, Danio_rerio_tr_B2GSS9_B2GSS9_DANRE tr|B2GSS9|B2GSS9_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=zgc_110561 PE=2 SV=1
OG0000181	Coturnix_japonica_XP_015739261.1 PREDICTED_ R-spondin-1 [Coturnix japonica]	Danio_rerio_sp_Q6DHR0_RSPO1_DANRE sp|Q6DHR0|RSPO1_DANRE R-spondin-1 OS=Danio rerio OX=7955 GN=rspo1 PE=2 SV=1, Danio_rerio_tr_M5AP50_M5AP50_DANRE tr|M5AP50|M5AP50_DANRE R-spondin 1 OS=Danio rerio OX=7955 GN=rspo1 PE=2 SV=1
OG0000181	Coturnix_japonica_XP_015714063.1 R-spondin-3 [Coturnix japonica]	Danio_rerio_sp_Q5R328_RSPO3_DANRE sp|Q5R328|RSPO3_DANRE R-spondin-3 OS=Danio rerio OX=7955 GN=rspo3 PE=2 SV=2
OG0000181	Coturnix_japonica_XP_015711646.1 R-spondin-2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015737478.1 R-spondin-4 isoform X1 [Coturnix japonica]	Danio_rerio_tr_M5AN99_M5AN99_DANRE tr|M5AN99|M5AN99_DANRE R-spondin 4 OS=Danio rerio OX=7955 GN=si_dkey-107i16.4 PE=2 SV=1
OG0000202	Coturnix_japonica_XP_015713179.2 cysteine-rich motor neuron 1 protein isoform X1 [Coturnix japonica]	Danio_rerio_sp_Q7T3Q2_CRIM1_DANRE sp|Q7T3Q2|CRIM1_DANRE Cysteine-rich motor neuron 1 protein OS=Danio rerio OX=7955 GN=crim1 PE=2 SV=1
OG0000215	Coturnix_japonica_XP_015713227.1 vascular endothelial growth factor A isoform X11 [Coturnix japonica]	Danio_rerio_tr_Q0QYI0_Q0QYI0_DANRE tr|Q0QYI0|Q0QYI0_DANRE Vascular endothelial growth factor A isoform 2 precursor _Fragment_ OS=Danio rerio OX=7955 GN=fd42e02 PE=2 SV=1, Danio_rerio_sp_O73682_VGFAA_DANRE sp|O73682|VGFAA_DANRE Vascular endothelial growth factor A-A OS=Danio rerio OX=7955 GN=vegfaa PE=1 SV=1
OG0000215	Coturnix_japonica_XP_015720581.1 PREDICTED_ placenta growth factor isoform X1 [Coturnix japonica]	Danio_rerio_tr_X1WBL7_X1WBL7_DANRE tr|X1WBL7|X1WBL7_DANRE Placenta growth factor isoform X1 OS=Danio rerio OX=7955 GN=pgfb PE=3 SV=1
OG0000215	Coturnix_japonica_XP_015742109.1 PREDICTED_ vascular endothelial growth factor D isoform X2 [Coturnix japonica]	Danio_rerio_tr_Q208T6_Q208T6_DANRE tr|Q208T6|Q208T6_DANRE C-fos induced growth factor OS=Danio rerio OX=7955 GN=figf PE=2 SV=1
OG0000215	Coturnix_japonica_XP_015717296.1 PREDICTED_ LOW QUALITY PROTEIN_ vascular endothelial growth factor C [Coturnix japonica]	Danio_rerio_tr_Q7T3I6_Q7T3I6_DANRE tr|Q7T3I6|Q7T3I6_DANRE Vascular endothelial growth factor C OS=Danio rerio OX=7955 GN=vegfc PE=2 SV=1
OG0000216	Coturnix_japonica_XP_015729593.1 cysteine-rich secretory protein LCCL domain-containing 2 [Coturnix japonica], Coturnix_japonica_XP_015711293.2 cysteine-rich secretory protein LCCL domain-containing 1 isoform X2 [Coturnix japonica]	Danio_rerio_tr_F1QHW4_F1QHW4_DANRE tr|F1QHW4|F1QHW4_DANRE Cysteine-rich secretory protein LCCL domain-containing 1 OS=Danio rerio OX=7955 GN=crispld1a PE=4 SV=2
OG0000222	Coturnix_japonica_XP_015722638.1 leucine-rich glioma-inactivated protein 1 isoform X2 [Coturnix japonica]	Danio_rerio_tr_F6NUE1_F6NUE1_DANRE tr|F6NUE1|F6NUE1_DANRE Leucine-rich_ glioma inactivated 1a OS=Danio rerio OX=7955 GN=lgi1a PE=2 SV=1, Danio_rerio_tr_Q2HPG2_Q2HPG2_DANRE tr|Q2HPG2|Q2HPG2_DANRE LGIa _Fragment_ OS=Danio rerio OX=7955 GN=LGIa PE=2 SV=1, Danio_rerio_tr_B3DJS9_B3DJS9_DANRE tr|B3DJS9|B3DJS9_DANRE Leucine-rich glioma-inactivated protein 1 precursor OS=Danio rerio OX=7955 GN=lgi1b PE=2 SV=1, Danio_rerio_tr_F1R662_F1R662_DANRE tr|F1R662|F1R662_DANRE Leucine-rich glioma-inactivated protein 1 isoform X1 OS=Danio rerio OX=7955 GN=lgi1b PE=4 SV=1
OG0000222	Coturnix_japonica_XP_015718159.1 leucine-rich repeat LGI family member 2 isoform X2 [Coturnix japonica]	Danio_rerio_tr_Q2HPG1_Q2HPG1_DANRE tr|Q2HPG1|Q2HPG1_DANRE LGI2A OS=Danio rerio OX=7955 GN=Lgi2a PE=2 SV=1, Danio_rerio_tr_Q2HPF8_Q2HPF8_DANRE tr|Q2HPF8|Q2HPF8_DANRE LGI2B OS=Danio rerio OX=7955 GN=Lgi2b PE=2 SV=1
OG0000236	Coturnix_japonica_XP_015732360.1 platelet-derived growth factor subunit A isoform X4 [Coturnix japonica]	Danio_rerio_tr_A5PMP7_A5PMP7_DANRE tr|A5PMP7|A5PMP7_DANRE Platelet-derived growth factor alpha a precursor OS=Danio rerio OX=7955 GN=pdgfa PE=3 SV=1, Danio_rerio_tr_Q08CD2_Q08CD2_DANRE tr|Q08CD2|Q08CD2_DANRE Platelet derived growth factor alpha b OS=Danio rerio OX=7955 GN=wu_fc32c12 PE=2 SV=1
OG0000236	Coturnix_japonica_XP_015715772.1 platelet-derived growth factor subunit B [Coturnix japonica]	Danio_rerio_tr_A0A8M9PWR6_A0A8M9PWR6_DANRE tr|A0A8M9PWR6|A0A8M9PWR6_DANRE Platelet-derived growth factor beta polypeptide b OS=Danio rerio OX=7955 GN=pdgfbb PE=3 SV=1
OG0000243	Coturnix_japonica_XP_015707649.1 interleukin-17D [Coturnix japonica]	Danio_rerio_tr_Q5TKT1_Q5TKT1_DANRE tr|Q5TKT1|Q5TKT1_DANRE Interleukin 17_4 OS=Danio rerio OX=7955 GN=IL-17_4 PE=2 SV=1
OG0000243	Coturnix_japonica_XP_015715127.1 interleukin-17F-like [Coturnix japonica], Coturnix_japonica_XP_015729710.1 PREDICTED_ interleukin-17C_ partial [Coturnix japonica]	Danio_rerio_tr_Q5TKT2_Q5TKT2_DANRE tr|Q5TKT2|Q5TKT2_DANRE Interleukin 17_3 OS=Danio rerio OX=7955 GN=il17c PE=3 SV=1
OG0000247	Coturnix_japonica_XP_015713449.1 epiphycan [Coturnix japonica]	Danio_rerio_tr_B0S5X0_B0S5X0_DANRE tr|B0S5X0|B0S5X0_DANRE Epiphycan OS=Danio rerio OX=7955 GN=dspg3 PE=1 SV=1, Danio_rerio_tr_A0A8M1P5N0_A0A8M1P5N0_DANRE tr|A0A8M1P5N0|A0A8M1P5N0_DANRE Epiphycan OS=Danio rerio OX=7955 GN=dspg3 PE=1 SV=1
OG0000247	Coturnix_japonica_XP_015740848.1 opticin isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q15JE7_Q15JE7_DANRE tr|Q15JE7|Q15JE7_DANRE Opticin OS=Danio rerio OX=7955 GN=dspg3 PE=1 SV=1
OG0000247	Coturnix_japonica_XP_015730161.1 PREDICTED_ mimecan [Coturnix japonica]	Danio_rerio_tr_Q5BLC1_Q5BLC1_DANRE tr|Q5BLC1|Q5BLC1_DANRE Mimecan precursor OS=Danio rerio OX=7955 GN=ogn PE=1 SV=1
OG0000249	Coturnix_japonica_XP_015704013.1 protein S100-Z [Coturnix japonica]	Danio_rerio_sp_Q503K9_S100Z_DANRE sp|Q503K9|S100Z_DANRE Protein S100-Z OS=Danio rerio OX=7955 GN=s100z PE=1 SV=1
OG0000249	Coturnix_japonica_XP_015739897.1 protein S100-A1 [Coturnix japonica]	Danio_rerio_tr_A3KH13_A3KH13_DANRE tr|A3KH13|A3KH13_DANRE Protein S100 OS=Danio rerio OX=7955 GN=S100A1 PE=1 SV=1
OG0000249	Coturnix_japonica_XP_015723234.1 protein S100-B [Coturnix japonica]	Danio_rerio_tr_Q6DGT8_Q6DGT8_DANRE tr|Q6DGT8|Q6DGT8_DANRE Protein S100-B OS=Danio rerio OX=7955 GN=si_dkey-110p14.2 PE=1 SV=1
OG0000249	Coturnix_japonica_XP_015739856.1 cornulin-like isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015739829.1 PREDICTED_ trichohyalin [Coturnix japonica]	Danio_rerio_tr_Q5XJJ5_Q5XJJ5_DANRE tr|Q5XJJ5|Q5XJJ5_DANRE Protein S100 OS=Danio rerio OX=7955 GN=zgc_101880 PE=2 SV=1
OG0000252	Coturnix_japonica_XP_015718918.1 PREDICTED_ protein kinase C-binding protein NELL1 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015710374.1 protein kinase C-binding protein NELL2 [Coturnix japonica]	Danio_rerio_sp_A1A5Y0_NELL2_DANRE sp|A1A5Y0|NELL2_DANRE Protein kinase C-binding protein NELL2 OS=Danio rerio OX=7955 GN=nell2 PE=2 SV=1, Danio_rerio_tr_F1QV50_F1QV50_DANRE tr|F1QV50|F1QV50_DANRE Neural EGFL-like 2b OS=Danio rerio OX=7955 GN=nell2b PE=4 SV=2
