Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000000	Branchiostoma_floridae_tr_A0A9J7MYB9_A0A9J7MYB9_BRAFL tr|A0A9J7MYB9|A0A9J7MYB9_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118421402 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HW56_A0A9J7HW56_BRAFL tr|A0A9J7HW56|A0A9J7HW56_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118408877 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0I8_A0A9J7N0I8_BRAFL tr|A0A9J7N0I8|A0A9J7N0I8_BRAFL Ryncolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118422273 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LQ57_A0A9J7LQ57_BRAFL tr|A0A9J7LQ57|A0A9J7LQ57_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118422563 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LQ44_A0A9J7LQ44_BRAFL tr|A0A9J7LQ44|A0A9J7LQ44_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118422564 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LNA7_A0A9J7LNA7_BRAFL tr|A0A9J7LNA7|A0A9J7LNA7_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118422559 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LRV7_A0A9J7LRV7_BRAFL tr|A0A9J7LRV7|A0A9J7LRV7_BRAFL Ryncolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118423194 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LT20_A0A9J7LT20_BRAFL tr|A0A9J7LT20|A0A9J7LT20_BRAFL Fibrinogen C domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118423617 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YR90_A0A6P4YR90_BRABE tr|A0A6P4YR90|A0A6P4YR90_BRABE Techylectin-5B-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469898 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YIH6_A0A6P4YIH6_BRABE tr|A0A6P4YIH6|A0A6P4YIH6_BRABE Angiopoietin-related protein 7-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469897 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7N926_A0A9J7N926_BRAFL tr|A0A9J7N926|A0A9J7N926_BRAFL Uncharacterized protein LOC118430604 OS=Branchiostoma floridae OX=7739 GN=LOC118430604 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z7J1_A0A6P4Z7J1_BRABE tr|A0A6P4Z7J1|A0A6P4Z7J1_BRABE Ficolin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476165 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HIT6_A0A9J7HIT6_BRAFL tr|A0A9J7HIT6|A0A9J7HIT6_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118404148 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XSU8_A0A6P4XSU8_BRABE tr|A0A6P4XSU8|A0A6P4XSU8_BRABE Fibrinogen C domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466438 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z6I5_A0A6P4Z6I5_BRABE tr|A0A6P4Z6I5|A0A6P4Z6I5_BRABE Microfibril-associated glycoprotein 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109479517 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZSG7_A0A6P4ZSG7_BRABE tr|A0A6P4ZSG7|A0A6P4ZSG7_BRABE Microfibril-associated glycoprotein 4-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109479517 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_C3Z9N5_C3Z9N5_BRAFL tr|C3Z9N5|C3Z9N5_BRAFL Microfibril-associated glycoprotein 4-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118403339 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KGQ6_A0A9J7KGQ6_BRAFL tr|A0A9J7KGQ6|A0A9J7KGQ6_BRAFL Microfibril-associated glycoprotein 4-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118403339 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KFN4_A0A9J7KFN4_BRAFL tr|A0A9J7KFN4|A0A9J7KFN4_BRAFL Microfibril-associated glycoprotein 4-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118403339 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7ML58_A0A9J7ML58_BRAFL tr|A0A9J7ML58|A0A9J7ML58_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118412446 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MLB1_A0A9J7MLB1_BRAFL tr|A0A9J7MLB1|A0A9J7MLB1_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118412444 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z896_A0A6P4Z896_BRABE tr|A0A6P4Z896|A0A6P4Z896_BRABE Fibrinogen C domain-containing protein 1-A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476402 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZEG1_A0A6P4ZEG1_BRABE tr|A0A6P4ZEG1|A0A6P4ZEG1_BRABE Fibrinogen C domain-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109475903 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z6L4_A0A6P4Z6L4_BRABE tr|A0A6P4Z6L4|A0A6P4Z6L4_BRABE Fibrinogen C domain-containing protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109475903 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YF68_A0A6P4YF68_BRABE tr|A0A6P4YF68|A0A6P4YF68_BRABE Ficolin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464785 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YDH4_A0A6P4YDH4_BRABE tr|A0A6P4YDH4|A0A6P4YDH4_BRABE Microfibril-associated glycoprotein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468614 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YDG4_A0A6P4YDG4_BRABE tr|A0A6P4YDG4|A0A6P4YDG4_BRABE Microfibril-associated glycoprotein 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109468607 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUW2_A0A6P4YUW2_BRABE tr|A0A6P4YUW2|A0A6P4YUW2_BRABE Microfibril-associated glycoprotein 4-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468607 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YN77_A0A6P4YN77_BRABE tr|A0A6P4YN77|A0A6P4YN77_BRABE Microfibril-associated glycoprotein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZ48_A0A6P4XZ48_BRABE tr|A0A6P4XZ48|A0A6P4XZ48_BRABE Fibrinogen-like protein A OS=Branchiostoma belcheri OX=7741 GN=LOC109464786 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YHM8_A0A6P4YHM8_BRABE tr|A0A6P4YHM8|A0A6P4YHM8_BRABE Ryncolin-4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464026 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y4V3_A0A6P4Y4V3_BRABE tr|A0A6P4Y4V3|A0A6P4Y4V3_BRABE Microfibril-associated glycoprotein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464782 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZXX1_A0A6P4ZXX1_BRABE tr|A0A6P4ZXX1|A0A6P4ZXX1_BRABE Ficolin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483180 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8L0_A0A6P4Z8L0_BRABE tr|A0A6P4Z8L0|A0A6P4Z8L0_BRABE Fibrinogen C domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474373 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XLF2_A0A6P4XLF2_BRABE tr|A0A6P4XLF2|A0A6P4XLF2_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464783 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7KU53_A0A9J7KU53_BRAFL tr|A0A9J7KU53|A0A9J7KU53_BRAFL LOW QUALITY PROTEIN_ ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411679 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KUI2_A0A9J7KUI2_BRAFL tr|A0A9J7KUI2|A0A9J7KUI2_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118412231 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AQT5_A0A6P5AQT5_BRABE tr|A0A6P5AQT5|A0A6P5AQT5_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486177 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A5V3_A0A6P5A5V3_BRABE tr|A0A6P5A5V3|A0A6P5A5V3_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479604 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8I3_A0A6P4Z8I3_BRABE tr|A0A6P4Z8I3|A0A6P4Z8I3_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474346 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YT49_A0A6P4YT49_BRABE tr|A0A6P4YT49|A0A6P4YT49_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470417 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7MJ34_A0A9J7MJ34_BRAFL tr|A0A9J7MJ34|A0A9J7MJ34_BRAFL Fibroleukin-like OS=Branchiostoma floridae OX=7739 GN=LOC118411206 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y4V8_A0A6P4Y4V8_BRABE tr|A0A6P4Y4V8|A0A6P4Y4V8_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464787 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7KV88_A0A9J7KV88_BRAFL tr|A0A9J7KV88|A0A9J7KV88_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118412452 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YJY2_A0A6P4YJY2_BRABE tr|A0A6P4YJY2|A0A6P4YJY2_BRABE Ficolin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464784 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7LLG5_A0A9J7LLG5_BRAFL tr|A0A9J7LLG5|A0A9J7LLG5_BRAFL Uncharacterized protein LOC118421508 OS=Branchiostoma floridae OX=7739 GN=LOC118421508 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AA72_A0A6P5AA72_BRABE tr|A0A6P5AA72|A0A6P5AA72_BRABE Fibrinogen C domain-containing protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484292 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZPI7_A0A6P4ZPI7_BRABE tr|A0A6P4ZPI7|A0A6P4ZPI7_BRABE Uncharacterized protein LOC109484279 OS=Branchiostoma belcheri OX=7741 GN=LOC109484279 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ANP5_A0A6P5ANP5_BRABE tr|A0A6P5ANP5|A0A6P5ANP5_BRABE Uncharacterized protein LOC109484728 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109484728 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AKN7_A0A6P5AKN7_BRABE tr|A0A6P5AKN7|A0A6P5AKN7_BRABE Uncharacterized protein LOC109484728 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109484728 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7LK76_A0A9J7LK76_BRAFL tr|A0A9J7LK76|A0A9J7LK76_BRAFL Uncharacterized protein LOC118421237 OS=Branchiostoma floridae OX=7739 GN=LOC118421237 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AJ42_A0A6P5AJ42_BRABE tr|A0A6P5AJ42|A0A6P5AJ42_BRABE Ryncolin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484349 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7L664_A0A9J7L664_BRAFL tr|A0A9J7L664|A0A9J7L664_BRAFL Ficolin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118416083 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YDM3_A0A6P4YDM3_BRABE tr|A0A6P4YDM3|A0A6P4YDM3_BRABE Ficolin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468654 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7MGI9_A0A9J7MGI9_BRAFL tr|A0A9J7MGI9|A0A9J7MGI9_BRAFL Angiopoietin-related protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118409820 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZQB3_A0A6P4ZQB3_BRABE tr|A0A6P4ZQB3|A0A6P4ZQB3_BRABE Angiopoietin-related protein 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480993 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HK50_A0A9J7HK50_BRAFL tr|A0A9J7HK50|A0A9J7HK50_BRAFL Uncharacterized protein LOC118404530 OS=Branchiostoma floridae OX=7739 GN=LOC118404530 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZNZ9_A0A6P4ZNZ9_BRABE tr|A0A6P4ZNZ9|A0A6P4ZNZ9_BRABE Uncharacterized protein LOC109476292 OS=Branchiostoma belcheri OX=7741 GN=LOC109476292 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7LZL0_A0A9J7LZL0_BRAFL tr|A0A9J7LZL0|A0A9J7LZL0_BRAFL Angiopoietin-related protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118426394 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZRR6_A0A6P4ZRR6_BRABE tr|A0A6P4ZRR6|A0A6P4ZRR6_BRABE Angiopoietin-related protein 7-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484948 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7M8I9_A0A9J7M8I9_BRAFL tr|A0A9J7M8I9|A0A9J7M8I9_BRAFL Angiopoietin-related protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118429692 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZRK0_A0A6P4ZRK0_BRABE tr|A0A6P4ZRK0|A0A6P4ZRK0_BRABE Angiopoietin-related protein 7-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484903 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7KVY4_A0A9J7KVY4_BRAFL tr|A0A9J7KVY4|A0A9J7KVY4_BRAFL Uncharacterized protein LOC118412167 OS=Branchiostoma floridae OX=7739 GN=LOC118412167 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YFI0_A0A6P4YFI0_BRABE tr|A0A6P4YFI0|A0A6P4YFI0_BRABE Actin cytoskeleton-regulatory complex protein pan1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469201 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HMZ4_A0A9J7HMZ4_BRAFL tr|A0A9J7HMZ4|A0A9J7HMZ4_BRAFL Angiopoietin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118405471 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZWY7_A0A6P4ZWY7_BRABE tr|A0A6P4ZWY7|A0A6P4ZWY7_BRABE Angiopoietin-related protein 6-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480724 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7LMR2_A0A9J7LMR2_BRAFL tr|A0A9J7LMR2|A0A9J7LMR2_BRAFL Angiopoietin-related protein 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118421678 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N057_A0A9J7N057_BRAFL tr|A0A9J7N057|A0A9J7N057_BRAFL Angiopoietin-related protein 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118421678 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XTX2_A0A6P4XTX2_BRABE tr|A0A6P4XTX2|A0A6P4XTX2_BRABE Angiopoietin-related protein 2-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109462032 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y5U8_A0A6P4Y5U8_BRABE tr|A0A6P4Y5U8|A0A6P4Y5U8_BRABE Angiopoietin-related protein 2-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109462032 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XTW6_A0A6P4XTW6_BRABE tr|A0A6P4XTW6|A0A6P4XTW6_BRABE Angiopoietin-related protein 2-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462032 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7MA17_A0A9J7MA17_BRAFL tr|A0A9J7MA17|A0A9J7MA17_BRAFL Leucine-rich repeat-containing protein DDB_G0290503 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118430524 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M9Y0_A0A9J7M9Y0_BRAFL tr|A0A9J7M9Y0|A0A9J7M9Y0_BRAFL Leucine-rich repeat-containing protein DDB_G0290503 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118430524 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZU51_A0A6P4ZU51_BRABE tr|A0A6P4ZU51|A0A6P4ZU51_BRABE Angiopoietin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479980 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HLK9_A0A9J7HLK9_BRAFL tr|A0A9J7HLK9|A0A9J7HLK9_BRAFL Angiopoietin-related protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118404890 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZG00_A0A6P4ZG00_BRABE tr|A0A6P4ZG00|A0A6P4ZG00_BRABE Microfibril-associated glycoprotein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476399 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7M3S0_A0A9J7M3S0_BRAFL tr|A0A9J7M3S0|A0A9J7M3S0_BRAFL Angiopoietin-related protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118427718 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4XKH2_A0A6P4XKH2_BRABE tr|A0A6P4XKH2|A0A6P4XKH2_BRABE Fibrinogen-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109464489 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A3M2_A0A6P5A3M2_BRABE tr|A0A6P5A3M2|A0A6P5A3M2_BRABE Fibrinogen-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109485040 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HSV3_A0A9J7HSV3_BRAFL tr|A0A9J7HSV3|A0A9J7HSV3_BRAFL Fibrinogen-like protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118407468 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZD09_A0A6P4ZD09_BRABE tr|A0A6P4ZD09|A0A6P4ZD09_BRABE Fibrinogen-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477660 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YGY1_A0A6P4YGY1_BRABE tr|A0A6P4YGY1|A0A6P4YGY1_BRABE Angiopoietin-related protein 7-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467609 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZL63_A0A6P4ZL63_BRABE tr|A0A6P4ZL63|A0A6P4ZL63_BRABE Microfibril-associated glycoprotein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477800 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7MCY7_A0A9J7MCY7_BRAFL tr|A0A9J7MCY7|A0A9J7MCY7_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118430807 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7NAJ8_A0A9J7NAJ8_BRAFL tr|A0A9J7NAJ8|A0A9J7NAJ8_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118430452 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M9E9_A0A9J7M9E9_BRAFL tr|A0A9J7M9E9|A0A9J7M9E9_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118430453 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5AWN0_A0A6P5AWN0_BRABE tr|A0A6P5AWN0|A0A6P5AWN0_BRABE Fibrinogen-like protein 1 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486936 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZ24_A0A6P4ZZ24_BRABE tr|A0A6P4ZZ24|A0A6P4ZZ24_BRABE Fibrinogen-like protein 1 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109486936 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YCA4_A0A6P4YCA4_BRABE tr|A0A6P4YCA4|A0A6P4YCA4_BRABE Microfibril-associated glycoprotein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468225 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZUE6_A0A6P4ZUE6_BRABE tr|A0A6P4ZUE6|A0A6P4ZUE6_BRABE Microfibril-associated glycoprotein 4-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZYC4_A0A6P4ZYC4_BRABE tr|A0A6P4ZYC4|A0A6P4ZYC4_BRABE Microfibril-associated glycoprotein 4-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZYB3_A0A6P4ZYB3_BRABE tr|A0A6P4ZYB3|A0A6P4ZYB3_BRABE Microfibril-associated glycoprotein 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477672 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HUF6_A0A9J7HUF6_BRAFL tr|A0A9J7HUF6|A0A9J7HUF6_BRAFL Angiopoietin-related protein 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407825 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LSH7_A0A9J7LSH7_BRAFL tr|A0A9J7LSH7|A0A9J7LSH7_BRAFL Ficolin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118423545 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZD38_A0A6P4ZD38_BRABE tr|A0A6P4ZD38|A0A6P4ZD38_BRABE Fibrinogen-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477690 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7KSC7_A0A9J7KSC7_BRAFL tr|A0A9J7KSC7|A0A9J7KSC7_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118411437 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTE2_A0A9J7KTE2_BRAFL tr|A0A9J7KTE2|A0A9J7KTE2_BRAFL Angiopoietin-related protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118411858 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTS1_A0A9J7KTS1_BRAFL tr|A0A9J7KTS1|A0A9J7KTS1_BRAFL Angiopoietin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118411435 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KTX9_A0A9J7KTX9_BRAFL tr|A0A9J7KTX9|A0A9J7KTX9_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118411866 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MJV0_A0A9J7MJV0_BRAFL tr|A0A9J7MJV0|A0A9J7MJV0_BRAFL Uncharacterized protein LOC118411865 OS=Branchiostoma floridae OX=7739 GN=LOC118411865 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKE1_A0A9J7MKE1_BRAFL tr|A0A9J7MKE1|A0A9J7MKE1_BRAFL Scavenger receptor cysteine-rich domain superfamily protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118411813 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKF6_A0A9J7MKF6_BRAFL tr|A0A9J7MKF6|A0A9J7MKF6_BRAFL Microfibril-associated glycoprotein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118411856 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5A705_A0A6P5A705_BRABE tr|A0A6P5A705|A0A6P5A705_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481037 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7HR55_A0A9J7HR55_BRAFL tr|A0A9J7HR55|A0A9J7HR55_BRAFL Uncharacterized protein LOC118407816 OS=Branchiostoma floridae OX=7739 GN=LOC118407816 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5ATP3_A0A6P5ATP3_BRABE tr|A0A6P5ATP3|A0A6P5ATP3_BRABE Fibroleukin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486958 PE=4 SV=1
OG0000000	Branchiostoma_floridae_tr_A0A9J7KTF8_A0A9J7KTF8_BRAFL tr|A0A9J7KTF8|A0A9J7KTF8_BRAFL Ficolin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118411875 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5A7S9_A0A6P5A7S9_BRABE tr|A0A6P5A7S9|A0A6P5A7S9_BRABE Ficolin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481293 PE=4 SV=1
