Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000013	Branchiostoma_floridae_tr_A0A9J7L936_A0A9J7L936_BRAFL tr|A0A9J7L936|A0A9J7L936_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118416575 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L7H8_A0A9J7L7H8_BRAFL tr|A0A9J7L7H8|A0A9J7L7H8_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118416575 PE=3 SV=1	Nematostella_vectensis_NV2t003168003.1 NV2t003168003.1, Nematostella_vectensis_NV2t003168001.1 NV2t003168001.1, Nematostella_vectensis_NV2t003168002.1 NV2t003168002.1
OG0000013	Branchiostoma_floridae_tr_A0A9J7KSJ3_A0A9J7KSJ3_BRAFL tr|A0A9J7KSJ3|A0A9J7KSJ3_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118411526 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KUD2_A0A9J7KUD2_BRAFL tr|A0A9J7KUD2|A0A9J7KUD2_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118411526 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KTK3_A0A9J7KTK3_BRAFL tr|A0A9J7KTK3|A0A9J7KTK3_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118411526 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MJM4_A0A9J7MJM4_BRAFL tr|A0A9J7MJM4|A0A9J7MJM4_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118411526 PE=3 SV=1	Nematostella_vectensis_NV2t003689001.1 NV2t003689001.1, Nematostella_vectensis_NV2t004522001.1 NV2t004522001.1, Nematostella_vectensis_NV2t005661001.1 NV2t005661001.1
OG0000013	Branchiostoma_floridae_tr_A0A9J7HKS6_A0A9J7HKS6_BRAFL tr|A0A9J7HKS6|A0A9J7HKS6_BRAFL Protein Wnt OS=Branchiostoma floridae OX=7739 GN=LOC118405723 PE=3 SV=1	Nematostella_vectensis_NV2t011032001.1 NV2t011032001.1
OG0000014	Branchiostoma_floridae_tr_A0A9J7MZ61_A0A9J7MZ61_BRAFL tr|A0A9J7MZ61|A0A9J7MZ61_BRAFL ADAMTS-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118421162 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MIS4_A0A9J7MIS4_BRAFL tr|A0A9J7MIS4|A0A9J7MIS4_BRAFL Thrombospondin type-1 domain-containing protein 4-like OS=Branchiostoma floridae OX=7739 GN=LOC118410647 PE=4 SV=1	Nematostella_vectensis_NV2t022999001.1 NV2t022999001.1
OG0000014	Branchiostoma_floridae_tr_A0A9J7HPW0_A0A9J7HPW0_BRAFL tr|A0A9J7HPW0|A0A9J7HPW0_BRAFL ADAMTS-like protein 1 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407029 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPC1_A0A9J7HPC1_BRAFL tr|A0A9J7HPC1|A0A9J7HPC1_BRAFL ADAMTS-like protein 1 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118407029 PE=4 SV=1	Nematostella_vectensis_NV2t023123001.1 NV2t023123001.1
OG0000014	Branchiostoma_floridae_tr_A0A9J7ND91_A0A9J7ND91_BRAFL tr|A0A9J7ND91|A0A9J7ND91_BRAFL A disintegrin and metalloproteinase with thrombospondin motifs 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118432483 PE=4 SV=1	Nematostella_vectensis_NV2t024253001.1 NV2t024253001.1
OG0000014	Branchiostoma_floridae_tr_A0A9J7M338_A0A9J7M338_BRAFL tr|A0A9J7M338|A0A9J7M338_BRAFL Papilin-like OS=Branchiostoma floridae OX=7739 GN=LOC118427434 PE=4 SV=1	Nematostella_vectensis_NV2t020821001.1 NV2t020821001.1
OG0000014	Branchiostoma_floridae_tr_A0A9J7L9D6_A0A9J7L9D6_BRAFL tr|A0A9J7L9D6|A0A9J7L9D6_BRAFL A disintegrin and metalloproteinase with thrombospondin motifs 20-like OS=Branchiostoma floridae OX=7739 GN=LOC118416375 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L735_A0A9J7L735_BRAFL tr|A0A9J7L735|A0A9J7L735_BRAFL A disintegrin and metalloproteinase with thrombospondin motifs 9-like OS=Branchiostoma floridae OX=7739 GN=LOC118416374 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L4W5_A0A9J7L4W5_BRAFL tr|A0A9J7L4W5|A0A9J7L4W5_BRAFL A disintegrin and metalloproteinase with thrombospondin motifs 9-like OS=Branchiostoma floridae OX=7739 GN=LOC118415541 PE=4 SV=1	Nematostella_vectensis_NV2t000088001.1 NV2t000088001.1, Nematostella_vectensis_NV2t000087001.1 NV2t000087001.1
OG0000014	Branchiostoma_floridae_tr_A0A9J7KVV2_A0A9J7KVV2_BRAFL tr|A0A9J7KVV2|A0A9J7KVV2_BRAFL Uncharacterized protein LOC118412570 OS=Branchiostoma floridae OX=7739 GN=LOC118412570 PE=4 SV=1	Nematostella_vectensis_NV2t022459002.1 NV2t022459002.1, Nematostella_vectensis_NV2t022459001.1 NV2t022459001.1, Nematostella_vectensis_NV2t021229001.1 NV2t021229001.1, Nematostella_vectensis_NV2t022465001.1 NV2t022465001.1, Nematostella_vectensis_NV2t021631001.1 NV2t021631001.1, Nematostella_vectensis_NV2t021630001.1 NV2t021630001.1, Nematostella_vectensis_NV2t021635001.1 NV2t021635001.1, Nematostella_vectensis_NV2t021636001.1 NV2t021636001.1, Nematostella_vectensis_NV2t021230001.1 NV2t021230001.1, Nematostella_vectensis_NV2t021638002.1 NV2t021638002.1, Nematostella_vectensis_NV2t021638001.1 NV2t021638001.1, Nematostella_vectensis_NV2t001124001.1 NV2t001124001.1, Nematostella_vectensis_NV2t001120001.1 NV2t001120001.1, Nematostella_vectensis_NV2t001123004.1 NV2t001123004.1, Nematostella_vectensis_NV2t001123002.1 NV2t001123002.1, Nematostella_vectensis_NV2t001123005.1 NV2t001123005.1, Nematostella_vectensis_NV2t001123003.1 NV2t001123003.1, Nematostella_vectensis_NV2t024070001.1 NV2t024070001.1
OG0000015	Branchiostoma_floridae_tr_A0A9J7HKC2_A0A9J7HKC2_BRAFL tr|A0A9J7HKC2|A0A9J7HKC2_BRAFL Uncharacterized protein LOC118404745 OS=Branchiostoma floridae OX=7739 GN=LOC118404745 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KIA3_A0A9J7KIA3_BRAFL tr|A0A9J7KIA3|A0A9J7KIA3_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118404747 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7K7I2_A0A9J7K7I2_BRAFL tr|A0A9J7K7I2|A0A9J7K7I2_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118404746 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HKF7_A0A9J7HKF7_BRAFL tr|A0A9J7HKF7|A0A9J7HKF7_BRAFL Deleted in malignant brain tumors 1 protein OS=Branchiostoma floridae OX=7739 GN=LOC118404786 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LHS5_A0A9J7LHS5_BRAFL tr|A0A9J7LHS5|A0A9J7LHS5_BRAFL Uncharacterized protein LOC118419941 OS=Branchiostoma floridae OX=7739 GN=LOC118419941 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KGU0_A0A9J7KGU0_BRAFL tr|A0A9J7KGU0|A0A9J7KGU0_BRAFL Uncharacterized protein LOC118404440 OS=Branchiostoma floridae OX=7739 GN=LOC118404440 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N391_A0A9J7N391_BRAFL tr|A0A9J7N391|A0A9J7N391_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118424120 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M4Z0_A0A9J7M4Z0_BRAFL tr|A0A9J7M4Z0|A0A9J7M4Z0_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118428218 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N3X1_A0A9J7N3X1_BRAFL tr|A0A9J7N3X1|A0A9J7N3X1_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118424318 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N2Z3_A0A9J7N2Z3_BRAFL tr|A0A9J7N2Z3|A0A9J7N2Z3_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118424008 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M112_A0A9J7M112_BRAFL tr|A0A9J7M112|A0A9J7M112_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118427087 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKM1_A0A9J7KKM1_BRAFL tr|A0A9J7KKM1|A0A9J7KKM1_BRAFL Uncharacterized protein LOC118407303 OS=Branchiostoma floridae OX=7739 GN=LOC118407303 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HSL1_A0A9J7HSL1_BRAFL tr|A0A9J7HSL1|A0A9J7HSL1_BRAFL Uncharacterized protein LOC118407317 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118407317 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KKM4_A0A9J7KKM4_BRAFL tr|A0A9J7KKM4|A0A9J7KKM4_BRAFL Uncharacterized protein LOC118407317 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118407317 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LZ97_A0A9J7LZ97_BRAFL tr|A0A9J7LZ97|A0A9J7LZ97_BRAFL Uncharacterized protein LOC118426467 OS=Branchiostoma floridae OX=7739 GN=LOC118426467 PE=4 SV=1, Branchiostoma_floridae_tr_C3ZH20_C3ZH20_BRAFL tr|C3ZH20|C3ZH20_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403241 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MHG5_A0A9J7MHG5_BRAFL tr|A0A9J7MHG5|A0A9J7MHG5_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118432700 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M299_A0A9J7M299_BRAFL tr|A0A9J7M299|A0A9J7M299_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118427643 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMZ5_A0A9J7KMZ5_BRAFL tr|A0A9J7KMZ5|A0A9J7KMZ5_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118409759 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KN71_A0A9J7KN71_BRAFL tr|A0A9J7KN71|A0A9J7KN71_BRAFL CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma floridae OX=7739 GN=LOC118409739 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MCK0_A0A9J7MCK0_BRAFL tr|A0A9J7MCK0|A0A9J7MCK0_BRAFL Neurogenic locus notch homolog protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118430083 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MAF7_A0A9J7MAF7_BRAFL tr|A0A9J7MAF7|A0A9J7MAF7_BRAFL ZP domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430702 PE=4 SV=1	Nematostella_vectensis_NV2t012183001.1 NV2t012183001.1, Nematostella_vectensis_NV2t011069001.1 NV2t011069001.1, Nematostella_vectensis_NV2t011632001.1 NV2t011632001.1, Nematostella_vectensis_NV2t011345005.1 NV2t011345005.1, Nematostella_vectensis_NV2t011345001.1 NV2t011345001.1, Nematostella_vectensis_NV2t011345002.1 NV2t011345002.1, Nematostella_vectensis_NV2t011345004.1 NV2t011345004.1, Nematostella_vectensis_NV2t011345003.1 NV2t011345003.1
OG0000016	Branchiostoma_floridae_tr_A0A9J7HPY8_A0A9J7HPY8_BRAFL tr|A0A9J7HPY8|A0A9J7HPY8_BRAFL Matrix metalloproteinase-19-like OS=Branchiostoma floridae OX=7739 GN=LOC118406132 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M0D3_A0A9J7M0D3_BRAFL tr|A0A9J7M0D3|A0A9J7M0D3_BRAFL Matrix metalloproteinase-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118426409 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HNV5_A0A9J7HNV5_BRAFL tr|A0A9J7HNV5|A0A9J7HNV5_BRAFL 72 kDa type IV collagenase-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118405991 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HPP1_A0A9J7HPP1_BRAFL tr|A0A9J7HPP1|A0A9J7HPP1_BRAFL Matrix metalloproteinase-19-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118405991 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HLX3_A0A9J7HLX3_BRAFL tr|A0A9J7HLX3|A0A9J7HLX3_BRAFL Matrix metalloproteinase-28-like OS=Branchiostoma floridae OX=7739 GN=LOC118406077 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MNM9_A0A9J7MNM9_BRAFL tr|A0A9J7MNM9|A0A9J7MNM9_BRAFL Matrix metalloproteinase-19-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414144 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MP31_A0A9J7MP31_BRAFL tr|A0A9J7MP31|A0A9J7MP31_BRAFL Matrix metalloproteinase-19-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414144 PE=3 SV=1	Nematostella_vectensis_NV2t016880001.1 NV2t016880001.1
OG0000016	Branchiostoma_floridae_tr_A0A9J7M5C7_A0A9J7M5C7_BRAFL tr|A0A9J7M5C7|A0A9J7M5C7_BRAFL 72 kDa type IV collagenase-like OS=Branchiostoma floridae OX=7739 GN=LOC118428578 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LP52_A0A9J7LP52_BRAFL tr|A0A9J7LP52|A0A9J7LP52_BRAFL Stromelysin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118422022 PE=3 SV=1	Nematostella_vectensis_NV2t000808001.1 NV2t000808001.1, Nematostella_vectensis_NV2t014820001.1 NV2t014820001.1, Nematostella_vectensis_NV2t014297001.1 NV2t014297001.1, Nematostella_vectensis_NV2t019316003.1 NV2t019316003.1, Nematostella_vectensis_NV2t019316002.1 NV2t019316002.1, Nematostella_vectensis_NV2t010833003.1 NV2t010833003.1, Nematostella_vectensis_NV2t010833002.1 NV2t010833002.1, Nematostella_vectensis_NV2t010833001.1 NV2t010833001.1, Nematostella_vectensis_NV2t008027001.1 NV2t008027001.1, Nematostella_vectensis_NV2t008027002.1 NV2t008027002.1, Nematostella_vectensis_NV2t003582001.1 NV2t003582001.1, Nematostella_vectensis_NV2t001647001.1 NV2t001647001.1, Nematostella_vectensis_NV2t003581001.1 NV2t003581001.1, Nematostella_vectensis_NV2t008375002.1 NV2t008375002.1, Nematostella_vectensis_NV2t008375001.1 NV2t008375001.1, Nematostella_vectensis_NV2t000808002.1 NV2t000808002.1, Nematostella_vectensis_NV2t000807001.1 NV2t000807001.1, Nematostella_vectensis_NV2t006370001.1 NV2t006370001.1
OG0000017	Branchiostoma_floridae_tr_A0A9J7LN63_A0A9J7LN63_BRAFL tr|A0A9J7LN63|A0A9J7LN63_BRAFL Leukocyte elastase inhibitor-like OS=Branchiostoma floridae OX=7739 GN=LOC118421880 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MYD1_A0A9J7MYD1_BRAFL tr|A0A9J7MYD1|A0A9J7MYD1_BRAFL Leukocyte elastase inhibitor A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420623 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LIA4_A0A9J7LIA4_BRAFL tr|A0A9J7LIA4|A0A9J7LIA4_BRAFL Leukocyte elastase inhibitor-like OS=Branchiostoma floridae OX=7739 GN=LOC118420625 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7M372_A0A9J7M372_BRAFL tr|A0A9J7M372|A0A9J7M372_BRAFL Leukocyte elastase inhibitor-like OS=Branchiostoma floridae OX=7739 GN=LOC118427475 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MX02_A0A9J7MX02_BRAFL tr|A0A9J7MX02|A0A9J7MX02_BRAFL Leukocyte elastase inhibitor-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LKP5_A0A9J7LKP5_BRAFL tr|A0A9J7LKP5|A0A9J7LKP5_BRAFL Leukocyte elastase inhibitor-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LMV5_A0A9J7LMV5_BRAFL tr|A0A9J7LMV5|A0A9J7LMV5_BRAFL Leukocyte elastase inhibitor-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LLD4_A0A9J7LLD4_BRAFL tr|A0A9J7LLD4|A0A9J7LLD4_BRAFL Leukocyte elastase inhibitor-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MZL0_A0A9J7MZL0_BRAFL tr|A0A9J7MZL0|A0A9J7MZL0_BRAFL Leukocyte elastase inhibitor-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MZM3_A0A9J7MZM3_BRAFL tr|A0A9J7MZM3|A0A9J7MZM3_BRAFL Leukocyte elastase inhibitor-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LM40_A0A9J7LM40_BRAFL tr|A0A9J7LM40|A0A9J7LM40_BRAFL Leukocyte elastase inhibitor-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7LMQ8_A0A9J7LMQ8_BRAFL tr|A0A9J7LMQ8|A0A9J7LMQ8_BRAFL Leukocyte elastase inhibitor-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118421467 PE=3 SV=1	Nematostella_vectensis_NV2t021103001.1 NV2t021103001.1
OG0000018	Branchiostoma_floridae_tr_A0A9J7MNX4_A0A9J7MNX4_BRAFL tr|A0A9J7MNX4|A0A9J7MNX4_BRAFL Lysyl oxidase homolog 3A-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L376_A0A9J7L376_BRAFL tr|A0A9J7L376|A0A9J7L376_BRAFL Lysyl oxidase homolog 3A-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MQB1_A0A9J7MQB1_BRAFL tr|A0A9J7MQB1|A0A9J7MQB1_BRAFL Lysyl oxidase homolog 4-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MPW7_A0A9J7MPW7_BRAFL tr|A0A9J7MPW7|A0A9J7MPW7_BRAFL Lysyl oxidase homolog 4-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118414895 PE=3 SV=1	Nematostella_vectensis_NV2t019165001.1 NV2t019165001.1, Nematostella_vectensis_NV2t019165003.1 NV2t019165003.1, Nematostella_vectensis_NV2t019165002.1 NV2t019165002.1, Nematostella_vectensis_NV2t019166001.1 NV2t019166001.1
OG0000018	Branchiostoma_floridae_tr_A0A9J7NAI8_A0A9J7NAI8_BRAFL tr|A0A9J7NAI8|A0A9J7NAI8_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118430211 PE=4 SV=1	Nematostella_vectensis_NV2t012749001.1 NV2t012749001.1
OG0000018	Branchiostoma_floridae_tr_A0A9J7NCE7_A0A9J7NCE7_BRAFL tr|A0A9J7NCE7|A0A9J7NCE7_BRAFL Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118431033 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LTQ2_A0A9J7LTQ2_BRAFL tr|A0A9J7LTQ2|A0A9J7LTQ2_BRAFL Fibropellin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118423190 PE=4 SV=1	Nematostella_vectensis_NV2t006191001.1 NV2t006191001.1, Nematostella_vectensis_NV2t006127002.1 NV2t006127002.1, Nematostella_vectensis_NV2t006127001.1 NV2t006127001.1
OG0000018	Branchiostoma_floridae_tr_A0A9J7MRV6_A0A9J7MRV6_BRAFL tr|A0A9J7MRV6|A0A9J7MRV6_BRAFL Sortilin-related receptor OS=Branchiostoma floridae OX=7739 GN=LOC118415904 PE=3 SV=1	Nematostella_vectensis_NV2t016213001.1 NV2t016213001.1
OG0000019	Branchiostoma_floridae_tr_A0A9J7NCI1_A0A9J7NCI1_BRAFL tr|A0A9J7NCI1|A0A9J7NCI1_BRAFL Growth/differentiation factor 8-like OS=Branchiostoma floridae OX=7739 GN=LOC118432070 PE=3 SV=1	Nematostella_vectensis_NV2t000173001.1 NV2t000173001.1
OG0000019	Branchiostoma_floridae_tr_A0A9J7KI87_A0A9J7KI87_BRAFL tr|A0A9J7KI87|A0A9J7KI87_BRAFL Bone morphogenetic protein 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118404943 PE=3 SV=1	Nematostella_vectensis_NV2t006269003.1 NV2t006269003.1, Nematostella_vectensis_NV2t006269002.1 NV2t006269002.1, Nematostella_vectensis_NV2t006269001.1 NV2t006269001.1
OG0000019	Branchiostoma_floridae_tr_A0A9J7N648_A0A9J7N648_BRAFL tr|A0A9J7N648|A0A9J7N648_BRAFL Uncharacterized protein LOC118427296 OS=Branchiostoma floridae OX=7739 GN=LOC118427296 PE=3 SV=1	Nematostella_vectensis_NV2t019847002.1 NV2t019847002.1, Nematostella_vectensis_NV2t019847001.1 NV2t019847001.1
OG0000019	Branchiostoma_floridae_tr_A0A9J7LB27_A0A9J7LB27_BRAFL tr|A0A9J7LB27|A0A9J7LB27_BRAFL Growth/differentiation factor 6-like OS=Branchiostoma floridae OX=7739 GN=LOC118417252 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MJR3_A0A9J7MJR3_BRAFL tr|A0A9J7MJR3|A0A9J7MJR3_BRAFL Bone morphogenetic protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118411348 PE=3 SV=1	Nematostella_vectensis_NV2t006489001.1 NV2t006489001.1
OG0000019	Branchiostoma_floridae_tr_C3Z598_C3Z598_BRAFL tr|C3Z598|C3Z598_BRAFL Bone morphogenetic protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118420107 PE=3 SV=1	Nematostella_vectensis_NV2t002978001.1 NV2t002978001.1
OG0000020	Branchiostoma_floridae_tr_A0A9J7HVW5_A0A9J7HVW5_BRAFL tr|A0A9J7HVW5|A0A9J7HVW5_BRAFL Collagen alpha-1_V_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118408754 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LI16_A0A9J7LI16_BRAFL tr|A0A9J7LI16|A0A9J7LI16_BRAFL Collagen alpha-1_V_ chain-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LID2_A0A9J7LID2_BRAFL tr|A0A9J7LID2|A0A9J7LID2_BRAFL Collagen alpha-1_V_ chain-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYH5_A0A9J7MYH5_BRAFL tr|A0A9J7MYH5|A0A9J7MYH5_BRAFL Collagen alpha-1_V_ chain-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MVV4_A0A9J7MVV4_BRAFL tr|A0A9J7MVV4|A0A9J7MVV4_BRAFL Collagen alpha-1_V_ chain-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJG2_A0A9J7LJG2_BRAFL tr|A0A9J7LJG2|A0A9J7LJG2_BRAFL Collagen alpha-1_V_ chain-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MYG3_A0A9J7MYG3_BRAFL tr|A0A9J7MYG3|A0A9J7MYG3_BRAFL Collagen alpha-1_V_ chain-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LK91_A0A9J7LK91_BRAFL tr|A0A9J7LK91|A0A9J7LK91_BRAFL Collagen alpha-1_V_ chain-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJP7_A0A9J7LJP7_BRAFL tr|A0A9J7LJP7|A0A9J7LJP7_BRAFL Collagen alpha-1_V_ chain-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118420599 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZH6_A0A9J7MZH6_BRAFL tr|A0A9J7MZH6|A0A9J7MZH6_BRAFL Collagen alpha-1_XI_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118421390 PE=4 SV=1	Nematostella_vectensis_NV2t024375002.1 NV2t024375002.1
OG0000020	Branchiostoma_floridae_tr_A0A9J7NDD7_A0A9J7NDD7_BRAFL tr|A0A9J7NDD7|A0A9J7NDD7_BRAFL Collagen alpha-1_I_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118432715 PE=4 SV=1	Nematostella_vectensis_NV2t012027001.1 NV2t012027001.1, Nematostella_vectensis_NV2t011872001.1 NV2t011872001.1, Nematostella_vectensis_NV2t011872002.1 NV2t011872002.1, Nematostella_vectensis_NV2t012159001.1 NV2t012159001.1, Nematostella_vectensis_NV2t010959004.1 NV2t010959004.1, Nematostella_vectensis_NV2t010959005.1 NV2t010959005.1, Nematostella_vectensis_NV2t012104001.1 NV2t012104001.1
OG0000021	Branchiostoma_floridae_tr_A0A9J7KME7_A0A9J7KME7_BRAFL tr|A0A9J7KME7|A0A9J7KME7_BRAFL Fibrillin-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118409603 PE=4 SV=1	Nematostella_vectensis_NV2t020722001.1 NV2t020722001.1, Nematostella_vectensis_NV2t020722002.1 NV2t020722002.1, Nematostella_vectensis_NV2t020722003.1 NV2t020722003.1
