Orthogroup	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Coturnix_japonica
OG0000291	Homo_sapiens_sp_Q9BZV3_IMPG2_HUMAN sp|Q9BZV3|IMPG2_HUMAN Interphotoreceptor matrix proteoglycan 2 OS=Homo sapiens OX=9606 GN=IMPG2 PE=1 SV=3	Coturnix_japonica_XP_015732524.1 interphotoreceptor matrix proteoglycan 2 isoform X1 [Coturnix japonica]
OG0000298	Homo_sapiens_sp_P35858_ALS_HUMAN sp|P35858|ALS_HUMAN Insulin-like growth factor-binding protein complex acid labile subunit OS=Homo sapiens OX=9606 GN=IGFALS PE=1 SV=1	Coturnix_japonica_XP_015732676.1 PREDICTED_ insulin-like growth factor-binding protein complex acid labile subunit [Coturnix japonica]
OG0000313	Homo_sapiens_sp_P01138_NGF_HUMAN sp|P01138|NGF_HUMAN Beta-nerve growth factor OS=Homo sapiens OX=9606 GN=NGF PE=1 SV=3	Coturnix_japonica_XP_015740870.1 beta-nerve growth factor isoform X1 [Coturnix japonica]
OG0000339	Homo_sapiens_sp_P01308_INS_HUMAN sp|P01308|INS_HUMAN Insulin OS=Homo sapiens OX=9606 GN=INS PE=1 SV=1	Coturnix_japonica_XP_015719311.1 PREDICTED_ insulin [Coturnix japonica]
OG0000343	Homo_sapiens_sp_O75462_CRLF1_HUMAN sp|O75462|CRLF1_HUMAN Cytokine receptor-like factor 1 OS=Homo sapiens OX=9606 GN=CRLF1 PE=1 SV=1	Coturnix_japonica_XP_015742192.1 cytokine receptor-like factor 1 isoform X2 [Coturnix japonica]
OG0000344	Homo_sapiens_sp_Q12841_FSTL1_HUMAN sp|Q12841|FSTL1_HUMAN Follistatin-related protein 1 OS=Homo sapiens OX=9606 GN=FSTL1 PE=1 SV=1	Coturnix_japonica_XP_015730282.1 follistatin-related protein 1 [Coturnix japonica]
OG0000348	Homo_sapiens_sp_Q9GZU5_NYX_HUMAN sp|Q9GZU5|NYX_HUMAN Nyctalopin OS=Homo sapiens OX=9606 GN=NYX PE=1 SV=1	Coturnix_japonica_XP_015740364.1 nyctalopin [Coturnix japonica]
OG0000351	Homo_sapiens_sp_P01042_KNG1_HUMAN sp|P01042|KNG1_HUMAN Kininogen-1 OS=Homo sapiens OX=9606 GN=KNG1 PE=1 SV=2	Coturnix_japonica_XP_015727176.1 kininogen-1 [Coturnix japonica]
OG0000370	Homo_sapiens_sp_Q9BXJ1_C1QT1_HUMAN sp|Q9BXJ1|C1QT1_HUMAN Complement C1q tumor necrosis factor-related protein 1 OS=Homo sapiens OX=9606 GN=C1QTNF1 PE=1 SV=1	Coturnix_japonica_XP_015735466.1 complement C1q tumor necrosis factor-related protein 1 [Coturnix japonica]
OG0000392	Homo_sapiens_sp_Q6NUI6_CHADL_HUMAN sp|Q6NUI6|CHADL_HUMAN Chondroadherin-like protein OS=Homo sapiens OX=9606 GN=CHADL PE=1 SV=2	Coturnix_japonica_XP_015716328.1 PREDICTED_ chondroadherin-like protein [Coturnix japonica]
OG0000394	Homo_sapiens_sp_P09486_SPRC_HUMAN sp|P09486|SPRC_HUMAN SPARC OS=Homo sapiens OX=9606 GN=SPARC PE=1 SV=1	Coturnix_japonica_XP_015731286.1 SPARC [Coturnix japonica]
OG0000394	Homo_sapiens_sp_Q14515_SPRL1_HUMAN sp|Q14515|SPRL1_HUMAN SPARC-like protein 1 OS=Homo sapiens OX=9606 GN=SPARCL1 PE=1 SV=2	Coturnix_japonica_XP_015717021.1 SPARC-like protein 1 isoform X1 [Coturnix japonica]
OG0000395	Homo_sapiens_sp_Q99748_NRTN_HUMAN sp|Q99748|NRTN_HUMAN Neurturin OS=Homo sapiens OX=9606 GN=NRTN PE=1 SV=1	Coturnix_japonica_XP_015742232.1 neurturin isoform X1 [Coturnix japonica]
OG0000395	Homo_sapiens_sp_P39905_GDNF_HUMAN sp|P39905|GDNF_HUMAN Glial cell line-derived neurotrophic factor OS=Homo sapiens OX=9606 GN=GDNF PE=1 SV=1	Coturnix_japonica_XP_015704003.1 PREDICTED_ glial cell line-derived neurotrophic factor isoform X2 [Coturnix japonica]
OG0000411	Homo_sapiens_sp_Q9UHF5_IL17B_HUMAN sp|Q9UHF5|IL17B_HUMAN Interleukin-17B OS=Homo sapiens OX=9606 GN=IL17B PE=2 SV=1	Coturnix_japonica_XP_015731454.1 PREDICTED_ interleukin-17B [Coturnix japonica]
OG0000413	Homo_sapiens_sp_Q6UVK1_CSPG4_HUMAN sp|Q6UVK1|CSPG4_HUMAN Chondroitin sulfate proteoglycan 4 OS=Homo sapiens OX=9606 GN=CSPG4 PE=1 SV=2	Coturnix_japonica_XP_015728198.1 chondroitin sulfate proteoglycan 4 [Coturnix japonica]
OG0000422	Homo_sapiens_sp_Q4ZHG4_FNDC1_HUMAN sp|Q4ZHG4|FNDC1_HUMAN Fibronectin type III domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FNDC1 PE=2 SV=4	Coturnix_japonica_XP_015713556.1 LOW QUALITY PROTEIN_ fibronectin type III domain-containing protein 1 [Coturnix japonica]
OG0000422	Homo_sapiens_sp_Q7Z7G0_TARSH_HUMAN sp|Q7Z7G0|TARSH_HUMAN Target of Nesh-SH3 OS=Homo sapiens OX=9606 GN=ABI3BP PE=1 SV=2	Coturnix_japonica_XP_015732501.1 PREDICTED_ target of Nesh-SH3 isoform X4 [Coturnix japonica]
OG0000425	Homo_sapiens_sp_P21741_MK_HUMAN sp|P21741|MK_HUMAN Midkine OS=Homo sapiens OX=9606 GN=MDK PE=1 SV=1	Coturnix_japonica_XP_015719908.1 midkine [Coturnix japonica]
OG0000425	Homo_sapiens_sp_P21246_PTN_HUMAN sp|P21246|PTN_HUMAN Pleiotrophin OS=Homo sapiens OX=9606 GN=PTN PE=1 SV=1	Coturnix_japonica_XP_015722096.1 pleiotrophin [Coturnix japonica]
OG0000431	Homo_sapiens_sp_Q8IWU6_SULF1_HUMAN sp|Q8IWU6|SULF1_HUMAN Extracellular sulfatase Sulf-1 OS=Homo sapiens OX=9606 GN=SULF1 PE=1 SV=1	Coturnix_japonica_XP_015711200.1 extracellular sulfatase Sulf-1 isoform X2 [Coturnix japonica]
OG0000431	Homo_sapiens_sp_Q8IWU5_SULF2_HUMAN sp|Q8IWU5|SULF2_HUMAN Extracellular sulfatase Sulf-2 OS=Homo sapiens OX=9606 GN=SULF2 PE=1 SV=1	Coturnix_japonica_XP_015737022.1 extracellular sulfatase Sulf-2 isoform X1 [Coturnix japonica]
OG0000433	Homo_sapiens_sp_Q9NRA1_PDGFC_HUMAN sp|Q9NRA1|PDGFC_HUMAN Platelet-derived growth factor C OS=Homo sapiens OX=9606 GN=PDGFC PE=1 SV=2	Coturnix_japonica_XP_015716470.1 platelet-derived growth factor C [Coturnix japonica]
OG0000433	Homo_sapiens_sp_Q9GZP0_PDGFD_HUMAN sp|Q9GZP0|PDGFD_HUMAN Platelet-derived growth factor D OS=Homo sapiens OX=9606 GN=PDGFD PE=1 SV=1	Coturnix_japonica_XP_015707729.1 PREDICTED_ platelet-derived growth factor D_ partial [Coturnix japonica]
OG0000450	Homo_sapiens_sp_P78509_RELN_HUMAN sp|P78509|RELN_HUMAN Reelin OS=Homo sapiens OX=9606 GN=RELN PE=1 SV=3	Coturnix_japonica_XP_015739809.1 reelin isoform X3 [Coturnix japonica]
OG0000464	Homo_sapiens_sp_Q9BXJ4_C1QT3_HUMAN sp|Q9BXJ4|C1QT3_HUMAN Complement C1q tumor necrosis factor-related protein 3 OS=Homo sapiens OX=9606 GN=C1QTNF3 PE=1 SV=1	Coturnix_japonica_XP_015703884.1 complement C1q tumor necrosis factor-related protein 3 isoform X1 [Coturnix japonica]
OG0000471	Homo_sapiens_sp_P0C862_C1T9A_HUMAN sp|P0C862|C1T9A_HUMAN Complement C1q and tumor necrosis factor-related protein 9A OS=Homo sapiens OX=9606 GN=C1QTNF9 PE=1 SV=1	Coturnix_japonica_XP_015707577.1 complement C1q and tumor necrosis factor-related protein 9A-like [Coturnix japonica]
OG0000471	Homo_sapiens_sp_Q15848_ADIPO_HUMAN sp|Q15848|ADIPO_HUMAN Adiponectin OS=Homo sapiens OX=9606 GN=ADIPOQ PE=1 SV=1	Coturnix_japonica_XP_015726798.1 adiponectin [Coturnix japonica]
OG0000473	Homo_sapiens_sp_Q5R3F8_PPR29_HUMAN sp|Q5R3F8|PPR29_HUMAN Protein phosphatase 1 regulatory subunit 29 OS=Homo sapiens OX=9606 GN=ELFN2 PE=1 SV=1	Coturnix_japonica_XP_015718041.1 protein phosphatase 1 regulatory subunit 29 [Coturnix japonica]
OG0000516	Homo_sapiens_sp_Q6UXH8_CCBE1_HUMAN sp|Q6UXH8|CCBE1_HUMAN Collagen and calcium-binding EGF domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CCBE1 PE=1 SV=1	Coturnix_japonica_XP_015703819.1 collagen and calcium-binding EGF domain-containing protein 1 [Coturnix japonica]
OG0000522	Homo_sapiens_sp_O00292_LFTY2_HUMAN sp|O00292|LFTY2_HUMAN Left-right determination factor 2 OS=Homo sapiens OX=9606 GN=LEFTY2 PE=1 SV=2, Homo_sapiens_sp_O75610_LFTY1_HUMAN sp|O75610|LFTY1_HUMAN Left-right determination factor 1 OS=Homo sapiens OX=9606 GN=LEFTY1 PE=2 SV=1	Coturnix_japonica_XP_015712732.1 left-right determination factor 1 [Coturnix japonica]
OG0000529	Homo_sapiens_sp_P06702_S10A9_HUMAN sp|P06702|S10A9_HUMAN Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1	Coturnix_japonica_XP_015739970.1 protein MRP-126 [Coturnix japonica]
OG0000562	Homo_sapiens_sp_Q8WUA8_TSK_HUMAN sp|Q8WUA8|TSK_HUMAN Tsukushi OS=Homo sapiens OX=9606 GN=TSKU PE=1 SV=3	Coturnix_japonica_XP_015707974.1 tsukushin isoform X1 [Coturnix japonica]
OG0000590	Homo_sapiens_sp_Q9Y6C2_EMIL1_HUMAN sp|Q9Y6C2|EMIL1_HUMAN EMILIN-1 OS=Homo sapiens OX=9606 GN=EMILIN1 PE=1 SV=3	Coturnix_japonica_XP_015715109.1 EMILIN-1 [Coturnix japonica]
OG0000592	Homo_sapiens_sp_P04004_VTNC_HUMAN sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens OX=9606 GN=VTN PE=1 SV=1	Coturnix_japonica_XP_015725351.1 proteoglycan 4 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015736025.1 vitronectin [Coturnix japonica]
OG0000623	Homo_sapiens_sp_P12109_CO6A1_HUMAN sp|P12109|CO6A1_HUMAN Collagen alpha-1_VI_ chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3	Coturnix_japonica_XP_015723180.1 collagen alpha-1_VI_ chain [Coturnix japonica]
OG0000628	Homo_sapiens_sp_P02750_A2GL_HUMAN sp|P02750|A2GL_HUMAN Leucine-rich alpha-2-glycoprotein OS=Homo sapiens OX=9606 GN=LRG1 PE=1 SV=2	Coturnix_japonica_XP_015742243.1 PREDICTED_ leucine-rich alpha-2-glycoprotein [Coturnix japonica]
OG0000682	Homo_sapiens_sp_P15502_ELN_HUMAN sp|P15502|ELN_HUMAN Elastin OS=Homo sapiens OX=9606 GN=ELN PE=1 SV=4	Coturnix_japonica_XP_015736484.1 elastin [Coturnix japonica]
OG0000683	Homo_sapiens_sp_Q9BXX0_EMIL2_HUMAN sp|Q9BXX0|EMIL2_HUMAN EMILIN-2 OS=Homo sapiens OX=9606 GN=EMILIN2 PE=1 SV=3	Coturnix_japonica_XP_015710738.2 LOW QUALITY PROTEIN_ EMILIN-2 [Coturnix japonica]
OG0000685	Homo_sapiens_sp_P02790_HEMO_HUMAN sp|P02790|HEMO_HUMAN Hemopexin OS=Homo sapiens OX=9606 GN=HPX PE=1 SV=2	Coturnix_japonica_XP_015708049.1 hemopexin [Coturnix japonica]
OG0000687	Homo_sapiens_sp_P36955_PEDF_HUMAN sp|P36955|PEDF_HUMAN Pigment epithelium-derived factor OS=Homo sapiens OX=9606 GN=SERPINF1 PE=1 SV=4	Coturnix_japonica_XP_015736137.1 pigment epithelium-derived factor [Coturnix japonica]
OG0000688	Homo_sapiens_sp_P50454_SERPH_HUMAN sp|P50454|SERPH_HUMAN Serpin H1 OS=Homo sapiens OX=9606 GN=SERPINH1 PE=1 SV=2	Coturnix_japonica_XP_015708090.1 serpin H1 [Coturnix japonica]
OG0000689	Homo_sapiens_sp_P48061_SDF1_HUMAN sp|P48061|SDF1_HUMAN Stromal cell-derived factor 1 OS=Homo sapiens OX=9606 GN=CXCL12 PE=1 SV=1	Coturnix_japonica_XP_015722302.1 stromal cell-derived factor 1 [Coturnix japonica]
OG0000691	Homo_sapiens_sp_Q6ZMJ4_IL34_HUMAN sp|Q6ZMJ4|IL34_HUMAN Interleukin-34 OS=Homo sapiens OX=9606 GN=IL34 PE=1 SV=1	Coturnix_japonica_XP_015729381.1 interleukin-34 isoform X1 [Coturnix japonica]
OG0000692	Homo_sapiens_sp_P21754_ZP3_HUMAN sp|P21754|ZP3_HUMAN Zona pellucida sperm-binding protein 3 OS=Homo sapiens OX=9606 GN=ZP3 PE=1 SV=2	Coturnix_japonica_XP_015728094.1 PREDICTED_ zona pellucida sperm-binding protein 3 [Coturnix japonica]
OG0000693	Homo_sapiens_sp_P01019_ANGT_HUMAN sp|P01019|ANGT_HUMAN Angiotensinogen OS=Homo sapiens OX=9606 GN=AGT PE=1 SV=3	Coturnix_japonica_XP_015713430.1 angiotensinogen [Coturnix japonica]
OG0000842	Homo_sapiens_sp_Q6UXF7_CL18B_HUMAN sp|Q6UXF7|CL18B_HUMAN C-type lectin domain family 18 member B OS=Homo sapiens OX=9606 GN=CLEC18B PE=2 SV=2	Coturnix_japonica_XP_015729194.1 C-type lectin domain family 18 member A-like isoform X9 [Coturnix japonica]
OG0000851	Homo_sapiens_sp_Q9UMD9_COHA1_HUMAN sp|Q9UMD9|COHA1_HUMAN Collagen alpha-1_XVII_ chain OS=Homo sapiens OX=9606 GN=COL17A1 PE=1 SV=3	Coturnix_japonica_XP_015722519.1 collagen alpha-1_XVII_ chain [Coturnix japonica]
OG0000852	Homo_sapiens_sp_P12110_CO6A2_HUMAN sp|P12110|CO6A2_HUMAN Collagen alpha-2_VI_ chain OS=Homo sapiens OX=9606 GN=COL6A2 PE=1 SV=4	Coturnix_japonica_XP_015723178.1 collagen alpha-2_VI_ chain isoform X1 [Coturnix japonica]
OG0000853	Homo_sapiens_sp_P27658_CO8A1_HUMAN sp|P27658|CO8A1_HUMAN Collagen alpha-1_VIII_ chain OS=Homo sapiens OX=9606 GN=COL8A1 PE=1 SV=2	Coturnix_japonica_XP_015732049.1 collagen alpha-1_VIII_ chain [Coturnix japonica]
OG0000854	Homo_sapiens_sp_P25067_CO8A2_HUMAN sp|P25067|CO8A2_HUMAN Collagen alpha-2_VIII_ chain OS=Homo sapiens OX=9606 GN=COL8A2 PE=1 SV=2	Coturnix_japonica_XP_015738726.1 collagen alpha-2_VIII_ chain [Coturnix japonica]
OG0000855	Homo_sapiens_sp_Q14055_CO9A2_HUMAN sp|Q14055|CO9A2_HUMAN Collagen alpha-2_IX_ chain OS=Homo sapiens OX=9606 GN=COL9A2 PE=1 SV=2	Coturnix_japonica_XP_015738727.1 PREDICTED_ collagen alpha-2_IX_ chain [Coturnix japonica]
OG0000856	Homo_sapiens_sp_Q13361_MFAP5_HUMAN sp|Q13361|MFAP5_HUMAN Microfibrillar-associated protein 5 OS=Homo sapiens OX=9606 GN=MFAP5 PE=1 SV=1	Coturnix_japonica_XP_015727443.1 PREDICTED_ microfibrillar-associated protein 5 isoform X2 [Coturnix japonica]
OG0000857	Homo_sapiens_sp_P10124_SRGN_HUMAN sp|P10124|SRGN_HUMAN Serglycin OS=Homo sapiens OX=9606 GN=SRGN PE=1 SV=3	Coturnix_japonica_XP_015721961.1 serglycin [Coturnix japonica]
OG0000858	Homo_sapiens_sp_P04196_HRG_HUMAN sp|P04196|HRG_HUMAN Histidine-rich glycoprotein OS=Homo sapiens OX=9606 GN=HRG PE=1 SV=1	Coturnix_japonica_XP_015727175.1 histidine-rich glycoprotein [Coturnix japonica]
OG0000860	Homo_sapiens_sp_O75900_MMP23_HUMAN sp|O75900|MMP23_HUMAN Matrix metalloproteinase-23 OS=Homo sapiens OX=9606 GN=MMP23B PE=1 SV=2	Coturnix_japonica_XP_015737693.1 matrix metalloproteinase-23 [Coturnix japonica]
OG0000861	Homo_sapiens_sp_P02747_C1QC_HUMAN sp|P02747|C1QC_HUMAN Complement C1q subcomponent subunit C OS=Homo sapiens OX=9606 GN=C1QC PE=1 SV=3	Coturnix_japonica_XP_015738320.1 complement C1q subcomponent subunit C [Coturnix japonica]
OG0000862	Homo_sapiens_sp_Q9BXJ2_C1QT7_HUMAN sp|Q9BXJ2|C1QT7_HUMAN Complement C1q tumor necrosis factor-related protein 7 OS=Homo sapiens OX=9606 GN=C1QTNF7 PE=2 SV=1	Coturnix_japonica_XP_015718105.1 complement C1q tumor necrosis factor-related protein 7 [Coturnix japonica]
OG0000866	Homo_sapiens_sp_O95715_CXL14_HUMAN sp|O95715|CXL14_HUMAN C-X-C motif chemokine 14 OS=Homo sapiens OX=9606 GN=CXCL14 PE=1 SV=2	Coturnix_japonica_XP_015731303.1 C-X-C motif chemokine 14 [Coturnix japonica]
OG0000868	Homo_sapiens_sp_P22301_IL10_HUMAN sp|P22301|IL10_HUMAN Interleukin-10 OS=Homo sapiens OX=9606 GN=IL10 PE=1 SV=1	Coturnix_japonica_XP_015711253.1 PREDICTED_ interleukin-26 [Coturnix japonica], Coturnix_japonica_XP_015740622.1 interleukin-10 [Coturnix japonica]
OG0000869	Homo_sapiens_sp_P31151_S10A7_HUMAN sp|P31151|S10A7_HUMAN Protein S100-A7 OS=Homo sapiens OX=9606 GN=S100A7 PE=1 SV=4, Homo_sapiens_sp_P31949_S10AB_HUMAN sp|P31949|S10AB_HUMAN Protein S100-A11 OS=Homo sapiens OX=9606 GN=S100A11 PE=1 SV=2	Coturnix_japonica_XP_015739876.1 protein S100-A11 [Coturnix japonica]
OG0000870	Homo_sapiens_sp_Q9HCY8_S10AE_HUMAN sp|Q9HCY8|S10AE_HUMAN Protein S100-A14 OS=Homo sapiens OX=9606 GN=S100A14 PE=1 SV=1	Coturnix_japonica_XP_015739976.1 protein S100-A14-like [Coturnix japonica]
OG0000872	Homo_sapiens_sp_Q9BYJ0_FGFP2_HUMAN sp|Q9BYJ0|FGFP2_HUMAN Fibroblast growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=FGFBP2 PE=1 SV=1	Coturnix_japonica_XP_015718268.1 fibroblast growth factor-binding protein 2 [Coturnix japonica]
OG0001102	Homo_sapiens_sp_Q03692_COAA1_HUMAN sp|Q03692|COAA1_HUMAN Collagen alpha-1_X_ chain OS=Homo sapiens OX=9606 GN=COL10A1 PE=1 SV=2	Coturnix_japonica_XP_015714119.1 collagen alpha-1_X_ chain isoform X1 [Coturnix japonica]
OG0001103	Homo_sapiens_sp_Q07092_COGA1_HUMAN sp|Q07092|COGA1_HUMAN Collagen alpha-1_XVI_ chain OS=Homo sapiens OX=9606 GN=COL16A1 PE=1 SV=2	Coturnix_japonica_XP_015738699.1 collagen alpha-1_XVI_ chain isoform X1 [Coturnix japonica]
OG0001104	Homo_sapiens_sp_Q14050_CO9A3_HUMAN sp|Q14050|CO9A3_HUMAN Collagen alpha-3_IX_ chain OS=Homo sapiens OX=9606 GN=COL9A3 PE=1 SV=2	Coturnix_japonica_XP_015737083.1 collagen alpha-3_IX_ chain [Coturnix japonica]
OG0001105	Homo_sapiens_sp_Q9NT22_EMIL3_HUMAN sp|Q9NT22|EMIL3_HUMAN EMILIN-3 OS=Homo sapiens OX=9606 GN=EMILIN3 PE=1 SV=2	Coturnix_japonica_XP_015736937.1 EMILIN-3 [Coturnix japonica]
OG0001106	Homo_sapiens_sp_Q9H8L6_MMRN2_HUMAN sp|Q9H8L6|MMRN2_HUMAN Multimerin-2 OS=Homo sapiens OX=9606 GN=MMRN2 PE=1 SV=2	Coturnix_japonica_XP_015721502.1 multimerin-2 [Coturnix japonica]
OG0001107	Homo_sapiens_sp_A6NHN0_OTOL1_HUMAN sp|A6NHN0|OTOL1_HUMAN Otolin-1 OS=Homo sapiens OX=9606 GN=OTOL1 PE=3 SV=1	Coturnix_japonica_XP_015727557.1 PREDICTED_ otolin-1 [Coturnix japonica]
OG0001110	Homo_sapiens_sp_P02745_C1QA_HUMAN sp|P02745|C1QA_HUMAN Complement C1q subcomponent subunit A OS=Homo sapiens OX=9606 GN=C1QA PE=1 SV=2	Coturnix_japonica_XP_015738313.1 complement C1q subcomponent subunit A isoform X2 [Coturnix japonica]
OG0001111	Homo_sapiens_sp_P02746_C1QB_HUMAN sp|P02746|C1QB_HUMAN Complement C1q subcomponent subunit B OS=Homo sapiens OX=9606 GN=C1QB PE=1 SV=3	Coturnix_japonica_XP_015738317.1 PREDICTED_ complement C1q subcomponent subunit B isoform X1 [Coturnix japonica]
OG0001116	Homo_sapiens_sp_Q9H3R2_MUC13_HUMAN sp|Q9H3R2|MUC13_HUMAN Mucin-13 OS=Homo sapiens OX=9606 GN=MUC13 PE=1 SV=3	Coturnix_japonica_XP_015724104.1 PREDICTED_ mucin-13 [Coturnix japonica]
OG0001124	Homo_sapiens_sp_Q8TAT2_FGFP3_HUMAN sp|Q8TAT2|FGFP3_HUMAN Fibroblast growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=FGFBP3 PE=1 SV=1	Coturnix_japonica_XP_015722380.1 PREDICTED_ fibroblast growth factor-binding protein 3 [Coturnix japonica]
OG0001127	Homo_sapiens_sp_Q96FQ6_S10AG_HUMAN sp|Q96FQ6|S10AG_HUMAN Protein S100-A16 OS=Homo sapiens OX=9606 GN=S100A16 PE=1 SV=1	Coturnix_japonica_XP_015739982.1 protein S100-A16 [Coturnix japonica]
OG0001128	Homo_sapiens_sp_P26447_S10A4_HUMAN sp|P26447|S10A4_HUMAN Protein S100-A4 OS=Homo sapiens OX=9606 GN=S100A4 PE=1 SV=1	Coturnix_japonica_XP_015739836.1 uncharacterized protein LOC107324373 [Coturnix japonica]
OG0001130	Homo_sapiens_sp_P26441_CNTF_HUMAN sp|P26441|CNTF_HUMAN Ciliary neurotrophic factor OS=Homo sapiens OX=9606 GN=CNTF PE=1 SV=1	Coturnix_japonica_XP_015719119.1 PREDICTED_ ciliary neurotrophic factor [Coturnix japonica]
OG0001131	Homo_sapiens_sp_P55001_MFAP2_HUMAN sp|P55001|MFAP2_HUMAN Microfibrillar-associated protein 2 OS=Homo sapiens OX=9606 GN=MFAP2 PE=1 SV=1	Coturnix_japonica_XP_015737774.1 microfibrillar-associated protein 2 isoform X2 [Coturnix japonica]
OG0001132	Homo_sapiens_sp_P08493_MGP_HUMAN sp|P08493|MGP_HUMAN Matrix Gla protein OS=Homo sapiens OX=9606 GN=MGP PE=1 SV=2	Coturnix_japonica_XP_015715091.1 matrix Gla protein [Coturnix japonica]
OG0001135	Homo_sapiens_sp_P01241_SOMA_HUMAN sp|P01241|SOMA_HUMAN Somatotropin OS=Homo sapiens OX=9606 GN=GH1 PE=1 SV=2	Coturnix_japonica_XP_015741007.2 somatotropin [Coturnix japonica]
OG0001136	Homo_sapiens_sp_P05111_INHA_HUMAN sp|P05111|INHA_HUMAN Inhibin alpha chain OS=Homo sapiens OX=9606 GN=INHA PE=1 SV=1	Coturnix_japonica_XP_015724419.1 inhibin alpha chain [Coturnix japonica]
OG0001492	Homo_sapiens_sp_Q2M2W7_CQ058_HUMAN sp|Q2M2W7|CQ058_HUMAN UPF0450 protein C17orf58 OS=Homo sapiens OX=9606 GN=C17orf58 PE=2 SV=3	Coturnix_japonica_XP_015735010.1 UPF0450 protein C17orf58 homolog [Coturnix japonica]
OG0001505	Homo_sapiens_sp_Q14116_IL18_HUMAN sp|Q14116|IL18_HUMAN Interleukin-18 OS=Homo sapiens OX=9606 GN=IL18 PE=1 SV=1	Coturnix_japonica_XP_015739331.1 PREDICTED_ interleukin-18 [Coturnix japonica]
OG0001508	Homo_sapiens_sp_Q13201_MMRN1_HUMAN sp|Q13201|MMRN1_HUMAN Multimerin-1 OS=Homo sapiens OX=9606 GN=MMRN1 PE=1 SV=3	Coturnix_japonica_XP_015716818.1 multimerin-1 [Coturnix japonica]
OG0001509	Homo_sapiens_sp_P05231_IL6_HUMAN sp|P05231|IL6_HUMAN Interleukin-6 OS=Homo sapiens OX=9606 GN=IL6 PE=1 SV=1	Coturnix_japonica_XP_015709163.1 interleukin-6 isoform X1 [Coturnix japonica]
OG0001510	Homo_sapiens_sp_P15018_LIF_HUMAN sp|P15018|LIF_HUMAN Leukemia inhibitory factor OS=Homo sapiens OX=9606 GN=LIF PE=1 SV=1	Coturnix_japonica_XP_015734002.1 PREDICTED_ leukemia inhibitory factor isoform X1 [Coturnix japonica]
OG0001511	Homo_sapiens_sp_P60903_S10AA_HUMAN sp|P60903|S10AA_HUMAN Protein S100-A10 OS=Homo sapiens OX=9606 GN=S100A10 PE=1 SV=2	Coturnix_japonica_XP_015740189.1 protein S100-A10 [Coturnix japonica]
