Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000204	Stylophora_pistillata_Spis8062 Spis8062 SpisGene8062	Nematostella_vectensis_NV2t003725001.1 NV2t003725001.1
OG0000209	Stylophora_pistillata_Spis1455 Spis1455 SpisGene1455	Nematostella_vectensis_NV2t022763001.1 NV2t022763001.1
OG0000210	Stylophora_pistillata_Spis6298 Spis6298 SpisGene6298	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1
OG0000211	Stylophora_pistillata_Spis17130 Spis17130 SpisGene17130	Nematostella_vectensis_NV2t025670003.1 NV2t025670003.1, Nematostella_vectensis_NV2t025670006.1 NV2t025670006.1
OG0000214	Stylophora_pistillata_Spis15474 Spis15474 SpisGene15474	Nematostella_vectensis_NV2t024154001.1 NV2t024154001.1
OG0000219	Stylophora_pistillata_Spis1071 Spis1071 SpisGene1071	Nematostella_vectensis_NV2t022330001.1 NV2t022330001.1
OG0000224	Stylophora_pistillata_Spis18805 Spis18805 SpisGene18805	Nematostella_vectensis_NV2t024006001.1 NV2t024006001.1, Nematostella_vectensis_NV2t007079001.1 NV2t007079001.1
OG0000224	Stylophora_pistillata_Spis8079 Spis8079 SpisGene8079, Stylophora_pistillata_Spis8078 Spis8078 SpisGene8078	Nematostella_vectensis_NV2t022909001.1 NV2t022909001.1
OG0000225	Stylophora_pistillata_Spis15616 Spis15616 SpisGene15616, Stylophora_pistillata_Spis16922 Spis16922 SpisGene16922, Stylophora_pistillata_Spis16932 Spis16932 SpisGene16932, Stylophora_pistillata_Spis16930 Spis16930 SpisGene16930, Stylophora_pistillata_Spis2297 Spis2297 SpisGene2297, Stylophora_pistillata_Spis16913 Spis16913 SpisGene16913, Stylophora_pistillata_Spis24221 Spis24221 SpisGene24221, Stylophora_pistillata_Spis2293 Spis2293 SpisGene2293, Stylophora_pistillata_Spis16920 Spis16920 SpisGene16920	Nematostella_vectensis_NV2t020524001.1 NV2t020524001.1
OG0000226	Stylophora_pistillata_Spis5277 Spis5277 SpisGene5277	Nematostella_vectensis_NV2t014073001.1 NV2t014073001.1, Nematostella_vectensis_NV2t014080001.1 NV2t014080001.1
OG0000231	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1
OG0000235	Stylophora_pistillata_Spis7715.t1 Spis7715.t1 SpisGene7715	Nematostella_vectensis_NV2t010668001.1 NV2t010668001.1
OG0000237	Stylophora_pistillata_Spis9508 Spis9508 SpisGene9508	Nematostella_vectensis_NV2t022294001.1 NV2t022294001.1
OG0000239	Stylophora_pistillata_Spis3105 Spis3105 SpisGene3105	Nematostella_vectensis_NV2t009537001.1 NV2t009537001.1
OG0000240	Stylophora_pistillata_Spis16197 Spis16197 SpisGene16197, Stylophora_pistillata_Spis18709 Spis18709 SpisGene18709	Nematostella_vectensis_NV2t019924001.1 NV2t019924001.1
OG0000242	Stylophora_pistillata_Spis3145 Spis3145 SpisGene3145	Nematostella_vectensis_NV2t024863002.1 NV2t024863002.1, Nematostella_vectensis_NV2t017446001.1 NV2t017446001.1
OG0000244	Stylophora_pistillata_Spis10268 Spis10268 SpisGene10268	Nematostella_vectensis_NV2t001696002.1 NV2t001696002.1, Nematostella_vectensis_NV2t001696001.1 NV2t001696001.1
OG0000248	Stylophora_pistillata_Spis8206 Spis8206 SpisGene8206	Nematostella_vectensis_NV2t006365001.1 NV2t006365001.1
OG0000250	Stylophora_pistillata_Spis7058 Spis7058 SpisGene7058	Nematostella_vectensis_NV2t019805005.1 NV2t019805005.1, Nematostella_vectensis_NV2t019805003.1 NV2t019805003.1, Nematostella_vectensis_NV2t019805006.1 NV2t019805006.1, Nematostella_vectensis_NV2t019805002.1 NV2t019805002.1, Nematostella_vectensis_NV2t019805009.1 NV2t019805009.1, Nematostella_vectensis_NV2t019805007.1 NV2t019805007.1, Nematostella_vectensis_NV2t019805008.1 NV2t019805008.1, Nematostella_vectensis_NV2t019803002.1 NV2t019803002.1, Nematostella_vectensis_NV2t019801001.1 NV2t019801001.1, Nematostella_vectensis_NV2t019803001.1 NV2t019803001.1, Nematostella_vectensis_NV2t019805004.1 NV2t019805004.1, Nematostella_vectensis_NV2t019805001.1 NV2t019805001.1, Nematostella_vectensis_NV2t019810002.1 NV2t019810002.1, Nematostella_vectensis_NV2t019810003.1 NV2t019810003.1, Nematostella_vectensis_NV2t019811001.1 NV2t019811001.1, Nematostella_vectensis_NV2t019810001.1 NV2t019810001.1, Nematostella_vectensis_NV2t019810004.1 NV2t019810004.1
OG0000253	Stylophora_pistillata_Spis8764 Spis8764 SpisGene8764	Nematostella_vectensis_NV2t014946001.1 NV2t014946001.1
OG0000262	Stylophora_pistillata_Spis13361 Spis13361 SpisGene13361	Nematostella_vectensis_NV2t021578001.1 NV2t021578001.1
OG0000265	Stylophora_pistillata_Spis8472.t1 Spis8472.t1 SpisGene8472	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1
OG0000267	Stylophora_pistillata_Spis12795 Spis12795 SpisGene12795	Nematostella_vectensis_NV2t024051001.1 NV2t024051001.1
OG0000268	Stylophora_pistillata_Spis4565 Spis4565 SpisGene4565	Nematostella_vectensis_NV2t007378001.1 NV2t007378001.1
OG0000272	Stylophora_pistillata_Spis904 Spis904 SpisGene904	Nematostella_vectensis_NV2t013883004.1 NV2t013883004.1, Nematostella_vectensis_NV2t013883001.1 NV2t013883001.1, Nematostella_vectensis_NV2t013883003.1 NV2t013883003.1, Nematostella_vectensis_NV2t013883002.1 NV2t013883002.1
OG0000278	Stylophora_pistillata_Spis18609.t1 Spis18609.t1 SpisGene18609	Nematostella_vectensis_NV2t005700001.1 NV2t005700001.1, Nematostella_vectensis_NV2t005700002.1 NV2t005700002.1
OG0000279	Stylophora_pistillata_Spis3863.t1 Spis3863.t1 SpisGene3863	Nematostella_vectensis_NV2t003253001.1 NV2t003253001.1, Nematostella_vectensis_NV2t003253002.1 NV2t003253002.1
OG0000280	Stylophora_pistillata_Spis17241.t1 Spis17241.t1 SpisGene17241	Nematostella_vectensis_NV2t000161001.1 NV2t000161001.1
OG0000284	Stylophora_pistillata_Spis4957 Spis4957 SpisGene4957	Nematostella_vectensis_NV2t014189001.1 NV2t014189001.1, Nematostella_vectensis_NV2t014189002.1 NV2t014189002.1
OG0000284	Stylophora_pistillata_Spis4976.t1 Spis4976.t1 SpisGene4976	Nematostella_vectensis_NV2t009493001.1 NV2t009493001.1
OG0000285	Stylophora_pistillata_Spis13358 Spis13358 SpisGene13358	Nematostella_vectensis_NV2t021271001.1 NV2t021271001.1, Nematostella_vectensis_NV2t021271002.1 NV2t021271002.1
OG0000286	Stylophora_pistillata_Spis18883 Spis18883 SpisGene18883, Stylophora_pistillata_Spis21865 Spis21865 SpisGene21865	Nematostella_vectensis_NV2t009055002.1 NV2t009055002.1, Nematostella_vectensis_NV2t009055003.1 NV2t009055003.1, Nematostella_vectensis_NV2t009055001.1 NV2t009055001.1
OG0000301	Stylophora_pistillata_Spis3944 Spis3944 SpisGene3944	Nematostella_vectensis_NV2t002923001.1 NV2t002923001.1
OG0000301	Stylophora_pistillata_Spis19548.t2 Spis19548.t2 SpisGene19548	Nematostella_vectensis_NV2t021872001.1 NV2t021872001.1
OG0000301	Stylophora_pistillata_Spis14852 Spis14852 SpisGene14852	Nematostella_vectensis_NV2t016661001.1 NV2t016661001.1
OG0000302	Stylophora_pistillata_Spis18341 Spis18341 SpisGene18341	Nematostella_vectensis_NV2t011820001.1 NV2t011820001.1
OG0000303	Stylophora_pistillata_Spis5413 Spis5413 SpisGene5413	Nematostella_vectensis_NV2t018394001.1 NV2t018394001.1, Nematostella_vectensis_NV2t018394004.1 NV2t018394004.1, Nematostella_vectensis_NV2t018394003.1 NV2t018394003.1, Nematostella_vectensis_NV2t018394005.1 NV2t018394005.1, Nematostella_vectensis_NV2t018394002.1 NV2t018394002.1
OG0000304	Stylophora_pistillata_Spis354 Spis354 SpisGene354	Nematostella_vectensis_NV2t007762001.1 NV2t007762001.1, Nematostella_vectensis_NV2t024145002.1 NV2t024145002.1, Nematostella_vectensis_NV2t024145003.1 NV2t024145003.1, Nematostella_vectensis_NV2t024145001.1 NV2t024145001.1, Nematostella_vectensis_NV2t024145004.1 NV2t024145004.1
OG0000314	Stylophora_pistillata_Spis16091 Spis16091 SpisGene16091	Nematostella_vectensis_NV2t007515002.1 NV2t007515002.1, Nematostella_vectensis_NV2t007515003.1 NV2t007515003.1
OG0000318	Stylophora_pistillata_Spis1439 Spis1439 SpisGene1439, Stylophora_pistillata_Spis3563.t1 Spis3563.t1 SpisGene3563	Nematostella_vectensis_NV2t001044001.1 NV2t001044001.1, Nematostella_vectensis_NV2t001045002.1 NV2t001045002.1, Nematostella_vectensis_NV2t001045001.1 NV2t001045001.1, Nematostella_vectensis_NV2t001047003.1 NV2t001047003.1, Nematostella_vectensis_NV2t001047001.1 NV2t001047001.1, Nematostella_vectensis_NV2t001047002.1 NV2t001047002.1
OG0000320	Stylophora_pistillata_Spis25575 Spis25575 SpisGene25575, Stylophora_pistillata_Spis23750 Spis23750 SpisGene23750, Stylophora_pistillata_Spis24140 Spis24140 SpisGene24140, Stylophora_pistillata_Spis23749 Spis23749 SpisGene23749, Stylophora_pistillata_Spis23489 Spis23489 SpisGene23489	Nematostella_vectensis_NV2t019798001.1 NV2t019798001.1
OG0000320	Stylophora_pistillata_Spis24735 Spis24735 SpisGene24735	Nematostella_vectensis_NV2t020296001.1 NV2t020296001.1
OG0000330	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858	Nematostella_vectensis_NV2t012621001.1 NV2t012621001.1, Nematostella_vectensis_NV2t012623001.1 NV2t012623001.1
OG0000346	Stylophora_pistillata_Spis5598 Spis5598 SpisGene5598, Stylophora_pistillata_Spis22305 Spis22305 SpisGene22305	Nematostella_vectensis_NV2t018115001.1 NV2t018115001.1, Nematostella_vectensis_NV2t000361005.1 NV2t000361005.1, Nematostella_vectensis_NV2t000361002.1 NV2t000361002.1, Nematostella_vectensis_NV2t000361003.1 NV2t000361003.1, Nematostella_vectensis_NV2t000361006.1 NV2t000361006.1, Nematostella_vectensis_NV2t000361004.1 NV2t000361004.1, Nematostella_vectensis_NV2t000361001.1 NV2t000361001.1
OG0000349	Stylophora_pistillata_Spis4551 Spis4551 SpisGene4551	Nematostella_vectensis_NV2t007560001.1 NV2t007560001.1
OG0000350	Stylophora_pistillata_Spis8392.t1 Spis8392.t1 SpisGene8392	Nematostella_vectensis_NV2t008096001.1 NV2t008096001.1
OG0000355	Stylophora_pistillata_Spis18718 Spis18718 SpisGene18718	Nematostella_vectensis_NV2t013356002.1 NV2t013356002.1, Nematostella_vectensis_NV2t013356004.1 NV2t013356004.1, Nematostella_vectensis_NV2t013356005.1 NV2t013356005.1, Nematostella_vectensis_NV2t013356003.1 NV2t013356003.1, Nematostella_vectensis_NV2t013356001.1 NV2t013356001.1
OG0000376	Stylophora_pistillata_Spis4815 Spis4815 SpisGene4815, Stylophora_pistillata_Spis4809 Spis4809 SpisGene4809, Stylophora_pistillata_Spis4814 Spis4814 SpisGene4814, Stylophora_pistillata_Spis20187 Spis20187 SpisGene20187	Nematostella_vectensis_NV2t007430001.1 NV2t007430001.1, Nematostella_vectensis_NV2t001101001.1 NV2t001101001.1
OG0000384	Stylophora_pistillata_Spis8857 Spis8857 SpisGene8857	Nematostella_vectensis_NV2t013120003.1 NV2t013120003.1, Nematostella_vectensis_NV2t013120001.1 NV2t013120001.1
OG0000389	Stylophora_pistillata_Spis10863 Spis10863 SpisGene10863	Nematostella_vectensis_NV2t001082002.1 NV2t001082002.1
OG0000398	Stylophora_pistillata_Spis13177.t1 Spis13177.t1 SpisGene13177	Nematostella_vectensis_NV2t003266001.1 NV2t003266001.1, Nematostella_vectensis_NV2t003632001.1 NV2t003632001.1
OG0000399	Stylophora_pistillata_Spis20164 Spis20164 SpisGene20164	Nematostella_vectensis_NV2t006344001.1 NV2t006344001.1
OG0000409	Stylophora_pistillata_Spis11859 Spis11859 SpisGene11859	Nematostella_vectensis_NV2t015186001.1 NV2t015186001.1, Nematostella_vectensis_NV2t015330001.1 NV2t015330001.1
OG0000418	Stylophora_pistillata_Spis2818 Spis2818 SpisGene2818, Stylophora_pistillata_Spis2819 Spis2819 SpisGene2819	Nematostella_vectensis_NV2t014749001.1 NV2t014749001.1
OG0000426	Stylophora_pistillata_Spis2840 Spis2840 SpisGene2840	Nematostella_vectensis_NV2t004600001.1 NV2t004600001.1
OG0000436	Stylophora_pistillata_Spis16940 Spis16940 SpisGene16940	Nematostella_vectensis_NV2t002072001.1 NV2t002072001.1
OG0000437	Stylophora_pistillata_Spis14420 Spis14420 SpisGene14420	Nematostella_vectensis_NV2t014007002.1 NV2t014007002.1, Nematostella_vectensis_NV2t014007001.1 NV2t014007001.1, Nematostella_vectensis_NV2t014007003.1 NV2t014007003.1, Nematostella_vectensis_NV2t014010001.1 NV2t014010001.1
OG0000438	Stylophora_pistillata_Spis11902 Spis11902 SpisGene11902	Nematostella_vectensis_NV2t003706003.1 NV2t003706003.1, Nematostella_vectensis_NV2t003706002.1 NV2t003706002.1, Nematostella_vectensis_NV2t003706004.1 NV2t003706004.1, Nematostella_vectensis_NV2t003706001.1 NV2t003706001.1
OG0000439	Stylophora_pistillata_Spis15893 Spis15893 SpisGene15893	Nematostella_vectensis_NV2t006438001.1 NV2t006438001.1
OG0000448	Stylophora_pistillata_Spis7021 Spis7021 SpisGene7021	Nematostella_vectensis_NV2t020815001.1 NV2t020815001.1
OG0000476	Stylophora_pistillata_Spis513 Spis513 SpisGene513	Nematostella_vectensis_NV2t008265001.1 NV2t008265001.1
OG0000479	Stylophora_pistillata_Spis14938 Spis14938 SpisGene14938	Nematostella_vectensis_NV2t012328001.1 NV2t012328001.1
OG0000482	Stylophora_pistillata_Spis4951 Spis4951 SpisGene4951, Stylophora_pistillata_Spis4954 Spis4954 SpisGene4954	Nematostella_vectensis_NV2t009497003.1 NV2t009497003.1, Nematostella_vectensis_NV2t009497002.1 NV2t009497002.1, Nematostella_vectensis_NV2t009497001.1 NV2t009497001.1
OG0000486	Stylophora_pistillata_Spis5846 Spis5846 SpisGene5846	Nematostella_vectensis_NV2t020657001.1 NV2t020657001.1
OG0000521	Stylophora_pistillata_Spis6184.t1 Spis6184.t1 SpisGene6184	Nematostella_vectensis_NV2t007684001.1 NV2t007684001.1
OG0000523	Stylophora_pistillata_Spis10658.t1 Spis10658.t1 SpisGene10658	Nematostella_vectensis_NV2t012741001.1 NV2t012741001.1
OG0000531	Stylophora_pistillata_Spis16341 Spis16341 SpisGene16341	Nematostella_vectensis_NV2t025693001.1 NV2t025693001.1, Nematostella_vectensis_NV2t025693002.1 NV2t025693002.1, Nematostella_vectensis_NV2t025692001.1 NV2t025692001.1
OG0000553	Stylophora_pistillata_Spis14609.t1 Spis14609.t1 SpisGene14609	Nematostella_vectensis_NV2t004826002.1 NV2t004826002.1, Nematostella_vectensis_NV2t004826001.1 NV2t004826001.1
OG0000578	Stylophora_pistillata_Spis3889 Spis3889 SpisGene3889	Nematostella_vectensis_NV2t003163001.1 NV2t003163001.1
OG0000582	Stylophora_pistillata_Spis16028 Spis16028 SpisGene16028	Nematostella_vectensis_NV2t014509001.1 NV2t014509001.1
OG0000595	Stylophora_pistillata_Spis15065 Spis15065 SpisGene15065	Nematostella_vectensis_NV2t012819001.1 NV2t012819001.1
OG0000599	Stylophora_pistillata_Spis13977 Spis13977 SpisGene13977	Nematostella_vectensis_NV2t016360001.1 NV2t016360001.1, Nematostella_vectensis_NV2t016360002.1 NV2t016360002.1
OG0000601	Stylophora_pistillata_Spis14829 Spis14829 SpisGene14829	Nematostella_vectensis_NV2t011073001.1 NV2t011073001.1
OG0000631	Stylophora_pistillata_Spis15765 Spis15765 SpisGene15765	Nematostella_vectensis_NV2t004904001.1 NV2t004904001.1
OG0000695	Stylophora_pistillata_Spis14413 Spis14413 SpisGene14413	Nematostella_vectensis_NV2t014795001.1 NV2t014795001.1
OG0000696	Stylophora_pistillata_Spis5320 Spis5320 SpisGene5320, Stylophora_pistillata_Spis24207 Spis24207 SpisGene24207	Nematostella_vectensis_NV2t013359001.1 NV2t013359001.1
OG0000697	Stylophora_pistillata_Spis10902 Spis10902 SpisGene10902, Stylophora_pistillata_Spis10923 Spis10923 SpisGene10923	Nematostella_vectensis_NV2t014182001.1 NV2t014182001.1
OG0000698	Stylophora_pistillata_Spis20953 Spis20953 SpisGene20953	Nematostella_vectensis_NV2t013059001.1 NV2t013059001.1
OG0000699	Stylophora_pistillata_Spis14246 Spis14246 SpisGene14246	Nematostella_vectensis_NV2t012458001.1 NV2t012458001.1, Nematostella_vectensis_NV2t012458002.1 NV2t012458002.1, Nematostella_vectensis_NV2t012458003.1 NV2t012458003.1
OG0000700	Stylophora_pistillata_Spis7049 Spis7049 SpisGene7049, Stylophora_pistillata_Spis7050 Spis7050 SpisGene7050	Nematostella_vectensis_NV2t019375002.1 NV2t019375002.1, Nematostella_vectensis_NV2t019794002.1 NV2t019794002.1
OG0000703	Stylophora_pistillata_Spis4650 Spis4650 SpisGene4650	Nematostella_vectensis_NV2t015060001.1 NV2t015060001.1, Nematostella_vectensis_NV2t015053001.1 NV2t015053001.1
OG0000710	Stylophora_pistillata_Spis17975 Spis17975 SpisGene17975	Nematostella_vectensis_NV2t014625002.1 NV2t014625002.1, Nematostella_vectensis_NV2t014625003.1 NV2t014625003.1, Nematostella_vectensis_NV2t014625001.1 NV2t014625001.1
OG0000713	Stylophora_pistillata_Spis11482 Spis11482 SpisGene11482	Nematostella_vectensis_NV2t024371001.1 NV2t024371001.1
OG0000876	Stylophora_pistillata_Spis2839 Spis2839 SpisGene2839	Nematostella_vectensis_NV2t012346001.1 NV2t012346001.1
OG0000878	Stylophora_pistillata_Spis16136 Spis16136 SpisGene16136	Nematostella_vectensis_NV2t003898001.1 NV2t003898001.1
OG0000882	Stylophora_pistillata_Spis5326.t1 Spis5326.t1 SpisGene5326	Nematostella_vectensis_NV2t014569002.1 NV2t014569002.1, Nematostella_vectensis_NV2t014569001.1 NV2t014569001.1
OG0000890	Stylophora_pistillata_Spis9010 Spis9010 SpisGene9010, Stylophora_pistillata_Spis9006 Spis9006 SpisGene9006	Nematostella_vectensis_NV2t010225001.1 NV2t010225001.1
OG0000892	Stylophora_pistillata_Spis16236.t1 Spis16236.t1 SpisGene16236	Nematostella_vectensis_NV2t015937001.1 NV2t015937001.1
OG0001148	Stylophora_pistillata_Spis7071 Spis7071 SpisGene7071	Nematostella_vectensis_NV2t011270001.1 NV2t011270001.1
OG0001151	Stylophora_pistillata_Spis22129 Spis22129 SpisGene22129, Stylophora_pistillata_Spis18449 Spis18449 SpisGene18449	Nematostella_vectensis_NV2t024544001.1 NV2t024544001.1
OG0001154	Stylophora_pistillata_Spis9404.t1 Spis9404.t1 SpisGene9404	Nematostella_vectensis_NV2t024334001.1 NV2t024334001.1
OG0001161	Stylophora_pistillata_Spis10979 Spis10979 SpisGene10979	Nematostella_vectensis_NV2t008462001.1 NV2t008462001.1, Nematostella_vectensis_NV2t002132001.1 NV2t002132001.1
OG0001165	Stylophora_pistillata_Spis6570 Spis6570 SpisGene6570	Nematostella_vectensis_NV2t008258002.1 NV2t008258002.1, Nematostella_vectensis_NV2t008258001.1 NV2t008258001.1
OG0001170	Stylophora_pistillata_Spis2742 Spis2742 SpisGene2742	Nematostella_vectensis_NV2t011871001.1 NV2t011871001.1
OG0001173	Stylophora_pistillata_Spis18096 Spis18096 SpisGene18096	Nematostella_vectensis_NV2t003066002.1 NV2t003066002.1, Nematostella_vectensis_NV2t003066001.1 NV2t003066001.1
OG0001518	Stylophora_pistillata_Spis7108 Spis7108 SpisGene7108	Nematostella_vectensis_NV2t023846001.1 NV2t023846001.1
OG0001537	Stylophora_pistillata_Spis7736 Spis7736 SpisGene7736	Nematostella_vectensis_NV2t010778001.1 NV2t010778001.1
OG0001546	Stylophora_pistillata_Spis15561 Spis15561 SpisGene15561	Nematostella_vectensis_NV2t011802002.1 NV2t011802002.1
OG0001556	Stylophora_pistillata_Spis12071 Spis12071 SpisGene12071	Nematostella_vectensis_NV2t016454001.1 NV2t016454001.1
OG0001561	Stylophora_pistillata_Spis4204 Spis4204 SpisGene4204	Nematostella_vectensis_NV2t017396001.1 NV2t017396001.1
OG0001564	Stylophora_pistillata_Spis5244 Spis5244 SpisGene5244	Nematostella_vectensis_NV2t002940001.1 NV2t002940001.1, Nematostella_vectensis_NV2t002939001.1 NV2t002939001.1
OG0002019	Stylophora_pistillata_Spis20406 Spis20406 SpisGene20406	Nematostella_vectensis_NV2t005987001.1 NV2t005987001.1
OG0002032	Stylophora_pistillata_Spis11350.t1 Spis11350.t1 SpisGene11350	Nematostella_vectensis_NV2t022270001.1 NV2t022270001.1
