Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000003	Stylophora_pistillata_Spis7146.t1 Spis7146.t1 SpisGene7146	Exaiptasia_diaphana_XP_028519268.1 XP_028519268.1 uncharacterized protein LOC110252372 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914857.1 XP_020914857.1 uncharacterized protein LOC110252372 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914865.1 XP_020914865.1 uncharacterized protein LOC110252372 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519269.1 XP_028519269.1 uncharacterized protein LOC110252372 [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis21314 Spis21314 SpisGene21314	Exaiptasia_diaphana_XP_020898903.1 XP_020898903.1 macrophage mannose receptor 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913921.1 XP_020913921.1 uncharacterized protein LOC110251540 [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis22322 Spis22322 SpisGene22322, Stylophora_pistillata_Spis22423 Spis22423 SpisGene22423, Stylophora_pistillata_Spis22351 Spis22351 SpisGene22351, Stylophora_pistillata_Spis22421 Spis22421 SpisGene22421, Stylophora_pistillata_Spis19258 Spis19258 SpisGene19258, Stylophora_pistillata_Spis15693 Spis15693 SpisGene15693, Stylophora_pistillata_Spis15691 Spis15691 SpisGene15691, Stylophora_pistillata_Spis20399 Spis20399 SpisGene20399, Stylophora_pistillata_Spis22352 Spis22352 SpisGene22352	Exaiptasia_diaphana_XP_028517885.1 XP_028517885.1 nidogen-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514911.1 XP_028514911.1 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915720.2 XP_020915720.2 uncharacterized protein LOC110253183 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515645.1 XP_028515645.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518390.1 XP_028518390.1 uncharacterized protein LOC114576273 [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis18451 Spis18451 SpisGene18451, Stylophora_pistillata_Spis15328 Spis15328 SpisGene15328, Stylophora_pistillata_Spis23195 Spis23195 SpisGene23195, Stylophora_pistillata_Spis22238 Spis22238 SpisGene22238, Stylophora_pistillata_Spis21940 Spis21940 SpisGene21940	Exaiptasia_diaphana_XP_028517873.1 XP_028517873.1 uncharacterized protein LOC110248715 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907890.2 XP_020907890.2 uncharacterized protein LOC110245933 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517870.1 XP_028517870.1 uncharacterized protein LOC110248708 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907891.1 XP_020907891.1 uncharacterized protein LOC110245934 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912859.2 XP_020912859.2 uncharacterized protein LOC110250599 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518448.1 XP_028518448.1 P-selectin-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514228.1 XP_028514228.1 uncharacterized protein LOC114574827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907884.2 XP_020907884.2 uncharacterized protein LOC110245927 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518810.1 XP_028518810.1 uncharacterized protein LOC110251696 [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis23623 Spis23623 SpisGene23623	Exaiptasia_diaphana_XP_020911103.1 XP_020911103.1 uncharacterized protein LOC110248883 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516010.1 XP_028516010.1 uncharacterized protein LOC114575413 [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis22283 Spis22283 SpisGene22283, Stylophora_pistillata_Spis23016 Spis23016 SpisGene23016, Stylophora_pistillata_Spis22284 Spis22284 SpisGene22284, Stylophora_pistillata_Spis17651 Spis17651 SpisGene17651, Stylophora_pistillata_Spis23995 Spis23995 SpisGene23995	Exaiptasia_diaphana_XP_028515610.1 XP_028515610.1 fibrillin-3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518447.1 XP_028518447.1 uncharacterized protein LOC110250603 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518446.1 XP_028518446.1 neurotrypsin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907897.2 XP_020907897.2 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519493.1 XP_028519493.1 C-type mannose receptor 2-like_ partial [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis13317 Spis13317 SpisGene13317	Exaiptasia_diaphana_XP_028512812.1 XP_028512812.1 glycine-rich cell wall structural protein 1.0_ partial [Exaiptasia diaphana]
OG0000003	Stylophora_pistillata_Spis24974 Spis24974 SpisGene24974, Stylophora_pistillata_Spis5993 Spis5993 SpisGene5993	Exaiptasia_diaphana_XP_028516914.1 XP_028516914.1 adhesion G protein-coupled receptor E2 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis5092 Spis5092 SpisGene5092	Exaiptasia_diaphana_XP_028513629.1 XP_028513629.1 uncharacterized protein LOC110235415 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513641.1 XP_028513641.1 uncharacterized protein LOC110235415 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513632.1 XP_028513632.1 uncharacterized protein LOC110235415 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513634.1 XP_028513634.1 uncharacterized protein LOC110235415 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513644.1 XP_028513644.1 uncharacterized protein LOC110235415 isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513650.1 XP_028513650.1 uncharacterized protein LOC110235415 isoform X6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896538.2 XP_020896538.2 A disintegrin and metalloproteinase with thrombospondin motifs gon-1 isoform X7 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis19275 Spis19275 SpisGene19275	Exaiptasia_diaphana_XP_020894921.1 XP_020894921.1 secretory phospholipase A2 receptor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516254.1 XP_028516254.1 C-type mannose receptor 2 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis4237 Spis4237 SpisGene4237	Exaiptasia_diaphana_XP_020904882.1 XP_020904882.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis2743 Spis2743 SpisGene2743	Exaiptasia_diaphana_XP_020917233.1 XP_020917233.1 integrin alpha-M [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis18196 Spis18196 SpisGene18196	Exaiptasia_diaphana_XP_028517070.1 XP_028517070.1 uncharacterized protein LOC114575759 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis9593 Spis9593 SpisGene9593	Exaiptasia_diaphana_XP_028515809.1 XP_028515809.1 delta-like protein B [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903823.1 XP_020903823.1 delta-like protein B [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis6222 Spis6222 SpisGene6222	Exaiptasia_diaphana_XP_028515505.1 XP_028515505.1 vegetative cell wall protein gp1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515477.1 XP_028515477.1 uncharacterized protein LOC114575225 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis5541 Spis5541 SpisGene5541	Exaiptasia_diaphana_XP_020909150.1 XP_020909150.1 uncharacterized protein LOC110247101_ partial [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis16168 Spis16168 SpisGene16168	Exaiptasia_diaphana_XP_028516116.1 XP_028516116.1 uncharacterized protein LOC110243347 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905083.2 XP_020905083.2 uncharacterized protein LOC110243335 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516114.1 XP_028516114.1 von Willebrand factor A domain-containing protein 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905097.1 XP_020905097.1 uncharacterized protein LOC110243349 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis11197 Spis11197 SpisGene11197, Stylophora_pistillata_Spis6567 Spis6567 SpisGene6567	Exaiptasia_diaphana_XP_020910573.1 XP_020910573.1 uncharacterized protein LOC110248392 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516243.1 XP_028516243.1 uncharacterized protein LOC110243783_ partial [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis6569 Spis6569 SpisGene6569, Stylophora_pistillata_Spis16235 Spis16235 SpisGene16235	Exaiptasia_diaphana_XP_028515504.1 XP_028515504.1 uncharacterized protein LOC114575234 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis7200 Spis7200 SpisGene7200, Stylophora_pistillata_Spis7201 Spis7201 SpisGene7201	Exaiptasia_diaphana_XP_020903235.1 XP_020903235.1 uncharacterized protein LOC110241686 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903234.1 XP_020903234.1 uncharacterized protein LOC110241686 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906552.1 XP_020906552.1 uncharacterized protein LOC110244684_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903232.1 XP_020903232.1 uncharacterized protein LOC110241685 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903231.1 XP_020903231.1 uncharacterized protein LOC110241685 isoform X1 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis5789.t1 Spis5789.t1 SpisGene5789	Exaiptasia_diaphana_XP_020912336.1 XP_020912336.1 protocadherin Fat 4 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis10601 Spis10601 SpisGene10601, Stylophora_pistillata_Spis12529 Spis12529 SpisGene12529	Exaiptasia_diaphana_XP_028517765.1 XP_028517765.1 collagen alpha-1_XIV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517789.1 XP_028517789.1 uncharacterized protein LOC110248427 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896949.1 XP_020896949.1 collagen alpha-5_VI_ chain [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis22146.t1 Spis22146.t1 SpisGene22146	Exaiptasia_diaphana_XP_020908856.1 XP_020908856.1 coadhesin [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis1349 Spis1349 SpisGene1349	Exaiptasia_diaphana_XP_020912230.1 XP_020912230.1 coadhesin [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis13182 Spis13182 SpisGene13182	Exaiptasia_diaphana_XP_020910017.1 XP_020910017.1 protocadherin Fat 4 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis8899 Spis8899 SpisGene8899	Exaiptasia_diaphana_XP_020913069.1 XP_020913069.1 protocadherin-like protein [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis30 Spis30 SpisGene30	Exaiptasia_diaphana_XP_020900065.1 XP_020900065.1 protocadherin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900069.1 XP_020900069.1 protocadherin-like protein [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis26 Spis26 SpisGene26	Exaiptasia_diaphana_XP_028513163.1 XP_028513163.1 protocadherin-like protein isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513162.1 XP_028513162.1 protocadherin-like protein isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894174.1 XP_020894174.1 protocadherin-like protein isoform X1 [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis11895 Spis11895 SpisGene11895	Exaiptasia_diaphana_XP_020902039.1 XP_020902039.1 LOW QUALITY PROTEIN_ fat-like cadherin-related tumor suppressor homolog_ partial [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis13212 Spis13212 SpisGene13212	Exaiptasia_diaphana_XP_028513611.1 XP_028513611.1 collagen alpha-3_VI_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513612.1 XP_028513612.1 uncharacterized protein LOC110234895_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514416.1 XP_028514416.1 collagen alpha-3_VI_ chain_ partial [Exaiptasia diaphana]
OG0000004	Stylophora_pistillata_Spis1357 Spis1357 SpisGene1357	Exaiptasia_diaphana_XP_020914238.1 XP_020914238.1 fat-like cadherin-related tumor suppressor homolog isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914237.1 XP_020914237.1 fat-like cadherin-related tumor suppressor homolog isoform X1 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis399 Spis399 SpisGene399	Exaiptasia_diaphana_XP_020914254.1 XP_020914254.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis8938.t1 Spis8938.t1 SpisGene8938	Exaiptasia_diaphana_XP_020908974.1 XP_020908974.1 uncharacterized protein LOC110246932 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908967.2 XP_020908967.2 uncharacterized protein LOC110246925 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis8937 Spis8937 SpisGene8937	Exaiptasia_diaphana_XP_020902117.2 XP_020902117.2 nematocyst expressed protein 6-like [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis19564 Spis19564 SpisGene19564	Exaiptasia_diaphana_XP_020915721.1 XP_020915721.1 low choriolytic enzyme [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901461.1 XP_020901461.1 zinc metalloproteinase nas-4_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907018.2 XP_020907018.2 blastula protease 10_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916020.1 XP_020916020.1 blastula protease 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901178.2 XP_020901178.2 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis20850 Spis20850 SpisGene20850	Exaiptasia_diaphana_XP_020908170.1 XP_020908170.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910129.1 XP_020910129.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901630.1 XP_020901630.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901634.1 XP_020901634.1 blastula protease 10-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901633.1 XP_020901633.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901632.1 XP_020901632.1 blastula protease 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515202.1 XP_028515202.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis8406 Spis8406 SpisGene8406	Exaiptasia_diaphana_XP_028515434.1 XP_028515434.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914948.1 XP_020914948.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis3793 Spis3793 SpisGene3793	Exaiptasia_diaphana_XP_028514125.1 XP_028514125.1 zinc metalloproteinase nas-13 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514126.1 XP_028514126.1 zinc metalloproteinase nas-13 isoform X2 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis3795 Spis3795 SpisGene3795	Exaiptasia_diaphana_XP_020893266.1 XP_020893266.1 uncharacterized protein LOC110232415 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893267.1 XP_020893267.1 uncharacterized protein LOC110232415 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis5609 Spis5609 SpisGene5609	Exaiptasia_diaphana_XP_020909077.1 XP_020909077.1 zinc metalloproteinase nas-1 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis16651 Spis16651 SpisGene16651	Exaiptasia_diaphana_XP_028512430.1 XP_028512430.1 zinc metalloproteinase nas-36 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis6483 Spis6483 SpisGene6483	Exaiptasia_diaphana_XP_028514338.1 XP_028514338.1 zinc metalloproteinase nas-4_ partial [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis12826 Spis12826 SpisGene12826, Stylophora_pistillata_Spis12825 Spis12825 SpisGene12825	Exaiptasia_diaphana_XP_020911183.1 XP_020911183.1 bone morphogenetic protein 1 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis6195 Spis6195 SpisGene6195	Exaiptasia_diaphana_XP_020915709.2 XP_020915709.2 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915683.1 XP_020915683.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519197.1 XP_028519197.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915705.2 XP_020915705.2 zinc metalloproteinase nas-13 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis9771 Spis9771 SpisGene9771	Exaiptasia_diaphana_XP_020914705.1 XP_020914705.1 protein SpAN [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis9774 Spis9774 SpisGene9774	Exaiptasia_diaphana_XP_020914686.1 XP_020914686.1 uncharacterized protein LOC110252250 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis19563 Spis19563 SpisGene19563	Exaiptasia_diaphana_XP_028517244.1 XP_028517244.1 MAM and LDL-receptor class A domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911562.2 XP_020911562.2 uncharacterized protein LOC110249325_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900602.2 XP_020900602.2 uncharacterized protein LOC110239232 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900616.2 XP_020900616.2 uncharacterized protein LOC110239247 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514903.1 XP_028514903.1 uncharacterized protein LOC110239249_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895504.2 XP_020895504.2 zinc metalloproteinase nas-4-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896667.2 XP_020896667.2 LOW QUALITY PROTEIN_ zinc metalloproteinase nas-6-like [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis9964 Spis9964 SpisGene9964	Exaiptasia_diaphana_XP_020905647.1 XP_020905647.1 zinc metalloproteinase nas-14 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905645.1 XP_020905645.1 zinc metalloproteinase nas-14 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905649.1 XP_020905649.1 zinc metalloproteinase nas-14 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905643.1 XP_020905643.1 zinc metalloproteinase nas-14 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905646.1 XP_020905646.1 zinc metalloproteinase nas-14 isoform X1 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis15365 Spis15365 SpisGene15365	Exaiptasia_diaphana_XP_020900957.1 XP_020900957.1 meprin A subunit beta isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515006.1 XP_028515006.1 meprin A subunit beta isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900956.1 XP_020900956.1 meprin A subunit beta isoform X1 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis797 Spis797 SpisGene797	Exaiptasia_diaphana_XP_020911192.1 XP_020911192.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis2128 Spis2128 SpisGene2128, Stylophora_pistillata_Spis2115 Spis2115 SpisGene2115	Exaiptasia_diaphana_XP_020910221.1 XP_020910221.1 zinc metalloproteinase nas-6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910086.1 XP_020910086.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis2327 Spis2327 SpisGene2327	Exaiptasia_diaphana_XP_020900444.1 XP_020900444.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis13923 Spis13923 SpisGene13923	Exaiptasia_diaphana_XP_028518669.1 XP_028518669.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis1719 Spis1719 SpisGene1719	Exaiptasia_diaphana_XP_020911080.2 XP_020911080.2 zinc metalloproteinase nas-4-like [Exaiptasia diaphana]
OG0000005	Stylophora_pistillata_Spis4342 Spis4342 SpisGene4342	Exaiptasia_diaphana_XP_020896622.1 XP_020896622.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana]
OG0000006	Stylophora_pistillata_Spis1220 Spis1220 SpisGene1220	Exaiptasia_diaphana_XP_028519346.1 XP_028519346.1 CUB and sushi domain-containing protein 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519355.1 XP_028519355.1 CUB and sushi domain-containing protein 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516017.1 XP_028516017.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909969.2 XP_020909969.2 CUB and sushi domain-containing protein 3 isoform X3 [Exaiptasia diaphana]
OG0000006	Stylophora_pistillata_Spis1242 Spis1242 SpisGene1242, Stylophora_pistillata_Spis1227 Spis1227 SpisGene1227, Stylophora_pistillata_Spis1225.t1 Spis1225.t1 SpisGene1225	Exaiptasia_diaphana_XP_028518709.1 XP_028518709.1 CUB and sushi domain-containing protein 3 [Exaiptasia diaphana]
OG0000006	Stylophora_pistillata_Spis16437 Spis16437 SpisGene16437	Exaiptasia_diaphana_XP_020896763.1 XP_020896763.1 CUB and sushi domain-containing protein 3 [Exaiptasia diaphana]
OG0000006	Stylophora_pistillata_Spis21789 Spis21789 SpisGene21789	Exaiptasia_diaphana_XP_020896344.1 XP_020896344.1 CUB and sushi domain-containing protein 3 [Exaiptasia diaphana]
OG0000006	Stylophora_pistillata_Spis18091 Spis18091 SpisGene18091	Exaiptasia_diaphana_XP_020910180.1 XP_020910180.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000006	Stylophora_pistillata_Spis3946 Spis3946 SpisGene3946	Exaiptasia_diaphana_XP_020910027.1 XP_020910027.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
