Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000013	Stylophora_pistillata_Spis10384 Spis10384 SpisGene10384	Branchiostoma_belcheri_tr_A0A6P4YHP8_A0A6P4YHP8_BRABE tr|A0A6P4YHP8|A0A6P4YHP8_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XNN2_A0A6P4XNN2_BRABE tr|A0A6P4XNN2|A0A6P4XNN2_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y1D8_A0A6P4Y1D8_BRABE tr|A0A6P4Y1D8|A0A6P4Y1D8_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YMB1_A0A6P4YMB1_BRABE tr|A0A6P4YMB1|A0A6P4YMB1_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YMA7_A0A6P4YMA7_BRABE tr|A0A6P4YMA7|A0A6P4YMA7_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y7G4_A0A6P4Y7G4_BRABE tr|A0A6P4Y7G4|A0A6P4Y7G4_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XNM7_A0A6P4XNM7_BRABE tr|A0A6P4XNM7|A0A6P4XNM7_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YHP4_A0A6P4YHP4_BRABE tr|A0A6P4YHP4|A0A6P4YHP4_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y1D1_A0A6P4Y1D1_BRABE tr|A0A6P4Y1D1|A0A6P4Y1D1_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YMA2_A0A6P4YMA2_BRABE tr|A0A6P4YMA2|A0A6P4YMA2_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XNN7_A0A6P4XNN7_BRABE tr|A0A6P4XNN7|A0A6P4XNN7_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465440 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis10385 Spis10385 SpisGene10385	Branchiostoma_belcheri_tr_A0A6P4YHN4_A0A6P4YHN4_BRABE tr|A0A6P4YHN4|A0A6P4YHN4_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465431 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis10363 Spis10363 SpisGene10363	Branchiostoma_belcheri_tr_A0A6P4XMY0_A0A6P4XMY0_BRABE tr|A0A6P4XMY0|A0A6P4XMY0_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465267 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLJ3_A0A6P4YLJ3_BRABE tr|A0A6P4YLJ3|A0A6P4YLJ3_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465267 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis16312 Spis16312 SpisGene16312	Branchiostoma_belcheri_tr_A0A6P5AIC6_A0A6P5AIC6_BRABE tr|A0A6P5AIC6|A0A6P5AIC6_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109484151 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis3866 Spis3866 SpisGene3866, Stylophora_pistillata_Spis3867 Spis3867 SpisGene3867	Branchiostoma_belcheri_tr_A0A6P4ZX28_A0A6P4ZX28_BRABE tr|A0A6P4ZX28|A0A6P4ZX28_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109477379 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis1461.t1 Spis1461.t1 SpisGene1461	Branchiostoma_belcheri_tr_A0A6P4Y3L5_A0A6P4Y3L5_BRABE tr|A0A6P4Y3L5|A0A6P4Y3L5_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109464459 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis3868.t1 Spis3868.t1 SpisGene3868	Branchiostoma_belcheri_tr_A0A6P4ZRB9_A0A6P4ZRB9_BRABE tr|A0A6P4ZRB9|A0A6P4ZRB9_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109476910 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis825 Spis825 SpisGene825, Stylophora_pistillata_Spis824 Spis824 SpisGene824, Stylophora_pistillata_Spis826 Spis826 SpisGene826	Branchiostoma_belcheri_tr_A0A6P4ZTM3_A0A6P4ZTM3_BRABE tr|A0A6P4ZTM3|A0A6P4ZTM3_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109477463 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis18607.t1 Spis18607.t1 SpisGene18607, Stylophora_pistillata_Spis727 Spis727 SpisGene727, Stylophora_pistillata_Spis726 Spis726 SpisGene726, Stylophora_pistillata_Spis18606 Spis18606 SpisGene18606	Branchiostoma_belcheri_tr_A0A6P4ZF84_A0A6P4ZF84_BRABE tr|A0A6P4ZF84|A0A6P4ZF84_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109478337 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1G2_A0A6P4Z1G2_BRABE tr|A0A6P4Z1G2|A0A6P4Z1G2_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109478337 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZWS5_A0A6P4ZWS5_BRABE tr|A0A6P4ZWS5|A0A6P4ZWS5_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109478337 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZN33_A0A6P4ZN33_BRABE tr|A0A6P4ZN33|A0A6P4ZN33_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109478337 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZF79_A0A6P4ZF79_BRABE tr|A0A6P4ZF79|A0A6P4ZF79_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109478337 PE=3 SV=1
OG0000013	Stylophora_pistillata_Spis10383 Spis10383 SpisGene10383	Branchiostoma_belcheri_tr_A0A6P4YGU8_A0A6P4YGU8_BRABE tr|A0A6P4YGU8|A0A6P4YGU8_BRABE Protein Wnt OS=Branchiostoma belcheri OX=7741 GN=LOC109465268 PE=3 SV=1
OG0000014	Stylophora_pistillata_Spis347 Spis347 SpisGene347	Branchiostoma_belcheri_tr_A0A6P4YM63_A0A6P4YM63_BRABE tr|A0A6P4YM63|A0A6P4YM63_BRABE ADAMTS-like protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109474657 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YH70_A0A6P4YH70_BRABE tr|A0A6P4YH70|A0A6P4YH70_BRABE Thrombospondin type-1 domain-containing protein 4-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109469672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YQ13_A0A6P4YQ13_BRABE tr|A0A6P4YQ13|A0A6P4YQ13_BRABE Thrombospondin type-1 domain-containing protein 4-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109469672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y425_A0A6P4Y425_BRABE tr|A0A6P4Y425|A0A6P4Y425_BRABE Thrombospondin type-1 domain-containing protein 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109469672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z2I5_A0A6P4Z2I5_BRABE tr|A0A6P4Z2I5|A0A6P4Z2I5_BRABE Thrombospondin type-1 domain-containing protein 4-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109469672 PE=4 SV=1
OG0000014	Stylophora_pistillata_Spis18290.t1 Spis18290.t1 SpisGene18290	Branchiostoma_belcheri_tr_A0A6P5ACX3_A0A6P5ACX3_BRABE tr|A0A6P5ACX3|A0A6P5ACX3_BRABE LOW QUALITY PROTEIN_ A disintegrin and metalloproteinase with thrombospondin motifs 12-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485153 PE=4 SV=1
OG0000014	Stylophora_pistillata_Spis2407 Spis2407 SpisGene2407	Branchiostoma_belcheri_tr_A0A6P4ZGZ8_A0A6P4ZGZ8_BRABE tr|A0A6P4ZGZ8|A0A6P4ZGZ8_BRABE LOW QUALITY PROTEIN_ papilin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482249 PE=4 SV=1
OG0000014	Stylophora_pistillata_Spis12681 Spis12681 SpisGene12681	Branchiostoma_belcheri_tr_A0A6P4ZJ53_A0A6P4ZJ53_BRABE tr|A0A6P4ZJ53|A0A6P4ZJ53_BRABE A disintegrin and metalloproteinase with thrombospondin motifs 9-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477323 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZBN8_A0A6P4ZBN8_BRABE tr|A0A6P4ZBN8|A0A6P4ZBN8_BRABE A disintegrin and metalloproteinase with thrombospondin motifs 9-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477323 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXJ1_A0A6P4YXJ1_BRABE tr|A0A6P4YXJ1|A0A6P4YXJ1_BRABE A disintegrin and metalloproteinase with thrombospondin motifs 9-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477323 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZA21_A0A6P4ZA21_BRABE tr|A0A6P4ZA21|A0A6P4ZA21_BRABE A disintegrin and metalloproteinase with thrombospondin motifs 9-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476941 PE=4 SV=1
OG0000014	Stylophora_pistillata_Spis12680 Spis12680 SpisGene12680	Branchiostoma_belcheri_tr_A0A6P5A0W5_A0A6P5A0W5_BRABE tr|A0A6P5A0W5|A0A6P5A0W5_BRABE A disintegrin and metalloproteinase with thrombospondin motifs 16-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479323 PE=4 SV=1
OG0000015	Stylophora_pistillata_Spis12645 Spis12645 SpisGene12645, Stylophora_pistillata_Spis12644 Spis12644 SpisGene12644, Stylophora_pistillata_Spis12648 Spis12648 SpisGene12648, Stylophora_pistillata_Spis13905 Spis13905 SpisGene13905, Stylophora_pistillata_Spis12653 Spis12653 SpisGene12653, Stylophora_pistillata_Spis13901 Spis13901 SpisGene13901, Stylophora_pistillata_Spis12668 Spis12668 SpisGene12668, Stylophora_pistillata_Spis10275 Spis10275 SpisGene10275, Stylophora_pistillata_Spis6060 Spis6060 SpisGene6060, Stylophora_pistillata_Spis14393 Spis14393 SpisGene14393	Branchiostoma_belcheri_tr_A0A6P5A0K8_A0A6P5A0K8_BRABE tr|A0A6P5A0K8|A0A6P5A0K8_BRABE Uncharacterized protein LOC109487337 OS=Branchiostoma belcheri OX=7741 GN=LOC109487337 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YRQ7_A0A6P4YRQ7_BRABE tr|A0A6P4YRQ7|A0A6P4YRQ7_BRABE Uncharacterized protein LOC109470043 OS=Branchiostoma belcheri OX=7741 GN=LOC109470043 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z5W7_A0A6P4Z5W7_BRABE tr|A0A6P4Z5W7|A0A6P4Z5W7_BRABE Uncharacterized protein LOC109470470 isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y7I1_A0A6P4Y7I1_BRABE tr|A0A6P4Y7I1|A0A6P4Y7I1_BRABE Uncharacterized protein LOC109470470 isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YTB6_A0A6P4YTB6_BRABE tr|A0A6P4YTB6|A0A6P4YTB6_BRABE Uncharacterized protein LOC109470470 isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKN5_A0A6P4YKN5_BRABE tr|A0A6P4YKN5|A0A6P4YKN5_BRABE Uncharacterized protein LOC109470470 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z1N6_A0A6P4Z1N6_BRABE tr|A0A6P4Z1N6|A0A6P4Z1N6_BRABE Uncharacterized protein LOC109470470 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109470470 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YKN8_A0A6P4YKN8_BRABE tr|A0A6P4YKN8|A0A6P4YKN8_BRABE Uncharacterized protein LOC109470471 OS=Branchiostoma belcheri OX=7741 GN=LOC109470471 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A2A5_A0A6P5A2A5_BRABE tr|A0A6P5A2A5|A0A6P5A2A5_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487763 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YGG2_A0A6P4YGG2_BRABE tr|A0A6P4YGG2|A0A6P4YGG2_BRABE Uromodulin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465157 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZWX1_A0A6P4ZWX1_BRABE tr|A0A6P4ZWX1|A0A6P4ZWX1_BRABE Uncharacterized protein LOC109478376 OS=Branchiostoma belcheri OX=7741 GN=LOC109478376 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YCD8_A0A6P4YCD8_BRABE tr|A0A6P4YCD8|A0A6P4YCD8_BRABE Oncoprotein-induced transcript 3 protein-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109462440 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XDB2_A0A6P4XDB2_BRABE tr|A0A6P4XDB2|A0A6P4XDB2_BRABE Oncoprotein-induced transcript 3 protein-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109462440 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AHN0_A0A6P5AHN0_BRABE tr|A0A6P5AHN0|A0A6P5AHN0_BRABE Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486446 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z7H4_A0A6P4Z7H4_BRABE tr|A0A6P4Z7H4|A0A6P4Z7H4_BRABE Uncharacterized protein LOC109474104 OS=Branchiostoma belcheri OX=7741 GN=LOC109474104 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZXY3_A0A6P4ZXY3_BRABE tr|A0A6P4ZXY3|A0A6P4ZXY3_BRABE MAM and LDL-receptor class A domain-containing protein 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483195 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AKX6_A0A6P5AKX6_BRABE tr|A0A6P5AKX6|A0A6P5AKX6_BRABE Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109487336 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AT45_A0A6P5AT45_BRABE tr|A0A6P5AT45|A0A6P5AT45_BRABE Oncoprotein-induced transcript 3 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486801 PE=4 SV=1
OG0000015	Stylophora_pistillata_Spis7814 Spis7814 SpisGene7814	Branchiostoma_belcheri_tr_A0A6P4Z7Q7_A0A6P4Z7Q7_BRABE tr|A0A6P4Z7Q7|A0A6P4Z7Q7_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476236 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A590_A0A6P5A590_BRABE tr|A0A6P5A590|A0A6P5A590_BRABE Uncharacterized protein LOC109479418 OS=Branchiostoma belcheri OX=7741 GN=LOC109479418 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZNT9_A0A6P4ZNT9_BRABE tr|A0A6P4ZNT9|A0A6P4ZNT9_BRABE Uncharacterized protein LOC109476248 OS=Branchiostoma belcheri OX=7741 GN=LOC109476248 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUD7_A0A6P4YUD7_BRABE tr|A0A6P4YUD7|A0A6P4YUD7_BRABE Uncharacterized protein LOC109476511 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476511 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZTW8_A0A6P4ZTW8_BRABE tr|A0A6P4ZTW8|A0A6P4ZTW8_BRABE Uncharacterized protein LOC109476511 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109476511 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZPZ5_A0A6P4ZPZ5_BRABE tr|A0A6P4ZPZ5|A0A6P4ZPZ5_BRABE ZP domain-containing protein-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109476511 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y8Z5_A0A6P4Y8Z5_BRABE tr|A0A6P4Y8Z5|A0A6P4Y8Z5_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109465776 OS=Branchiostoma belcheri OX=7741 GN=LOC109465776 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZU84_A0A6P4ZU84_BRABE tr|A0A6P4ZU84|A0A6P4ZU84_BRABE Uncharacterized protein LOC109477602 OS=Branchiostoma belcheri OX=7741 GN=LOC109477602 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XCV1_A0A6P4XCV1_BRABE tr|A0A6P4XCV1|A0A6P4XCV1_BRABE Uncharacterized protein LOC109462269 OS=Branchiostoma belcheri OX=7741 GN=LOC109462269 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XUY1_A0A6P4XUY1_BRABE tr|A0A6P4XUY1|A0A6P4XUY1_BRABE Uncharacterized protein LOC109462332 OS=Branchiostoma belcheri OX=7741 GN=LOC109462332 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZJ5_A0A6P4XZJ5_BRABE tr|A0A6P4XZJ5|A0A6P4XZJ5_BRABE CUB and zona pellucida-like domain-containing protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109468249 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHC8_A0A6P4ZHC8_BRABE tr|A0A6P4ZHC8|A0A6P4ZHC8_BRABE Uncharacterized protein LOC109482347 OS=Branchiostoma belcheri OX=7741 GN=LOC109482347 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YF61_A0A6P4YF61_BRABE tr|A0A6P4YF61|A0A6P4YF61_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472523 PE=4 SV=1
OG0000016	Stylophora_pistillata_Spis18465 Spis18465 SpisGene18465, Stylophora_pistillata_Spis5570 Spis5570 SpisGene5570, Stylophora_pistillata_Spis5569 Spis5569 SpisGene5569, Stylophora_pistillata_Spis5572 Spis5572 SpisGene5572, Stylophora_pistillata_Spis5561 Spis5561 SpisGene5561	Branchiostoma_belcheri_tr_A0A6P4ZKT6_A0A6P4ZKT6_BRABE tr|A0A6P4ZKT6|A0A6P4ZKT6_BRABE Stromelysin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483262 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHX6_A0A6P4ZHX6_BRABE tr|A0A6P4ZHX6|A0A6P4ZHX6_BRABE Stromelysin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109482489 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z8R5_A0A6P4Z8R5_BRABE tr|A0A6P4Z8R5|A0A6P4Z8R5_BRABE Matrix metalloproteinase-9-like OS=Branchiostoma belcheri OX=7741 GN=LOC109474420 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y5L7_A0A6P4Y5L7_BRABE tr|A0A6P4Y5L7|A0A6P4Y5L7_BRABE Uncharacterized protein LOC109461959 OS=Branchiostoma belcheri OX=7741 GN=LOC109461959 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XTS6_A0A6P4XTS6_BRABE tr|A0A6P4XTS6|A0A6P4XTS6_BRABE Matrix metalloproteinase-18-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462004 PE=3 SV=1
OG0000017	Stylophora_pistillata_Spis1531 Spis1531 SpisGene1531, Stylophora_pistillata_Spis5283 Spis5283 SpisGene5283, Stylophora_pistillata_Spis1532 Spis1532 SpisGene1532	Branchiostoma_belcheri_tr_A0A6P5A1I7_A0A6P5A1I7_BRABE tr|A0A6P5A1I7|A0A6P5A1I7_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484352 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5A2K2_A0A6P5A2K2_BRABE tr|A0A6P5A2K2|A0A6P5A2K2_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484661 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XY05_A0A6P4XY05_BRABE tr|A0A6P4XY05|A0A6P4XY05_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464458 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5A348_A0A6P5A348_BRABE tr|A0A6P5A348|A0A6P5A348_BRABE Leukocyte elastase inhibitor-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABN4_A0A6P5ABN4_BRABE tr|A0A6P5ABN4|A0A6P5ABN4_BRABE Leukocyte elastase inhibitor-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZV12_A0A6P4ZV12_BRABE tr|A0A6P4ZV12|A0A6P4ZV12_BRABE Leukocyte elastase inhibitor-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHV0_A0A6P4ZHV0_BRABE tr|A0A6P4ZHV0|A0A6P4ZHV0_BRABE Leukocyte elastase inhibitor-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZV16_A0A6P4ZV16_BRABE tr|A0A6P4ZV16|A0A6P4ZV16_BRABE Leukocyte elastase inhibitor-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AFY3_A0A6P5AFY3_BRABE tr|A0A6P5AFY3|A0A6P5AFY3_BRABE Leukocyte elastase inhibitor-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5ABM9_A0A6P5ABM9_BRABE tr|A0A6P5ABM9|A0A6P5ABM9_BRABE Leukocyte elastase inhibitor-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHV2_A0A6P4ZHV2_BRABE tr|A0A6P4ZHV2|A0A6P4ZHV2_BRABE Leukocyte elastase inhibitor-like isoform X8 OS=Branchiostoma belcheri OX=7741 GN=LOC109482465 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z439_A0A6P4Z439_BRABE tr|A0A6P4Z439|A0A6P4Z439_BRABE Leukocyte elastase inhibitor-like OS=Branchiostoma belcheri OX=7741 GN=LOC109473263 PE=3 SV=1
OG0000018	Stylophora_pistillata_Spis5446 Spis5446 SpisGene5446, Stylophora_pistillata_Spis5444 Spis5444 SpisGene5444, Stylophora_pistillata_Spis5445 Spis5445 SpisGene5445	Branchiostoma_belcheri_tr_A0A6P4ZYS2_A0A6P4ZYS2_BRABE tr|A0A6P4ZYS2|A0A6P4ZYS2_BRABE Lysyl oxidase homolog 4-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109486842 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AWG1_A0A6P5AWG1_BRABE tr|A0A6P5AWG1|A0A6P5AWG1_BRABE Lysyl oxidase homolog 4-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486842 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5AT97_A0A6P5AT97_BRABE tr|A0A6P5AT97|A0A6P5AT97_BRABE Lysyl oxidase homolog 4-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109486842 PE=3 SV=1
OG0000018	Stylophora_pistillata_Spis23534 Spis23534 SpisGene23534, Stylophora_pistillata_Spis15395 Spis15395 SpisGene15395	Branchiostoma_belcheri_tr_A0A6P4Z371_A0A6P4Z371_BRABE tr|A0A6P4Z371|A0A6P4Z371_BRABE LOW QUALITY PROTEIN_ deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470879 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ATS7_A0A6P5ATS7_BRABE tr|A0A6P5ATS7|A0A6P5ATS7_BRABE Antigen WC1.1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486991 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YJP7_A0A6P4YJP7_BRABE tr|A0A6P4YJP7|A0A6P4YJP7_BRABE Scavenger receptor cysteine-rich type 1 protein M130-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465858 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y904_A0A6P4Y904_BRABE tr|A0A6P4Y904|A0A6P4Y904_BRABE LOW QUALITY PROTEIN_ scavenger receptor cysteine-rich domain-containing group B protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470875 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZP6_A0A6P4ZZP6_BRABE tr|A0A6P4ZZP6|A0A6P4ZZP6_BRABE Deleted in malignant brain tumors 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481396 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y643_A0A6P4Y643_BRABE tr|A0A6P4Y643|A0A6P4Y643_BRABE Lysyl oxidase homolog 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470154 PE=4 SV=1
