Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000213	Stylophora_pistillata_Spis12105 Spis12105 SpisGene12105	Aurelia_aurita_Seg819.1_Seg819.2 Seg819.1_Seg819.2 transcript_id=Seg819.1_Seg819.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg819.1_Seg819.2_GoldUCD_D3Y31
OG0000214	Stylophora_pistillata_Spis15474 Spis15474 SpisGene15474	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31
OG0000226	Stylophora_pistillata_Spis5277 Spis5277 SpisGene5277	Aurelia_aurita_Seg11118.1 Seg11118.1 transcript_id=Seg11118.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg11118.1_GoldUCD_D3Y31 partial=true
OG0000230	Stylophora_pistillata_Spis9710 Spis9710 SpisGene9710	Aurelia_aurita_Seg6222.2 Seg6222.2 transcript_id=Seg6222.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg6222.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1817.14 Seg1817.14 transcript_id=Seg1817.14_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase RGLG5" protein_id=Seg1817.14_GoldUCD_D3Y31
OG0000231	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286	Aurelia_aurita_Seg3047.4 Seg3047.4 transcript_id=Seg3047.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3047.4_GoldUCD_D3Y31 partial=true
OG0000235	Stylophora_pistillata_Spis7715.t1 Spis7715.t1 SpisGene7715	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31
OG0000237	Stylophora_pistillata_Spis9508 Spis9508 SpisGene9508	Aurelia_aurita_Seg1932.2 Seg1932.2 transcript_id=Seg1932.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 63" protein_id=Seg1932.2_GoldUCD_D3Y31
OG0000239	Stylophora_pistillata_Spis3105 Spis3105 SpisGene3105	Aurelia_aurita_Seg5727.1 Seg5727.1 transcript_id=Seg5727.1_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg5727.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1727.5 Seg1727.5 transcript_id=Seg1727.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg1727.5_GoldUCD_D3Y31
OG0000244	Stylophora_pistillata_Spis10268 Spis10268 SpisGene10268	Aurelia_aurita_Seg3730.3 Seg3730.3 transcript_id=Seg3730.3_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg3730.3_GoldUCD_D3Y31 partial=true
OG0000245	Stylophora_pistillata_Spis21816 Spis21816 SpisGene21816, Stylophora_pistillata_Spis21814 Spis21814 SpisGene21814	Aurelia_aurita_Seg3659.2 Seg3659.2 transcript_id=Seg3659.2_GoldUCD_mRNA.D3Y31 product="Roundabout 1" protein_id=Seg3659.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1784.2 Seg1784.2 transcript_id=Seg1784.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin pseudo=true protein_id=Seg1784.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1569.3 Seg1569.3 transcript_id=Seg1569.3_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 1" protein_id=Seg1569.3_GoldUCD_D3Y31, Aurelia_aurita_Seg11066.1 Seg11066.1 transcript_id=Seg11066.1_GoldUCD_mRNA.D3Y31 product=Myopalladin protein_id=Seg11066.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1220.5 Seg1220.5 transcript_id=Seg1220.5_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg1220.5_GoldUCD_D3Y31
OG0000253	Stylophora_pistillata_Spis8764 Spis8764 SpisGene8764	Aurelia_aurita_Seg1823.9 Seg1823.9 transcript_id=Seg1823.9_GoldUCD_mRNA.D3Y31 product="General transcription factor IIH subunit 2" protein_id=Seg1823.9_GoldUCD_D3Y31
OG0000262	Stylophora_pistillata_Spis13360 Spis13360 SpisGene13360, Stylophora_pistillata_Spis13359 Spis13359 SpisGene13359, Stylophora_pistillata_Spis13361 Spis13361 SpisGene13361	Aurelia_aurita_Seg1164.4 Seg1164.4 transcript_id=Seg1164.4_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1164.4_GoldUCD_D3Y31
OG0000265	Stylophora_pistillata_Spis8472.t1 Spis8472.t1 SpisGene8472	Aurelia_aurita_Seg2819.1 Seg2819.1 transcript_id=Seg2819.1_GoldUCD_mRNA.D3Y31 product="Protein turtle A" protein_id=Seg2819.1_GoldUCD_D3Y31
OG0000267	Stylophora_pistillata_Spis12795 Spis12795 SpisGene12795	Aurelia_aurita_Seg3915.2 Seg3915.2 transcript_id=Seg3915.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg3915.2_GoldUCD_D3Y31
OG0000268	Stylophora_pistillata_Spis4565 Spis4565 SpisGene4565	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true
OG0000272	Stylophora_pistillata_Spis904 Spis904 SpisGene904	Aurelia_aurita_Seg2513.2 Seg2513.2 transcript_id=Seg2513.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2513.2_GoldUCD_D3Y31, Aurelia_aurita_Seg636.5 Seg636.5 transcript_id=Seg636.5_GoldUCD_mRNA.D3Y31 product="Myb-related protein A" protein_id=Seg636.5_GoldUCD_D3Y31
OG0000278	Stylophora_pistillata_Spis18609.t1 Spis18609.t1 SpisGene18609	Aurelia_aurita_Seg213.2 Seg213.2 transcript_id=Seg213.2_GoldUCD_mRNA.D3Y31 product="Anthrax toxin receptor 1" protein_id=Seg213.2_GoldUCD_D3Y31
OG0000285	Stylophora_pistillata_Spis13358 Spis13358 SpisGene13358	Aurelia_aurita_Seg1284.13 Seg1284.13 transcript_id=Seg1284.13_GoldUCD_mRNA.D3Y31 product="Coagulation factor V" protein_id=Seg1284.13_GoldUCD_D3Y31
OG0000286	Stylophora_pistillata_Spis18883 Spis18883 SpisGene18883, Stylophora_pistillata_Spis21865 Spis21865 SpisGene21865	Aurelia_aurita_Seg887.5 Seg887.5 transcript_id=Seg887.5_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg887.5_GoldUCD_D3Y31
OG0000299	Stylophora_pistillata_Spis9163 Spis9163 SpisGene9163	Aurelia_aurita_Seg1800.6 Seg1800.6 transcript_id=Seg1800.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1800.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2876.2 Seg2876.2 transcript_id=Seg2876.2_GoldUCD_mRNA.D3Y31 product="Integral membrane protein DGCR2_IDD" protein_id=Seg2876.2_GoldUCD_D3Y31
OG0000320	Stylophora_pistillata_Spis25174 Spis25174 SpisGene25174, Stylophora_pistillata_Spis7057.t2 Spis7057.t2 SpisGene7057, Stylophora_pistillata_Spis25575 Spis25575 SpisGene25575, Stylophora_pistillata_Spis23750 Spis23750 SpisGene23750, Stylophora_pistillata_Spis24140 Spis24140 SpisGene24140, Stylophora_pistillata_Spis23749 Spis23749 SpisGene23749, Stylophora_pistillata_Spis23489 Spis23489 SpisGene23489, Stylophora_pistillata_Spis24735 Spis24735 SpisGene24735	Aurelia_aurita_Seg1080.6 Seg1080.6 transcript_id=Seg1080.6_GoldUCD_mRNA.D3Y31 product="Cuticle collagen dpy-7" protein_id=Seg1080.6_GoldUCD_D3Y31
OG0000328	Stylophora_pistillata_Spis16381 Spis16381 SpisGene16381	Aurelia_aurita_Seg5628.1 Seg5628.1 transcript_id=Seg5628.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5628.1_GoldUCD_D3Y31
OG0000330	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858	Aurelia_aurita_Seg287.9 Seg287.9 transcript_id=Seg287.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg287.9_GoldUCD_D3Y31
OG0000349	Stylophora_pistillata_Spis4551 Spis4551 SpisGene4551	Aurelia_aurita_Seg1666.14 Seg1666.14 transcript_id=Seg1666.14_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat protein SHOC-2" protein_id=Seg1666.14_GoldUCD_D3Y31
OG0000357	Stylophora_pistillata_Spis6626 Spis6626 SpisGene6626	Aurelia_aurita_Seg1501.5 Seg1501.5 transcript_id=Seg1501.5_GoldUCD_mRNA.D3Y31 product="Cystatin J" protein_id=Seg1501.5_GoldUCD_D3Y31
OG0000375	Stylophora_pistillata_Spis15889 Spis15889 SpisGene15889	Aurelia_aurita_Seg2350.4 Seg2350.4 transcript_id=Seg2350.4_GoldUCD_mRNA.D3Y31 product="Neurogenic locus notch protein 2" protein_id=Seg2350.4_GoldUCD_D3Y31, Aurelia_aurita_Seg2275.11 Seg2275.11 transcript_id=Seg2275.11_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2275.11_GoldUCD_D3Y31 partial=true
OG0000382	Stylophora_pistillata_Spis7492 Spis7492 SpisGene7492	Aurelia_aurita_Seg3021.1 Seg3021.1 transcript_id=Seg3021.1_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 10" protein_id=Seg3021.1_GoldUCD_D3Y31 partial=true
OG0000398	Stylophora_pistillata_Spis13177.t1 Spis13177.t1 SpisGene13177	Aurelia_aurita_Seg1685.7 Seg1685.7 transcript_id=Seg1685.7_GoldUCD_mRNA.D3Y31 product="Kielin_chordin-like protein" protein_id=Seg1685.7_GoldUCD_D3Y31
OG0000399	Stylophora_pistillata_Spis20164 Spis20164 SpisGene20164	Aurelia_aurita_Seg5643.1 Seg5643.1 transcript_id=Seg5643.1_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg5643.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1159.5 Seg1159.5 transcript_id=Seg1159.5_GoldUCD_mRNA.D3Y31 product="Discoidin domain-containing receptor 2" protein_id=Seg1159.5_GoldUCD_D3Y31
OG0000418	Stylophora_pistillata_Spis2818 Spis2818 SpisGene2818, Stylophora_pistillata_Spis2819 Spis2819 SpisGene2819	Aurelia_aurita_Seg4272.3 Seg4272.3 transcript_id=Seg4272.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4272.3_GoldUCD_D3Y31 partial=true
OG0000435	Stylophora_pistillata_Spis23028 Spis23028 SpisGene23028, Stylophora_pistillata_Spis19615 Spis19615 SpisGene19615, Stylophora_pistillata_Spis19616 Spis19616 SpisGene19616, Stylophora_pistillata_Spis19617 Spis19617 SpisGene19617, Stylophora_pistillata_Spis6507.t1 Spis6507.t1 SpisGene6507, Stylophora_pistillata_Spis21048 Spis21048 SpisGene21048, Stylophora_pistillata_Spis6122 Spis6122 SpisGene6122	Aurelia_aurita_Seg1704.11 Seg1704.11 transcript_id=Seg1704.11_GoldUCD_mRNA.D3Y31 product=Otolin-1 protein_id=Seg1704.11_GoldUCD_D3Y31
OG0000448	Stylophora_pistillata_Spis7021 Spis7021 SpisGene7021	Aurelia_aurita_Seg852.3 Seg852.3 transcript_id=Seg852.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg852.3_GoldUCD_D3Y31, Aurelia_aurita_Seg5087.2 Seg5087.2 transcript_id=Seg5087.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5087.2_GoldUCD_D3Y31 partial=true
OG0000490	Stylophora_pistillata_Spis17235.t1 Spis17235.t1 SpisGene17235	Aurelia_aurita_Seg1121.4 Seg1121.4 transcript_id=Seg1121.4_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg1121.4_GoldUCD_D3Y31 partial=true
OG0000521	Stylophora_pistillata_Spis6184.t1 Spis6184.t1 SpisGene6184	Aurelia_aurita_Seg2506.3 Seg2506.3 transcript_id=Seg2506.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 57" protein_id=Seg2506.3_GoldUCD_D3Y31
OG0000533	Stylophora_pistillata_Spis15958 Spis15958 SpisGene15958	Aurelia_aurita_Seg1603.10 Seg1603.10 transcript_id=Seg1603.10_GoldUCD_mRNA.D3Y31 product="Cysteine-rich with EGF-like domain protein 2-A" protein_id=Seg1603.10_GoldUCD_D3Y31
OG0000534	Stylophora_pistillata_Spis6194 Spis6194 SpisGene6194	Aurelia_aurita_Seg1402.10 Seg1402.10 transcript_id=Seg1402.10_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1402.10_GoldUCD_D3Y31
OG0000600	Stylophora_pistillata_Spis10897 Spis10897 SpisGene10897	Aurelia_aurita_Seg523.8 Seg523.8 transcript_id=Seg523.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg523.8_GoldUCD_D3Y31
OG0000601	Stylophora_pistillata_Spis14829 Spis14829 SpisGene14829	Aurelia_aurita_Seg2021.2 Seg2021.2 transcript_id=Seg2021.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2021.2_GoldUCD_D3Y31
OG0000602	Stylophora_pistillata_Spis18797 Spis18797 SpisGene18797	Aurelia_aurita_Seg1346.2 Seg1346.2 transcript_id=Seg1346.2_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-15" protein_id=Seg1346.2_GoldUCD_D3Y31
OG0000698	Stylophora_pistillata_Spis20953 Spis20953 SpisGene20953	Aurelia_aurita_Seg940.8 Seg940.8 transcript_id=Seg940.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg940.8_GoldUCD_D3Y31
OG0000701	Stylophora_pistillata_Spis4345.t1 Spis4345.t1 SpisGene4345	Aurelia_aurita_Seg2965.1 Seg2965.1 transcript_id=Seg2965.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat and IQ domain-containing protein 1" protein_id=Seg2965.1_GoldUCD_D3Y31 partial=true
OG0000702	Stylophora_pistillata_Spis19255 Spis19255 SpisGene19255, Stylophora_pistillata_Spis19256 Spis19256 SpisGene19256	Aurelia_aurita_Seg4877.1 Seg4877.1 transcript_id=Seg4877.1_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg4877.1_GoldUCD_D3Y31 partial=true
OG0000722	Stylophora_pistillata_Spis17182 Spis17182 SpisGene17182	Aurelia_aurita_Seg997.7 Seg997.7 transcript_id=Seg997.7_GoldUCD_mRNA.D3Y31 product="Latrophilin Cirl" protein_id=Seg997.7_GoldUCD_D3Y31
OG0001183	Stylophora_pistillata_Spis7881 Spis7881 SpisGene7881	Aurelia_aurita_Seg34.6 Seg34.6 transcript_id=Seg34.6_GoldUCD_mRNA.D3Y31 product="Multidrug resistance protein 1" protein_id=Seg34.6_GoldUCD_D3Y31, Aurelia_aurita_Seg34.5 Seg34.5 transcript_id=Seg34.5_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg34.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg817.10 Seg817.10 transcript_id=Seg817.10_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg817.10_GoldUCD_D3Y31
