Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Cnidaria_Cubozoa_Morbakka_virulenta
OG0000332	Calvadosia_cruxmelitensis_Ccrux.Trinity.47866 Ccrux.Trinity.47866, Calvadosia_cruxmelitensis_Ccrux.Trinity.39504 Ccrux.Trinity.39504, Calvadosia_cruxmelitensis_Ccrux.Trinity.39502 Ccrux.Trinity.39502, Calvadosia_cruxmelitensis_Ccrux.Trinity.39499 Ccrux.Trinity.39499, Calvadosia_cruxmelitensis_Ccrux.Trinity.39498 Ccrux.Trinity.39498, Calvadosia_cruxmelitensis_Ccrux.Trinity.39500 Ccrux.Trinity.39500, Calvadosia_cruxmelitensis_Ccrux.Trinity.37257 Ccrux.Trinity.37257, Calvadosia_cruxmelitensis_Ccrux.Trinity.37258 Ccrux.Trinity.37258, Calvadosia_cruxmelitensis_Ccrux.Trinity.47863 Ccrux.Trinity.47863, Calvadosia_cruxmelitensis_Ccrux.Trinity.47849 Ccrux.Trinity.47849, Calvadosia_cruxmelitensis_Ccrux.Trinity.47855 Ccrux.Trinity.47855	Morbakka_virulenta_scaffold52.g30.t1 scaffold52.g30.t1
OG0000340	Calvadosia_cruxmelitensis_Ccrux.Trinity.25073 Ccrux.Trinity.25073	Morbakka_virulenta_scaffold1.g202.t1 scaffold1.g202.t1
OG0000344	Calvadosia_cruxmelitensis_Ccrux.Trinity.28926 Ccrux.Trinity.28926	Morbakka_virulenta_scaffold230.g30.t1 scaffold230.g30.t1
OG0000349	Calvadosia_cruxmelitensis_Ccrux.Trinity.33745 Ccrux.Trinity.33745	Morbakka_virulenta_scaffold224.g30.t1 scaffold224.g30.t1
OG0000358	Calvadosia_cruxmelitensis_Ccrux.Trinity.55524 Ccrux.Trinity.55524	Morbakka_virulenta_scaffold152.g31.t1 scaffold152.g31.t1
OG0000364	Calvadosia_cruxmelitensis_Ccrux.Trinity.31832 Ccrux.Trinity.31832, Calvadosia_cruxmelitensis_Ccrux.Trinity.31841 Ccrux.Trinity.31841, Calvadosia_cruxmelitensis_Ccrux.Trinity.31821 Ccrux.Trinity.31821, Calvadosia_cruxmelitensis_Ccrux.Trinity.31829 Ccrux.Trinity.31829, Calvadosia_cruxmelitensis_Ccrux.Trinity.31827 Ccrux.Trinity.31827	Morbakka_virulenta_scaffold187.g5.t1 scaffold187.g5.t1, Morbakka_virulenta_scaffold187.g5.t2 scaffold187.g5.t2
OG0000375	Calvadosia_cruxmelitensis_Ccrux.Trinity.5962 Ccrux.Trinity.5962, Calvadosia_cruxmelitensis_Ccrux.Trinity.43249 Ccrux.Trinity.43249	Morbakka_virulenta_scaffold100.g46.t1 scaffold100.g46.t1
OG0000390	Calvadosia_cruxmelitensis_Ccrux.Trinity.49378 Ccrux.Trinity.49378, Calvadosia_cruxmelitensis_Ccrux.Trinity.49372 Ccrux.Trinity.49372, Calvadosia_cruxmelitensis_Ccrux.Trinity.49362 Ccrux.Trinity.49362, Calvadosia_cruxmelitensis_Ccrux.Trinity.49364 Ccrux.Trinity.49364, Calvadosia_cruxmelitensis_Ccrux.Trinity.49356 Ccrux.Trinity.49356, Calvadosia_cruxmelitensis_Ccrux.Trinity.49357 Ccrux.Trinity.49357	Morbakka_virulenta_scaffold325.g16.t1 scaffold325.g16.t1
OG0000398	Calvadosia_cruxmelitensis_Ccrux.Trinity.16174 Ccrux.Trinity.16174, Calvadosia_cruxmelitensis_Ccrux.Trinity.16173 Ccrux.Trinity.16173	Morbakka_virulenta_scaffold26.g83.t1 scaffold26.g83.t1
OG0000399	Calvadosia_cruxmelitensis_Ccrux.Trinity.22814 Ccrux.Trinity.22814, Calvadosia_cruxmelitensis_Ccrux.Trinity.22808 Ccrux.Trinity.22808, Calvadosia_cruxmelitensis_Ccrux.Trinity.22816 Ccrux.Trinity.22816	Morbakka_virulenta_scaffold241.g22.t1 scaffold241.g22.t1
OG0000401	Calvadosia_cruxmelitensis_Ccrux.Trinity.15972 Ccrux.Trinity.15972, Calvadosia_cruxmelitensis_Ccrux.Trinity.18055 Ccrux.Trinity.18055, Calvadosia_cruxmelitensis_Ccrux.Trinity.18054 Ccrux.Trinity.18054, Calvadosia_cruxmelitensis_Ccrux.Trinity.71888 Ccrux.Trinity.71888, Calvadosia_cruxmelitensis_Ccrux.Trinity.12262 Ccrux.Trinity.12262, Calvadosia_cruxmelitensis_Ccrux.Trinity.12258 Ccrux.Trinity.12258, Calvadosia_cruxmelitensis_Ccrux.Trinity.12260 Ccrux.Trinity.12260	Morbakka_virulenta_scaffold245.g16.t2 scaffold245.g16.t2, Morbakka_virulenta_scaffold245.g16.t1 scaffold245.g16.t1
OG0000418	Calvadosia_cruxmelitensis_Ccrux.Trinity.68019 Ccrux.Trinity.68019	Morbakka_virulenta_scaffold599.g4.t1 scaffold599.g4.t1
OG0000434	Calvadosia_cruxmelitensis_Ccrux.Trinity.6566 Ccrux.Trinity.6566, Calvadosia_cruxmelitensis_Ccrux.Trinity.6567 Ccrux.Trinity.6567	Morbakka_virulenta_scaffold325.g17.t1 scaffold325.g17.t1, Morbakka_virulenta_scaffold325.g17.t2 scaffold325.g17.t2
OG0000440	Calvadosia_cruxmelitensis_Ccrux.Trinity.586 Ccrux.Trinity.586	Morbakka_virulenta_scaffold21.g57.t3 scaffold21.g57.t3, Morbakka_virulenta_scaffold21.g57.t1 scaffold21.g57.t1, Morbakka_virulenta_scaffold21.g57.t2 scaffold21.g57.t2
OG0000490	Calvadosia_cruxmelitensis_Ccrux.Trinity.45770 Ccrux.Trinity.45770, Calvadosia_cruxmelitensis_Ccrux.Trinity.45771 Ccrux.Trinity.45771, Calvadosia_cruxmelitensis_Ccrux.Trinity.45774 Ccrux.Trinity.45774	Morbakka_virulenta_scaffold255.g11.t2 scaffold255.g11.t2, Morbakka_virulenta_scaffold255.g11.t3 scaffold255.g11.t3, Morbakka_virulenta_scaffold255.g11.t1 scaffold255.g11.t1
OG0000500	Calvadosia_cruxmelitensis_Ccrux.Trinity.7483 Ccrux.Trinity.7483	Morbakka_virulenta_scaffold510.g11.t1 scaffold510.g11.t1
OG0000520	Calvadosia_cruxmelitensis_Ccrux.Trinity.18361 Ccrux.Trinity.18361	Morbakka_virulenta_scaffold1795.g1.t1 scaffold1795.g1.t1
OG0000533	Calvadosia_cruxmelitensis_Ccrux.Trinity.11499 Ccrux.Trinity.11499	Morbakka_virulenta_scaffold23.g86.t2 scaffold23.g86.t2, Morbakka_virulenta_scaffold23.g86.t1 scaffold23.g86.t1
OG0000541	Calvadosia_cruxmelitensis_Ccrux.Trinity.24547 Ccrux.Trinity.24547, Calvadosia_cruxmelitensis_Ccrux.Trinity.24546 Ccrux.Trinity.24546	Morbakka_virulenta_scaffold24.g119.t1 scaffold24.g119.t1
OG0000542	Calvadosia_cruxmelitensis_Ccrux.Trinity.73983 Ccrux.Trinity.73983	Morbakka_virulenta_scaffold309.g12.t1 scaffold309.g12.t1
OG0000596	Calvadosia_cruxmelitensis_Ccrux.Trinity.4315 Ccrux.Trinity.4315, Calvadosia_cruxmelitensis_Ccrux.Trinity.4314 Ccrux.Trinity.4314	Morbakka_virulenta_scaffold70.g52.t1 scaffold70.g52.t1, Morbakka_virulenta_scaffold112.g15.t1 scaffold112.g15.t1
OG0000600	Calvadosia_cruxmelitensis_Ccrux.Trinity.56322 Ccrux.Trinity.56322	Morbakka_virulenta_scaffold582.g5.t1 scaffold582.g5.t1
OG0000601	Calvadosia_cruxmelitensis_Ccrux.Trinity.2734 Ccrux.Trinity.2734	Morbakka_virulenta_scaffold367.g3.t1 scaffold367.g3.t1
OG0000610	Calvadosia_cruxmelitensis_Ccrux.Trinity.34811 Ccrux.Trinity.34811, Calvadosia_cruxmelitensis_Ccrux.Trinity.34799 Ccrux.Trinity.34799, Calvadosia_cruxmelitensis_Ccrux.Trinity.34804 Ccrux.Trinity.34804, Calvadosia_cruxmelitensis_Ccrux.Trinity.34806 Ccrux.Trinity.34806	Morbakka_virulenta_scaffold1516.g1.t1 scaffold1516.g1.t1, Morbakka_virulenta_scaffold44.g73.t1 scaffold44.g73.t1
OG0000720	Calvadosia_cruxmelitensis_Ccrux.Trinity.10751 Ccrux.Trinity.10751, Calvadosia_cruxmelitensis_Ccrux.Trinity.10749 Ccrux.Trinity.10749, Calvadosia_cruxmelitensis_Ccrux.Trinity.45531 Ccrux.Trinity.45531	Morbakka_virulenta_scaffold41.g75.t2 scaffold41.g75.t2
OG0000721	Calvadosia_cruxmelitensis_Ccrux.Trinity.28297 Ccrux.Trinity.28297	Morbakka_virulenta_scaffold4.g105.t1 scaffold4.g105.t1, Morbakka_virulenta_scaffold4.g105.t2 scaffold4.g105.t2, Morbakka_virulenta_scaffold4.g105.t3 scaffold4.g105.t3
OG0000722	Calvadosia_cruxmelitensis_Ccrux.Trinity.21029 Ccrux.Trinity.21029	Morbakka_virulenta_scaffold46.g50.t1 scaffold46.g50.t1
OG0000723	Calvadosia_cruxmelitensis_Ccrux.Trinity.5078 Ccrux.Trinity.5078	Morbakka_virulenta_scaffold23.g79.t1 scaffold23.g79.t1
OG0000724	Calvadosia_cruxmelitensis_Ccrux.Trinity.41747 Ccrux.Trinity.41747, Calvadosia_cruxmelitensis_Ccrux.Trinity.41749 Ccrux.Trinity.41749	Morbakka_virulenta_scaffold251.g4.t2 scaffold251.g4.t2, Morbakka_virulenta_scaffold251.g4.t1 scaffold251.g4.t1, Morbakka_virulenta_scaffold251.g4.t3 scaffold251.g4.t3, Morbakka_virulenta_scaffold251.g3.t1 scaffold251.g3.t1
OG0000725	Calvadosia_cruxmelitensis_Ccrux.Trinity.29866 Ccrux.Trinity.29866, Calvadosia_cruxmelitensis_Ccrux.Trinity.62747 Ccrux.Trinity.62747	Morbakka_virulenta_scaffold255.g1.t2 scaffold255.g1.t2, Morbakka_virulenta_scaffold255.g1.t3 scaffold255.g1.t3, Morbakka_virulenta_scaffold255.g1.t4 scaffold255.g1.t4, Morbakka_virulenta_scaffold255.g1.t1 scaffold255.g1.t1
OG0000889	Calvadosia_cruxmelitensis_Ccrux.Trinity.21562 Ccrux.Trinity.21562	Morbakka_virulenta_scaffold132.g5.t2 scaffold132.g5.t2
OG0000904	Calvadosia_cruxmelitensis_Ccrux.Trinity.61107 Ccrux.Trinity.61107	Morbakka_virulenta_scaffold171.g32.t1 scaffold171.g32.t1
OG0000905	Calvadosia_cruxmelitensis_Ccrux.Trinity.15323 Ccrux.Trinity.15323, Calvadosia_cruxmelitensis_Ccrux.Trinity.15321 Ccrux.Trinity.15321	Morbakka_virulenta_scaffold185.g9.t1 scaffold185.g9.t1, Morbakka_virulenta_scaffold185.g10.t1 scaffold185.g10.t1
OG0000907	Calvadosia_cruxmelitensis_Ccrux.Trinity.46775 Ccrux.Trinity.46775	Morbakka_virulenta_scaffold545.g11.t1 scaffold545.g11.t1
OG0000908	Calvadosia_cruxmelitensis_Ccrux.Trinity.55458 Ccrux.Trinity.55458	Morbakka_virulenta_scaffold547.g7.t1 scaffold547.g7.t1
OG0000909	Calvadosia_cruxmelitensis_Ccrux.Trinity.20864 Ccrux.Trinity.20864	Morbakka_virulenta_scaffold551.g11.t2 scaffold551.g11.t2, Morbakka_virulenta_scaffold551.g11.t1 scaffold551.g11.t1
OG0001094	Calvadosia_cruxmelitensis_Ccrux.Trinity.74306 Ccrux.Trinity.74306	Morbakka_virulenta_scaffold550.g8.t1 scaffold550.g8.t1
OG0001189	Calvadosia_cruxmelitensis_Ccrux.Trinity.2246 Ccrux.Trinity.2246	Morbakka_virulenta_scaffold74.g33.t1 scaffold74.g33.t1
OG0001192	Calvadosia_cruxmelitensis_Ccrux.Trinity.2255 Ccrux.Trinity.2255, Calvadosia_cruxmelitensis_Ccrux.Trinity.2258 Ccrux.Trinity.2258	Morbakka_virulenta_scaffold240.g20.t1 scaffold240.g20.t1
OG0001195	Calvadosia_cruxmelitensis_Ccrux.Trinity.60420 Ccrux.Trinity.60420, Calvadosia_cruxmelitensis_Ccrux.Trinity.60419 Ccrux.Trinity.60419	Morbakka_virulenta_scaffold535.g11.t1 scaffold535.g11.t1
OG0001196	Calvadosia_cruxmelitensis_Ccrux.Trinity.74288 Ccrux.Trinity.74288	Morbakka_virulenta_scaffold761.g1.t1 scaffold761.g1.t1
OG0001571	Calvadosia_cruxmelitensis_Ccrux.Trinity.28210 Ccrux.Trinity.28210	Morbakka_virulenta_scaffold39.g56.t1 scaffold39.g56.t1
OG0001598	Calvadosia_cruxmelitensis_Ccrux.Trinity.14740 Ccrux.Trinity.14740	Morbakka_virulenta_scaffold70.g10.t1 scaffold70.g10.t1
OG0001600	Calvadosia_cruxmelitensis_Ccrux.Trinity.48646 Ccrux.Trinity.48646	Morbakka_virulenta_scaffold119.g7.t1 scaffold119.g7.t1, Morbakka_virulenta_scaffold119.g7.t2 scaffold119.g7.t2
OG0001602	Calvadosia_cruxmelitensis_Ccrux.Trinity.1442 Ccrux.Trinity.1442	Morbakka_virulenta_scaffold185.g15.t1 scaffold185.g15.t1
OG0002068	Calvadosia_cruxmelitensis_Ccrux.Trinity.56965 Ccrux.Trinity.56965	Morbakka_virulenta_scaffold250.g29.t1 scaffold250.g29.t1
OG0002072	Calvadosia_cruxmelitensis_Ccrux.Trinity.19784 Ccrux.Trinity.19784	Morbakka_virulenta_scaffold494.g9.t1 scaffold494.g9.t1
OG0002074	Calvadosia_cruxmelitensis_Ccrux.Trinity.65163 Ccrux.Trinity.65163	Morbakka_virulenta_scaffold688.g4.t1 scaffold688.g4.t1
