Orthogroup	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000002	Branchiostoma_lanceolatum_tr_A0A8J9ZJ21_A0A8J9ZJ21_BRALA tr|A0A8J9ZJ21|A0A8J9ZJ21_BRALA SEMA6D protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6D PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZJ25_A0A8J9ZJ25_BRALA tr|A0A8J9ZJ25|A0A8J9ZJ25_BRALA SEMA6D protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6D PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZJ77_A0A8J9ZJ77_BRALA tr|A0A8J9ZJ77|A0A8J9ZJ77_BRALA SEMA6D protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6D PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZKG3_A0A8J9ZKG3_BRALA tr|A0A8J9ZKG3|A0A8J9ZKG3_BRALA SEMA6D protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6D PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZLK9_A0A8J9ZLK9_BRALA tr|A0A8J9ZLK9|A0A8J9ZLK9_BRALA SEMA6D protein OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6D PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZJ28_A0A8J9ZJ28_BRALA tr|A0A8J9ZJ28|A0A8J9ZJ28_BRALA SEMA6D protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6D PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EIC4_A0A8K0EIC4_BRALA tr|A0A8K0EIC4|A0A8K0EIC4_BRALA SEMA6A protein OS=Branchiostoma lanceolatum OX=7740 GN=SEMA6A PE=4 SV=1	Exaiptasia_diaphana_XP_028516031.1 XP_028516031.1 semaphorin-3D [Exaiptasia diaphana]
OG0000002	Branchiostoma_lanceolatum_tr_A0A8J9VZG4_A0A8J9VZG4_BRALA tr|A0A8J9VZG4|A0A8J9VZG4_BRALA ADGRB2 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADGRB2 PE=4 SV=1	Exaiptasia_diaphana_XP_020898429.1 XP_020898429.1 netrin receptor UNC5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514823.1 XP_028514823.1 uncharacterized protein LOC114574199 [Exaiptasia diaphana]
OG0000002	Branchiostoma_lanceolatum_tr_A0A8J9Z7D9_A0A8J9Z7D9_BRALA tr|A0A8J9Z7D9|A0A8J9Z7D9_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YTE1_A0A8J9YTE1_BRALA tr|A0A8J9YTE1|A0A8J9YTE1_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1	Exaiptasia_diaphana_XP_028512668.1 XP_028512668.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512672.1 XP_028512672.1 uncharacterized protein LOC114574392 isoform X1 [Exaiptasia diaphana]
OG0000002	Branchiostoma_lanceolatum_tr_A0A8J9VKV4_A0A8J9VKV4_BRALA tr|A0A8J9VKV4|A0A8J9VKV4_BRALA HMCN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HMCN1 PE=4 SV=1	Exaiptasia_diaphana_XP_028516014.1 XP_028516014.1 coadhesin-like [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8K0ENX3_A0A8K0ENX3_BRALA tr|A0A8K0ENX3|A0A8K0ENX3_BRALA chitinase OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1	Exaiptasia_diaphana_XP_028513192.1 XP_028513192.1 uncharacterized protein LOC110233363 [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8J9Z1N5_A0A8J9Z1N5_BRALA tr|A0A8J9Z1N5|A0A8J9Z1N5_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MP38_A0A8S4MP38_BRALA tr|A0A8S4MP38|A0A8S4MP38_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ECH3_A0A8K0ECH3_BRALA tr|A0A8K0ECH3|A0A8K0ECH3_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EEG4_A0A8K0EEG4_BRALA tr|A0A8K0EEG4|A0A8K0EEG4_BRALA MRC1 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z287_A0A8J9Z287_BRALA tr|A0A8J9Z287|A0A8J9Z287_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z2L8_A0A8J9Z2L8_BRALA tr|A0A8J9Z2L8|A0A8J9Z2L8_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z236_A0A8J9Z236_BRALA tr|A0A8J9Z236|A0A8J9Z236_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1L7_A0A8J9Z1L7_BRALA tr|A0A8J9Z1L7|A0A8J9Z1L7_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z2G6_A0A8J9Z2G6_BRALA tr|A0A8J9Z2G6|A0A8J9Z2G6_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1M2_A0A8J9Z1M2_BRALA tr|A0A8J9Z1M2|A0A8J9Z1M2_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z2J1_A0A8J9Z2J1_BRALA tr|A0A8J9Z2J1|A0A8J9Z2J1_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1Q6_A0A8J9Z1Q6_BRALA tr|A0A8J9Z1Q6|A0A8J9Z1Q6_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1	Exaiptasia_diaphana_XP_028515638.1 XP_028515638.1 uncharacterized protein LOC110241623 [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8K0EQ54_A0A8K0EQ54_BRALA tr|A0A8K0EQ54|A0A8K0EQ54_BRALA COLEC11 protein OS=Branchiostoma lanceolatum OX=7740 GN=COLEC11 PE=4 SV=1	Exaiptasia_diaphana_XP_028512924.1 XP_028512924.1 fibrillin-1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517876.1 XP_028517876.1 mucin-2-like [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8J9Z2F1_A0A8J9Z2F1_BRALA tr|A0A8J9Z2F1|A0A8J9Z2F1_BRALA ASGR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=ASGR2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZHT9_A0A8J9ZHT9_BRALA tr|A0A8J9ZHT9|A0A8J9ZHT9_BRALA COLEC12 protein OS=Branchiostoma lanceolatum OX=7740 GN=COLEC12 PE=4 SV=1	Exaiptasia_diaphana_XP_020913629.1 XP_020913629.1 C-type lectin-like [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8J9YTL6_A0A8J9YTL6_BRALA tr|A0A8J9YTL6|A0A8J9YTL6_BRALA COLEC10 protein OS=Branchiostoma lanceolatum OX=7740 GN=COLEC10 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VYV8_A0A8J9VYV8_BRALA tr|A0A8J9VYV8|A0A8J9VYV8_BRALA BCAN protein OS=Branchiostoma lanceolatum OX=7740 GN=BCAN PE=4 SV=1	Exaiptasia_diaphana_XP_028512544.1 XP_028512544.1 neurogenic locus Notch protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893947.1 XP_020893947.1 lactose-binding lectin l-2_ partial [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8J9W6N6_A0A8J9W6N6_BRALA tr|A0A8J9W6N6|A0A8J9W6N6_BRALA FBN3 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YQG9_A0A8J9YQG9_BRALA tr|A0A8J9YQG9|A0A8J9YQG9_BRALA FBN3 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9WFH5_A0A8J9WFH5_BRALA tr|A0A8J9WFH5|A0A8J9WFH5_BRALA FBN3 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W3D4_A0A8J9W3D4_BRALA tr|A0A8J9W3D4|A0A8J9W3D4_BRALA LTBP4 protein OS=Branchiostoma lanceolatum OX=7740 GN=LTBP4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VDW4_A0A8J9VDW4_BRALA tr|A0A8J9VDW4|A0A8J9VDW4_BRALA FBN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VFG2_A0A8J9VFG2_BRALA tr|A0A8J9VFG2|A0A8J9VFG2_BRALA FBN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W3Q6_A0A8J9W3Q6_BRALA tr|A0A8J9W3Q6|A0A8J9W3Q6_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YLP9_A0A8J9YLP9_BRALA tr|A0A8J9YLP9|A0A8J9YLP9_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1	Exaiptasia_diaphana_XP_028517885.1 XP_028517885.1 nidogen-2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514911.1 XP_028514911.1 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915720.2 XP_020915720.2 uncharacterized protein LOC110253183 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515645.1 XP_028515645.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518390.1 XP_028518390.1 uncharacterized protein LOC114576273 [Exaiptasia diaphana]
OG0000003	Branchiostoma_lanceolatum_tr_A0A8J9Z828_A0A8J9Z828_BRALA tr|A0A8J9Z828|A0A8J9Z828_BRALA CD209 protein OS=Branchiostoma lanceolatum OX=7740 GN=CD209 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EFB5_A0A8K0EFB5_BRALA tr|A0A8K0EFB5|A0A8K0EFB5_BRALA CD209 protein OS=Branchiostoma lanceolatum OX=7740 GN=CD209 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZVT0_A0A8J9ZVT0_BRALA tr|A0A8J9ZVT0|A0A8J9ZVT0_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EMT7_A0A8K0EMT7_BRALA tr|A0A8K0EMT7|A0A8K0EMT7_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z754_A0A8J9Z754_BRALA tr|A0A8J9Z754|A0A8J9Z754_BRALA MRC2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZIL6_A0A8J9ZIL6_BRALA tr|A0A8J9ZIL6|A0A8J9ZIL6_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZWF4_A0A8J9ZWF4_BRALA tr|A0A8J9ZWF4|A0A8J9ZWF4_BRALA MRC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC1 PE=4 SV=1	Exaiptasia_diaphana_XP_028517873.1 XP_028517873.1 uncharacterized protein LOC110248715 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907890.2 XP_020907890.2 uncharacterized protein LOC110245933 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517870.1 XP_028517870.1 uncharacterized protein LOC110248708 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907891.1 XP_020907891.1 uncharacterized protein LOC110245934 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912859.2 XP_020912859.2 uncharacterized protein LOC110250599 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518448.1 XP_028518448.1 P-selectin-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514228.1 XP_028514228.1 uncharacterized protein LOC114574827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907884.2 XP_020907884.2 uncharacterized protein LOC110245927 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518810.1 XP_028518810.1 uncharacterized protein LOC110251696 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911103.1 XP_020911103.1 uncharacterized protein LOC110248883 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516010.1 XP_028516010.1 uncharacterized protein LOC114575413 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515610.1 XP_028515610.1 fibrillin-3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518447.1 XP_028518447.1 uncharacterized protein LOC110250603 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518446.1 XP_028518446.1 neurotrypsin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907897.2 XP_020907897.2 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519493.1 XP_028519493.1 C-type mannose receptor 2-like_ partial [Exaiptasia diaphana]
OG0000004	Branchiostoma_lanceolatum_tr_A0A8K0F1S5_A0A8K0F1S5_BRALA tr|A0A8K0F1S5|A0A8K0F1S5_BRALA MATN1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN1 PE=4 SV=1	Exaiptasia_diaphana_XP_020894525.1 XP_020894525.1 vitrin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517320.1 XP_028517320.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110247098_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907900.1 XP_020907900.1 cochlin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909150.1 XP_020909150.1 uncharacterized protein LOC110247101_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516116.1 XP_028516116.1 uncharacterized protein LOC110243347 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905083.2 XP_020905083.2 uncharacterized protein LOC110243335 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516114.1 XP_028516114.1 von Willebrand factor A domain-containing protein 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905097.1 XP_020905097.1 uncharacterized protein LOC110243349 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894469.1 XP_020894469.1 cochlin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910573.1 XP_020910573.1 uncharacterized protein LOC110248392 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516243.1 XP_028516243.1 uncharacterized protein LOC110243783_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515504.1 XP_028515504.1 uncharacterized protein LOC114575234 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897276.2 XP_020897276.2 collagen alpha-1_XIV_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515888.1 XP_028515888.1 uncharacterized protein LOC110242451 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515889.1 XP_028515889.1 collagen alpha-1_XII_ chain-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513285.1 XP_028513285.1 uncharacterized protein LOC110233572 [Exaiptasia diaphana]
OG0000004	Branchiostoma_lanceolatum_tr_A0A8J9W6W7_A0A8J9W6W7_BRALA tr|A0A8J9W6W7|A0A8J9W6W7_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YND4_A0A8J9YND4_BRALA tr|A0A8J9YND4|A0A8J9YND4_BRALA COL22A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL22A1 PE=4 SV=1	Exaiptasia_diaphana_XP_020911954.1 XP_020911954.1 cochlin [Exaiptasia diaphana]
OG0000004	Branchiostoma_lanceolatum_tr_A0A8K0ABX2_A0A8K0ABX2_BRALA tr|A0A8K0ABX2|A0A8K0ABX2_BRALA SVEP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SVEP1 PE=4 SV=1	Exaiptasia_diaphana_XP_020903235.1 XP_020903235.1 uncharacterized protein LOC110241686 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903234.1 XP_020903234.1 uncharacterized protein LOC110241686 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906552.1 XP_020906552.1 uncharacterized protein LOC110244684_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903232.1 XP_020903232.1 uncharacterized protein LOC110241685 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903231.1 XP_020903231.1 uncharacterized protein LOC110241685 isoform X1 [Exaiptasia diaphana]
OG0000004	Branchiostoma_lanceolatum_tr_A0A8K0EXF8_A0A8K0EXF8_BRALA tr|A0A8K0EXF8|A0A8K0EXF8_BRALA FAT4 protein OS=Branchiostoma lanceolatum OX=7740 GN=FAT4 PE=4 SV=1	Exaiptasia_diaphana_XP_020910017.1 XP_020910017.1 protocadherin Fat 4 [Exaiptasia diaphana]
OG0000004	Branchiostoma_lanceolatum_tr_A0A8K0EUZ8_A0A8K0EUZ8_BRALA tr|A0A8K0EUZ8|A0A8K0EUZ8_BRALA CELSR2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CELSR2 PE=4 SV=1	Exaiptasia_diaphana_XP_020913069.1 XP_020913069.1 protocadherin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900065.1 XP_020900065.1 protocadherin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900069.1 XP_020900069.1 protocadherin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513163.1 XP_028513163.1 protocadherin-like protein isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513162.1 XP_028513162.1 protocadherin-like protein isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894174.1 XP_020894174.1 protocadherin-like protein isoform X1 [Exaiptasia diaphana]
OG0000004	Branchiostoma_lanceolatum_tr_A0A8K0A395_A0A8K0A395_BRALA tr|A0A8K0A395|A0A8K0A395_BRALA FAT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FAT1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ESM8_A0A8K0ESM8_BRALA tr|A0A8K0ESM8|A0A8K0ESM8_BRALA FAT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FAT1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EYI0_A0A8K0EYI0_BRALA tr|A0A8K0EYI0|A0A8K0EYI0_BRALA FAT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FAT1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A4A6_A0A8K0A4A6_BRALA tr|A0A8K0A4A6|A0A8K0A4A6_BRALA FAT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FAT1 PE=4 SV=1	Exaiptasia_diaphana_XP_020902039.1 XP_020902039.1 LOW QUALITY PROTEIN_ fat-like cadherin-related tumor suppressor homolog_ partial [Exaiptasia diaphana]
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9VYT1_A0A8J9VYT1_BRALA tr|A0A8J9VYT1|A0A8J9VYT1_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YIF9_A0A8J9YIF9_BRALA tr|A0A8J9YIF9|A0A8J9YIF9_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL2 PE=4 SV=1	Exaiptasia_diaphana_XP_020914254.1 XP_020914254.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana]
OG0000005	Branchiostoma_lanceolatum_tr_A0A8K0A5S2_A0A8K0A5S2_BRALA tr|A0A8K0A5S2|A0A8K0A5S2_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=ASTL PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZSL9_A0A8J9ZSL9_BRALA tr|A0A8J9ZSL9|A0A8J9ZSL9_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1	Exaiptasia_diaphana_XP_020915721.1 XP_020915721.1 low choriolytic enzyme [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901461.1 XP_020901461.1 zinc metalloproteinase nas-4_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907018.2 XP_020907018.2 blastula protease 10_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916020.1 XP_020916020.1 blastula protease 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901178.2 XP_020901178.2 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908170.1 XP_020908170.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910129.1 XP_020910129.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901630.1 XP_020901630.1 zinc metalloproteinase nas-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901634.1 XP_020901634.1 blastula protease 10-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901633.1 XP_020901633.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901632.1 XP_020901632.1 blastula protease 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515202.1 XP_028515202.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana]
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9WGX0_A0A8J9WGX0_BRALA tr|A0A8J9WGX0|A0A8J9WGX0_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W4Q2_A0A8J9W4Q2_BRALA tr|A0A8J9W4Q2|A0A8J9W4Q2_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W5K0_A0A8J9W5K0_BRALA tr|A0A8J9W5K0|A0A8J9W5K0_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YPT1_A0A8J9YPT1_BRALA tr|A0A8J9YPT1|A0A8J9YPT1_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YKH8_A0A8J9YKH8_BRALA tr|A0A8J9YKH8|A0A8J9YKH8_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=TLL1 PE=4 SV=1	Exaiptasia_diaphana_XP_028515434.1 XP_028515434.1 zinc metalloproteinase nas-15 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914948.1 XP_020914948.1 zinc metalloproteinase nas-13 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514125.1 XP_028514125.1 zinc metalloproteinase nas-13 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514126.1 XP_028514126.1 zinc metalloproteinase nas-13 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893266.1 XP_020893266.1 uncharacterized protein LOC110232415 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893267.1 XP_020893267.1 uncharacterized protein LOC110232415 [Exaiptasia diaphana]
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9ZKB1_A0A8J9ZKB1_BRALA tr|A0A8J9ZKB1|A0A8J9ZKB1_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZKD0_A0A8J9ZKD0_BRALA tr|A0A8J9ZKD0|A0A8J9ZKD0_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZKH5_A0A8J9ZKH5_BRALA tr|A0A8J9ZKH5|A0A8J9ZKH5_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EDX3_A0A8K0EDX3_BRALA tr|A0A8K0EDX3|A0A8K0EDX3_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E8W1_A0A8K0E8W1_BRALA tr|A0A8K0E8W1|A0A8K0E8W1_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=MEP1B PE=4 SV=1	Exaiptasia_diaphana_XP_028512430.1 XP_028512430.1 zinc metalloproteinase nas-36 [Exaiptasia diaphana]
OG0000005	Branchiostoma_lanceolatum_tr_A0A8J9YR23_A0A8J9YR23_BRALA tr|A0A8J9YR23|A0A8J9YR23_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=ASTL PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9WGG0_A0A8J9WGG0_BRALA tr|A0A8J9WGG0|A0A8J9WGG0_BRALA Metalloendopeptidase OS=Branchiostoma lanceolatum OX=7740 GN=ASTL PE=4 SV=1	Exaiptasia_diaphana_XP_020900957.1 XP_020900957.1 meprin A subunit beta isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515006.1 XP_028515006.1 meprin A subunit beta isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900956.1 XP_020900956.1 meprin A subunit beta isoform X1 [Exaiptasia diaphana]
