Orthogroup	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Stylophora_pistillata
OG0000418	Acropora_digitifera_adi_v1.12068 adi_v1.12068	Stylophora_pistillata_Spis2818 Spis2818 SpisGene2818, Stylophora_pistillata_Spis2819 Spis2819 SpisGene2819
OG0000426	Acropora_digitifera_adi_v1.01478 adi_v1.01478, Acropora_digitifera_adi_v1.16715 adi_v1.16715	Stylophora_pistillata_Spis2840 Spis2840 SpisGene2840
OG0000434	Acropora_digitifera_adi_v1.00931 adi_v1.00931	Stylophora_pistillata_Spis16241 Spis16241 SpisGene16241
OG0000435	Acropora_digitifera_adi_v1.04478 adi_v1.04478	Stylophora_pistillata_Spis23028 Spis23028 SpisGene23028
OG0000435	Acropora_digitifera_adi_v1.13890 adi_v1.13890	Stylophora_pistillata_Spis19615 Spis19615 SpisGene19615, Stylophora_pistillata_Spis19616 Spis19616 SpisGene19616, Stylophora_pistillata_Spis19617 Spis19617 SpisGene19617, Stylophora_pistillata_Spis6507.t1 Spis6507.t1 SpisGene6507, Stylophora_pistillata_Spis21048 Spis21048 SpisGene21048, Stylophora_pistillata_Spis6122 Spis6122 SpisGene6122
OG0000437	Acropora_digitifera_adi_v1.20605 adi_v1.20605, Acropora_digitifera_adi_v1.20747 adi_v1.20747	Stylophora_pistillata_Spis14420 Spis14420 SpisGene14420
OG0000448	Acropora_digitifera_adi_v1.10680 adi_v1.10680	Stylophora_pistillata_Spis7021 Spis7021 SpisGene7021
OG0000466	Acropora_digitifera_adi_v1.11284 adi_v1.11284	Stylophora_pistillata_Spis3876 Spis3876 SpisGene3876
OG0000475	Acropora_digitifera_adi_v1.18785 adi_v1.18785, Acropora_digitifera_adi_v1.06094 adi_v1.06094, Acropora_digitifera_adi_v1.23883 adi_v1.23883, Acropora_digitifera_adi_v1.13029 adi_v1.13029, Acropora_digitifera_adi_v1.03471 adi_v1.03471, Acropora_digitifera_adi_v1.01903 adi_v1.01903	Stylophora_pistillata_Spis21563 Spis21563 SpisGene21563
OG0000476	Acropora_digitifera_adi_v1.02351 adi_v1.02351	Stylophora_pistillata_Spis513 Spis513 SpisGene513
OG0000478	Acropora_digitifera_adi_v1.12524 adi_v1.12524	Stylophora_pistillata_Spis25716 Spis25716 SpisGene25716, Stylophora_pistillata_Spis7332.t1 Spis7332.t1 SpisGene7332, Stylophora_pistillata_Spis20486 Spis20486 SpisGene20486, Stylophora_pistillata_Spis22851 Spis22851 SpisGene22851, Stylophora_pistillata_Spis22746 Spis22746 SpisGene22746
OG0000479	Acropora_digitifera_adi_v1.12565 adi_v1.12565	Stylophora_pistillata_Spis14938 Spis14938 SpisGene14938
OG0000480	Acropora_digitifera_adi_v1.13211 adi_v1.13211	Stylophora_pistillata_Spis1412 Spis1412 SpisGene1412, Stylophora_pistillata_Spis15669 Spis15669 SpisGene15669, Stylophora_pistillata_Spis12783 Spis12783 SpisGene12783, Stylophora_pistillata_Spis12782 Spis12782 SpisGene12782, Stylophora_pistillata_Spis12789 Spis12789 SpisGene12789, Stylophora_pistillata_Spis1410 Spis1410 SpisGene1410, Stylophora_pistillata_Spis1411 Spis1411 SpisGene1411
OG0000481	Acropora_digitifera_adi_v1.24144 adi_v1.24144, Acropora_digitifera_adi_v1.18485 adi_v1.18485, Acropora_digitifera_adi_v1.18229 adi_v1.18229, Acropora_digitifera_adi_v1.19757 adi_v1.19757, Acropora_digitifera_adi_v1.21919 adi_v1.21919, Acropora_digitifera_adi_v1.21655 adi_v1.21655	Stylophora_pistillata_Spis13406 Spis13406 SpisGene13406
OG0000482	Acropora_digitifera_adi_v1.20477 adi_v1.20477	Stylophora_pistillata_Spis4951 Spis4951 SpisGene4951, Stylophora_pistillata_Spis4954 Spis4954 SpisGene4954
OG0000523	Acropora_digitifera_adi_v1.14559 adi_v1.14559, Acropora_digitifera_adi_v1.14557 adi_v1.14557	Stylophora_pistillata_Spis10658.t1 Spis10658.t1 SpisGene10658
OG0000525	Acropora_digitifera_adi_v1.23111 adi_v1.23111, Acropora_digitifera_adi_v1.05353 adi_v1.05353	Stylophora_pistillata_Spis11059 Spis11059 SpisGene11059
OG0000531	Acropora_digitifera_adi_v1.06978 adi_v1.06978	Stylophora_pistillata_Spis16341 Spis16341 SpisGene16341
OG0000533	Acropora_digitifera_adi_v1.16707 adi_v1.16707	Stylophora_pistillata_Spis15958 Spis15958 SpisGene15958
OG0000553	Acropora_digitifera_adi_v1.01671 adi_v1.01671	Stylophora_pistillata_Spis14609.t1 Spis14609.t1 SpisGene14609
OG0000595	Acropora_digitifera_adi_v1.04217 adi_v1.04217	Stylophora_pistillata_Spis15065 Spis15065 SpisGene15065
OG0000631	Acropora_digitifera_adi_v1.00982 adi_v1.00982	Stylophora_pistillata_Spis15765 Spis15765 SpisGene15765
OG0000674	Acropora_digitifera_adi_v1.10489 adi_v1.10489	Stylophora_pistillata_Spis11485 Spis11485 SpisGene11485
OG0000695	Acropora_digitifera_adi_v1.00024 adi_v1.00024	Stylophora_pistillata_Spis14413 Spis14413 SpisGene14413
OG0000696	Acropora_digitifera_adi_v1.01646 adi_v1.01646, Acropora_digitifera_adi_v1.17356 adi_v1.17356	Stylophora_pistillata_Spis5320 Spis5320 SpisGene5320, Stylophora_pistillata_Spis24207 Spis24207 SpisGene24207
OG0000697	Acropora_digitifera_adi_v1.03524 adi_v1.03524, Acropora_digitifera_adi_v1.22925 adi_v1.22925	Stylophora_pistillata_Spis10902 Spis10902 SpisGene10902, Stylophora_pistillata_Spis10923 Spis10923 SpisGene10923
OG0000698	Acropora_digitifera_adi_v1.03683 adi_v1.03683	Stylophora_pistillata_Spis20953 Spis20953 SpisGene20953
OG0000699	Acropora_digitifera_adi_v1.04074 adi_v1.04074	Stylophora_pistillata_Spis14246 Spis14246 SpisGene14246
OG0000700	Acropora_digitifera_adi_v1.13537 adi_v1.13537	Stylophora_pistillata_Spis7049 Spis7049 SpisGene7049, Stylophora_pistillata_Spis7050 Spis7050 SpisGene7050
OG0000701	Acropora_digitifera_adi_v1.14455 adi_v1.14455, Acropora_digitifera_adi_v1.24626 adi_v1.24626	Stylophora_pistillata_Spis4345.t1 Spis4345.t1 SpisGene4345
OG0000702	Acropora_digitifera_adi_v1.15315 adi_v1.15315, Acropora_digitifera_adi_v1.20055 adi_v1.20055	Stylophora_pistillata_Spis19255 Spis19255 SpisGene19255, Stylophora_pistillata_Spis19256 Spis19256 SpisGene19256
OG0000703	Acropora_digitifera_adi_v1.16493 adi_v1.16493	Stylophora_pistillata_Spis4650 Spis4650 SpisGene4650
OG0000772	Acropora_digitifera_adi_v1.22358 adi_v1.22358	Stylophora_pistillata_Spis12930 Spis12930 SpisGene12930
OG0000875	Acropora_digitifera_adi_v1.11132 adi_v1.11132, Acropora_digitifera_adi_v1.00128 adi_v1.00128	Stylophora_pistillata_Spis20256 Spis20256 SpisGene20256
OG0000876	Acropora_digitifera_adi_v1.01475 adi_v1.01475, Acropora_digitifera_adi_v1.01477 adi_v1.01477	Stylophora_pistillata_Spis2839 Spis2839 SpisGene2839
OG0000877	Acropora_digitifera_adi_v1.02134 adi_v1.02134	Stylophora_pistillata_Spis8011 Spis8011 SpisGene8011
OG0000878	Acropora_digitifera_adi_v1.03426 adi_v1.03426, Acropora_digitifera_adi_v1.14317 adi_v1.14317, Acropora_digitifera_adi_v1.24515 adi_v1.24515	Stylophora_pistillata_Spis16136 Spis16136 SpisGene16136
OG0000879	Acropora_digitifera_adi_v1.17865 adi_v1.17865, Acropora_digitifera_adi_v1.05343 adi_v1.05343, Acropora_digitifera_adi_v1.14188 adi_v1.14188	Stylophora_pistillata_Spis24641 Spis24641 SpisGene24641
OG0000881	Acropora_digitifera_adi_v1.15469 adi_v1.15469, Acropora_digitifera_adi_v1.15468 adi_v1.15468	Stylophora_pistillata_Spis8387 Spis8387 SpisGene8387
OG0000882	Acropora_digitifera_adi_v1.19302 adi_v1.19302	Stylophora_pistillata_Spis5326.t1 Spis5326.t1 SpisGene5326
OG0001137	Acropora_digitifera_adi_v1.01872 adi_v1.01872	Stylophora_pistillata_Spis3883 Spis3883 SpisGene3883
OG0001138	Acropora_digitifera_adi_v1.06416 adi_v1.06416, Acropora_digitifera_adi_v1.06415 adi_v1.06415, Acropora_digitifera_adi_v1.05324 adi_v1.05324	Stylophora_pistillata_Spis3896 Spis3896 SpisGene3896
OG0001140	Acropora_digitifera_adi_v1.06700 adi_v1.06700	Stylophora_pistillata_Spis11002 Spis11002 SpisGene11002, Stylophora_pistillata_Spis23628 Spis23628 SpisGene23628, Stylophora_pistillata_Spis11005 Spis11005 SpisGene11005
OG0001146	Acropora_digitifera_adi_v1.19314 adi_v1.19314, Acropora_digitifera_adi_v1.13689 adi_v1.13689	Stylophora_pistillata_Spis24533 Spis24533 SpisGene24533, Stylophora_pistillata_Spis747 Spis747 SpisGene747
OG0001147	Acropora_digitifera_adi_v1.18464 adi_v1.18464, Acropora_digitifera_adi_v1.22341 adi_v1.22341	Stylophora_pistillata_Spis11766 Spis11766 SpisGene11766, Stylophora_pistillata_Spis19935 Spis19935 SpisGene19935
OG0001148	Acropora_digitifera_adi_v1.20532 adi_v1.20532	Stylophora_pistillata_Spis7071 Spis7071 SpisGene7071
OG0001517	Acropora_digitifera_adi_v1.00049 adi_v1.00049, Acropora_digitifera_adi_v1.14735 adi_v1.14735	Stylophora_pistillata_Spis12615 Spis12615 SpisGene12615
OG0001518	Acropora_digitifera_adi_v1.03440 adi_v1.03440	Stylophora_pistillata_Spis7108 Spis7108 SpisGene7108
OG0001520	Acropora_digitifera_adi_v1.05944 adi_v1.05944	Stylophora_pistillata_Spis5278 Spis5278 SpisGene5278
OG0001521	Acropora_digitifera_adi_v1.06237 adi_v1.06237	Stylophora_pistillata_Spis17308 Spis17308 SpisGene17308
OG0001524	Acropora_digitifera_adi_v1.08985 adi_v1.08985	Stylophora_pistillata_Spis477 Spis477 SpisGene477
OG0001525	Acropora_digitifera_adi_v1.09855 adi_v1.09855, Acropora_digitifera_adi_v1.09856 adi_v1.09856	Stylophora_pistillata_Spis4808 Spis4808 SpisGene4808
OG0001529	Acropora_digitifera_adi_v1.11976 adi_v1.11976	Stylophora_pistillata_Spis8995 Spis8995 SpisGene8995
OG0001530	Acropora_digitifera_adi_v1.12636 adi_v1.12636	Stylophora_pistillata_Spis9961.t2 Spis9961.t2 SpisGene9961
OG0001531	Acropora_digitifera_adi_v1.15158 adi_v1.15158	Stylophora_pistillata_Spis2833 Spis2833 SpisGene2833, Stylophora_pistillata_Spis17376 Spis17376 SpisGene17376
OG0001532	Acropora_digitifera_adi_v1.19456 adi_v1.19456, Acropora_digitifera_adi_v1.15586 adi_v1.15586	Stylophora_pistillata_Spis3615 Spis3615 SpisGene3615
OG0001534	Acropora_digitifera_adi_v1.16291 adi_v1.16291	Stylophora_pistillata_Spis14937 Spis14937 SpisGene14937, Stylophora_pistillata_Spis14936 Spis14936 SpisGene14936
OG0001535	Acropora_digitifera_adi_v1.17470 adi_v1.17470	Stylophora_pistillata_Spis14513 Spis14513 SpisGene14513, Stylophora_pistillata_Spis11909 Spis11909 SpisGene11909
OG0001536	Acropora_digitifera_adi_v1.17846 adi_v1.17846	Stylophora_pistillata_Spis6690 Spis6690 SpisGene6690
OG0001537	Acropora_digitifera_adi_v1.18469 adi_v1.18469	Stylophora_pistillata_Spis7736 Spis7736 SpisGene7736
OG0001956	Acropora_digitifera_adi_v1.00107 adi_v1.00107	Stylophora_pistillata_Spis24139 Spis24139 SpisGene24139
OG0001957	Acropora_digitifera_adi_v1.00881 adi_v1.00881	Stylophora_pistillata_Spis550 Spis550 SpisGene550
OG0001964	Acropora_digitifera_adi_v1.05859 adi_v1.05859	Stylophora_pistillata_Spis1264 Spis1264 SpisGene1264
OG0001965	Acropora_digitifera_adi_v1.07443 adi_v1.07443	Stylophora_pistillata_Spis4926 Spis4926 SpisGene4926
OG0001967	Acropora_digitifera_adi_v1.08308 adi_v1.08308	Stylophora_pistillata_Spis14406 Spis14406 SpisGene14406
OG0001974	Acropora_digitifera_adi_v1.12615 adi_v1.12615	Stylophora_pistillata_Spis10093 Spis10093 SpisGene10093
OG0001975	Acropora_digitifera_adi_v1.13071 adi_v1.13071	Stylophora_pistillata_Spis7709 Spis7709 SpisGene7709
OG0001979	Acropora_digitifera_adi_v1.17036 adi_v1.17036	Stylophora_pistillata_Spis15562 Spis15562 SpisGene15562
OG0001980	Acropora_digitifera_adi_v1.18357 adi_v1.18357	Stylophora_pistillata_Spis14248 Spis14248 SpisGene14248
OG0001982	Acropora_digitifera_adi_v1.22538 adi_v1.22538	Stylophora_pistillata_Spis18342 Spis18342 SpisGene18342
OG0001984	Acropora_digitifera_adi_v1.23173 adi_v1.23173	Stylophora_pistillata_Spis5529.t1 Spis5529.t1 SpisGene5529
