Orthogroup	Chordata_Vertebrata_Mus_musculus	Chordata_Vertebrata_Coturnix_japonica
OG0000151	Mus_musculus_sp_P47878_IBP3_MOUSE sp_P47878_IBP3_MOUSE Insulin-like growth factor-binding protein 3 OS=Mus musculus OX=10090 GN=Igfbp3 PE=2 SV=2	Coturnix_japonica_XP_015710356.1 insulin-like growth factor-binding protein 3 [Coturnix japonica]
OG0000154	Mus_musculus_sp_Q66K08_CILP1_MOUSE sp_Q66K08_CILP1_MOUSE Cartilage intermediate layer protein 1 OS=Mus musculus OX=10090 GN=Cilp PE=1 SV=1	Coturnix_japonica_XP_015728755.1 cartilage intermediate layer protein 1 [Coturnix japonica]
OG0000154	Mus_musculus_sp_D3Z7H8_CILP2_MOUSE sp_D3Z7H8_CILP2_MOUSE Cartilage intermediate layer protein 2 OS=Mus musculus OX=10090 GN=Cilp2 PE=1 SV=1	Coturnix_japonica_XP_015741555.1 cartilage intermediate layer protein 2 [Coturnix japonica]
OG0000156	Mus_musculus_sp_C0HKD9_MFA1B_MOUSE sp_C0HKD9_MFA1B_MOUSE Microfibrillar-associated protein 1B OS=Mus musculus OX=10090 GN=Mfap1b PE=1 SV=1	Coturnix_japonica_XP_015728918.1 microfibrillar-associated protein 1 [Coturnix japonica]
OG0000157	Mus_musculus_sp_Q80T14_FRAS1_MOUSE sp_Q80T14_FRAS1_MOUSE Extracellular matrix organizing protein FRAS1 OS=Mus musculus OX=10090 GN=Fras1 PE=1 SV=2	Coturnix_japonica_XP_015716670.1 extracellular matrix protein FRAS1 isoform X1 [Coturnix japonica]
OG0000171	Mus_musculus_sp_Q9JI78_NGLY1_MOUSE sp_Q9JI78_NGLY1_MOUSE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2	Coturnix_japonica_XP_015709459.1 PREDICTED_ peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Coturnix japonica]
OG0000181	Mus_musculus_sp_Q2TJ95_RSPO3_MOUSE sp_Q2TJ95_RSPO3_MOUSE R-spondin-3 OS=Mus musculus OX=10090 GN=Rspo3 PE=1 SV=2	Coturnix_japonica_XP_015714063.1 R-spondin-3 [Coturnix japonica]
OG0000182	Mus_musculus_sp_Q3UVV9_VWA3A_MOUSE sp_Q3UVV9_VWA3A_MOUSE von Willebrand factor A domain-containing protein 3A OS=Mus musculus OX=10090 GN=Vwa3a PE=2 SV=1	Coturnix_japonica_XP_015732559.1 von Willebrand factor A domain-containing protein 3A [Coturnix japonica]
OG0000215	Mus_musculus_sp_Q00731_VEGFA_MOUSE sp_Q00731_VEGFA_MOUSE Vascular endothelial growth factor A OS=Mus musculus OX=10090 GN=Vegfa PE=1 SV=2	Coturnix_japonica_XP_015713227.1 vascular endothelial growth factor A isoform X11 [Coturnix japonica]
OG0000215	Mus_musculus_sp_P49764_PLGF_MOUSE sp_P49764_PLGF_MOUSE Placenta growth factor OS=Mus musculus OX=10090 GN=Pgf PE=2 SV=1	Coturnix_japonica_XP_015720581.1 PREDICTED_ placenta growth factor isoform X1 [Coturnix japonica]
OG0000215	Mus_musculus_sp_P97953_VEGFC_MOUSE sp_P97953_VEGFC_MOUSE Vascular endothelial growth factor C OS=Mus musculus OX=10090 GN=Vegfc PE=1 SV=1	Coturnix_japonica_XP_015717296.1 PREDICTED_ LOW QUALITY PROTEIN_ vascular endothelial growth factor C [Coturnix japonica]
OG0000216	Mus_musculus_sp_Q8BZQ2_CRLD2_MOUSE sp_Q8BZQ2_CRLD2_MOUSE Cysteine-rich secretory protein LCCL domain-containing 2 OS=Mus musculus OX=10090 GN=Crispld2 PE=1 SV=1	Coturnix_japonica_XP_015729593.1 cysteine-rich secretory protein LCCL domain-containing 2 [Coturnix japonica]
OG0000216	Mus_musculus_sp_Q8CGD2_CRLD1_MOUSE sp_Q8CGD2_CRLD1_MOUSE Cysteine-rich secretory protein LCCL domain-containing 1 OS=Mus musculus OX=10090 GN=Crispld1 PE=2 SV=1	Coturnix_japonica_XP_015711293.2 cysteine-rich secretory protein LCCL domain-containing 1 isoform X2 [Coturnix japonica]
OG0000222	Mus_musculus_sp_Q9JIA1_LGI1_MOUSE sp_Q9JIA1_LGI1_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1	Coturnix_japonica_XP_015722638.1 leucine-rich glioma-inactivated protein 1 isoform X2 [Coturnix japonica]
OG0000235	Mus_musculus_sp_Q91VF6_COQA1_MOUSE sp_Q91VF6_COQA1_MOUSE Collagen alpha-1_XXVI_ chain OS=Mus musculus OX=10090 GN=Col26a1 PE=1 SV=1, Mus_musculus_sp_Q91VF5_EMID1_MOUSE sp_Q91VF5_EMID1_MOUSE EMI domain-containing protein 1 OS=Mus musculus OX=10090 GN=Emid1 PE=2 SV=1, Mus_musculus_sp_Q91VF5_EMID1_MOUSE sp_Q91VF5_EMID1_MOUSE EMI domain-containing protein 1 OS=Mus musculus OX=10090 GN=Emid1 PE=2 SV=1	Coturnix_japonica_XP_015733986.1 EMI domain-containing protein 1 isoform X1 [Coturnix japonica]
OG0000236	Mus_musculus_sp_P31240_PDGFB_MOUSE sp_P31240_PDGFB_MOUSE Platelet-derived growth factor subunit B OS=Mus musculus OX=10090 GN=Pdgfb PE=2 SV=1	Coturnix_japonica_XP_015715772.1 platelet-derived growth factor subunit B [Coturnix japonica]
OG0000247	Mus_musculus_sp_P70186_EPYC_MOUSE sp_P70186_EPYC_MOUSE Epiphycan OS=Mus musculus OX=10090 GN=Epyc PE=2 SV=1	Coturnix_japonica_XP_015713449.1 epiphycan [Coturnix japonica]
OG0000247	Mus_musculus_sp_Q62000_MIME_MOUSE sp_Q62000_MIME_MOUSE Mimecan OS=Mus musculus OX=10090 GN=Ogn PE=1 SV=1	Coturnix_japonica_XP_015730161.1 PREDICTED_ mimecan [Coturnix japonica]
OG0000249	Mus_musculus_sp_P56565_S10A1_MOUSE sp_P56565_S10A1_MOUSE Protein S100-A1 OS=Mus musculus OX=10090 GN=S100a1 PE=1 SV=2	Coturnix_japonica_XP_015739897.1 protein S100-A1 [Coturnix japonica]
OG0000249	Mus_musculus_sp_P50114_S100B_MOUSE sp_P50114_S100B_MOUSE Protein S100-B OS=Mus musculus OX=10090 GN=S100b PE=1 SV=2	Coturnix_japonica_XP_015723234.1 protein S100-B [Coturnix japonica]
OG0000249	Mus_musculus_sp_Q2VIS4_FILA2_MOUSE sp_Q2VIS4_FILA2_MOUSE Filaggrin-2 OS=Mus musculus OX=10090 GN=Flg2 PE=1 SV=2, Mus_musculus_sp_P97347_RPTN_MOUSE sp_P97347_RPTN_MOUSE Repetin OS=Mus musculus OX=10090 GN=Rptn PE=2 SV=2	Coturnix_japonica_XP_015739856.1 cornulin-like isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015739829.1 PREDICTED_ trichohyalin [Coturnix japonica]
OG0000252	Mus_musculus_sp_Q2VWQ2_NELL1_MOUSE sp_Q2VWQ2_NELL1_MOUSE Protein kinase C-binding protein NELL1 OS=Mus musculus OX=10090 GN=Nell1 PE=2 SV=1	Coturnix_japonica_XP_015718918.1 PREDICTED_ protein kinase C-binding protein NELL1 isoform X2 [Coturnix japonica]
OG0000252	Mus_musculus_sp_Q61220_NELL2_MOUSE sp_Q61220_NELL2_MOUSE Protein kinase C-binding protein NELL2 OS=Mus musculus OX=10090 GN=Nell2 PE=1 SV=3	Coturnix_japonica_XP_015710374.1 protein kinase C-binding protein NELL2 [Coturnix japonica]
OG0000261	Mus_musculus_sp_Q9R118_HTRA1_MOUSE sp_Q9R118_HTRA1_MOUSE Serine protease HTRA1 OS=Mus musculus OX=10090 GN=Htra1 PE=1 SV=2	Coturnix_japonica_XP_015723096.1 serine protease HTRA1 [Coturnix japonica]
OG0000261	Mus_musculus_sp_Q9D236_HTRA3_MOUSE sp_Q9D236_HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3, Mus_musculus_sp_Q9D236_HTRA3_MOUSE sp_Q9D236_HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3, Mus_musculus_sp_Q9D236_HTRA3_MOUSE sp_Q9D236_HTRA3_MOUSE Serine protease HTRA3 OS=Mus musculus OX=10090 GN=Htra3 PE=1 SV=3	Coturnix_japonica_XP_015718386.1 serine protease HTRA3 [Coturnix japonica]
OG0000268	Mus_musculus_sp_Q9Z2L7_CRLF3_MOUSE sp_Q9Z2L7_CRLF3_MOUSE Cytokine receptor-like factor 3 OS=Mus musculus OX=10090 GN=Crlf3 PE=1 SV=1	Coturnix_japonica_XP_015735107.1 cytokine receptor-like factor 3 [Coturnix japonica]
OG0000269	Mus_musculus_sp_Q8BMF8_GLDN_MOUSE sp_Q8BMF8_GLDN_MOUSE Gliomedin OS=Mus musculus OX=10090 GN=Gldn PE=1 SV=1	Coturnix_japonica_XP_015728372.1 gliomedin isoform X2 [Coturnix japonica]
OG0000281	Mus_musculus_sp_Q0VF58_COJA1_MOUSE sp_Q0VF58_COJA1_MOUSE Collagen alpha-1_XIX_ chain OS=Mus musculus OX=10090 GN=Col19a1 PE=2 SV=2	Coturnix_japonica_XP_015714621.1 collagen alpha-1_XIX_ chain isoform X1 [Coturnix japonica]
OG0000281	Mus_musculus_sp_Q05722_CO9A1_MOUSE sp_Q05722_CO9A1_MOUSE Collagen alpha-1_IX_ chain OS=Mus musculus OX=10090 GN=Col9a1 PE=2 SV=2	Coturnix_japonica_XP_015714610.1 collagen alpha-1_IX_ chain isoform X1 [Coturnix japonica]
OG0000283	Mus_musculus_sp_P30882_CCL5_MOUSE sp_P30882_CCL5_MOUSE C-C motif chemokine 5 OS=Mus musculus OX=10090 GN=Ccl5 PE=1 SV=2	Coturnix_japonica_XP_015736322.1 C-C motif chemokine 5-like [Coturnix japonica]
OG0000291	Mus_musculus_sp_Q8R1W8_IMPG1_MOUSE sp_Q8R1W8_IMPG1_MOUSE Interphotoreceptor matrix proteoglycan 1 OS=Mus musculus OX=10090 GN=Impg1 PE=1 SV=1	Coturnix_japonica_XP_015714548.2 interphotoreceptor matrix proteoglycan 1 [Coturnix japonica]
OG0000291	Mus_musculus_sp_Q80XH2_IMPG2_MOUSE sp_Q80XH2_IMPG2_MOUSE Interphotoreceptor matrix proteoglycan 2 OS=Mus musculus OX=10090 GN=Impg2 PE=1 SV=1	Coturnix_japonica_XP_015732524.1 interphotoreceptor matrix proteoglycan 2 isoform X1 [Coturnix japonica]
OG0000298	Mus_musculus_sp_P70389_ALS_MOUSE sp_P70389_ALS_MOUSE Insulin-like growth factor-binding protein complex acid labile subunit OS=Mus musculus OX=10090 GN=Igfals PE=1 SV=1	Coturnix_japonica_XP_015732676.1 PREDICTED_ insulin-like growth factor-binding protein complex acid labile subunit [Coturnix japonica]
OG0000316	Mus_musculus_sp_O88992_C1QRF_MOUSE sp_O88992_C1QRF_MOUSE C1q-related factor OS=Mus musculus OX=10090 GN=C1ql1 PE=1 SV=2	Coturnix_japonica_XP_015740937.1 C1q-related factor [Coturnix japonica]
OG0000316	Mus_musculus_sp_Q9ESN4_C1QL3_MOUSE sp_Q9ESN4_C1QL3_MOUSE Complement C1q-like protein 3 OS=Mus musculus OX=10090 GN=C1ql3 PE=1 SV=1	Coturnix_japonica_XP_015708982.1 complement C1q-like protein 3 [Coturnix japonica]
OG0000339	Mus_musculus_sp_P01326_INS2_MOUSE sp_P01326_INS2_MOUSE Insulin-2 OS=Mus musculus OX=10090 GN=Ins2 PE=1 SV=1	Coturnix_japonica_XP_015719311.1 PREDICTED_ insulin [Coturnix japonica]
OG0000343	Mus_musculus_sp_Q9JM58_CRLF1_MOUSE sp_Q9JM58_CRLF1_MOUSE Cytokine receptor-like factor 1 OS=Mus musculus OX=10090 GN=Crlf1 PE=1 SV=1	Coturnix_japonica_XP_015742192.1 cytokine receptor-like factor 1 isoform X2 [Coturnix japonica]
OG0000344	Mus_musculus_sp_Q62356_FSTL1_MOUSE sp_Q62356_FSTL1_MOUSE Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2	Coturnix_japonica_XP_015730282.1 follistatin-related protein 1 [Coturnix japonica]
OG0000351	Mus_musculus_sp_O08677_KNG1_MOUSE sp_O08677_KNG1_MOUSE Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1, Mus_musculus_sp_O08677_KNG1_MOUSE sp_O08677_KNG1_MOUSE Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1, Mus_musculus_sp_O08677_KNG1_MOUSE sp_O08677_KNG1_MOUSE Kininogen-1 OS=Mus musculus OX=10090 GN=Kng1 PE=1 SV=1	Coturnix_japonica_XP_015727176.1 kininogen-1 [Coturnix japonica]
OG0000370	Mus_musculus_sp_Q9QXP7_C1QT1_MOUSE sp_Q9QXP7_C1QT1_MOUSE Complement C1q tumor necrosis factor-related protein 1 OS=Mus musculus OX=10090 GN=C1qtnf1 PE=2 SV=1	Coturnix_japonica_XP_015735466.1 complement C1q tumor necrosis factor-related protein 1 [Coturnix japonica]
OG0000392	Mus_musculus_sp_E9Q7T7_CHADL_MOUSE sp_E9Q7T7_CHADL_MOUSE Chondroadherin-like protein OS=Mus musculus OX=10090 GN=Chadl PE=1 SV=1	Coturnix_japonica_XP_015716328.1 PREDICTED_ chondroadherin-like protein [Coturnix japonica]
OG0000394	Mus_musculus_sp_P07214_SPRC_MOUSE sp_P07214_SPRC_MOUSE SPARC OS=Mus musculus OX=10090 GN=Sparc PE=1 SV=1	Coturnix_japonica_XP_015731286.1 SPARC [Coturnix japonica]
OG0000394	Mus_musculus_sp_P70663_SPRL1_MOUSE sp_P70663_SPRL1_MOUSE SPARC-like protein 1 OS=Mus musculus OX=10090 GN=Sparcl1 PE=1 SV=3	Coturnix_japonica_XP_015717021.1 SPARC-like protein 1 isoform X1 [Coturnix japonica]
OG0000395	Mus_musculus_sp_P48540_GDNF_MOUSE sp_P48540_GDNF_MOUSE Glial cell line-derived neurotrophic factor OS=Mus musculus OX=10090 GN=Gdnf PE=1 SV=1	Coturnix_japonica_XP_015704003.1 PREDICTED_ glial cell line-derived neurotrophic factor isoform X2 [Coturnix japonica]
OG0000411	Mus_musculus_sp_Q9QXT6_IL17B_MOUSE sp_Q9QXT6_IL17B_MOUSE Interleukin-17B OS=Mus musculus OX=10090 GN=Il17b PE=2 SV=1	Coturnix_japonica_XP_015731454.1 PREDICTED_ interleukin-17B [Coturnix japonica]
OG0000413	Mus_musculus_sp_Q8VHY0_CSPG4_MOUSE sp_Q8VHY0_CSPG4_MOUSE Chondroitin sulfate proteoglycan 4 OS=Mus musculus OX=10090 GN=Cspg4 PE=1 SV=3	Coturnix_japonica_XP_015728198.1 chondroitin sulfate proteoglycan 4 [Coturnix japonica]
OG0000431	Mus_musculus_sp_Q8K007_SULF1_MOUSE sp_Q8K007_SULF1_MOUSE Extracellular sulfatase Sulf-1 OS=Mus musculus OX=10090 GN=Sulf1 PE=2 SV=1	Coturnix_japonica_XP_015711200.1 extracellular sulfatase Sulf-1 isoform X2 [Coturnix japonica]
OG0000431	Mus_musculus_sp_Q8CFG0_SULF2_MOUSE sp_Q8CFG0_SULF2_MOUSE Extracellular sulfatase Sulf-2 OS=Mus musculus OX=10090 GN=Sulf2 PE=2 SV=2	Coturnix_japonica_XP_015737022.1 extracellular sulfatase Sulf-2 isoform X1 [Coturnix japonica]
OG0000433	Mus_musculus_sp_Q8CI19_PDGFC_MOUSE sp_Q8CI19_PDGFC_MOUSE Platelet-derived growth factor C OS=Mus musculus OX=10090 GN=Pdgfc PE=1 SV=2	Coturnix_japonica_XP_015716470.1 platelet-derived growth factor C [Coturnix japonica]
OG0000433	Mus_musculus_sp_Q925I7_PDGFD_MOUSE sp_Q925I7_PDGFD_MOUSE Platelet-derived growth factor D OS=Mus musculus OX=10090 GN=Pdgfd PE=2 SV=1, Mus_musculus_sp_Q925I7_PDGFD_MOUSE sp_Q925I7_PDGFD_MOUSE Platelet-derived growth factor D OS=Mus musculus OX=10090 GN=Pdgfd PE=2 SV=1	Coturnix_japonica_XP_015707729.1 PREDICTED_ platelet-derived growth factor D_ partial [Coturnix japonica]
OG0000450	Mus_musculus_sp_Q60841_RELN_MOUSE sp_Q60841_RELN_MOUSE Reelin OS=Mus musculus OX=10090 GN=Reln PE=1 SV=3	Coturnix_japonica_XP_015739809.1 reelin isoform X3 [Coturnix japonica]
OG0000463	Mus_musculus_sp_Q9WUA1_WIF1_MOUSE sp_Q9WUA1_WIF1_MOUSE Wnt inhibitory factor 1 OS=Mus musculus OX=10090 GN=Wif1 PE=2 SV=1	Coturnix_japonica_XP_015711086.1 wnt inhibitory factor 1 [Coturnix japonica]
OG0000464	Mus_musculus_sp_Q9ES30_C1QT3_MOUSE sp_Q9ES30_C1QT3_MOUSE Complement C1q tumor necrosis factor-related protein 3 OS=Mus musculus OX=10090 GN=C1qtnf3 PE=2 SV=1	Coturnix_japonica_XP_015703884.1 complement C1q tumor necrosis factor-related protein 3 isoform X1 [Coturnix japonica]
OG0000471	Mus_musculus_sp_Q60994_ADIPO_MOUSE sp_Q60994_ADIPO_MOUSE Adiponectin OS=Mus musculus OX=10090 GN=Adipoq PE=1 SV=2	Coturnix_japonica_XP_015726798.1 adiponectin [Coturnix japonica]
OG0000473	Mus_musculus_sp_Q68FM6_PPR29_MOUSE sp_Q68FM6_PPR29_MOUSE Protein phosphatase 1 regulatory subunit 29 OS=Mus musculus OX=10090 GN=Elfn2 PE=1 SV=1	Coturnix_japonica_XP_015718041.1 protein phosphatase 1 regulatory subunit 29 [Coturnix japonica]
OG0000473	Mus_musculus_sp_Q8C8T7_ELFN1_MOUSE sp_Q8C8T7_ELFN1_MOUSE Protein ELFN1 OS=Mus musculus OX=10090 GN=Elfn1 PE=2 SV=1	Coturnix_japonica_XP_015732452.1 protein ELFN1 [Coturnix japonica]
OG0000516	Mus_musculus_sp_Q3MI99_CCBE1_MOUSE sp_Q3MI99_CCBE1_MOUSE Collagen and calcium-binding EGF domain-containing protein 1 OS=Mus musculus OX=10090 GN=Ccbe1 PE=2 SV=2	Coturnix_japonica_XP_015703819.1 collagen and calcium-binding EGF domain-containing protein 1 [Coturnix japonica]
OG0000526	Mus_musculus_sp_Q505H4_VWC2L_MOUSE sp_Q505H4_VWC2L_MOUSE von Willebrand factor C domain-containing protein 2-like OS=Mus musculus OX=10090 GN=Vwc2l PE=1 SV=1	Coturnix_japonica_XP_015723458.1 von Willebrand factor C domain-containing protein 2-like isoform X1 [Coturnix japonica]
OG0000529	Mus_musculus_sp_P31725_S10A9_MOUSE sp_P31725_S10A9_MOUSE Protein S100-A9 OS=Mus musculus OX=10090 GN=S100a9 PE=1 SV=3	Coturnix_japonica_XP_015739970.1 protein MRP-126 [Coturnix japonica]
OG0000590	Mus_musculus_sp_Q99K41_EMIL1_MOUSE sp_Q99K41_EMIL1_MOUSE EMILIN-1 OS=Mus musculus OX=10090 GN=Emilin1 PE=1 SV=1	Coturnix_japonica_XP_015715109.1 EMILIN-1 [Coturnix japonica]
OG0000591	Mus_musculus_sp_O35188_X3CL1_MOUSE sp_O35188_X3CL1_MOUSE Fractalkine OS=Mus musculus OX=10090 GN=Cx3cl1 PE=1 SV=3, Mus_musculus_sp_Q9Z121_CCL8_MOUSE sp_Q9Z121_CCL8_MOUSE C-C motif chemokine 8 OS=Mus musculus OX=10090 GN=Ccl8 PE=3 SV=1	Coturnix_japonica_XP_015703917.1 C-C motif chemokine 19 [Coturnix japonica]
OG0000592	Mus_musculus_sp_P29788_VTNC_MOUSE sp_P29788_VTNC_MOUSE Vitronectin OS=Mus musculus OX=10090 GN=Vtn PE=1 SV=2	Coturnix_japonica_XP_015725351.1 proteoglycan 4 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015736025.1 vitronectin [Coturnix japonica]
OG0000593	Mus_musculus_sp_P07321_EPO_MOUSE sp_P07321_EPO_MOUSE Erythropoietin OS=Mus musculus OX=10090 GN=Epo PE=2 SV=1, Mus_musculus_sp_P40226_TPO_MOUSE sp_P40226_TPO_MOUSE Thrombopoietin OS=Mus musculus OX=10090 GN=Thpo PE=2 SV=1	Coturnix_japonica_XP_015727359.1 thrombopoietin isoform X1 [Coturnix japonica]
OG0000623	Mus_musculus_sp_Q04857_CO6A1_MOUSE sp_Q04857_CO6A1_MOUSE Collagen alpha-1_VI_ chain OS=Mus musculus OX=10090 GN=Col6a1 PE=1 SV=1	Coturnix_japonica_XP_015723180.1 collagen alpha-1_VI_ chain [Coturnix japonica]
OG0000666	Mus_musculus_sp_A2AED3_FNDC7_MOUSE sp_A2AED3_FNDC7_MOUSE Fibronectin type III domain-containing protein 7 OS=Mus musculus OX=10090 GN=Fndc7 PE=2 SV=1, Mus_musculus_sp_A2AED3_FNDC7_MOUSE sp_A2AED3_FNDC7_MOUSE Fibronectin type III domain-containing protein 7 OS=Mus musculus OX=10090 GN=Fndc7 PE=2 SV=1	Coturnix_japonica_XP_015724874.1 fibronectin type III domain-containing protein 7 isoform X1 [Coturnix japonica]
OG0000672	Mus_musculus_sp_O35348_COLQ_MOUSE sp_O35348_COLQ_MOUSE Acetylcholinesterase collagenic tail peptide OS=Mus musculus OX=10090 GN=Colq PE=2 SV=2	Coturnix_japonica_XP_015709193.1 PREDICTED_ acetylcholinesterase collagenic tail peptide [Coturnix japonica]
OG0000682	Mus_musculus_sp_P54320_ELN_MOUSE sp_P54320_ELN_MOUSE Elastin OS=Mus musculus OX=10090 GN=Eln PE=1 SV=2	Coturnix_japonica_XP_015736484.1 elastin [Coturnix japonica]
OG0000683	Mus_musculus_sp_Q8K482_EMIL2_MOUSE sp_Q8K482_EMIL2_MOUSE EMILIN-2 OS=Mus musculus OX=10090 GN=Emilin2 PE=1 SV=1	Coturnix_japonica_XP_015710738.2 LOW QUALITY PROTEIN_ EMILIN-2 [Coturnix japonica]
OG0000685	Mus_musculus_sp_Q91X72_HEMO_MOUSE sp_Q91X72_HEMO_MOUSE Hemopexin OS=Mus musculus OX=10090 GN=Hpx PE=1 SV=2	Coturnix_japonica_XP_015708049.1 hemopexin [Coturnix japonica]
OG0000687	Mus_musculus_sp_P97298_PEDF_MOUSE sp_P97298_PEDF_MOUSE Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2	Coturnix_japonica_XP_015736137.1 pigment epithelium-derived factor [Coturnix japonica]
OG0000688	Mus_musculus_sp_P19324_SERPH_MOUSE sp_P19324_SERPH_MOUSE Serpin H1 OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=3	Coturnix_japonica_XP_015708090.1 serpin H1 [Coturnix japonica]
OG0000689	Mus_musculus_sp_P40224_SDF1_MOUSE sp_P40224_SDF1_MOUSE Stromal cell-derived factor 1 OS=Mus musculus OX=10090 GN=Cxcl12 PE=2 SV=2	Coturnix_japonica_XP_015722302.1 stromal cell-derived factor 1 [Coturnix japonica]
OG0000690	Mus_musculus_sp_Q9JKV9_IL20_MOUSE sp_Q9JKV9_IL20_MOUSE Interleukin-20 OS=Mus musculus OX=10090 GN=Il20 PE=2 SV=1	Coturnix_japonica_XP_015740623.1 interleukin-20-like [Coturnix japonica]
OG0000691	Mus_musculus_sp_Q8R1R4_IL34_MOUSE sp_Q8R1R4_IL34_MOUSE Interleukin-34 OS=Mus musculus OX=10090 GN=Il34 PE=1 SV=1, Mus_musculus_sp_Q8R1R4_IL34_MOUSE sp_Q8R1R4_IL34_MOUSE Interleukin-34 OS=Mus musculus OX=10090 GN=Il34 PE=1 SV=1	Coturnix_japonica_XP_015729381.1 interleukin-34 isoform X1 [Coturnix japonica]
OG0000692	Mus_musculus_sp_P10761_ZP3_MOUSE sp_P10761_ZP3_MOUSE Zona pellucida sperm-binding protein 3 OS=Mus musculus OX=10090 GN=Zp3 PE=1 SV=4	Coturnix_japonica_XP_015728094.1 PREDICTED_ zona pellucida sperm-binding protein 3 [Coturnix japonica]
OG0000693	Mus_musculus_sp_P11859_ANGT_MOUSE sp_P11859_ANGT_MOUSE Angiotensinogen OS=Mus musculus OX=10090 GN=Agt PE=1 SV=1	Coturnix_japonica_XP_015713430.1 angiotensinogen [Coturnix japonica]
OG0000694	Mus_musculus_sp_P18121_PR3D1_MOUSE sp_P18121_PR3D1_MOUSE Prolactin-3D1 OS=Mus musculus OX=10090 GN=Prl3d1 PE=2 SV=1, Mus_musculus_sp_P09586_PR3B1_MOUSE sp_P09586_PR3B1_MOUSE Prolactin-3B1 OS=Mus musculus OX=10090 GN=Prl3b1 PE=1 SV=1, Mus_musculus_sp_Q9CRB5_PR7C1_MOUSE sp_Q9CRB5_PR7C1_MOUSE Prolactin-7C1 OS=Mus musculus OX=10090 GN=Prl7c1 PE=2 SV=1, Mus_musculus_sp_P04769_PR7D1_MOUSE sp_P04769_PR7D1_MOUSE Prolactin-7D1 OS=Mus musculus OX=10090 GN=Prl7d1 PE=2 SV=1	Coturnix_japonica_XP_015710248.1 prolactin [Coturnix japonica]
OG0000760	Mus_musculus_sp_Q8VCP9_CLC14_MOUSE sp_Q8VCP9_CLC14_MOUSE C-type lectin domain family 14 member A OS=Mus musculus OX=10090 GN=Clec14a PE=1 SV=2	Coturnix_japonica_XP_015720534.1 C-type lectin domain family 14 member A [Coturnix japonica]
OG0000842	Mus_musculus_sp_Q7TSQ1_CL18A_MOUSE sp_Q7TSQ1_CL18A_MOUSE C-type lectin domain family 18 member A OS=Mus musculus OX=10090 GN=Clec18a PE=2 SV=1, Mus_musculus_sp_Q7TSQ1_CL18A_MOUSE sp_Q7TSQ1_CL18A_MOUSE C-type lectin domain family 18 member A OS=Mus musculus OX=10090 GN=Clec18a PE=2 SV=1	Coturnix_japonica_XP_015729194.1 C-type lectin domain family 18 member A-like isoform X9 [Coturnix japonica]
OG0000851	Mus_musculus_sp_Q07563_COHA1_MOUSE sp_Q07563_COHA1_MOUSE Collagen alpha-1_XVII_ chain OS=Mus musculus OX=10090 GN=Col17a1 PE=1 SV=3	Coturnix_japonica_XP_015722519.1 collagen alpha-1_XVII_ chain [Coturnix japonica]
OG0000852	Mus_musculus_sp_Q02788_CO6A2_MOUSE sp_Q02788_CO6A2_MOUSE Collagen alpha-2_VI_ chain OS=Mus musculus OX=10090 GN=Col6a2 PE=1 SV=3	Coturnix_japonica_XP_015723178.1 collagen alpha-2_VI_ chain isoform X1 [Coturnix japonica]
OG0000853	Mus_musculus_sp_Q00780_CO8A1_MOUSE sp_Q00780_CO8A1_MOUSE Collagen alpha-1_VIII_ chain OS=Mus musculus OX=10090 GN=Col8a1 PE=1 SV=3	Coturnix_japonica_XP_015732049.1 collagen alpha-1_VIII_ chain [Coturnix japonica]
OG0000854	Mus_musculus_sp_P25318_CO8A2_MOUSE sp_P25318_CO8A2_MOUSE Collagen alpha-2_VIII_ chain OS=Mus musculus OX=10090 GN=Col8a2 PE=2 SV=2	Coturnix_japonica_XP_015738726.1 collagen alpha-2_VIII_ chain [Coturnix japonica]
OG0000855	Mus_musculus_sp_Q07643_CO9A2_MOUSE sp_Q07643_CO9A2_MOUSE Collagen alpha-2_IX_ chain OS=Mus musculus OX=10090 GN=Col9a2 PE=2 SV=1	Coturnix_japonica_XP_015738727.1 PREDICTED_ collagen alpha-2_IX_ chain [Coturnix japonica]
